actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-10-25T23:41:49.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-25T23:41:49Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-10-25T23:41:52.0Z,1,REGULAR,jumpball,recovered,[],200768,,,1610612748,0,0,2021-10-25T23:41:52Z,40000,,,0,,Jump Ball B. Adebayo vs. M. Bamba: Tip to K. Lowry,"[200768, 1628389, 1628964]",1610612748.0,MIA,startperiod,K. Lowry,200768.0,Lowry,K. Lowry,Adebayo,1628389.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-10-25T23:42:06.6Z,1,REGULAR,2pt,Jump Shot,[],1628389,75.77201051248358,40.931372549019606,1610612748,2,0,2021-10-25T23:42:14Z,70000,-45.0,175.0,1,right,B. Adebayo 18' Jump Shot (2 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,18.1,Made,2.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
9,PT11M18.00S,2021-10-25T23:42:30.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630591,11.12023653088042,60.049019607843135,1610612753,2,0,2021-10-25T23:42:37Z,90000,-50.0,52.0,1,left,MISS J. Suggs 7' turnaround Hook,[1630591],1610612753.0,ORL,turnaround,,,Suggs,J. Suggs,,,,,7.23,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2021-10-25T23:42:31.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,2,0,2021-10-25T23:42:37Z,100000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,
11,PT11M17.00S,2021-10-25T23:42:36.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,2,0,2021-10-25T23:42:36Z,110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2021-10-25T23:42:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.02825229960578,49.26470588235294,1610612748,2,0,2021-10-25T23:42:52Z,120000,-4.0,126.0,1,right,MISS B. Adebayo 12' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,12.59,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2021-10-25T23:42:50.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,2,0,2021-10-25T23:42:52Z,130000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,
14,PT10M56.00S,2021-10-25T23:42:57.8Z,1,REGULAR,2pt,Jump Shot,[],1630175,22.552562417871222,50.98039215686274,1610612753,2,2,2021-10-25T23:43:07Z,140000,-5.0,159.0,1,left,C. Anthony 15' pullup Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[1630175, 1628976]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,15.96,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,,
15,PT10M40.00S,2021-10-25T23:43:13.3Z,1,REGULAR,3pt,Jump Shot,[],200782,92.72339027595268,2.2058823529411766,1610612748,2,2,2021-10-26T00:03:46Z,150000,-239.0,16.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.95,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2021-10-25T23:43:13.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,2,2,2021-10-25T23:43:32Z,160000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M26.00S,2021-10-25T23:43:27.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,33.722076215505915,49.754901960784316,1610612753,2,2,2021-10-25T23:43:36Z,170000,1.0,264.0,1,left,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
