actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
274,PT02M50.00S,2022-03-08T01:31:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.24901445466492,45.588235294117645,1610612745,48,57,2022-03-08T01:31:33Z,2680000,-22.0,11.0,1,right,K. Porter Jr. driving Layup (16 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,,,2.47,Made,,,,,,,,,16.0,,,,,,,,
275,PT02M50.00S,2022-03-08T01:31:17.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200782,,,1610612745,48,57,2022-03-08T01:31:24Z,2690000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[200782, 1629645]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,202026.0,,,,,,,,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
277,PT02M50.00S,2022-03-08T01:31:30.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,48,57,2022-03-08T01:34:30Z,2710000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M50.00S,2022-03-08T01:31:36.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612745,48,57,2022-03-08T01:34:30Z,2720000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M50.00S,2022-03-08T01:31:36.0Z,2,REGULAR,substitution,in,[],200768,,,1610612745,48,57,2022-03-08T01:34:30Z,2730000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M50.00S,2022-03-08T01:34:28.4Z,2,REGULAR,freethrow,1 of 1,[],1629645,,,1610612745,48,57,2022-03-08T01:34:31Z,2740000,,,0,,MISS K. Porter Jr. Free Throw 1 of 1,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,
281,PT02M47.00S,2022-03-08T01:34:31.4Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,48,57,2022-03-08T01:34:31Z,2750000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,,,,,,
282,PT02M27.00S,2022-03-08T01:34:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,17.559132720105126,57.35294117647059,1610612748,50,57,2022-03-08T01:35:03Z,2760000,-37.0,113.0,1,left,J. Butler 11' turnaround fadeaway bank Jump Shot (15 PTS),[202710],1610612748.0,MIA,turnaround fadeaway bank,,,Butler,J. Butler,,,,,,,11.85,Made,,,,,,,,,15.0,,,,,,,,
283,PT02M27.00S,2022-03-08T01:35:08.1Z,2,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612748,50,57,2022-03-08T01:35:20Z,2770000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Butler 1 FT),"[1630578, 202710]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,202026.0,,,,,,,,2.0,0.0,Butler,202710.0,,,,,,,,,
285,PT02M27.00S,2022-03-08T01:35:16.2Z,2,REGULAR,substitution,out,[],1630256,,,1610612748,50,57,2022-03-08T01:35:19Z,2790000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M27.00S,2022-03-08T01:35:16.2Z,2,REGULAR,substitution,in,[],1630231,,,1610612748,50,57,2022-03-08T01:35:19Z,2800000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M27.00S,2022-03-08T01:35:26.0Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,51,57,2022-03-08T01:35:26Z,2810000,,,0,,J. Butler Free Throw 1 of 1 (16 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,16.0,,,,,,,,
288,PT02M16.00S,2022-03-08T01:35:42.9Z,2,REGULAR,turnover,out-of-bounds,[],1630578,,,1610612745,51,57,2022-03-08T01:35:48Z,2820000,,,0,,A. Sengun bad pass out-of-bounds TURNOVER (2 TO),[1630578],1610612745.0,HOU,bad pass,,,Sengun,A. Sengun,,,,,200832.0,2.0,,,,,,,,,,,,,,,,,,,
289,PT02M03.00S,2022-03-08T01:35:57.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,13.87976346911958,1.2254901960784315,1610612748,54,57,2022-03-08T01:36:03Z,2830000,244.0,78.0,1,left,T. Herro 25' 3PT  (15 PTS) (K. Lowry 2 AST),"[1629639, 200768]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,25.61,Made,,,,,,,,,15.0,K. Lowry,200768.0,2.0,,,,,
291,PT01M44.00S,2022-03-08T01:36:16.8Z,2,REGULAR,2pt,Jump Shot,[],1630578,94.82588699080158,67.40196078431373,1610612745,54,57,2022-03-08T01:36:22Z,2850000,87.0,-4.0,1,right,MISS A. Sengun 8' turnaround Shot,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,,,8.71,Missed,,,,,,,,,,,,,,,,,
292,PT01M42.00S,2022-03-08T01:36:18.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,54,57,2022-03-08T01:36:22Z,2860000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,291.0,2.0,2.0,0.0,,,,,,,,,,,,,
293,PT01M28.00S,2022-03-08T01:36:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.30946123521682,52.94117647058824,1610612748,54,57,2022-03-08T01:36:36Z,2870000,-15.0,16.0,1,left,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,2.19,Missed,,,,,,,,,,,,,,,,,
294,PT01M25.00S,2022-03-08T01:36:35.3Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,54,57,2022-03-08T01:37:37Z,2880000,,,0,,A. Sengun REBOUND (Off:2 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,293.0,5.0,3.0,2.0,,,,,,,,,,,,,
295,PT01M21.00S,2022-03-08T01:36:45.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612745,54,57,2022-03-08T01:36:54Z,2890000,,,0,,P. Tucker shooting personal FOUL (2 PF) (Sengun 2 FT),"[200782, 1630578]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,1363.0,,,,,,,,2.0,0.0,Sengun,1630578.0,,,,,,,,,
297,PT01M21.00S,2022-03-08T01:37:15.7Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,54,58,2022-03-08T01:37:15Z,2910000,,,0,,A. Sengun Free Throw 1 of 2 (12 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,
298,PT01M21.00S,2022-03-08T01:37:16.8Z,2,REGULAR,substitution,out,[],1628389,,,1610612745,54,58,2022-03-08T01:37:23Z,2920000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M21.00S,2022-03-08T01:37:16.8Z,2,REGULAR,substitution,in,[],1628997,,,1610612745,54,58,2022-03-08T01:37:23Z,2930000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M21.00S,2022-03-08T01:37:15.7Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,54,58,2022-03-08T01:37:43Z,2940000,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,
301,PT01M18.00S,2022-03-08T01:37:18.7Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,54,58,2022-03-08T01:37:43Z,2950000,,,0,,P. Tucker REBOUND (Off:1 Def:6),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,300.0,7.0,6.0,1.0,,,,,,,,,,,,,
302,PT01M02.00S,2022-03-08T01:37:57.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.652431011826544,47.794117647058826,1610612748,54,58,2022-03-08T01:38:02Z,2960000,11.0,10.0,1,left,MISS J. Butler cutting Layup,[202710],1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,,,1.49,Missed,,,,,,,,,,,,,,,,,
303,PT01M01.00S,2022-03-08T01:37:59.5Z,2,REGULAR,rebound,offensive,[],200782,,,1610612748,54,58,2022-03-08T01:37:59Z,2970000,,,0,,P. Tucker REBOUND (Off:2 Def:6),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,302.0,8.0,6.0,2.0,,,,,,,,,,,,,
304,PT01M00.00S,2022-03-08T01:38:00.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,9.149145860709593,52.69607843137255,1610612748,54,58,2022-03-08T01:38:20Z,2980000,-13.0,34.0,1,left,MISS P. Tucker putback Layup,[200782],1610612748.0,MIA,putback,,,Tucker,P. Tucker,,,,,,,3.61,Missed,,,,,,,,,,,,,,,,,
305,PT01M00.00S,2022-03-08T01:38:00.6Z,2,REGULAR,rebound,offensive,[],200782,,,1610612748,54,58,2022-03-08T01:38:07Z,2990000,,,0,,P. Tucker REBOUND (Off:3 Def:6),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,304.0,9.0,6.0,3.0,,,,,,,,,,,,,
306,PT00M56.50S,2022-03-08T01:38:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,5.590000152587891,50.0,1610612748,54,58,2022-03-08T01:38:04Z,3000000,0.0,0.0,1,left,MISS P. Tucker tip Layup,[200782],1610612748.0,MIA,tip,,,Tucker,P. Tucker,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
307,PT00M55.00S,2022-03-08T01:38:05.7Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,54,58,2022-03-08T01:38:05Z,3010000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,306.0,5.0,3.0,2.0,,,,,,,,,,,,,
308,PT00M53.40S,2022-03-08T01:38:08.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,7.966491458607096,46.32352941176471,1610612748,56,58,2022-03-08T01:40:55Z,3020000,18.0,22.0,1,left,J. Butler driving Layup (18 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,2.9,Made,,,,,,,,,18.0,,,,,,,,
309,PT00M35.30S,2022-03-08T01:38:27.3Z,2,REGULAR,turnover,bad pass,[],1630231,,,1610612745,56,58,2022-03-08T01:38:32Z,3030000,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1629639]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,1.0,,,,,,,,,,,,,,,Herro,1629639.0,,,
310,PT00M35.30S,2022-03-08T01:38:27.3Z,2,REGULAR,steal,,[],1629639,,,1610612748,56,58,2022-03-08T01:38:30Z,3040000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M28.80S,2022-03-08T01:38:35.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,13.222733245729303,94.85294117647058,1610612748,59,58,2022-03-08T01:38:40Z,3050000,-224.0,72.0,1,left,T. Herro 3PT  (18 PTS) (C. Martin 1 AST),"[1629639, 1628997]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,23.55,Made,,,,,,,,,18.0,C. Martin,1628997.0,1.0,,,,,
313,PT00M05.50S,2022-03-08T01:39:08.0Z,2,REGULAR,3pt,Jump Shot,[],1629645,94.95729303547962,96.07843137254902,1610612745,59,58,2022-03-08T01:39:15Z,3070000,230.0,-5.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,23.05,Missed,,,,,,,,,,,,,,,,,
314,PT00M02.00S,2022-03-08T01:39:11.5Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,59,58,2022-03-08T01:39:15Z,3080000,,,0,,P. Tucker REBOUND (Off:3 Def:7),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,313.0,10.0,7.0,3.0,,,,,,,,,,,,,
315,PT00M00.20S,2022-03-08T01:39:16.6Z,2,REGULAR,3pt,Jump Shot,[],1629639,42.132063074901446,30.637254901960787,1610612748,62,58,2022-03-08T01:39:38Z,3090000,97.0,344.0,1,left,T. Herro 35' 3PT pullup (21 PTS) (P. Tucker 2 AST),"[1629639, 200782]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,35.69,Made,,,,,,,,,21.0,P. Tucker,200782.0,2.0,,,,,
317,PT00M00.00S,2022-03-08T01:39:38.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612745,62,58,2022-03-08T01:40:15Z,3110000,,,0,,,[],,,support,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
318,PT00M00.00S,2022-03-08T01:40:22.2Z,2,REGULAR,period,end,[],0,,,1610612745,62,58,2022-03-08T01:40:22Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-03-08T01:40:44.4Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612745,62,58,2022-03-08T01:55:06Z,3130000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-03-08T01:40:44.4Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612745,62,58,2022-03-08T01:55:06Z,3140000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-03-08T01:40:44.4Z,3,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,62,58,2022-03-08T01:55:06Z,3150000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-03-08T01:40:44.4Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612745,62,58,2022-03-08T01:55:06Z,3160000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-03-08T01:40:44.4Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612745,62,58,2022-03-08T01:55:06Z,3170000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2022-03-08T01:40:44.4Z,3,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,62,58,2022-03-08T01:55:06Z,3180000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2022-03-08T01:55:32.7Z,3,REGULAR,period,start,[],0,,,1610612745,62,58,2022-03-08T01:55:32Z,3190000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M48.00S,2022-03-08T01:55:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.280551905387648,51.470588235294116,1610612745,62,58,2022-03-08T01:55:50Z,3200000,-7.0,35.0,1,left,MISS J. Green driving Layup - blocked,"[1630224, 202710]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,,,3.55,Missed,,,,,,,,,,,,,,,Butler,202710.0,
327,PT11M48.00S,2022-03-08T01:55:43.7Z,3,REGULAR,block,,[],202710,,,1610612745,62,58,2022-03-08T01:55:46Z,3210000,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M45.00S,2022-03-08T01:55:46.7Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,62,58,2022-03-08T01:55:50Z,3220000,,,0,,A. Sengun REBOUND (Off:3 Def:3),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,326.0,6.0,3.0,3.0,,,,,,,,,,,,,
329,PT11M42.00S,2022-03-08T01:55:49.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,26.231931668856767,15.441176470588236,1610612745,62,58,2022-03-08T01:55:54Z,3230000,173.0,194.0,1,left,MISS J. Tate 25' 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,25.99,Missed,,,,,,,,,,,,,,,,,
330,PT11M40.00S,2022-03-08T01:55:51.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,62,58,2022-03-08T01:55:54Z,3240000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,329.0,3.0,3.0,0.0,,,,,,,,,,,,,
331,PT11M24.00S,2022-03-08T01:56:07.5Z,3,REGULAR,3pt,Jump Shot,[],1629130,67.49342969776609,35.78431372549019,1610612748,65,58,2022-03-08T01:56:13Z,3250000,-71.0,253.0,1,right,D. Robinson 26' 3PT  (10 PTS) (J. Butler 2 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,26.29,Made,,,,,,,,,10.0,J. Butler,202710.0,2.0,,,,,
333,PT11M06.00S,2022-03-08T01:56:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.783837056504599,47.05882352941176,1610612745,65,58,2022-03-08T01:56:30Z,3270000,15.0,11.0,1,left,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,,,1.85,Missed,,,,,,,,,,,,,,,,,
334,PT11M04.00S,2022-03-08T01:56:28.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,65,58,2022-03-08T01:56:30Z,3280000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,333.0,6.0,4.0,2.0,,,,,,,,,,,,,
335,PT10M56.00S,2022-03-08T01:56:36.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,91.27792378449409,45.34313725490196,1610612748,65,58,2022-03-08T01:56:43Z,3290000,-23.0,29.0,1,right,MISS B. Adebayo turnaround Shot - blocked,"[1628389, 1630578]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,3.76,Missed,,,,,,,,,,,,,,,Sengun,1630578.0,
336,PT10M56.00S,2022-03-08T01:56:36.1Z,3,REGULAR,block,,[],1630578,,,1610612748,65,58,2022-03-08T01:56:39Z,3300000,,,0,,A. Sengun BLOCK (1 BLK),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT10M55.00S,2022-03-08T01:56:37.1Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,65,58,2022-03-08T01:56:43Z,3310000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,335.0,4.0,3.0,1.0,,,,,,,,,,,,,
338,PT10M52.00S,2022-03-08T01:57:06.4Z,3,REGULAR,jumpball,recovered,[],1629130,,,1610612748,65,58,2022-03-08T01:57:06Z,3320000,,,0,,Jump Ball B. Adebayo vs. J. Tate: Tip to D. Robinson,"[1629130, 1628389, 1630256]",1610612748.0,MIA,heldball,D. Robinson,1629130.0,Robinson,D. Robinson,Adebayo,1628389.0,Tate,1630256.0,,,,,,,,,,,,,,,,,,,,,
341,PT10M49.00S,2022-03-08T01:57:09.5Z,3,REGULAR,turnover,bad pass,[],1629130,,,1610612748,65,58,2022-03-08T01:57:14Z,3350000,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1629726]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,1.0,,,,,,,,,,,,,,,Mathews,1629726.0,,,
342,PT10M49.00S,2022-03-08T01:57:09.5Z,3,REGULAR,steal,,[],1629726,,,1610612745,65,58,2022-03-08T01:57:12Z,3360000,,,0,,G. Mathews STEAL (2 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT10M43.00S,2022-03-08T01:57:15.1Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629726,28.728646517739815,23.52941176470588,1610612745,65,58,2022-03-08T01:57:44Z,3370000,132.0,218.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,25.46,Missed,,,,,,,,,,,,,,,,,
344,PT10M40.00S,2022-03-08T01:57:18.1Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,65,58,2022-03-08T01:57:18Z,3380000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,343.0,2.0,2.0,0.0,,,,,,,,,,,,,
345,PT10M26.00S,2022-03-08T01:57:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,94.56307490144546,54.41176470588235,1610612748,67,58,2022-03-08T01:57:38Z,3390000,22.0,-1.0,1,right,B. Adebayo reverse Layup (4 PTS),[1628389],1610612748.0,MIA,reverse,,,Adebayo,B. Adebayo,,,,,,,2.21,Made,,,,,,,,,4.0,,,,,,,,
346,PT10M02.00S,2022-03-08T01:57:56.2Z,3,REGULAR,2pt,Jump Shot,[],1630224,13.87976346911958,28.676470588235293,1610612745,67,60,2022-03-08T01:58:14Z,3400000,107.0,78.0,1,left,J. Green 13' turnaround Jump Shot (16 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,turnaround,,,Green,J. Green,,,,,,,13.21,Made,,,,,,,,,16.0,A. Sengun,1630578.0,2.0,,,,,
348,PT09M33.00S,2022-03-08T01:58:24.4Z,3,REGULAR,3pt,Jump Shot,[],200768,67.23061760840999,50.245098039215684,1610612748,67,60,2022-03-08T01:58:29Z,3420000,1.0,256.0,1,right,MISS K. Lowry 25' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,25.55,Missed,,,,,,,,,,,,,,,,,
349,PT09M31.00S,2022-03-08T01:58:27.2Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,67,60,2022-03-08T01:58:27Z,3430000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,348.0,5.0,3.0,2.0,,,,,,,,,,,,,
350,PT09M21.00S,2022-03-08T01:58:37.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],200782,94.56307490144546,96.56862745098039,1610612748,70,60,2022-03-08T01:58:41Z,3440000,233.0,-1.0,1,right,P. Tucker 3PT  (9 PTS) (J. Butler 3 AST),"[200782, 202710]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,23.28,Made,,,,,,,,,9.0,J. Butler,202710.0,3.0,,,,,
352,PT09M09.00S,2022-03-08T01:58:52.6Z,3,REGULAR,foul,personal,['3freethrow'],1628389,,,1610612745,70,60,2022-03-08T01:59:07Z,3460000,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Porter Jr. 3 FT),"[1628389, 1629645]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,202026.0,,,,,,,,3.0,0.0,Porter Jr.,1629645.0,,,,,,,,,
354,PT09M09.00S,2022-03-08T01:59:22.0Z,3,REGULAR,freethrow,1 of 3,[],1629645,,,1610612745,70,61,2022-03-08T01:59:22Z,3480000,,,0,,K. Porter Jr. Free Throw 1 of 3 (17 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,17.0,,,,,,,,
355,PT09M09.00S,2022-03-08T01:59:37.3Z,3,REGULAR,freethrow,2 of 3,[],1629645,,,1610612745,70,62,2022-03-08T01:59:37Z,3490000,,,0,,K. Porter Jr. Free Throw 2 of 3 (18 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,
356,PT09M09.00S,2022-03-08T01:59:52.9Z,3,REGULAR,freethrow,3 of 3,[],1629645,,,1610612745,70,63,2022-03-08T01:59:52Z,3500000,,,0,,K. Porter Jr. Free Throw 3 of 3 (19 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,
357,PT08M56.00S,2022-03-08T02:00:06.3Z,3,REGULAR,3pt,Jump Shot,[],1629130,76.82325886990802,86.76470588235294,1610612748,70,63,2022-03-08T02:00:11Z,3510000,184.0,165.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,24.73,Missed,,,,,,,,,,,,,,,,,
358,PT08M54.00S,2022-03-08T02:00:08.3Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,70,63,2022-03-08T02:00:11Z,3520000,,,0,,J. Tate REBOUND (Off:1 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,357.0,4.0,3.0,1.0,,,,,,,,,,,,,
359,PT08M46.00S,2022-03-08T02:00:16.5Z,3,REGULAR,3pt,Jump Shot,[],1630224,31.882391590013142,76.22549019607843,1610612745,70,63,2022-03-08T02:00:24Z,3530000,-131.0,247.0,1,left,MISS J. Green 27' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,,,27.98,Missed,,,,,,,,,,,,,,,,,
360,PT08M40.00S,2022-03-08T02:00:22.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,70,63,2022-03-08T02:00:24Z,3540000,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,359.0,7.0,5.0,2.0,,,,,,,,,,,,,
