actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-10-29T23:45:38.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-29T23:45:38Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-10-29T23:45:40.4Z,1,REGULAR,jumpball,recovered,[],1628970,,,1610612766,0,0,2021-10-29T23:45:40Z,40000,,,0,,Jump Ball M. Plumlee vs. B. Adebayo: Tip to M. Bridges,"[1628970, 203486, 1628389]",1610612766.0,CHA,startperiod,M. Bridges,1628970.0,Bridges,M. Bridges,Plumlee,203486.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2021-10-29T23:46:00.8Z,1,REGULAR,2pt,Jump Shot,[],202330,94.1688567674113,70.34313725490196,1610612766,0,0,2021-10-29T23:46:34Z,70000,102.0,2.0,1,right,MISS G. Hayward 10' floating Shot,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,10.17,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M32.00S,2021-10-29T23:46:04.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,0,0,2021-10-29T23:46:07Z,80000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M28.00S,2021-10-29T23:46:12.0Z,1,REGULAR,foul,personal,[],202330,,,1610612748,0,0,2021-10-29T23:46:30Z,90000,,,0,,G. Hayward personal FOUL (1 PF),"[202330, 1629130]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,1146.0,1.0,0.0,Robinson,1629130.0,,,,,,,,,,
11,PT11M16.00S,2021-10-29T23:46:37.8Z,1,REGULAR,2pt,Jump Shot,[],200768,27.94021024967148,50.98039215686274,1610612748,0,0,2021-10-29T23:46:44Z,110000,-5.0,210.0,1,left,MISS K. Lowry 21' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,21.02,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2021-10-29T23:46:41.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,0,2021-10-29T23:46:44Z,120000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
13,PT11M04.00S,2021-10-29T23:46:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,82.60512483574244,38.72549019607843,1610612766,0,0,2021-10-29T23:46:58Z,130000,-56.0,111.0,1,right,MISS L. Ball 12' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,12.45,Missed,,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2021-10-29T23:46:52.8Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,0,0,2021-10-29T23:46:58Z,140000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
75,PT10M58.00S,2021-10-29T23:47:02.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,26.067674113009204,13.970588235294116,1610612748,0,0,2021-10-29T23:55:57Z,155000,180.0,193.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
