actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
194,PT08M57.00S,2022-01-20T01:14:59.2Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,33,28,2022-01-20T01:15:01Z,1930000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,193.0,4.0,3.0,1.0,,,,,,,,,,
195,PT08M48.00S,2022-01-20T01:15:09.3Z,2,REGULAR,3pt,Jump Shot,[],1629216,6.258212877792378,3.1862745098039214,1610612748,36,28,2022-01-20T01:15:15Z,1940000,234.0,6.0,1,left,G. Vincent 3PT pullup (5 PTS) (D. Dedmon 1 AST),"[1629216, 203473]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,23.42,Made,,,,,,,5.0,,,,,,D. Dedmon,203473.0,1.0,
197,PT08M46.00S,2022-01-20T01:15:14.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,36,28,2022-01-20T01:15:14Z,1960000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M46.00S,2022-01-20T01:16:57.3Z,2,REGULAR,substitution,out,[],1628372,,,1610612757,36,28,2022-01-20T01:18:03Z,1970000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M46.00S,2022-01-20T01:16:57.3Z,2,REGULAR,substitution,out,[],1629604,,,1610612757,36,28,2022-01-20T01:18:03Z,1980000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M46.00S,2022-01-20T01:16:57.3Z,2,REGULAR,substitution,out,[],203463,,,1610612757,36,28,2022-01-20T01:18:03Z,1990000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M46.00S,2022-01-20T01:16:57.3Z,2,REGULAR,substitution,in,[],203468,,,1610612757,36,28,2022-01-20T01:18:03Z,2000000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M46.00S,2022-01-20T01:16:57.3Z,2,REGULAR,substitution,in,[],203503,,,1610612757,36,28,2022-01-20T01:18:03Z,2010000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M46.00S,2022-01-20T01:16:57.3Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,36,28,2022-01-20T01:18:03Z,2020000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M39.00S,2022-01-20T01:18:26.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,36,28,2022-01-20T01:18:26Z,2030000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M34.00S,2022-01-20T01:21:27.6Z,2,REGULAR,turnover,bad pass,[],203496,,,1610612757,36,28,2022-01-20T01:21:33Z,2040000,,,0,,R. Covington bad pass TURNOVER (1 TO),"[203496, 203473]",1610612757.0,POR,,,,Covington,R. Covington,,,,,1.0,Dedmon,203473.0,,,,,,,,,,,,,,,,,,
208,PT08M34.00S,2022-01-20T01:21:27.6Z,2,REGULAR,steal,,[],203473,,,1610612748,36,28,2022-01-20T01:29:33Z,2050000,,,0,,D. Dedmon STEAL (1 STL),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M28.00S,2022-01-20T01:21:36.0Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612748,36,28,2022-01-20T01:21:46Z,2060000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Dedmon 2 FT),"[203468, 203473]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Dedmon,203473.0,,,,
211,PT08M28.00S,2022-01-20T01:22:02.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203473,,,1610612748,36,28,2022-01-20T01:22:02Z,2080000,,,0,,MISS D. Dedmon Free Throw 1 of 2,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Missed,,,,,,,,,,,,,,,,
212,PT08M28.00S,2022-01-20T01:22:02.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,36,28,2022-01-20T01:22:02Z,2090000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,
213,PT08M28.00S,2022-01-20T01:22:16.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203473,,,1610612748,37,28,2022-01-20T01:22:16Z,2100000,,,0,,D. Dedmon Free Throw 2 of 2 (4 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
214,PT08M10.00S,2022-01-20T01:22:38.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.83639947437582,27.450980392156865,1610612757,37,28,2022-01-20T01:22:44Z,2110000,-113.0,259.0,1,right,MISS A. Simons 28' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,28.26,Missed,,,,,,,,,,,,,,,,
215,PT08M06.00S,2022-01-20T01:22:42.4Z,2,REGULAR,rebound,offensive,[],203503,,,1610612757,37,28,2022-01-20T01:22:44Z,2120000,,,0,,T. Snell REBOUND (Off:1 Def:0),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,214.0,1.0,0.0,1.0,,,,,,,,,,
216,PT08M00.00S,2022-01-20T01:22:48.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,70.25295663600527,22.794117647058822,1610612757,37,31,2022-01-20T01:22:55Z,2130000,-136.0,227.0,1,right,A. Simons 26' 3PT  (6 PTS) (C. McCollum 2 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,26.47,Made,,,,,,,6.0,,,,,,C. McCollum,203468.0,2.0,
218,PT07M34.00S,2022-01-20T01:23:15.5Z,2,REGULAR,foul,personal,[],203496,,,1610612748,37,31,2022-01-20T01:23:24Z,2150000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1629622]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Strus,1629622.0,,,,
220,PT07M34.00S,2022-01-20T01:23:22.7Z,2,REGULAR,substitution,out,[],203473,,,1610612748,37,31,2022-01-20T01:23:25Z,2170000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M34.00S,2022-01-20T01:23:22.7Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,37,31,2022-01-20T01:23:25Z,2180000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M20.00S,2022-01-20T01:23:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,6.258212877792378,45.83333333333333,1610612748,39,31,2022-01-20T01:24:03Z,2190000,21.0,6.0,1,left,C. Martin driving Layup (4 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,2.17,Made,,,,,,,4.0,,,,,,,,,
223,PT07M08.00S,2022-01-20T01:24:08.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.17936925098554,64.4607843137255,1610612757,39,34,2022-01-20T01:24:14Z,2200000,72.0,265.0,1,right,A. Simons 27' 3PT  (9 PTS) (C. McCollum 3 AST),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,27.51,Made,,,,,,,9.0,,,,,,C. McCollum,203468.0,3.0,
225,PT06M47.00S,2022-01-20T01:24:30.3Z,2,REGULAR,3pt,Jump Shot,[],1629657,4.681340341655716,96.56862745098039,1610612748,39,34,2022-01-20T01:24:34Z,2220000,-233.0,-8.0,1,left,MISS K. Guy 3PT,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,23.3,Missed,,,,,,,,,,,,,,,,
226,PT06M45.00S,2022-01-20T01:24:32.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,39,34,2022-01-20T01:24:34Z,2230000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,225.0,3.0,2.0,1.0,,,,,,,,,,
227,PT06M40.00S,2022-01-20T01:24:37.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203468,82.60512483574244,40.44117647058824,1610612757,39,36,2022-01-20T01:24:50Z,2240000,-48.0,111.0,1,right,C. McCollum 12' driving floating Jump Shot (15 PTS) (A. Simons 3 AST),"[203468, 1629014]",1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,,12.09,Made,,,,,,,15.0,,,,,,A. Simons,1629014.0,3.0,
229,PT06M32.00S,2022-01-20T01:24:50.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,39,36,2022-01-20T01:24:50Z,2260000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M32.00S,2022-01-20T01:25:49.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,39,36,2022-01-20T01:26:29Z,2270000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M32.00S,2022-01-20T01:25:49.0Z,2,REGULAR,substitution,in,[],202710,,,1610612748,39,36,2022-01-20T01:26:29Z,2280000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M20.00S,2022-01-20T01:26:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.046649145860711,52.20588235294118,1610612748,41,36,2022-01-20T01:26:51Z,2290000,-11.0,14.0,1,left,B. Adebayo driving Layup (5 PTS) (K. Guy 1 AST),"[1628389, 1629657]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,,1.76,Made,,,,,,,5.0,,,,,,K. Guy,1629657.0,1.0,
234,PT05M58.00S,2022-01-20T01:27:05.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,87.46714848883047,51.71568627450981,1610612757,41,36,2022-01-20T01:27:14Z,2310000,9.0,65.0,1,right,MISS J. Nurkic 6' turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,,,,6.59,Missed,,,,,,,,,,,,,,,,
235,PT05M57.00S,2022-01-20T01:27:09.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,41,36,2022-01-20T01:27:09Z,2320000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,
236,PT05M57.00S,2022-01-20T01:27:10.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,41,36,2022-01-20T01:27:10Z,2330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M39.00S,2022-01-20T01:27:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629657,32.53942181340342,48.03921568627451,1610612748,44,36,2022-01-20T01:27:40Z,2340000,10.0,253.0,1,left,K. Guy 25' 3PT  (5 PTS),[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,25.36,Made,,,,,,,5.0,,,,,,,,,
239,PT05M27.00S,2022-01-20T01:27:45.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,92.06636005256242,56.127450980392155,1610612757,44,38,2022-01-20T01:27:55Z,2360000,31.0,22.0,1,right,J. Nurkic driving bank Hook (4 PTS) (A. Simons 4 AST),"[203994, 1629014]",1610612757.0,POR,driving bank,,,Nurkic,J. Nurkic,,,,,,,,3.77,Made,,,,,,,4.0,,,,,,A. Simons,1629014.0,4.0,
241,PT05M10.00S,2022-01-20T01:28:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,7.30946123521682,37.745098039215684,1610612748,46,38,2022-01-20T01:31:54Z,2380000,61.0,16.0,1,left,B. Adebayo 6' driving Layup (7 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,,6.34,Made,,,,,,,7.0,,,,,,,,,
243,PT04M53.00S,2022-01-20T01:28:21.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,46,38,2022-01-20T01:28:21Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M51.00S,2022-01-20T01:28:40.0Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,46,38,2022-01-20T01:28:46Z,2410000,,,0,,C. McCollum step out-of-bounds TURNOVER (2 TO),[203468],1610612757.0,POR,step,,,McCollum,C. McCollum,,,,,2.0,,,,,,,,,,,,2004.0,,,,,,,,
245,PT04M39.00S,2022-01-20T01:29:01.2Z,2,REGULAR,turnover,lost ball,[],1628389,,,1610612748,46,38,2022-01-20T01:29:08Z,2420000,,,0,,B. Adebayo lost ball TURNOVER (2 TO),"[1628389, 1629014]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,2.0,Simons,1629014.0,,,,,,,,,,,,,,,,,,
246,PT04M39.00S,2022-01-20T01:29:01.2Z,2,REGULAR,steal,,[],1629014,,,1610612757,46,38,2022-01-20T01:29:02Z,2430000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M34.00S,2022-01-20T01:29:06.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203503,69.85873850197109,69.85294117647058,1610612757,46,38,2022-01-20T01:29:13Z,2440000,99.0,231.0,1,right,MISS T. Snell 25' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,
248,PT04M30.00S,2022-01-20T01:29:10.4Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,46,38,2022-01-20T01:29:13Z,2450000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,247.0,3.0,2.0,1.0,,,,,,,,,,
249,PT04M28.00S,2022-01-20T01:29:12.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628997,11.645860709592641,50.245098039215684,1610612748,48,38,2022-01-20T01:33:23Z,2460000,-1.0,57.0,1,left,C. Martin running pullup Jump Shot (6 PTS),[1628997],1610612748.0,MIA,running pullup,,,Martin,C. Martin,,,,,,,,5.7,Made,,,,,,,6.0,,,,,,,,,
250,PT04M14.00S,2022-01-20T01:29:26.1Z,2,REGULAR,3pt,Jump Shot,[],203468,70.12155059132719,16.666666666666664,1610612757,48,41,2022-01-20T01:29:39Z,2470000,-167.0,228.0,1,right,C. McCollum 28' 3PT pullup (18 PTS) (J. Nurkic 1 AST),"[203468, 203994]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,28.28,Made,,,,,,,18.0,,,,,,J. Nurkic,203994.0,1.0,
252,PT03M56.00S,2022-01-20T01:29:44.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,7.835085413929041,63.23529411764706,1610612748,48,41,2022-01-20T01:29:51Z,2490000,-66.0,21.0,1,left,MISS J. Butler 6' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,,,,6.95,Missed,,,,,,,,,,,,,,,,
253,PT03M52.00S,2022-01-20T01:29:47.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,48,41,2022-01-20T01:29:47Z,2500000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,252.0,4.0,3.0,1.0,,,,,,,,,,
254,PT03M49.00S,2022-01-20T01:29:51.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,66.70499342969777,58.82352941176471,1610612757,48,44,2022-01-20T01:29:59Z,2510000,44.0,260.0,1,right,A. Simons 26' 3PT pullup (12 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,26.42,Made,,,,,,,12.0,,,,,,,,,
255,PT03M34.00S,2022-01-20T01:30:05.3Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,48,44,2022-01-20T01:30:09Z,2520000,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 203994]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,2.0,Nurkic,203994.0,,,,,,,,,,,,,,,,,,
256,PT03M34.00S,2022-01-20T01:30:05.3Z,2,REGULAR,steal,,[],203994,,,1610612757,48,44,2022-01-20T01:30:07Z,2530000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M28.00S,2022-01-20T01:30:12.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,90.75229960578186,22.30392156862745,1610612757,48,46,2022-01-20T01:33:04Z,2540000,-138.0,34.0,1,right,C. McCollum 14' pullup Jump Shot (20 PTS) (J. Nurkic 2 AST),"[203468, 203994]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,14.27,Made,,,,,,,20.0,,,,,,J. Nurkic,203994.0,2.0,
259,PT03M12.00S,2022-01-20T01:30:27.6Z,2,REGULAR,3pt,Jump Shot,[],1628997,6.389618922470433,3.431372549019608,1610612748,48,46,2022-01-20T01:30:42Z,2560000,233.0,8.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
260,PT03M08.00S,2022-01-20T01:30:31.6Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,48,46,2022-01-20T01:30:42Z,2570000,,,0,,T. Snell REBOUND (Off:1 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,259.0,2.0,1.0,1.0,,,,,,,,,,
261,PT02M59.00S,2022-01-20T01:30:40.6Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612757,48,46,2022-01-20T01:30:47Z,2580000,,,0,,C. McCollum bad pass TURNOVER (3 TO),"[203468, 1628389]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,3.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,
262,PT02M59.00S,2022-01-20T01:30:40.6Z,2,REGULAR,steal,,[],1628389,,,1610612748,48,46,2022-01-20T01:30:42Z,2590000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT02M59.00S,2022-01-20T01:30:45.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,48,46,2022-01-20T01:30:45Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M59.00S,2022-01-20T01:30:45.7Z,2,REGULAR,substitution,out,[],1629657,,,1610612748,48,46,2022-01-20T01:31:00Z,2610000,,,0,,SUB out: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M59.00S,2022-01-20T01:30:45.7Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,48,46,2022-01-20T01:31:00Z,2620000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M59.00S,2022-01-20T01:30:45.7Z,2,REGULAR,substitution,in,[],200782,,,1610612748,48,46,2022-01-20T01:31:00Z,2630000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M59.00S,2022-01-20T01:30:45.7Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,48,46,2022-01-20T01:31:00Z,2640000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M59.00S,2022-01-20T01:31:02.2Z,2,REGULAR,substitution,out,[],203468,,,1610612748,48,46,2022-01-20T01:31:07Z,2650000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT02M59.00S,2022-01-20T01:31:02.2Z,2,REGULAR,substitution,in,[],203463,,,1610612748,48,46,2022-01-20T01:31:07Z,2660000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M50.00S,2022-01-20T01:31:26.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,48,46,2022-01-20T01:31:26Z,2670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M43.00S,2022-01-20T01:31:51.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629622,7.440867279894875,52.69607843137255,1610612748,48,46,2022-01-20T01:31:59Z,2680000,-13.0,17.0,1,left,MISS M. Strus driving Layup - blocked,"[1629622, 203496]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,,,,2.2,Missed,Covington,203496.0,,,,,,,,,,,,,,
272,PT02M43.00S,2022-01-20T01:31:51.5Z,2,REGULAR,block,,[],203496,,,1610612748,48,46,2022-01-20T01:31:54Z,2690000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M41.00S,2022-01-20T01:31:53.5Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,48,46,2022-01-20T01:31:59Z,2700000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,,,
274,PT02M37.00S,2022-01-20T01:32:01.1Z,2,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612757,48,46,2022-01-20T01:32:08Z,2710000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Simons 2 FT),"[1628389, 1629014]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Simons,1629014.0,,,,
276,PT02M37.00S,2022-01-20T01:32:37.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629014,,,1610612757,48,46,2022-01-20T01:32:37Z,2730000,,,0,,MISS A. Simons Free Throw 1 of 2,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,Missed,,,,,,,,,,,,,,,,
277,PT02M37.00S,2022-01-20T01:32:37.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,48,46,2022-01-20T01:32:37Z,2740000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,
278,PT02M37.00S,2022-01-20T01:32:53.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629014,,,1610612757,48,47,2022-01-20T01:32:53Z,2750000,,,0,,A. Simons Free Throw 2 of 2 (13 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,Made,,,,,,,13.0,,,,,,,,,
279,PT02M28.00S,2022-01-20T01:33:10.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,7.30946123521682,40.68627450980392,1610612748,50,47,2022-01-20T01:33:33Z,2760000,47.0,16.0,1,left,J. Butler driving floating Jump Shot (4 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,,,,4.93,Made,,,,,,,4.0,,,,,,,,,
280,PT02M28.00S,2022-01-20T01:33:14.6Z,2,REGULAR,foul,personal,['1freethrow'],203994,,,1610612748,50,47,2022-01-20T01:33:49Z,2770000,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Butler 1 FT),"[203994, 202710]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Butler,202710.0,,,,
282,PT02M28.00S,2022-01-20T01:33:56.6Z,2,REGULAR,foul,technical,['1freethrow'],202710,,,1610612748,50,47,2022-01-20T01:35:57Z,2790000,,,0,,J. Butler technical FOUL (1 Tech),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,1628159.0,0.0,1.0,,,,,,
284,PT02M28.00S,2022-01-20T01:34:33.9Z,2,REGULAR,foul,technical,['1freethrow'],202710,,,1610612748,50,47,2022-01-20T01:35:18Z,2810000,,,0,,J. Butler technical FOUL (2 Tech),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,2004.0,0.0,2.0,,,,,,
286,PT02M28.00S,2022-01-20T01:34:46.4Z,2,REGULAR,ejection,other,[],202710,,,1610612748,50,47,2022-01-20T01:35:18Z,2830000,,,0,,Ejection J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,2004.0,,,,,,,,
287,PT02M28.00S,2022-01-20T01:34:51.0Z,2,REGULAR,substitution,out,[],202710,,,1610612748,50,47,2022-01-20T01:35:18Z,2840000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M28.00S,2022-01-20T01:34:51.0Z,2,REGULAR,substitution,in,[],1629735,,,1610612748,50,47,2022-01-20T01:35:18Z,2850000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M28.00S,2022-01-20T01:34:52.4Z,2,REGULAR,freethrow,1 of 1,[],1629014,,,1610612748,50,48,2022-01-20T01:48:02Z,2852500,,,0,,A. Simons technical Free Throw 1 of 1 (14 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,
