actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
375,PT09M04.00S,2022-01-15T02:34:24.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],200782,87.33574244415243,56.372549019607845,1610612748,70,76,2022-01-15T02:34:44Z,3700000,32.0,67.0,1,right,P. Tucker 7' turnaround Hook (13 PTS) (J. Butler 7 AST),"[200782, 202710]",1610612748.0,MIA,turnaround,,,Tucker,P. Tucker,,,,,,,,,,7.38,Made,,,,,13.0,J. Butler,202710.0,7.0,,,,,,
377,PT08M46.00S,2022-01-15T02:34:41.5Z,3,REGULAR,3pt,Jump Shot,[],1628381,6.389618922470433,3.6764705882352944,1610612737,70,79,2022-01-15T02:34:47Z,3720000,232.0,8.0,1,left,J. Collins 3PT  (7 PTS) (D. Hunter 2 AST),"[1628381, 1629631]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,23.17,Made,,,,,7.0,D. Hunter,1629631.0,2.0,,,,,,
379,PT08M34.00S,2022-01-15T02:34:53.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,91.67214191852825,54.65686274509803,1610612748,72,79,2022-01-15T02:34:58Z,3740000,23.0,26.0,1,right,O. Yurtseven alley-oop DUNK (11 PTS) (K. Lowry 5 AST),"[1630209, 200768]",1610612748.0,MIA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,,,,,,3.48,Made,,,,,11.0,K. Lowry,200768.0,5.0,,,,,,
381,PT08M17.00S,2022-01-15T02:35:12.5Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612737,72,79,2022-01-15T02:35:23Z,3760000,,,0,,K. Lowry shooting personal FOUL (3 PF) (Collins 2 FT),"[200768, 1628381]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,202049.0,3.0,0.0,Collins,1628381.0,,,,,,,,,,,,,,,,
383,PT08M17.00S,2022-01-15T02:35:39.5Z,3,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,72,80,2022-01-15T02:35:39Z,3780000,,,0,,J. Collins Free Throw 1 of 2 (8 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
384,PT08M17.00S,2022-01-15T02:35:57.3Z,3,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,72,81,2022-01-15T02:35:57Z,3790000,,,0,,J. Collins Free Throw 2 of 2 (9 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,
385,PT07M55.00S,2022-01-15T02:36:20.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,87.72996057818659,52.69607843137255,1610612748,74,81,2022-01-15T02:36:25Z,3800000,13.0,63.0,1,right,O. Yurtseven 6' Hook (13 PTS) (J. Butler 8 AST),"[1630209, 202710]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,6.42,Made,,,,,13.0,J. Butler,202710.0,8.0,,,,,,
387,PT07M44.00S,2022-01-15T02:36:32.6Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,74,81,2022-01-15T02:36:59Z,3820000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 202710]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,2.0,Butler,202710.0,,,
388,PT07M44.00S,2022-01-15T02:36:32.6Z,3,REGULAR,steal,,[],202710,,,1610612748,74,81,2022-01-15T02:36:36Z,3830000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M35.00S,2022-01-15T02:36:42.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630209,85.3646517739816,45.588235294117645,1610612748,76,81,2022-01-15T02:36:51Z,3840000,-22.0,85.0,1,right,O. Yurtseven 8' Hook (15 PTS) (P. Tucker 2 AST),"[1630209, 200782]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,8.79,Made,,,,,15.0,P. Tucker,200782.0,2.0,,,,,,
391,PT07M35.00S,2022-01-15T02:36:46.9Z,3,REGULAR,foul,personal,['1freethrow'],203476,,,1610612748,76,81,2022-01-15T02:36:55Z,3860000,,,0,,G. Dieng shooting personal FOUL (3 PF) (Yurtseven 1 FT),"[203476, 1630209]",1610612737.0,ATL,shooting,,,Dieng,G. Dieng,,,,,202049.0,3.0,1.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,
393,PT07M35.00S,2022-01-15T02:37:10.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630209,,,1610612748,76,81,2022-01-15T02:37:18Z,3880000,,,0,,MISS O. Yurtseven Free Throw 1 of 1,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,Missed,,,,,,,,,,,,,,
394,PT07M34.00S,2022-01-15T02:37:11.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,76,81,2022-01-15T02:37:18Z,3890000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,
395,PT07M34.00S,2022-01-15T02:37:17.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,76,81,2022-01-15T02:37:17Z,3900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M34.00S,2022-01-15T02:37:20.0Z,3,REGULAR,substitution,out,[],203476,,,1610612748,76,81,2022-01-15T02:37:26Z,3910000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M34.00S,2022-01-15T02:37:20.0Z,3,REGULAR,substitution,in,[],1630168,,,1610612748,76,81,2022-01-15T02:37:26Z,3920000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M19.00S,2022-01-15T02:37:47.9Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",200768,77.4802890932983,53.431372549019606,1610612748,78,81,2022-01-15T02:37:57Z,3930000,17.0,159.0,1,right,K. Lowry 16' turnaround fadeaway Jump Shot (8 PTS) (J. Butler 9 AST),"[200768, 202710]",1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,,,,,,16.01,Made,,,,,8.0,J. Butler,202710.0,9.0,,,,,,
400,PT07M03.00S,2022-01-15T02:38:03.3Z,3,REGULAR,2pt,Jump Shot,[],1629631,15.719448094612352,73.52941176470588,1610612737,78,83,2022-01-15T02:38:21Z,3950000,-118.0,95.0,1,left,D. Hunter 15' pullup Jump Shot (14 PTS) (T. Young 7 AST),"[1629631, 1629027]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,,,,,,15.14,Made,,,,,14.0,T. Young,1629027.0,7.0,,,,,,
402,PT06M38.00S,2022-01-15T02:38:28.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,87.59855453350855,49.754901960784316,1610612748,78,83,2022-01-15T02:41:02Z,3970000,-1.0,64.0,1,right,MISS O. Yurtseven 6' Hook,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,6.41,Missed,,,,,,,,,,,,,,
403,PT06M34.00S,2022-01-15T02:38:32.8Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,78,83,2022-01-15T02:41:02Z,3980000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,402.0,2.0,2.0,0.0,,,,,,,,,,
404,PT06M30.00S,2022-01-15T02:38:36.9Z,3,REGULAR,3pt,Jump Shot,[],1628381,34.90473061760841,52.94117647058824,1610612737,78,86,2022-01-15T02:39:11Z,3990000,-15.0,276.0,1,left,J. Collins 27' 3PT  (12 PTS) (B. Bogdanovic 5 AST),"[1628381, 203992]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,27.6,Made,,,,,12.0,B. Bogdanovic,203992.0,5.0,,,,,,
406,PT06M16.00S,2022-01-15T02:38:54.4Z,3,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612748,78,86,2022-01-15T02:39:06Z,4010000,,,0,,T. Young shooting personal FOUL (2 PF) (Butler 2 FT),"[1629027, 202710]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,1628172.0,2.0,1.0,Butler,202710.0,,,,,,,,,,,,,,,,
408,PT06M16.00S,2022-01-15T02:39:11.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,86,2022-01-15T02:39:11Z,4030000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M16.00S,2022-01-15T02:39:30.7Z,3,REGULAR,substitution,out,[],200768,,,1610612748,78,86,2022-01-15T02:42:01Z,4040000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M16.00S,2022-01-15T02:39:30.7Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,78,86,2022-01-15T02:42:01Z,4050000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M16.00S,2022-01-15T02:42:19.6Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,79,86,2022-01-15T02:42:19Z,4060000,,,0,,J. Butler Free Throw 1 of 2 (16 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,16.0,,,,,,,,,
412,PT06M16.00S,2022-01-15T02:42:37.0Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,80,86,2022-01-15T02:42:37Z,4070000,,,0,,J. Butler Free Throw 2 of 2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,,,,,17.0,,,,,,,,,
413,PT06M01.00S,2022-01-15T02:42:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,9.017739816031538,44.85294117647059,1610612737,80,86,2022-01-15T02:43:03Z,4080000,26.0,32.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,,,,,,4.13,Missed,,,,,,,,,,,,,,
414,PT06M01.00S,2022-01-15T02:42:55.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,80,86,2022-01-15T02:43:03Z,4090000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,
415,PT06M01.00S,2022-01-15T02:42:59.7Z,3,REGULAR,foul,personal,[],200782,,,1610612737,80,86,2022-01-15T02:43:17Z,4100000,,,0,,P. Tucker loose ball personal FOUL (3 PF),"[200782, 1629631]",1610612748.0,MIA,loose ball,,,Tucker,P. Tucker,,,,,202049.0,3.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
417,PT05M52.00S,2022-01-15T02:43:25.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,32.670827858081466,69.36274509803921,1610612737,80,86,2022-01-15T02:43:31Z,4120000,-97.0,255.0,1,left,MISS T. Young 27' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,,,,,,27.24,Missed,,,,,,,,,,,,,,
418,PT05M49.00S,2022-01-15T02:43:28.2Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,80,86,2022-01-15T02:43:31Z,4130000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,417.0,1.0,1.0,0.0,,,,,,,,,,
419,PT05M42.00S,2022-01-15T02:43:35.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,95.3515111695138,45.83333333333333,1610612748,80,86,2022-01-15T02:44:47Z,4140000,-21.0,-9.0,1,right,MISS J. Butler driving reverse Layup,[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,,,,,,2.26,Missed,,,,,,,,,,,,,,
420,PT05M36.00S,2022-01-15T02:43:41.2Z,3,REGULAR,rebound,offensive,[],1630209,,,1610612748,80,86,2022-01-15T02:44:47Z,4150000,,,0,,O. Yurtseven REBOUND (Off:3 Def:6),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,419.0,9.0,6.0,3.0,,,,,,,,,,
421,PT05M36.00S,2022-01-15T02:43:40.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630209,94.40999984741211,50.0,1610612748,80,86,2022-01-15T02:43:40Z,4160000,0.0,0.0,1,right,MISS O. Yurtseven tip Layup,[1630209],1610612748.0,MIA,tip,,,Yurtseven,O. Yurtseven,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
422,PT05M35.00S,2022-01-15T02:43:40.9Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,80,86,2022-01-15T02:43:40Z,4170000,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,421.0,2.0,1.0,1.0,,,,,,,,,,
423,PT05M23.00S,2022-01-15T02:44:11.2Z,3,REGULAR,foul,offensive,[],1628381,,,1610612737,80,86,2022-01-15T02:44:43Z,4180000,,,0,,J. Collins charge offensive FOUL (4 PF),"[1628381, 1629622]",1610612737.0,ATL,charge,,,Collins,J. Collins,,,,,202049.0,4.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,,
425,PT05M23.00S,2022-01-15T02:44:11.2Z,3,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,80,86,2022-01-15T02:44:11Z,4200000,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,202049.0,,,,,,,,,,,,,,,1.0,,,,,
426,PT05M23.00S,2022-01-15T02:44:35.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612748,80,86,2022-01-15T02:46:44Z,4210000,,,0,,,[],,,support,,,,,,,,,1198.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
427,PT05M23.00S,2022-01-15T02:47:08.5Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,80,86,2022-01-15T02:47:19Z,4220000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M23.00S,2022-01-15T02:47:08.5Z,3,REGULAR,substitution,out,[],1628381,,,1610612748,80,86,2022-01-15T02:47:19Z,4230000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M23.00S,2022-01-15T02:47:08.5Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,80,86,2022-01-15T02:47:19Z,4240000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M23.00S,2022-01-15T02:47:08.5Z,3,REGULAR,substitution,in,[],201568,,,1610612748,80,86,2022-01-15T02:47:19Z,4250000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M02.00S,2022-01-15T02:47:38.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,94.43166885676742,4.6568627450980395,1610612748,83,86,2022-01-15T02:47:43Z,4260000,-227.0,0.0,1,right,T. Herro 3PT  (10 PTS) (O. Yurtseven 4 AST),"[1629639, 1630209]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,22.67,Made,,,,,10.0,O. Yurtseven,1630209.0,4.0,,,,,,
433,PT04M43.00S,2022-01-15T02:47:57.7Z,3,REGULAR,3pt,Jump Shot,[],203992,33.85348226018397,54.166666666666664,1610612737,83,89,2022-01-15T02:48:02Z,4280000,-21.0,266.0,1,left,B. Bogdanovic 26' 3PT pullup (7 PTS),[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,26.65,Made,,,,,7.0,,,,,,,,,
435,PT04M18.00S,2022-01-15T02:48:38.8Z,3,REGULAR,foul,offensive,[],202710,,,1610612748,83,89,2022-01-15T02:49:24Z,4300000,,,0,,J. Butler off-the-ball offensive FOUL (2 PF),"[202710, 1629631]",1610612748.0,MIA,off-the-ball,,,Butler,J. Butler,,,,,1628172.0,2.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
437,PT04M18.00S,2022-01-15T02:48:38.8Z,3,REGULAR,turnover,offensive foul,[],202710,,,1610612748,83,89,2022-01-15T02:48:38Z,4320000,,,0,,J. Butler offensive foul TURNOVER (2 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,1628172.0,,,,,,,,,,,,,,,2.0,,,,,
442,PT04M18.00S,2022-01-15T02:48:52.1Z,3,REGULAR,substitution,out,[],203992,,,1610612737,83,89,2022-01-15T02:49:37Z,4325000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M18.00S,2022-01-15T02:48:52.1Z,3,REGULAR,substitution,in,[],1628989,,,1610612737,83,89,2022-01-15T02:49:37Z,4327500,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M08.00S,2022-01-15T02:49:05.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612737,83,89,2022-01-15T02:49:14Z,4330000,,,0,,D. Robinson personal FOUL (2 PF) (Hunter 2 FT),"[1629130, 1629631]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,202049.0,2.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,,
440,PT04M08.00S,2022-01-15T02:49:23.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,83,90,2022-01-15T02:49:41Z,4350000,,,0,,D. Hunter Free Throw 1 of 2 (15 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Made,,,,,15.0,,,,,,,,,
441,PT04M08.00S,2022-01-15T02:49:23.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,83,90,2022-01-15T02:49:41Z,4360000,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,Missed,,,,,,,,,,,,,,
444,PT04M05.00S,2022-01-15T02:49:26.0Z,3,REGULAR,rebound,defensive,[],1630209,,,1610612748,83,90,2022-01-15T02:49:41Z,4370000,,,0,,O. Yurtseven REBOUND (Off:3 Def:7),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,441.0,10.0,7.0,3.0,,,,,,,,,,
445,PT03M52.00S,2022-01-15T02:49:51.1Z,3,REGULAR,3pt,Jump Shot,[],1629639,72.48685939553219,12.990196078431374,1610612748,83,90,2022-01-15T02:50:02Z,4380000,-185.0,206.0,1,right,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,27.7,Missed,,,,,,,,,,,,,,
446,PT03M49.00S,2022-01-15T02:49:54.1Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,83,90,2022-01-15T02:50:01Z,4390000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,445.0,2.0,2.0,0.0,,,,,,,,,,
447,PT03M34.00S,2022-01-15T02:50:10.4Z,3,REGULAR,3pt,Jump Shot,[],201568,31.225361366622867,73.2843137254902,1610612737,83,90,2022-01-15T02:50:18Z,4400000,-116.0,241.0,1,left,MISS D. Gallinari 26' step back 3PT,[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,,,,,,26.76,Missed,,,,,,,,,,,,,,
448,PT03M28.00S,2022-01-15T02:50:16.4Z,3,REGULAR,rebound,defensive,[],1630209,,,1610612748,83,90,2022-01-15T02:50:18Z,4410000,,,0,,O. Yurtseven REBOUND (Off:3 Def:8),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,447.0,11.0,8.0,3.0,,,,,,,,,,
449,PT03M17.00S,2022-01-15T02:50:26.7Z,3,REGULAR,3pt,Jump Shot,[],200782,95.6143232588699,97.05882352941177,1610612748,83,90,2022-01-15T02:50:34Z,4420000,235.0,-11.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,23.56,Missed,,,,,,,,,,,,,,
450,PT03M14.00S,2022-01-15T02:50:29.7Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,83,90,2022-01-15T02:50:34Z,4430000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,449.0,2.0,1.0,1.0,,,,,,,,,,
451,PT03M06.00S,2022-01-15T02:50:36.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,90.75229960578186,53.18627450980392,1610612748,83,90,2022-01-15T02:50:41Z,4440000,16.0,34.0,1,right,MISS J. Butler Layup,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,3.79,Missed,,,,,,,,,,,,,,
452,PT03M03.00S,2022-01-15T02:50:40.3Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,83,90,2022-01-15T02:50:40Z,4450000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,451.0,3.0,3.0,0.0,,,,,,,,,,
453,PT02M58.00S,2022-01-15T02:50:45.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,6.652431011826544,3.1862745098039214,1610612737,83,90,2022-01-15T02:51:03Z,4460000,234.0,10.0,1,left,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,23.43,Missed,,,,,,,,,,,,,,
454,PT02M55.00S,2022-01-15T02:50:48.9Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,83,90,2022-01-15T02:51:03Z,4470000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,453.0,3.0,2.0,1.0,,,,,,,,,,
455,PT02M54.00S,2022-01-15T02:50:52.9Z,3,REGULAR,foul,personal,[],201568,,,1610612748,83,90,2022-01-15T02:51:00Z,4480000,,,0,,D. Gallinari personal FOUL (1 PF),"[201568, 202710]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,1198.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
457,PT02M54.00S,2022-01-15T02:51:05.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,83,90,2022-01-15T02:51:05Z,4500000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M54.00S,2022-01-15T02:53:16.1Z,3,REGULAR,substitution,out,[],1630209,,,1610612748,83,90,2022-01-15T02:53:44Z,4510000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M54.00S,2022-01-15T02:53:16.1Z,3,REGULAR,substitution,out,[],1629631,,,1610612748,83,90,2022-01-15T02:53:44Z,4520000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M54.00S,2022-01-15T02:53:16.1Z,3,REGULAR,substitution,in,[],203473,,,1610612748,83,90,2022-01-15T02:53:44Z,4530000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M54.00S,2022-01-15T02:53:16.1Z,3,REGULAR,substitution,in,[],1627789,,,1610612748,83,90,2022-01-15T02:53:44Z,4540000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M45.00S,2022-01-15T02:54:07.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203473,92.19776609724047,46.32352941176471,1610612748,85,90,2022-01-15T02:55:05Z,4550000,-18.0,21.0,1,right,D. Dedmon cutting Layup (6 PTS) (D. Robinson 1 AST),"[203473, 1629130]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,,,,2.78,Made,,,,,6.0,D. Robinson,1629130.0,1.0,,,,,,
464,PT02M27.00S,2022-01-15T02:54:24.8Z,3,REGULAR,3pt,Jump Shot,[],1628989,27.414586070959263,84.31372549019608,1610612737,85,90,2022-01-15T02:54:29Z,4570000,-172.0,205.0,1,left,MISS K. Huerter 26' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,26.75,Missed,,,,,,,,,,,,,,
465,PT02M25.00S,2022-01-15T02:54:26.8Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,85,90,2022-01-15T02:54:29Z,4580000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,464.0,1.0,1.0,0.0,,,,,,,,,,
466,PT02M19.00S,2022-01-15T02:54:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,90.80157687253615,52.57352941176471,1610612748,87,90,2022-01-15T02:54:44Z,4590000,13.0,34.0,1,right,J. Butler Jump Shot (19 PTS) (T. Herro 3 AST),"[202710, 1629639]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,3.64,Made,,,,,19.0,T. Herro,1629639.0,3.0,,,,,,
468,PT02M06.00S,2022-01-15T02:54:46.1Z,3,REGULAR,3pt,Jump Shot,[],1629027,33.590670170827856,32.1078431372549,1610612737,87,93,2022-01-15T02:54:56Z,4610000,89.0,263.0,1,left,T. Young 27' 3PT step back (20 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,,,,,,27.81,Made,,,,,20.0,,,,,,,,,
