actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT05M27.00S,2022-01-18T00:57:39.0Z,1,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612748,14,9,2022-01-18T00:57:57Z,900000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Butler 1 FT),"[1628449, 202710]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Butler,202710.0,
93,PT05M27.00S,2022-01-18T00:58:05.7Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,15,9,2022-01-18T00:58:05Z,920000,,,0,,J. Butler Free Throw 1 of 1 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
94,PT05M10.00S,2022-01-18T00:58:25.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.91261498028909,50.245098039215684,1610612761,15,11,2022-01-18T00:58:44Z,930000,1.0,52.0,1,right,P. Siakam turnaround Hook (4 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,5.17,Made,,,,,4.0,,,,,,,,,,,,,,
95,PT04M56.00S,2022-01-18T00:58:39.1Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,15,11,2022-01-18T00:58:47Z,940000,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 1627783]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,
96,PT04M56.00S,2022-01-18T00:58:39.1Z,1,REGULAR,steal,,[],1627783,,,1610612761,15,11,2022-01-18T00:58:42Z,950000,,,0,,P. Siakam STEAL (3 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M53.00S,2022-01-18T00:58:44.9Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612761,15,11,2022-01-18T00:59:03Z,960000,,,0,,C. Martin shooting personal FOUL (1 PF) (Boucher 2 FT),"[1628997, 1628449]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Boucher,1628449.0,
99,PT04M53.00S,2022-01-18T00:59:07.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,15,11,2022-01-18T00:59:43Z,980000,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M53.00S,2022-01-18T00:59:07.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,15,11,2022-01-18T00:59:43Z,990000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,
101,PT04M53.00S,2022-01-18T00:59:17.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,15,11,2022-01-18T00:59:22Z,1000000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M53.00S,2022-01-18T00:59:17.8Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,15,11,2022-01-18T00:59:22Z,1010000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M53.00S,2022-01-18T00:59:07.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,15,11,2022-01-18T00:59:43Z,1020000,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M50.00S,2022-01-18T00:59:10.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,15,11,2022-01-18T00:59:43Z,1030000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
105,PT04M42.00S,2022-01-18T00:59:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.258212877792378,46.07843137254902,1610612748,15,11,2022-01-18T01:04:34Z,1040000,20.0,6.0,1,left,MISS J. Butler Layup,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,2.06,Missed,,,,,,,,,,,,,,,,,,,
106,PT04M39.00S,2022-01-18T00:59:47.3Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,15,11,2022-01-18T01:04:34Z,1050000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,105.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
107,PT04M39.00S,2022-01-18T00:59:47.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,8.754927726675426,38.48039215686275,1610612748,17,11,2022-01-18T01:00:03Z,1060000,58.0,30.0,1,left,J. Butler 6' turnaround bank Jump Shot (9 PTS),[202710],1610612748.0,MIA,turnaround bank,,,Butler,J. Butler,,,,,6.49,Made,,,,,9.0,,,,,,,,,,,,,,
108,PT04M24.00S,2022-01-18T01:00:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,92.19776609724047,48.529411764705884,1610612761,17,13,2022-01-18T01:00:07Z,1070000,-7.0,21.0,1,right,C. Boucher cutting DUNK (2 PTS) (P. Siakam 1 AST),"[1628449, 1627783]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,2.21,Made,,,,,2.0,,,P. Siakam,1627783.0,1.0,,,,,,,,,
110,PT04M00.00S,2022-01-18T01:00:25.7Z,1,REGULAR,2pt,Jump Shot,[],1628997,18.084756898817346,83.08823529411765,1610612748,19,13,2022-01-18T01:00:36Z,1090000,-165.0,117.0,1,left,C. Martin 20' Jump Shot (2 PTS) (T. Herro 2 AST),"[1628997, 1629639]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,20.29,Made,,,,,2.0,,,T. Herro,1629639.0,2.0,,,,,,,,,
112,PT03M39.00S,2022-01-18T01:00:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,90.75229960578186,57.84313725490197,1610612761,19,15,2022-01-18T01:01:01Z,1110000,39.0,34.0,1,right,O. Anunoby turnaround Jump Shot (2 PTS) (F. VanVleet 1 AST),"[1628384, 1627832]",1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,5.22,Made,,,,,2.0,,,F. VanVleet,1627832.0,1.0,,,,,,,,,
114,PT03M27.00S,2022-01-18T01:00:59.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,17.427726675427067,96.56862745098039,1610612748,19,15,2022-01-18T01:01:04Z,1130000,-233.0,111.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2022-01-18T01:00:59.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,19,15,2022-01-18T01:01:04Z,1140000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,114.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
116,PT03M17.00S,2022-01-18T01:01:09.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,91.80354796320631,95.58823529411765,1610612761,19,15,2022-01-18T01:01:18Z,1150000,228.0,25.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M14.00S,2022-01-18T01:01:12.0Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,19,15,2022-01-18T01:01:18Z,1160000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
118,PT03M13.00S,2022-01-18T01:01:13.7Z,1,REGULAR,turnover,bad pass,[],1628449,,,1610612761,19,15,2022-01-18T01:01:20Z,1170000,,,0,,C. Boucher bad pass TURNOVER (1 TO),"[1628449, 1629639]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,1.0,Herro,1629639.0,,,,,,
119,PT03M13.00S,2022-01-18T01:01:13.7Z,1,REGULAR,steal,,[],1629639,,,1610612748,19,15,2022-01-18T01:01:16Z,1180000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M06.00S,2022-01-18T01:01:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202710,5.469776609724048,46.32352941176471,1610612748,19,15,2022-01-18T01:02:06Z,1200000,18.0,-1.0,1,left,MISS J. Butler alley-oop DUNK,[202710],1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
122,PT03M02.00S,2022-01-18T01:01:24.6Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,19,15,2022-01-18T01:08:14Z,1210000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
123,PT03M02.00S,2022-01-18T01:01:27.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628449,92.72339027595268,50.98039215686274,1610612761,19,17,2022-01-18T01:02:00Z,1220000,5.0,16.0,1,right,C. Boucher running Layup (4 PTS) (P. Siakam 2 AST),"[1628449, 1627783]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,1.66,Made,,,,,4.0,,,P. Siakam,1627783.0,2.0,,,,,,,,,
125,PT03M02.00S,2022-01-18T01:01:31.0Z,1,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612761,19,17,2022-01-18T01:01:41Z,1240000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Boucher 1 FT),"[1629130, 1628449]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Boucher,1628449.0,
127,PT03M02.00S,2022-01-18T01:01:42.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612761,19,17,2022-01-18T01:02:03Z,1260000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M02.00S,2022-01-18T01:01:42.2Z,1,REGULAR,substitution,out,[],1629130,,,1610612761,19,17,2022-01-18T01:02:03Z,1270000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M02.00S,2022-01-18T01:01:42.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,19,17,2022-01-18T01:02:03Z,1280000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M02.00S,2022-01-18T01:01:42.2Z,1,REGULAR,substitution,in,[],1629622,,,1610612761,19,17,2022-01-18T01:02:03Z,1290000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M02.00S,2022-01-18T01:01:42.2Z,1,REGULAR,substitution,in,[],203473,,,1610612761,19,17,2022-01-18T01:02:03Z,1300000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M02.00S,2022-01-18T01:01:42.2Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,19,17,2022-01-18T01:02:03Z,1310000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M02.00S,2022-01-18T01:02:23.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628449,,,1610612761,19,18,2022-01-18T01:02:23Z,1320000,,,0,,C. Boucher Free Throw 1 of 1 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
134,PT02M52.00S,2022-01-18T01:02:35.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629639,5.469776609724048,47.30392156862745,1610612748,21,18,2022-01-18T01:02:41Z,1330000,13.0,-1.0,1,left,T. Herro cutting DUNK (2 PTS) (J. Butler 3 AST),"[1629639, 202710]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,1.35,Made,,,,,2.0,,,J. Butler,202710.0,3.0,,,,,,,,,
136,PT02M39.00S,2022-01-18T01:02:48.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,66.96780551905388,67.8921568627451,1610612761,21,18,2022-01-18T01:02:56Z,1350000,89.0,258.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M34.00S,2022-01-18T01:02:53.7Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,21,18,2022-01-18T01:02:56Z,1360000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
138,PT02M30.00S,2022-01-18T01:02:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.046649145860711,46.568627450980394,1610612748,21,18,2022-01-18T01:03:08Z,1370000,17.0,14.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M30.00S,2022-01-18T01:02:58.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,21,18,2022-01-18T01:03:08Z,1380000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,
140,PT02M30.00S,2022-01-18T01:03:07.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612761,21,18,2022-01-18T01:03:48Z,1390000,,,0,,D. Dedmon loose ball personal FOUL (1 PF) (VanVleet 2 FT),"[203473, 1627832]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,1662.0,1.0,0.0,VanVleet,1627832.0,
142,PT02M30.00S,2022-01-18T01:03:29.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,21,18,2022-01-18T01:03:29Z,1410000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M30.00S,2022-01-18T01:05:18.2Z,1,REGULAR,substitution,out,[],202710,,,1610612761,21,18,2022-01-18T01:05:51Z,1420000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M30.00S,2022-01-18T01:05:18.2Z,1,REGULAR,substitution,in,[],1629216,,,1610612761,21,18,2022-01-18T01:05:51Z,1430000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M30.00S,2022-01-18T01:06:15.6Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,21,19,2022-01-18T01:06:15Z,1440000,,,0,,F. VanVleet Free Throw 1 of 2 (4 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
146,PT02M30.00S,2022-01-18T01:06:36.8Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,21,20,2022-01-18T01:06:36Z,1450000,,,0,,F. VanVleet Free Throw 2 of 2 (5 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
147,PT02M15.00S,2022-01-18T01:06:55.4Z,1,REGULAR,2pt,Jump Shot,[],1629216,22.552562417871222,66.42156862745098,1610612748,21,20,2022-01-18T01:07:06Z,1460000,-82.0,159.0,1,left,MISS G. Vincent 17' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,17.94,Missed,,,,,,,,,,,,,,,,,,,
148,PT02M13.00S,2022-01-18T01:06:57.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,21,20,2022-01-18T01:07:20Z,1470000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
149,PT02M13.00S,2022-01-18T01:07:06.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612761,21,20,2022-01-18T01:07:14Z,1480000,,,0,,C. Martin personal FOUL (2 PF) (Boucher 2 FT),"[1628997, 1628449]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Boucher,1628449.0,
151,PT02M13.00S,2022-01-18T01:07:26.4Z,1,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,21,21,2022-01-18T01:07:26Z,1500000,,,0,,C. Boucher Free Throw 1 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
152,PT02M13.00S,2022-01-18T01:07:27.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,21,21,2022-01-18T01:07:31Z,1510000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M13.00S,2022-01-18T01:07:27.1Z,1,REGULAR,substitution,in,[],1630551,,,1610612761,21,21,2022-01-18T01:07:31Z,1520000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M13.00S,2022-01-18T01:07:47.8Z,1,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,21,22,2022-01-18T01:07:47Z,1530000,,,0,,C. Boucher Free Throw 2 of 2 (7 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
155,PT01M51.00S,2022-01-18T01:08:11.4Z,1,REGULAR,2pt,Jump Shot,[],1629639,4.812746386333772,78.67647058823529,1610612748,21,22,2022-01-18T01:08:22Z,1540000,-143.0,-7.0,1,left,MISS T. Herro 14' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,14.36,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M44.00S,2022-01-18T01:08:17.5Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,21,22,2022-01-18T01:08:17Z,1550000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
157,PT01M36.00S,2022-01-18T01:08:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,92.19776609724047,64.70588235294117,1610612761,21,24,2022-01-18T01:08:59Z,1560000,74.0,21.0,1,right,P. Achiuwa 7' turnaround bank Jump Shot (2 PTS),[1630173],1610612761.0,TOR,turnaround bank,,,Achiuwa,P. Achiuwa,,,,,7.64,Made,,,,,2.0,,,,,,,,,,,,,,
158,PT01M27.00S,2022-01-18T01:08:42.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630551,,,1610612748,21,24,2022-01-18T01:08:48Z,1570000,,,0,,J. Champagnie personal FOUL (1 PF) (Herro 2 FT),"[1630551, 1629639]",1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,1627539.0,1.0,0.0,Herro,1629639.0,
160,PT01M27.00S,2022-01-18T01:09:03.1Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,22,24,2022-01-18T01:09:03Z,1590000,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
161,PT01M27.00S,2022-01-18T01:09:27.0Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,23,24,2022-01-18T01:09:27Z,1600000,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
162,PT01M10.00S,2022-01-18T01:09:47.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,94.03745072273325,96.32352941176471,1610612761,23,27,2022-01-18T01:09:52Z,1610000,232.0,4.0,1,right,F. VanVleet 3PT  (8 PTS) (J. Champagnie 1 AST),"[1627832, 1630551]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.16,Made,,,,,8.0,,,J. Champagnie,1630551.0,1.0,,,,,,,,,
164,PT00M46.60S,2022-01-18T01:10:11.8Z,1,REGULAR,3pt,Jump Shot,[],1629216,22.552562417871222,90.19607843137256,1610612748,23,27,2022-01-18T01:10:23Z,1630000,-201.0,159.0,1,left,MISS G. Vincent 25' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M43.80S,2022-01-18T01:10:14.6Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,23,27,2022-01-18T01:10:23Z,1640000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,164.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
166,PT00M43.80S,2022-01-18T01:10:16.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203473,6.258212877792378,46.81372549019608,1610612748,25,27,2022-01-18T01:10:29Z,1650000,16.0,6.0,1,left,D. Dedmon putback DUNK (2 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,1.71,Made,,,,,2.0,,,,,,,,,,,,,,
167,PT00M32.20S,2022-01-18T01:10:30.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.67608409986859,71.81372549019608,1610612761,25,30,2022-01-18T01:10:35Z,1660000,109.0,242.0,1,right,F. VanVleet 26' 3PT pullup (11 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.54,Made,,,,,11.0,,,,,,,,,,,,,,
168,PT00M15.10S,2022-01-18T01:10:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.258212877792378,52.450980392156865,1610612748,27,30,2022-01-18T01:10:57Z,1670000,-12.0,6.0,1,left,G. Vincent driving Layup (5 PTS),[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,1.38,Made,,,,,5.0,,,,,,,,,,,,,,
169,PT00M00.70S,2022-01-18T01:11:10.1Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.01905387647832,76.7156862745098,1610612761,27,30,2022-01-18T01:11:23Z,1680000,134.0,248.0,1,right,MISS F. VanVleet 28' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M00.70S,2022-01-18T01:11:10.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,27,30,2022-01-18T01:11:23Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-01-18T01:11:19.8Z,1,REGULAR,period,end,[],0,,,1610612761,27,30,2022-01-18T01:11:19Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-18T01:13:21.8Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,27,30,2022-01-18T01:13:47Z,1710000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-18T01:13:21.8Z,2,REGULAR,substitution,out,['startperiod'],1630551,,,1610612761,27,30,2022-01-18T01:13:47Z,1720000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-18T01:13:21.8Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,27,30,2022-01-18T01:13:47Z,1730000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-18T01:13:21.8Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,27,30,2022-01-18T01:13:47Z,1740000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-18T01:13:54.5Z,2,REGULAR,period,start,[],0,,,1610612761,27,30,2022-01-18T01:13:54Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M43.00S,2022-01-18T01:14:10.5Z,2,REGULAR,3pt,Jump Shot,[],1627783,74.72076215505913,85.29411764705883,1610612761,27,30,2022-01-18T01:14:17Z,1760000,176.0,185.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M41.00S,2022-01-18T01:14:12.5Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,27,30,2022-01-18T01:14:17Z,1770000,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,177.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
