actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-26T20:41:40.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-26T20:41:40Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-12-26T20:41:43.3Z,1,REGULAR,jumpball,recovered,[],1629755,,,1610612753,0,0,2021-12-26T20:41:43Z,40000,,,0,,Jump Ball W. Carter Jr. vs. O. Yurtseven: Tip to H. Gravett,"[1629755, 1628976, 1630209]",1610612753.0,ORL,startperiod,H. Gravett,1629755.0,Gravett,H. Gravett,Carter Jr.,1628976.0,Yurtseven,1630209.0,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2021-12-26T20:41:57.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.178055190538765,55.88235294117647,1610612753,0,0,2021-12-26T20:42:02Z,70000,-29.0,15.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2021-12-26T20:41:59.1Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,0,0,2021-12-26T20:41:59Z,80000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2021-12-26T20:42:01.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203914,26.888961892247043,84.06862745098039,1610612753,0,0,2021-12-26T20:42:07Z,90000,-170.0,200.0,1,left,MISS G. Harris 26' pullup 3PT,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
10,PT11M34.00S,2021-12-26T20:42:04.2Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,0,0,2021-12-26T20:42:04Z,100000,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M28.00S,2021-12-26T20:42:10.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630532,5.863994743758213,46.568627450980394,1610612753,0,2,2021-12-26T20:42:15Z,110000,17.0,3.0,1,left,F. Wagner driving bank Hook (2 PTS),[1630532],1610612753.0,ORL,driving bank,,,Wagner,F. Wagner,,,,,1.74,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M10.00S,2021-12-26T20:42:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,91.5407358738502,49.50980392156863,1610612748,2,2,2021-12-26T20:43:12Z,120000,-2.0,27.0,1,right,M. Strus driving finger roll Layup (2 PTS) (O. Yurtseven 1 AST),"[1629622, 1630209]",1610612748.0,MIA,driving finger roll,,,Strus,M. Strus,,,,,2.71,Made,,,,,2.0,O. Yurtseven,1630209.0,1.0,,,,,,,,,,
14,PT10M52.00S,2021-12-26T20:42:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,17.559132720105126,49.50980392156863,1610612753,2,2,2021-12-26T20:42:51Z,140000,2.0,113.0,1,left,MISS W. Carter Jr. 11' turnaround fadeaway Shot,[1628976],1610612753.0,ORL,turnaround fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2021-12-26T20:42:50.2Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,2,2,2021-12-26T20:42:51Z,150000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M40.00S,2021-12-26T20:42:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,75.24638633377135,13.970588235294118,1610612748,2,2,2021-12-26T20:43:03Z,160000,-180.0,180.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
