actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT03M55.00S,2022-03-19T00:28:46.5Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,15,14,2022-03-19T00:28:52Z,840000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M55.00S,2022-03-19T00:28:46.5Z,1,REGULAR,substitution,in,[],202693,,,1610612748,15,14,2022-03-19T00:28:52Z,850000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M55.00S,2022-03-19T00:29:00.0Z,1,REGULAR,substitution,out,[],1630846,,,1610612748,15,14,2022-03-19T00:29:05Z,860000,,,0,,SUB out: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M55.00S,2022-03-19T00:29:00.0Z,1,REGULAR,substitution,in,[],1629676,,,1610612748,15,14,2022-03-19T00:29:05Z,870000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M51.00S,2022-03-19T00:29:17.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,19.71090670170828,5.4151348039215685,1610612748,18,14,2022-03-19T00:29:37Z,880000,223.0,133.0,1,left,T. Herro 25' 3PT  (3 PTS) (M. Morris 1 AST),"[1629639, 202693]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.95,Made,,,,,3.0,,,,,,M. Morris,202693.0,1.0,,,,,
91,PT03M31.00S,2022-03-19T00:29:37.6Z,1,REGULAR,3pt,Jump Shot,[],1629647,90.09526938239159,4.166666666666666,1610612760,18,14,2022-03-19T00:29:42Z,900000,-229.0,41.0,1,right,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
92,PT03M28.00S,2022-03-19T00:29:40.6Z,1,REGULAR,rebound,defensive,[],202693,,,1610612748,18,14,2022-03-19T00:29:42Z,910000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT03M14.00S,2022-03-19T00:29:57.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,18,14,2022-03-19T00:29:57Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M14.00S,2022-03-19T00:29:58.1Z,1,REGULAR,substitution,out,[],200782,,,1610612748,18,14,2022-03-19T00:30:14Z,930000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M14.00S,2022-03-19T00:29:58.1Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,18,14,2022-03-19T00:30:14Z,940000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M14.00S,2022-03-19T00:29:58.1Z,1,REGULAR,substitution,out,[],1629647,,,1610612748,18,14,2022-03-19T00:30:14Z,950000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M14.00S,2022-03-19T00:29:58.1Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,18,14,2022-03-19T00:30:14Z,960000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M14.00S,2022-03-19T00:29:58.1Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,18,14,2022-03-19T00:30:14Z,970000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M14.00S,2022-03-19T00:29:58.1Z,1,REGULAR,substitution,in,[],1630249,,,1610612748,18,14,2022-03-19T00:30:14Z,980000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M10.00S,2022-03-19T00:30:26.9Z,1,REGULAR,2pt,Jump Shot,[],1629639,4.812746386333772,69.36274509803921,1610612748,20,14,2022-03-19T00:30:33Z,990000,-97.0,-7.0,1,left,T. Herro 9' driving floating Jump Shot (5 PTS) (K. Lowry 2 AST),"[1629639, 200768]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,9.71,Made,,,,,5.0,,,,,,K. Lowry,200768.0,2.0,,,,,
102,PT03M04.00S,2022-03-19T00:30:35.1Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612760,20,14,2022-03-19T00:30:48Z,1010000,,,0,,C. Martin shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628997, 1628983]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,1628951.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,
104,PT03M04.00S,2022-03-19T00:30:59.5Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,20,15,2022-03-19T00:30:59Z,1030000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
105,PT03M04.00S,2022-03-19T00:31:12.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,20,16,2022-03-19T00:31:12Z,1040000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
106,PT02M52.00S,2022-03-19T00:31:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628997,4.02431011826544,96.07843137254902,1610612748,20,16,2022-03-19T00:31:33Z,1050000,-230.0,-15.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,
107,PT02M48.00S,2022-03-19T00:31:32.7Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612760,20,16,2022-03-19T00:31:33Z,1060000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,,,,,,
108,PT02M41.00S,2022-03-19T00:31:38.9Z,1,REGULAR,turnover,lost ball,[],1630544,,,1610612760,20,16,2022-03-19T00:31:44Z,1070000,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1630544, 200768]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,1.0,Lowry,200768.0,,
109,PT02M41.00S,2022-03-19T00:31:38.9Z,1,REGULAR,steal,,[],200768,,,1610612748,20,16,2022-03-19T00:31:41Z,1080000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M39.00S,2022-03-19T00:31:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",200768,6.783837056504599,53.431372549019606,1610612748,22,16,2022-03-19T00:31:48Z,1090000,-17.0,11.0,1,left,K. Lowry running Layup (2 PTS) (C. Martin 1 AST),"[200768, 1628997]",1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,2.06,Made,,,,,2.0,,,,,,C. Martin,1628997.0,1.0,,,,,
112,PT02M22.00S,2022-03-19T00:32:03.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,22,16,2022-03-19T00:32:03Z,1110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M16.00S,2022-03-19T00:32:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,87.20433639947439,56.127450980392155,1610612760,22,16,2022-03-19T00:32:30Z,1120000,31.0,68.0,1,right,MISS T. Mann 7' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,7.44,Missed,,,,,,,,,,,,,,,,,,
114,PT02M13.00S,2022-03-19T00:32:24.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,22,16,2022-03-19T00:32:30Z,1130000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M09.00S,2022-03-19T00:32:28.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629639,5.469776609724048,50.98039215686274,1610612748,22,16,2022-03-19T00:34:53Z,1140000,-5.0,-1.0,1,left,MISS T. Herro running Layup - blocked,"[1629639, 1629676]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,0.5,Missed,,,,,,,,,,,,,,,,,Roby,1629676.0
116,PT02M09.00S,2022-03-19T00:32:28.3Z,1,REGULAR,block,,[],1629676,,,1610612748,22,16,2022-03-19T00:32:32Z,1150000,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M09.00S,2022-03-19T00:32:28.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,22,16,2022-03-19T00:32:46Z,1160000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,,,,,,
118,PT02M02.00S,2022-03-19T00:32:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629676,87.86136662286465,95.09803921568627,1610612760,22,19,2022-03-19T00:32:53Z,1170000,225.0,62.0,1,right,I. Roby 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1629676, 1628983]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,23.38,Made,,,,,3.0,,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,
120,PT01M50.00S,2022-03-19T00:32:49.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,22,19,2022-03-19T00:32:49Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M50.00S,2022-03-19T00:32:50.1Z,1,REGULAR,substitution,out,[],200768,,,1610612748,22,19,2022-03-19T00:32:56Z,1200000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M50.00S,2022-03-19T00:32:50.1Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,22,19,2022-03-19T00:32:56Z,1210000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M45.00S,2022-03-19T00:33:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,13.354139290407357,3.431372549019608,1610612748,22,19,2022-03-19T00:33:16Z,1220000,233.0,73.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
124,PT01M42.00S,2022-03-19T00:33:13.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,22,19,2022-03-19T00:33:16Z,1230000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,123.0,4.0,4.0,0.0,,,,,,,,,,,,,,
125,PT01M33.00S,2022-03-19T00:33:22.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.57621550591328,40.68627450980392,1610612760,22,19,2022-03-19T00:33:32Z,1240000,-47.0,92.0,1,right,MISS S. Gilgeous-Alexander 10' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,10.36,Missed,,,,,,,,,,,,,,,,,,
126,PT01M33.00S,2022-03-19T00:33:22.2Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,22,19,2022-03-19T00:33:53Z,1250000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT01M24.00S,2022-03-19T00:33:31.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.652431011826544,54.166666666666664,1610612748,22,19,2022-03-19T00:33:51Z,1260000,-21.0,10.0,1,left,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,
128,PT01M21.00S,2022-03-19T00:33:34.4Z,1,REGULAR,rebound,defensive,[],1629676,,,1610612760,22,19,2022-03-19T00:33:51Z,1270000,,,0,,I. Roby REBOUND (Off:0 Def:1),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT01M19.00S,2022-03-19T00:33:36.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630598,93.51182654402102,51.71568627450981,1610612760,22,21,2022-03-19T00:34:01Z,1280000,9.0,8.0,1,right,A. Wiggins running DUNK (2 PTS) (I. Roby 1 AST),"[1630598, 1629676]",1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,1.21,Made,,,,,2.0,,,,,,I. Roby,1629676.0,1.0,,,,,
131,PT00M54.60S,2022-03-19T00:34:01.2Z,1,REGULAR,2pt,Jump Shot,[],202693,5.206964520367937,77.94117647058823,1610612748,24,21,2022-03-19T00:37:34Z,1300000,-140.0,-4.0,1,left,M. Morris 13' turnaround Jump Shot (2 PTS),[202693],1610612748.0,MIA,turnaround,,,Morris,M. Morris,,,,,13.97,Made,,,,,2.0,,,,,,,,,,,,,
132,PT00M32.40S,2022-03-19T00:34:26.8Z,1,REGULAR,3pt,Jump Shot,[],1630249,69.85873850197109,21.323529411764707,1610612760,24,24,2022-03-19T00:34:33Z,1310000,-143.0,231.0,1,right,V. Krejci 27' 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1630249, 1628983]",1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,27.17,Made,,,,,3.0,,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,,
134,PT00M13.80S,2022-03-19T00:34:49.2Z,1,REGULAR,3pt,Jump Shot,[],1629622,29.911300919842315,70.58823529411765,1610612748,27,24,2022-03-19T00:35:02Z,1330000,-103.0,229.0,1,left,M. Strus 25' 3PT  (3 PTS) (T. Herro 1 AST),"[1629622, 1629639]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.08,Made,,,,,3.0,,,,,,T. Herro,1629639.0,1.0,,,,,
136,PT00M04.90S,2022-03-19T00:35:04.0Z,1,REGULAR,3pt,Jump Shot,[],1630249,94.82588699080158,95.58823529411765,1610612760,27,24,2022-03-19T00:35:08Z,1350000,228.0,-4.0,1,right,MISS V. Krejci 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
137,PT00M04.50S,2022-03-19T00:35:05.7Z,1,REGULAR,rebound,offensive,[],1630544,,,1610612760,27,24,2022-03-19T00:35:05Z,1360000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,136.0,3.0,2.0,1.0,,,,,,,,,,,,,,
138,PT00M04.50S,2022-03-19T00:35:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630544,92.32917214191852,51.71568627450981,1610612760,27,26,2022-03-19T00:35:12Z,1370000,9.0,20.0,1,right,T. Mann putback Layup (2 PTS),[1630544],1610612760.0,OKC,putback,,,Mann,T. Mann,,,,,2.14,Made,,,,,2.0,,,,,,,,,,,,,
139,PT00M02.10S,2022-03-19T00:35:10.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,34.81644218134034,45.76822916666667,1610612748,27,26,2022-03-19T00:39:53Z,1380000,21.0,275.0,1,left,MISS M. Strus 27' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,
140,PT00M00.10S,2022-03-19T00:35:12.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,27,26,2022-03-19T00:35:34Z,1390000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2022-03-19T00:35:18.3Z,1,REGULAR,period,end,[],0,,,1610612748,27,26,2022-03-19T00:35:18Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-03-19T00:37:18.5Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612748,27,26,2022-03-19T00:38:02Z,1410000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-03-19T00:37:18.5Z,2,REGULAR,substitution,in,['startperiod'],1630177,,,1610612748,27,26,2022-03-19T00:38:02Z,1420000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-03-19T00:38:06.7Z,2,REGULAR,period,start,[],0,,,1610612760,27,26,2022-03-19T00:38:06Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M36.00S,2022-03-19T00:38:30.2Z,2,REGULAR,3pt,Jump Shot,[],1630544,63.15703022339028,51.9607843137255,1610612760,27,26,2022-03-19T00:38:42Z,1440000,10.0,294.0,1,right,MISS T. Mann 29' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,29.4,Missed,,,,,,,,,,,,,,,,,,
147,PT11M32.00S,2022-03-19T00:38:34.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,27,26,2022-03-19T00:38:42Z,1450000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT11M17.00S,2022-03-19T00:38:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202693,12.697109067017081,42.8921568627451,1610612748,29,26,2022-03-19T00:39:04Z,1460000,36.0,67.0,1,left,M. Morris 7' turnaround fadeaway Jump Shot (4 PTS),[202693],1610612748.0,MIA,turnaround fadeaway,,,Morris,M. Morris,,,,,7.57,Made,,,,,4.0,,,,,,,,,,,,,
149,PT10M53.00S,2022-03-19T00:39:12.4Z,2,REGULAR,3pt,Jump Shot,[],1630544,95.6143232588699,2.2058823529411766,1610612760,29,29,2022-03-19T00:39:16Z,1470000,-239.0,-11.0,1,right,T. Mann 3PT  (5 PTS) (I. Roby 2 AST),"[1630544, 1629676]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,23.93,Made,,,,,5.0,,,,,,I. Roby,1629676.0,2.0,,,,,
151,PT10M29.00S,2022-03-19T00:39:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.915243101182654,52.20588235294118,1610612748,31,29,2022-03-19T00:39:41Z,1490000,-11.0,13.0,1,left,T. Herro driving Layup (7 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,1.67,Made,,,,,7.0,,,,,,,,,,,,,
152,PT10M13.00S,2022-03-19T00:39:52.0Z,2,REGULAR,2pt,Jump Shot,[],1630544,75.50919842312747,32.35294117647059,1610612760,31,31,2022-03-19T00:40:09Z,1500000,-88.0,178.0,1,right,T. Mann 19' step back Jump Shot (7 PTS) (V. Krejci 1 AST),"[1630544, 1630249]",1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,19.84,Made,,,,,7.0,,,,,,V. Krejci,1630249.0,1.0,,,,,
153,PT10M01.00S,2022-03-19T00:40:06.2Z,2,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612748,31,31,2022-03-19T00:40:21Z,1510000,,,0,,T. Mann shooting personal FOUL (1 PF) (Herro 2 FT),"[1630544, 1629639]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,,1628951.0,1.0,0.0,Herro,1629639.0,,,,,,,,
156,PT10M01.00S,2022-03-19T00:40:35.8Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,32,31,2022-03-19T00:40:35Z,1530000,,,0,,T. Herro Free Throw 1 of 2 (8 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
157,PT10M01.00S,2022-03-19T00:40:50.3Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,33,31,2022-03-19T00:40:50Z,1540000,,,0,,T. Herro Free Throw 2 of 2 (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
158,PT09M51.00S,2022-03-19T00:41:03.2Z,2,REGULAR,3pt,Jump Shot,[],1630544,88.91261498028909,2.2058823529411766,1610612760,33,34,2022-03-19T00:41:09Z,1550000,-239.0,52.0,1,right,T. Mann 24' 3PT  (10 PTS) (I. Roby 3 AST),"[1630544, 1629676]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,24.45,Made,,,,,10.0,,,,,,I. Roby,1629676.0,3.0,,,,,
160,PT09M37.00S,2022-03-19T00:41:19.9Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612748,33,34,2022-03-19T00:41:30Z,1570000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Morris 2 FT),"[1630598, 202693]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,1155.0,1.0,0.0,Morris,202693.0,,,,,,,,
162,PT09M37.00S,2022-03-19T00:41:51.5Z,2,REGULAR,freethrow,1 of 2,[],202693,,,1610612748,33,34,2022-03-19T00:41:51Z,1590000,,,0,,MISS M. Morris Free Throw 1 of 2,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT09M37.00S,2022-03-19T00:41:51.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,33,34,2022-03-19T00:41:51Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,
164,PT09M37.00S,2022-03-19T00:42:10.1Z,2,REGULAR,freethrow,2 of 2,[],202693,,,1610612748,34,34,2022-03-19T00:42:10Z,1610000,,,0,,M. Morris Free Throw 2 of 2 (5 PTS),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
165,PT09M25.00S,2022-03-19T00:42:23.6Z,2,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612760,34,34,2022-03-19T00:42:29Z,1620000,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (1 TO),[1630177],1610612760.0,OKC,bad pass,,,Maledon,T. Maledon,,,,,,,,,,,,1830.0,,,,,,,,1.0,,,,
166,PT09M14.00S,2022-03-19T00:42:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202693,6.652431011826544,46.81372549019608,1610612748,36,34,2022-03-19T00:42:48Z,1630000,16.0,10.0,1,left,M. Morris cutting Layup (7 PTS) (T. Herro 2 AST),"[202693, 1629639]",1610612748.0,MIA,cutting,,,Morris,M. Morris,,,,,1.88,Made,,,,,7.0,,,,,,T. Herro,1629639.0,2.0,,,,,
168,PT08M59.00S,2022-03-19T00:42:57.2Z,2,REGULAR,3pt,Jump Shot,[],1630249,81.68528252299606,93.13725490196079,1610612760,36,34,2022-03-19T00:43:13Z,1650000,216.0,120.0,1,right,MISS V. Krejci 24' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,
169,PT08M56.00S,2022-03-19T00:43:00.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,36,34,2022-03-19T00:43:13Z,1660000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT08M46.00S,2022-03-19T00:43:10.2Z,2,REGULAR,3pt,Jump Shot,[],1629622,8.754927726675426,3.6764705882352944,1610612748,39,34,2022-03-19T00:43:15Z,1670000,232.0,30.0,1,left,M. Strus 3PT  (6 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.35,Made,,,,,6.0,,,,,,G. Vincent,1629216.0,1.0,,,,,
172,PT08M27.00S,2022-03-19T00:43:28.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,87.77923784494087,61.05238970588235,1610612760,39,36,2022-03-19T00:43:44Z,1690000,55.0,62.0,1,right,T. Mann 8' pullup Jump Shot (12 PTS),[1630544],1610612760.0,OKC,pullup,,,Mann,T. Mann,,,,,8.34,Made,,,,,12.0,,,,,,,,,,,,,
173,PT08M18.00S,2022-03-19T00:43:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.440867279894875,50.245098039215684,1610612748,39,36,2022-03-19T00:43:49Z,1700000,-1.0,17.0,1,left,MISS T. Herro driving finger roll Layup,[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,
174,PT08M18.00S,2022-03-19T00:43:38.7Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,39,36,2022-03-19T00:43:49Z,1710000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,173.0,4.0,3.0,1.0,,,,,,,,,,,,,,
175,PT08M10.00S,2022-03-19T00:43:46.1Z,2,REGULAR,3pt,Jump Shot,[],1630544,66.5735873850197,69.36274509803921,1610612760,39,39,2022-03-19T00:45:43Z,1720000,97.0,262.0,1,right,T. Mann 27' 3PT step back (15 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,27.9,Made,,,,,15.0,,,,,,,,,,,,,
