actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
179,PT09M40.00S,2022-02-13T01:42:42.7Z,2,REGULAR,3pt,Jump Shot,[],201933,94.03745072273325,2.2058823529411766,1610612751,33,34,2022-02-13T01:42:55Z,1790000,-239.0,4.0,1,right,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,23.9,Missed,,,,,,,,,,,,,
180,PT09M37.00S,2022-02-13T01:42:45.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,33,34,2022-02-13T01:42:55Z,1800000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,,,,
181,PT09M28.00S,2022-02-13T01:42:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200768,7.046649145860711,46.07843137254902,1610612748,35,34,2022-02-13T01:43:00Z,1810000,20.0,14.0,1,left,K. Lowry cutting Layup (2 PTS) (B. Adebayo 2 AST),"[200768, 1628389]",1610612748.0,MIA,cutting,,,Lowry,K. Lowry,,,,,,,,,,2.39,Made,,,,,2.0,B. Adebayo,1628389.0,2.0,,,,,
183,PT09M09.00S,2022-02-13T01:43:13.8Z,2,REGULAR,3pt,Jump Shot,[],1628975,83.919185282523,97.79411764705883,1610612751,35,34,2022-02-13T01:43:20Z,1830000,239.0,99.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,25.86,Missed,,,,,,,,,,,,,
184,PT09M06.00S,2022-02-13T01:43:16.8Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,35,34,2022-02-13T01:43:20Z,1840000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,183.0,4.0,4.0,0.0,,,,,,,,,
185,PT08M59.00S,2022-02-13T01:43:24.2Z,2,REGULAR,2pt,Jump Shot,[],1629639,14.14257555847569,87.00980392156863,1610612748,37,34,2022-02-13T01:43:29Z,1850000,-185.0,80.0,1,left,T. Herro 20' pullup Jump Shot (8 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,20.17,Made,,,,,8.0,,,,,,,,
186,PT08M44.00S,2022-02-13T01:43:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,85.23324572930355,49.754901960784316,1610612751,37,34,2022-02-13T01:43:47Z,1860000,-1.0,86.0,1,right,MISS B. Brown 8' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,8.63,Missed,,,,,,,,,,,,,
187,PT08M41.00S,2022-02-13T01:43:42.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,37,34,2022-02-13T01:43:47Z,1870000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,
188,PT08M35.00S,2022-02-13T01:43:48.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,33.065045992115635,21.813725490196077,1610612748,40,34,2022-02-13T01:43:54Z,1880000,141.0,258.0,1,left,M. Strus 29' 3PT pullup (3 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,,,29.42,Made,,,,,3.0,,,,,,,,
189,PT08M32.00S,2022-02-13T01:43:58.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,40,34,2022-02-13T01:43:58Z,1890000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M32.00S,2022-02-13T01:43:59.2Z,2,REGULAR,substitution,out,[],1628975,,,1610612751,40,34,2022-02-13T01:46:35Z,1900000,,,0,,SUB out: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M32.00S,2022-02-13T01:43:59.2Z,2,REGULAR,substitution,in,[],202681,,,1610612751,40,34,2022-02-13T01:46:35Z,1910000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M16.00S,2022-02-13T01:47:00.8Z,2,REGULAR,2pt,Jump Shot,[],1630560,87.33574244415243,30.88235294117647,1610612751,40,36,2022-02-13T01:47:07Z,1920000,-96.0,67.0,1,right,C. Thomas 11' driving floating Jump Shot (8 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,,,,,,11.65,Made,,,,,8.0,,,,,,,,
193,PT07M58.00S,2022-02-13T01:47:18.1Z,2,REGULAR,3pt,Jump Shot,[],1629216,28.991458607095925,16.666666666666664,1610612748,43,36,2022-02-13T01:47:26Z,1930000,167.0,220.0,1,left,G. Vincent 27' 3PT step back (7 PTS),[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,,,,,,27.6,Made,,,,,7.0,,,,,,,,
194,PT07M39.00S,2022-02-13T01:47:37.0Z,2,REGULAR,3pt,Jump Shot,[],1630560,77.34888304862024,7.8431372549019605,1610612751,43,39,2022-02-13T01:48:10Z,1940000,-211.0,160.0,1,right,C. Thomas 26' 3PT step back (11 PTS),[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,,,,,,26.49,Made,,,,,11.0,,,,,,,,
195,PT07M28.00S,2022-02-13T01:47:48.2Z,2,REGULAR,3pt,Jump Shot,[],1629639,12.302890932982917,2.941176470588235,1610612748,43,39,2022-02-13T01:47:53Z,1950000,235.0,63.0,1,left,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,24.36,Missed,,,,,,,,,,,,,
196,PT07M26.00S,2022-02-13T01:47:50.2Z,2,REGULAR,rebound,defensive,[],201949,,,1610612751,43,39,2022-02-13T01:47:53Z,1960000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,
197,PT07M20.00S,2022-02-13T01:47:56.0Z,2,REGULAR,3pt,Jump Shot,[],1630560,67.62483574244416,62.99019607843137,1610612751,43,39,2022-02-13T01:48:01Z,1970000,65.0,252.0,1,right,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,26.01,Missed,,,,,,,,,,,,,
198,PT07M18.00S,2022-02-13T01:47:58.0Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,43,39,2022-02-13T01:48:01Z,1980000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,
199,PT07M06.00S,2022-02-13T01:48:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,8.09789750328515,61.76470588235294,1610612748,45,39,2022-02-13T01:48:17Z,1990000,-59.0,24.0,1,left,B. Adebayo 6' turnaround fadeaway bank Jump Shot (4 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway bank,,,Adebayo,B. Adebayo,,,,,,,,,,6.34,Made,,,,,4.0,,,,,,,,
200,PT06M49.00S,2022-02-13T01:48:28.5Z,2,REGULAR,3pt,Jump Shot,[],202681,89.30683311432325,97.05882352941177,1610612751,45,39,2022-02-13T02:14:05Z,2000000,235.0,48.0,1,right,MISS K. Irving 24' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,24.01,Missed,,,,,,,,,,,,,
201,PT06M46.00S,2022-02-13T01:48:31.5Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,45,39,2022-02-13T02:14:05Z,2010000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,200.0,2.0,1.0,1.0,,,,,,,,,
330,PT06M45.00S,2022-02-13T01:48:33.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,93.74178712220763,50.0,1610612751,45,39,2022-02-13T02:22:57Z,2025000,0.0,6.0,1,right,MISS B. Griffin putback Layup,[201933],1610612751.0,BKN,putback,,,Griffin,B. Griffin,,,,,,,,,,0.63,Missed,,,,,,,,,,,,,
331,PT06M45.00S,2022-02-13T01:48:33.1Z,2,REGULAR,rebound,offensive,[],201933,,,1610612751,45,39,2022-02-13T02:22:17Z,2032500,,,0,,B. Griffin REBOUND (Off:2 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,330.0,3.0,1.0,2.0,,,,,,,,,
204,PT06M44.00S,2022-02-13T01:48:37.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201933,94.40999984741211,50.0,1610612751,45,41,2022-02-13T02:23:03Z,2040000,0.0,0.0,1,right,B. Griffin tip Layup (7 PTS),[201933],1610612751.0,BKN,tip,,,Griffin,B. Griffin,,,,,,,,,,0.0,Made,,,,,7.0,,,,,,,,
205,PT06M31.00S,2022-02-13T01:48:44.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,9.674770039421814,95.83333333333334,1610612748,48,41,2022-02-13T01:48:50Z,2050000,-229.0,38.0,1,left,M. Strus 3PT  (6 PTS) (K. Lowry 2 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,23.24,Made,,,,,6.0,K. Lowry,200768.0,2.0,,,,,
207,PT06M17.00S,2022-02-13T01:48:59.9Z,2,REGULAR,3pt,Jump Shot,[],1628971,96.66557161629436,96.07843137254902,1610612751,48,44,2022-02-13T01:49:20Z,2070000,230.0,-21.0,1,right,B. Brown 3PT  (8 PTS) (K. Irving 2 AST),"[1628971, 202681]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,23.14,Made,,,,,8.0,K. Irving,202681.0,2.0,,,,,
209,PT06M01.00S,2022-02-13T01:49:21.3Z,2,REGULAR,foul,personal,['2freethrow'],1630560,,,1610612748,48,44,2022-02-13T01:49:28Z,2090000,,,0,,C. Thomas shooting personal FOUL (1 PF) (Herro 2 FT),"[1630560, 1629639]",1610612751.0,BKN,shooting,,,Thomas,C. Thomas,,,,,101284.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
212,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,out,[],200768,,,1610612748,48,44,2022-02-13T01:50:06Z,2120000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,48,44,2022-02-13T01:50:06Z,2130000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,out,[],201949,,,1610612748,48,44,2022-02-13T01:50:06Z,2140000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,out,[],1630560,,,1610612748,48,44,2022-02-13T01:50:06Z,2150000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,in,[],202710,,,1610612748,48,44,2022-02-13T01:50:06Z,2160000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,48,44,2022-02-13T01:50:06Z,2170000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,in,[],1630556,,,1610612748,48,44,2022-02-13T01:50:06Z,2180000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M01.00S,2022-02-13T01:49:47.9Z,2,REGULAR,substitution,in,[],201988,,,1610612748,48,44,2022-02-13T01:50:06Z,2190000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M01.00S,2022-02-13T01:49:48.2Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,49,44,2022-02-13T01:55:45Z,2192500,,,0,,T. Herro Free Throw 1 of 2 (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
220,PT06M01.00S,2022-02-13T01:49:48.2Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,50,44,2022-02-13T01:55:45Z,2193750,,,0,,T. Herro Free Throw 2 of 2 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
221,PT05M54.00S,2022-02-13T01:50:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,88.96189224704337,51.61994485294118,1610612751,50,44,2022-02-13T01:51:56Z,2195000,8.0,51.0,1,right,MISS K. Irving driving floating Shot,[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,,,,,,5.19,Missed,,,,,,,,,,,,,
222,PT05M51.00S,2022-02-13T01:50:27.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,44,2022-02-13T01:51:56Z,2197500,,,0,,B. Adebayo REBOUND (Off:0 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,221.0,5.0,5.0,0.0,,,,,,,,,
223,PT05M35.00S,2022-02-13T01:50:40.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,18.791064388961892,51.40931372549019,1610612748,50,44,2022-02-13T01:51:16Z,2230000,-7.0,124.0,1,left,MISS T. Herro 12' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,,,,12.43,Missed,,,,,,,,,,,,,
224,PT05M33.00S,2022-02-13T01:50:42.1Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,50,44,2022-02-13T01:50:45Z,2240000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,,,,
225,PT05M15.00S,2022-02-13T01:50:59.5Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612751,50,44,2022-02-13T01:51:04Z,2250000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1629216]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,
226,PT05M15.00S,2022-02-13T01:50:59.5Z,2,REGULAR,steal,,[],1629216,,,1610612748,50,44,2022-02-13T01:56:36Z,2260000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M11.00S,2022-02-13T01:51:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,6.783837056504599,51.9607843137255,1610612748,52,44,2022-02-13T01:51:11Z,2270000,-10.0,11.0,1,left,B. Adebayo running Layup (6 PTS),[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,,,,1.5,Made,,,,,6.0,,,,,,,,
228,PT04M58.00S,2022-02-13T01:51:16.5Z,2,REGULAR,2pt,Jump Shot,[],202681,74.06373193166885,69.11764705882352,1610612751,52,44,2022-02-13T01:56:58Z,2280000,96.0,191.0,1,right,MISS K. Irving 21' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,21.39,Missed,,,,,,,,,,,,,
229,PT04M54.00S,2022-02-13T01:51:20.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,52,44,2022-02-13T01:51:23Z,2290000,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,228.0,5.0,5.0,0.0,,,,,,,,,
230,PT04M46.00S,2022-02-13T01:51:29.5Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,52,44,2022-02-13T01:51:35Z,2300000,,,0,,B. Adebayo bad pass TURNOVER (3 TO),"[1628389, 201988]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,3.0,Mills,201988.0,,
231,PT04M46.00S,2022-02-13T01:51:29.5Z,2,REGULAR,steal,,[],201988,,,1610612751,52,44,2022-02-13T01:51:32Z,2310000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
232,PT04M40.00S,2022-02-13T01:51:40.4Z,2,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612751,52,44,2022-02-13T01:51:48Z,2320000,,,0,,T. Herro shooting personal FOUL (1 PF) (Griffin 2 FT),"[1629639, 201933]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,101284.0,1.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,
234,PT04M40.00S,2022-02-13T01:52:06.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201933,,,1610612751,52,45,2022-02-13T01:52:37Z,2340000,,,0,,B. Griffin Free Throw 1 of 2 (8 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
235,PT04M40.00S,2022-02-13T01:52:06.9Z,2,REGULAR,substitution,out,[],1629639,,,1610612751,52,45,2022-02-13T01:52:10Z,2350000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M40.00S,2022-02-13T01:52:06.9Z,2,REGULAR,substitution,in,[],200782,,,1610612751,52,45,2022-02-13T01:52:10Z,2360000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M40.00S,2022-02-13T01:52:06.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201933,,,1610612751,52,45,2022-02-13T01:52:37Z,2370000,,,0,,MISS B. Griffin Free Throw 2 of 2,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,Missed,,,,,,,,,,,,,
238,PT04M37.00S,2022-02-13T01:52:09.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,45,2022-02-13T01:52:37Z,2380000,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,237.0,6.0,6.0,0.0,,,,,,,,,
239,PT04M36.00S,2022-02-13T01:52:42.6Z,2,REGULAR,foul,personal,[],202681,,,1610612748,52,45,2022-02-13T01:52:51Z,2390000,,,0,,K. Irving personal FOUL (2 PF),"[202681, 202710]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,101284.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
241,PT04M29.00S,2022-02-13T01:53:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629130,33.590670170827856,30.88235294117647,1610612748,52,45,2022-02-13T01:53:12Z,2410000,96.0,263.0,1,left,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,28.01,Missed,,,,,,,,,,,,,
242,PT04M25.00S,2022-02-13T01:53:04.3Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,52,45,2022-02-13T01:53:04Z,2420000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,
243,PT04M22.00S,2022-02-13T01:53:10.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630556,94.95729303547962,50.98039215686274,1610612751,52,45,2022-02-13T01:53:23Z,2430000,5.0,-5.0,1,right,MISS K. Edwards Layup - blocked,"[1630556, 1629216]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,0.71,Missed,,,,,,,,,,,,Vincent,1629216.0
244,PT04M22.00S,2022-02-13T01:53:10.3Z,2,REGULAR,block,,[],1629216,,,1610612751,52,45,2022-02-13T01:53:14Z,2440000,,,0,,G. Vincent BLOCK (1 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M22.00S,2022-02-13T01:53:10.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,52,45,2022-02-13T01:53:23Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,243.0,,,,,,,,,,,,
246,PT04M22.00S,2022-02-13T01:53:21.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,52,45,2022-02-13T01:53:21Z,2460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M11.00S,2022-02-13T01:53:43.8Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612751,52,45,2022-02-13T01:53:52Z,2470000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Edwards 2 FT),"[1629216, 1630556]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,101283.0,1.0,0.0,Edwards,1630556.0,,,,,,,,,,,,,,,
249,PT04M11.00S,2022-02-13T01:54:08.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630556,,,1610612751,52,46,2022-02-13T01:54:08Z,2490000,,,0,,K. Edwards Free Throw 1 of 2 (3 PTS),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
250,PT04M11.00S,2022-02-13T01:54:27.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630556,,,1610612751,52,47,2022-02-13T01:54:27Z,2500000,,,0,,K. Edwards Free Throw 2 of 2 (4 PTS),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
251,PT03M58.00S,2022-02-13T01:54:41.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.652431011826544,53.92156862745098,1610612748,54,47,2022-02-13T01:54:50Z,2510000,-20.0,10.0,1,left,G. Vincent driving reverse Layup (9 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,driving reverse,,,Vincent,G. Vincent,,,,,,,,,,2.2,Made,,,,,9.0,D. Robinson,1629130.0,1.0,,,,,
253,PT03M39.00S,2022-02-13T01:54:59.5Z,2,REGULAR,3pt,Jump Shot,[],201988,74.72076215505913,13.970588235294118,1610612751,54,47,2022-02-13T01:55:07Z,2530000,-180.0,185.0,1,right,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,25.83,Missed,,,,,,,,,,,,,
254,PT03M38.00S,2022-02-13T01:55:00.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,54,47,2022-02-13T01:55:07Z,2540000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,
255,PT03M38.00S,2022-02-13T01:55:05.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,54,47,2022-02-13T01:55:05Z,2550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M24.00S,2022-02-13T01:55:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,18.478975032851512,50.73529411764706,1610612748,56,47,2022-02-13T01:55:36Z,2560000,-4.0,121.0,1,left,G. Vincent 12' floating Jump Shot (11 PTS) (B. Adebayo 3 AST),"[1629216, 1628389]",1610612748.0,MIA,floating,,,Vincent,G. Vincent,,,,,,,,,,12.13,Made,,,,,11.0,B. Adebayo,1628389.0,3.0,,,,,
258,PT03M06.00S,2022-02-13T01:55:38.9Z,2,REGULAR,2pt,Jump Shot,[],202681,78.9257555847569,21.568627450980394,1610612751,56,47,2022-02-13T02:03:16Z,2580000,-142.0,146.0,1,right,MISS K. Irving 20' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,20.35,Missed,,,,,,,,,,,,,
259,PT03M02.00S,2022-02-13T01:55:43.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,56,47,2022-02-13T01:55:43Z,2590000,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,258.0,7.0,7.0,0.0,,,,,,,,,
260,PT02M51.00S,2022-02-13T01:55:54.3Z,2,REGULAR,3pt,Jump Shot,[],200782,5.995400788436268,97.79411764705883,1610612748,56,47,2022-02-13T01:55:59Z,2600000,-239.0,4.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,23.9,Missed,,,,,,,,,,,,,
261,PT02M51.00S,2022-02-13T01:55:54.3Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,56,47,2022-02-13T01:55:59Z,2610000,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,260.0,8.0,7.0,1.0,,,,,,,,,
262,PT02M38.00S,2022-02-13T01:56:06.3Z,2,REGULAR,turnover,lost ball,[],200782,,,1610612748,56,47,2022-02-13T01:56:14Z,2620000,,,0,,P. Tucker lost ball TURNOVER (1 TO),"[200782, 1628971]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,1.0,Brown,1628971.0,,
263,PT02M38.00S,2022-02-13T01:56:06.3Z,2,REGULAR,steal,,[],1628971,,,1610612751,56,47,2022-02-13T01:56:09Z,2630000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
