actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-23T23:41:57.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-23T23:41:57Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-23T23:41:59.6Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,0,0,2022-03-23T23:41:59Z,40000,,,0,,Jump Ball B. Adebayo vs. K. Looney: Tip to P. Tucker,"[200782, 1628389, 1626172]",1610612748.0,MIA,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Adebayo,1628389.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-03-23T23:42:15.2Z,1,REGULAR,3pt,Jump Shot,[],202710,24.655059132720105,11.27450980392157,1610612748,3,0,2022-03-23T23:42:19Z,70000,194.0,179.0,1,left,J. Butler 26' 3PT  (3 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,26.39,Made,3.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2022-03-23T23:42:30.9Z,1,REGULAR,3pt,Jump Shot,[],203952,67.23061760840999,54.90196078431373,1610612744,3,0,2022-03-23T23:43:11Z,90000,25.0,256.0,1,right,MISS A. Wiggins 25' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2022-03-23T23:42:32.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,3,0,2022-03-23T23:42:33Z,100000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M16.00S,2022-03-23T23:42:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,16.81997371879106,38.45741421568627,1610612748,3,0,2022-03-23T23:43:40Z,110000,58.0,106.0,1,left,MISS J. Butler 12' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,12.03,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2022-03-23T23:42:40.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,0,2022-03-23T23:43:40Z,120000,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M01.00S,2022-03-23T23:42:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,93.24901445466492,48.28431372549019,1610612744,3,2,2022-03-23T23:42:59Z,130000,-9.0,11.0,1,right,J. Kuminga driving Layup (2 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,1.4,Made,2.0,,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2022-03-23T23:43:11.2Z,1,REGULAR,3pt,Jump Shot,[],200768,29.517082785808146,75.24509803921569,1610612748,3,2,2022-03-23T23:43:15Z,150000,-126.0,225.0,1,left,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2022-03-23T23:43:13.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,3,2,2022-03-23T23:43:15Z,160000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,
