actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-03-15T23:42:36.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-15T23:42:36Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-15T23:42:38.1Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,0,0,2022-03-15T23:42:38Z,40000,,,0,,Jump Ball B. Adebayo vs. I. Stewart: Tip to P. Tucker,"[200782, 1628389, 1630191]",1610612748.0,MIA,startperiod,P. Tucker,200782.0,Tucker,P. Tucker,Adebayo,1628389.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-03-15T23:42:56.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,30.305519053876477,79.90196078431373,1610612748,0,0,2022-03-15T23:44:00Z,70000,-150.0,232.0,1,left,MISS D. Robinson 27' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,27.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2022-03-15T23:43:00.3Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2022-03-15T23:43:02Z,80000,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2022-03-15T23:43:04.9Z,1,REGULAR,3pt,Jump Shot,[],203585,94.43166885676742,96.07843137254902,1610612765,0,0,2022-03-15T23:43:12Z,90000,230.0,0.0,1,right,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2022-03-15T23:43:08.9Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,0,0,2022-03-15T23:43:12Z,100000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M18.00S,2022-03-15T23:43:17.1Z,1,REGULAR,turnover,bad pass,[],200782,,,1610612748,0,0,2022-03-15T23:44:43Z,110000,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 203924]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,1.0,Grant,203924.0,,,,,,,,,,,
12,PT11M18.00S,2022-03-15T23:43:17.1Z,1,REGULAR,steal,,[],203924,,,1610612765,0,0,2022-03-15T23:43:21Z,120000,,,0,,J. Grant STEAL (1 STL),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2022-03-15T23:43:26.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630191,88.51839684625493,50.49019607843137,1610612765,0,0,2022-03-15T23:46:17Z,130000,2.0,55.0,1,right,MISS I. Stewart turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2022-03-15T23:43:30.3Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,0,0,2022-03-15T23:43:30Z,140000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT11M05.00S,2022-03-15T23:43:30.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,0,0,2022-03-15T23:43:30Z,150000,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT11M03.00S,2022-03-15T23:43:31.8Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,0,0,2022-03-15T23:43:31Z,160000,,,0,,I. Stewart REBOUND (Off:2 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,15.0,3.0,1.0,2.0,,,,,,,,,,,,,,
17,PT11M03.00S,2022-03-15T23:43:31.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,94.40999984741211,50.0,1610612765,0,0,2022-03-15T23:43:31Z,170000,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2022-03-15T23:43:32.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,0,0,2022-03-15T23:43:32Z,180000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M53.00S,2022-03-15T23:43:42.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,12.565703022339028,37.99019607843137,1610612748,2,0,2022-03-15T23:43:47Z,190000,60.0,66.0,1,left,B. Adebayo 8' turnaround Hook (2 PTS) (J. Butler 1 AST),"[1628389, 202710]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,8.89,Made,,,,,,,,2.0,J. Butler,202710.0,1.0,,,,,,,
21,PT10M38.00S,2022-03-15T23:43:56.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,93.51182654402102,95.83333333333334,1610612765,2,0,2022-03-15T23:44:04Z,210000,229.0,8.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
22,PT10M34.00S,2022-03-15T23:44:00.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2022-03-15T23:44:04Z,220000,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M24.00S,2022-03-15T23:44:13.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,2,0,2022-03-15T23:44:13Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M23.00S,2022-03-15T23:44:33.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,2,0,2022-03-15T23:44:33Z,240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M17.00S,2022-03-15T23:44:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,9.280551905387648,43.13725490196079,1610612748,2,0,2022-03-16T00:14:32Z,250000,34.0,35.0,1,left,MISS J. Butler Layup,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,4.88,Missed,,,,,,,,,,,,,,,,,,
27,PT10M13.00S,2022-03-15T23:44:54.5Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,2,0,2022-03-15T23:44:56Z,270000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
