actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
93,PT05M34.00S,2021-12-07T00:59:18.0Z,1,REGULAR,substitution,out,[],203500,,,1610612763,10,20,2021-12-07T00:59:54Z,920000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M34.00S,2021-12-07T00:59:18.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,10,20,2021-12-07T00:59:54Z,930000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M34.00S,2021-12-07T00:59:18.0Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,10,20,2021-12-07T00:59:54Z,940000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M34.00S,2021-12-07T00:59:18.0Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,10,20,2021-12-07T00:59:54Z,950000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M11.00S,2021-12-07T01:00:18.8Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.6484888304862,74.75490196078431,1610612763,10,23,2021-12-07T01:00:24Z,960000,-124.0,226.0,1,left,D. Brooks 25' 3PT  (9 PTS) (T. Jones 3 AST),"[1628415, 1626145]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,25.79,Made,,,,,,,,,,,,,9.0,T. Jones,1626145.0,3.0,,,
99,PT05M05.00S,2021-12-07T01:00:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.06636005256242,53.18627450980392,1610612748,10,23,2021-12-07T01:00:32Z,980000,16.0,22.0,1,right,MISS J. Butler Layup - blocked,"[202710, 1630214]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,2.72,Missed,,,,,,,,,,,,,,,,,Tillman,1630214.0,
100,PT05M05.00S,2021-12-07T01:00:25.8Z,1,REGULAR,block,,[],1630214,,,1610612748,10,23,2021-12-07T01:00:28Z,990000,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M05.00S,2021-12-07T01:00:25.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,10,23,2021-12-07T01:00:32Z,1000000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,
102,PT05M05.00S,2021-12-07T01:00:30.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,10,23,2021-12-07T01:00:30Z,1010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M05.00S,2021-12-07T01:00:34.7Z,1,REGULAR,substitution,out,[],203473,,,1610612748,10,23,2021-12-07T01:00:45Z,1020000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M05.00S,2021-12-07T01:00:34.7Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,10,23,2021-12-07T01:00:45Z,1030000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M00.00S,2021-12-07T01:00:57.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,91.93495400788436,22.058823529411764,1610612748,12,23,2021-12-07T01:01:04Z,1040000,-140.0,23.0,1,right,T. Herro 14' pullup Jump Shot (4 PTS) (K. Lowry 2 AST),"[1629639, 200768]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,14.16,Made,,,,,,,,,,,,,4.0,K. Lowry,200768.0,2.0,,,
106,PT04M45.00S,2021-12-07T01:01:12.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,23.340998685939553,87.25490196078431,1610612763,12,23,2021-12-07T01:01:19Z,1050000,-186.0,167.0,1,left,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M41.00S,2021-12-07T01:01:16.3Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,12,23,2021-12-07T01:01:19Z,1060000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
108,PT04M40.00S,2021-12-07T01:01:17.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,32.276609724047304,50.73529411764706,1610612763,12,26,2021-12-07T01:01:24Z,1070000,-4.0,251.0,1,left,D. Brooks 25' 3PT  (12 PTS) (D. Melton 2 AST),"[1628415, 1629001]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,25.09,Made,,,,,,,,,,,,,12.0,D. Melton,1629001.0,2.0,,,
110,PT04M14.00S,2021-12-07T01:01:42.2Z,1,REGULAR,3pt,Jump Shot,[],1629639,68.41327201051249,70.58823529411765,1610612748,15,26,2021-12-07T01:01:47Z,1090000,103.0,244.0,1,right,T. Herro 26' 3PT  (7 PTS) (J. Butler 2 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,26.52,Made,,,,,,,,,,,,,7.0,J. Butler,202710.0,2.0,,,
112,PT03M56.00S,2021-12-07T01:02:00.3Z,1,REGULAR,2pt,Jump Shot,[],1628415,29.6484888304862,51.71568627450981,1610612763,15,26,2021-12-07T01:04:26Z,1110000,-9.0,226.0,1,left,MISS D. Brooks 22' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M53.00S,2021-12-07T01:02:03.4Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,15,26,2021-12-07T01:02:03Z,1120000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
114,PT03M45.00S,2021-12-07T01:02:14.1Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,15,26,2021-12-07T01:02:20Z,1130000,,,0,,T. Herro step out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,step,,,Herro,T. Herro,,,,,,,,,,,1.0,,,1628954.0,,,,,,,,,,,
115,PT03M45.00S,2021-12-07T01:02:18.4Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,15,26,2021-12-07T01:02:27Z,1140000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2021-12-07T01:02:18.4Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,15,26,2021-12-07T01:02:27Z,1150000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M30.00S,2021-12-07T01:02:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628415,5.863994743758213,53.92156862745098,1610612763,15,28,2021-12-07T01:02:53Z,1160000,-20.0,3.0,1,left,D. Brooks driving Layup (14 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,1.98,Made,,,,,,,,,,,,,14.0,,,,,,
118,PT03M21.00S,2021-12-07T01:02:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,66.04796320630749,54.65686274509803,1610612748,18,28,2021-12-07T01:05:27Z,1170000,23.0,267.0,1,right,K. Lowry 26' 3PT  (5 PTS) (P. Tucker 1 AST),"[200768, 200782]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,26.76,Made,,,,,,,,,,,,,5.0,P. Tucker,200782.0,1.0,,,
120,PT03M01.00S,2021-12-07T01:03:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630217,35.69316688567674,48.529411764705884,1610612763,18,28,2021-12-07T01:03:25Z,1190000,7.0,283.0,1,left,MISS D. Bane 28' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M57.00S,2021-12-07T01:03:18.4Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,18,28,2021-12-07T01:03:25Z,1200000,,,0,,X. Tillman REBOUND (Off:2 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,120.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
122,PT02M54.00S,2021-12-07T01:03:22.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,17.559132720105126,95.58823529411765,1610612763,18,28,2021-12-07T01:03:28Z,1210000,-228.0,113.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M54.00S,2021-12-07T01:03:22.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,18,28,2021-12-07T01:03:28Z,1220000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
124,PT02M44.00S,2021-12-07T01:03:31.6Z,1,REGULAR,turnover,lost ball,[],1628997,,,1610612748,18,28,2021-12-07T01:03:35Z,1230000,,,0,,C. Martin lost ball TURNOVER (1 TO),"[1628997, 1630217]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,,,,,
125,PT02M44.00S,2021-12-07T01:03:31.6Z,1,REGULAR,steal,,[],1630217,,,1610612763,18,28,2021-12-07T01:03:33Z,1240000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M41.00S,2021-12-07T01:03:40.6Z,1,REGULAR,foul,offensive,[],1630583,,,1610612763,18,28,2021-12-07T01:06:59Z,1250000,,,0,,S. Aldama offensive FOUL (1 PF),"[1630583, 202710]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,1662.0,1.0,0.0,Butler,202710.0,,,,,,,
128,PT02M41.00S,2021-12-07T01:03:40.6Z,1,REGULAR,turnover,offensive foul,[],1630583,,,1610612763,18,28,2021-12-07T01:03:40Z,1270000,,,0,,S. Aldama offensive foul TURNOVER (1 TO),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,1.0,,,1662.0,,,,,,,,,,,
129,PT02M41.00S,2021-12-07T01:03:46.8Z,1,REGULAR,substitution,out,[],202710,,,1610612748,18,28,2021-12-07T01:04:00Z,1280000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M41.00S,2021-12-07T01:03:46.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612748,18,28,2021-12-07T01:04:00Z,1290000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M41.00S,2021-12-07T01:03:46.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,18,28,2021-12-07T01:04:00Z,1300000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M41.00S,2021-12-07T01:03:46.8Z,1,REGULAR,substitution,in,[],1629723,,,1610612748,18,28,2021-12-07T01:04:00Z,1310000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M27.00S,2021-12-07T01:04:14.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,75.77201051248358,50.49019607843137,1610612748,18,28,2021-12-07T01:04:23Z,1320000,2.0,175.0,1,right,MISS T. Herro 17' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,17.52,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2021-12-07T01:04:18.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,18,28,2021-12-07T01:04:23Z,1330000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
136,PT02M15.00S,2021-12-07T01:04:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629723,5.601182654402102,64.4607843137255,1610612763,18,28,2021-12-07T01:04:33Z,1340000,-72.0,0.0,1,left,MISS J. Konchar 7' driving floating Shot,[1629723],1610612763.0,MEM,driving floating,,,Konchar,J. Konchar,,,,,7.23,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M11.00S,2021-12-07T01:04:31.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,18,28,2021-12-07T01:04:31Z,1350000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
138,PT02M07.00S,2021-12-07T01:04:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,93.9060446780552,41.42156862745098,1610612748,20,28,2021-12-07T01:04:51Z,1360000,-43.0,5.0,1,right,K. Lowry driving Layup (7 PTS) (T. Herro 1 AST),"[200768, 1629639]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,4.32,Made,,,,,,,,,,,,,7.0,T. Herro,1629639.0,1.0,,,
140,PT01M49.00S,2021-12-07T01:04:53.7Z,1,REGULAR,turnover,lost ball,[],1630583,,,1610612763,20,28,2021-12-07T01:05:10Z,1380000,,,0,,S. Aldama lost ball TURNOVER (2 TO),"[1630583, 200782]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,2.0,Tucker,200782.0,,,,,,,,,,,,
141,PT01M49.00S,2021-12-07T01:04:53.7Z,1,REGULAR,steal,,[],200782,,,1610612748,20,28,2021-12-07T01:04:56Z,1390000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M46.00S,2021-12-07T01:04:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,92.85479632063075,52.20588235294118,1610612748,22,28,2021-12-07T01:08:57Z,1400000,11.0,15.0,1,right,K. Lowry running Layup (9 PTS) (T. Herro 2 AST),"[200768, 1629639]",1610612748.0,MIA,running,,,Lowry,K. Lowry,,,,,1.84,Made,,,,,,,,,,,,,9.0,T. Herro,1629639.0,2.0,,,
143,PT01M46.00S,2021-12-07T01:05:06.9Z,1,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612748,22,28,2021-12-07T01:05:23Z,1410000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Lowry 1 FT),"[1629723, 200768]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,,,101283.0,1.0,0.0,Lowry,200768.0,,,,,,,
146,PT01M46.00S,2021-12-07T01:05:33.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",200768,,,1610612748,23,28,2021-12-07T01:05:33Z,1430000,,,0,,K. Lowry Free Throw 1 of 1 (10 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,,,,,,,,,10.0,,,,,,
147,PT01M25.00S,2021-12-07T01:05:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,13.485545335085414,65.19607843137256,1610612763,23,30,2021-12-07T01:06:14Z,1440000,-76.0,74.0,1,left,D. Bane 10' driving floating bank Jump Shot (9 PTS) (D. Melton 3 AST),"[1630217, 1629001]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,10.63,Made,,,,,,,,,,,,,9.0,D. Melton,1629001.0,3.0,,,
148,PT01M11.00S,2021-12-07T01:06:10.1Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612748,23,30,2021-12-07T01:06:17Z,1450000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1630217]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,,,,,
149,PT01M11.00S,2021-12-07T01:06:10.1Z,1,REGULAR,steal,,[],1630217,,,1610612763,23,30,2021-12-07T01:06:12Z,1460000,,,0,,D. Bane STEAL (2 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M07.00S,2021-12-07T01:06:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,7.178055190538765,50.49019607843137,1610612763,23,32,2021-12-07T01:06:23Z,1470000,-2.0,15.0,1,left,D. Bane running Layup (11 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,1.52,Made,,,,,,,,,,,,,11.0,,,,,,
151,PT00M46.70S,2021-12-07T01:06:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629216,92.9862023653088,2.450980392156863,1610612748,23,32,2021-12-07T01:06:39Z,1480000,-238.0,13.0,1,right,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,23.81,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M43.40S,2021-12-07T01:06:38.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,23,32,2021-12-07T01:06:39Z,1490000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
153,PT00M34.10S,2021-12-07T01:06:48.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.17411300919842,27.205882352941174,1610612763,23,32,2021-12-07T01:06:53Z,1500000,114.0,231.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M30.80S,2021-12-07T01:06:51.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,23,32,2021-12-07T01:06:53Z,1510000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT00M25.50S,2021-12-07T01:06:57.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1629639,92.32917214191852,56.372549019607845,1610612748,25,32,2021-12-07T01:07:15Z,1520000,32.0,20.0,1,right,T. Herro driving bank Hook (9 PTS),[1629639],1610612748.0,MIA,driving bank,,,Herro,T. Herro,,,,,3.74,Made,,,,,,,,,,,,,9.0,,,,,,
156,PT00M01.70S,2021-12-07T01:07:23.4Z,1,REGULAR,2pt,Jump Shot,[],1630214,5.995400788436268,27.696078431372552,1610612763,25,34,2021-12-07T01:07:31Z,1530000,112.0,4.0,1,left,X. Tillman 11' Jump Shot (2 PTS) (J. Konchar 1 AST),"[1630214, 1629723]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,11.16,Made,,,,,,,,,,,,,2.0,J. Konchar,1629723.0,1.0,,,
158,PT00M00.70S,2021-12-07T01:07:48.7Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,25,34,2021-12-07T01:08:31Z,1550000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1630583]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,2.0,Aldama,1630583.0,,,,,,,,,,,,
159,PT00M00.70S,2021-12-07T01:07:48.7Z,1,REGULAR,steal,,[],1630583,,,1610612763,25,34,2021-12-07T01:07:54Z,1560000,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2021-12-07T01:07:54.8Z,1,REGULAR,period,end,[],0,,,1610612763,25,34,2021-12-07T01:07:54Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,out,['startperiod'],200768,,,1610612763,25,34,2021-12-07T01:10:12Z,1580000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,out,['startperiod'],200782,,,1610612763,25,34,2021-12-07T01:10:12Z,1590000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,25,34,2021-12-07T01:10:12Z,1600000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,25,34,2021-12-07T01:10:12Z,1610000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,out,['startperiod'],1630217,,,1610612763,25,34,2021-12-07T01:10:12Z,1620000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,in,['startperiod'],1629622,,,1610612763,25,34,2021-12-07T01:10:12Z,1630000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,in,['startperiod'],203473,,,1610612763,25,34,2021-12-07T01:10:12Z,1640000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,in,['startperiod'],1626145,,,1610612763,25,34,2021-12-07T01:10:12Z,1650000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,25,34,2021-12-07T01:10:12Z,1660000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-07T01:09:42.3Z,2,REGULAR,substitution,in,['startperiod'],1630533,,,1610612763,25,34,2021-12-07T01:10:12Z,1670000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-07T01:10:25.4Z,2,REGULAR,period,start,[],0,,,1610612748,25,34,2021-12-07T01:10:25Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M42.00S,2021-12-07T01:10:42.5Z,2,REGULAR,3pt,Jump Shot,[],1629639,69.33311432325887,69.6078431372549,1610612748,25,34,2021-12-07T01:10:47Z,1690000,98.0,236.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M40.00S,2021-12-07T01:10:44.5Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,25,34,2021-12-07T01:10:47Z,1700000,,,0,,X. Tillman REBOUND (Off:2 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,173.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
175,PT11M29.00S,2021-12-07T01:10:58.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,25,34,2021-12-07T01:10:58Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M24.00S,2021-12-07T01:11:16.9Z,2,REGULAR,3pt,Jump Shot,[],1628991,26.10052562417871,84.80392156862744,1610612763,25,34,2021-12-07T01:11:23Z,1720000,-174.0,193.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M19.00S,2021-12-07T01:11:21.9Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,25,34,2021-12-07T01:11:23Z,1730000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,176.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
178,PT11M15.00S,2021-12-07T01:11:25.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630533,4.944152431011826,63.725490196078425,1610612763,25,34,2021-12-07T01:11:40Z,1740000,-69.0,-6.0,1,left,MISS Z. Williams 6' Jump Shot - blocked,"[1630533, 203473]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,6.89,Missed,,,,,,,,,,,,,,,,,Dedmon,203473.0,
179,PT11M15.00S,2021-12-07T01:11:25.2Z,2,REGULAR,block,,[],203473,,,1610612763,25,34,2021-12-07T01:11:28Z,1750000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M11.00S,2021-12-07T01:11:29.2Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,25,34,2021-12-07T01:11:40Z,1760000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,178.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
