actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
83,PT05M18.00S,2021-11-18T00:56:05.4Z,1,REGULAR,substitution,out,[],203473,,,1610612748,12,20,2021-11-18T00:56:16Z,810000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M18.00S,2021-11-18T00:56:05.4Z,1,REGULAR,substitution,out,[],202685,,,1610612748,12,20,2021-11-18T00:56:16Z,820000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M18.00S,2021-11-18T00:56:05.4Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,12,20,2021-11-18T00:56:16Z,830000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M18.00S,2021-11-18T00:56:05.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,12,20,2021-11-18T00:56:16Z,840000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M18.00S,2021-11-18T00:56:05.4Z,1,REGULAR,substitution,in,[],1629637,,,1610612748,12,20,2021-11-18T00:56:16Z,850000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M18.00S,2021-11-18T00:56:28.7Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,13,20,2021-11-18T00:56:28Z,860000,,,0,,J. Butler Free Throw 2 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
89,PT05M01.00S,2021-11-18T00:56:47.4Z,1,REGULAR,3pt,Jump Shot,[],1628984,12.171484888304862,97.79411764705883,1610612740,13,20,2021-11-18T00:56:52Z,870000,-239.0,62.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,24.69,Missed,,,,,,,,,,,,,
90,PT04M58.00S,2021-11-18T00:56:50.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,13,20,2021-11-18T00:56:52Z,880000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,89.0,3.0,3.0,0.0,,,,,
91,PT04M47.00S,2021-11-18T00:57:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,90.22667542706965,44.6078431372549,1610612748,13,20,2021-11-18T00:57:08Z,890000,-27.0,39.0,1,right,MISS D. Robinson driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,,,,,,,4.78,Missed,,,,,,,,,,,,,
92,PT04M44.00S,2021-11-18T00:57:03.7Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,13,20,2021-11-18T00:57:08Z,900000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,
93,PT04M35.00S,2021-11-18T00:57:13.6Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,13,20,2021-11-18T00:57:20Z,910000,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1629130]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,1.0,,,,,,,,,,,,,Robinson,1629130.0,
94,PT04M35.00S,2021-11-18T00:57:13.6Z,1,REGULAR,steal,,[],1629130,,,1610612748,13,20,2021-11-18T00:57:18Z,920000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M27.00S,2021-11-18T00:57:21.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202710,93.77463863337714,53.92156862745098,1610612748,13,20,2021-11-18T00:57:39Z,930000,20.0,6.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,,2.05,Missed,,,,,,,,,,,,,
96,PT04M24.00S,2021-11-18T00:57:24.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,13,20,2021-11-18T00:57:28Z,940000,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,95.0,3.0,2.0,1.0,,,,,
97,PT04M20.00S,2021-11-18T00:57:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.521024967148489,47.549019607843135,1610612740,13,22,2021-11-18T01:02:23Z,950000,12.0,9.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (D. Graham 1 AST),"[1629637, 1628984]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,,,,,,,1.51,Made,2.0,D. Graham,1628984.0,1.0,,,,,,,,,
99,PT03M59.00S,2021-11-18T00:57:49.3Z,1,REGULAR,2pt,Jump Shot,[],1628997,93.24901445466492,30.392156862745097,1610612748,13,22,2021-11-18T00:57:55Z,970000,-98.0,11.0,1,right,MISS C. Martin 9' driving floating Shot,[1628997],1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,,,,,,,9.86,Missed,,,,,,,,,,,,,
100,PT03M56.00S,2021-11-18T00:57:52.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,13,22,2021-11-18T00:57:55Z,980000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,
101,PT03M53.00S,2021-11-18T00:58:00.6Z,1,REGULAR,foul,personal,[],1629130,,,1610612740,13,22,2021-11-18T00:58:18Z,990000,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 1628404]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,101283.0,1.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
103,PT03M53.00S,2021-11-18T00:58:10.7Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,13,22,2021-11-18T00:58:17Z,1010000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M53.00S,2021-11-18T00:58:10.7Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,13,22,2021-11-18T00:58:17Z,1020000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M53.00S,2021-11-18T00:58:10.7Z,1,REGULAR,substitution,in,[],203107,,,1610612740,13,22,2021-11-18T00:58:17Z,1030000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M53.00S,2021-11-18T00:58:10.7Z,1,REGULAR,substitution,in,[],202066,,,1610612740,13,22,2021-11-18T00:58:17Z,1040000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M37.00S,2021-11-18T00:58:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,14.273981603153747,49.754901960784316,1610612740,13,24,2021-11-18T00:58:40Z,1050000,1.0,82.0,1,left,H. Jones 8' driving floating bank Jump Shot (2 PTS),[1630529],1610612740.0,NOP,driving floating bank,,,Jones,H. Jones,,,,,,,,,,,8.17,Made,2.0,,,,,,,,,,,,
108,PT03M28.00S,2021-11-18T00:58:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,93.77463863337714,47.794117647058826,1610612748,13,24,2021-11-18T00:58:49Z,1060000,-11.0,6.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,,1.25,Missed,,,,,,,,,,,,,
109,PT03M25.00S,2021-11-18T00:58:47.8Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,13,24,2021-11-18T00:58:47Z,1070000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,108.0,1.0,0.0,1.0,,,,,
110,PT03M21.00S,2021-11-18T00:58:52.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,64.99671484888306,47.30392156862745,1610612748,13,24,2021-11-18T00:58:59Z,1080000,-13.0,277.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,27.68,Missed,,,,,,,,,,,,,
111,PT03M17.00S,2021-11-18T00:58:56.7Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,13,24,2021-11-18T00:58:59Z,1090000,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,110.0,4.0,3.0,1.0,,,,,
112,PT03M13.00S,2021-11-18T00:58:59.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,6.1268068331143235,46.568627450980394,1610612740,13,26,2021-11-18T01:14:52Z,1100000,17.0,5.0,1,left,J. Hart running Layup (5 PTS),[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,,,,,,,1.79,Made,5.0,,,,,,,,,,,,
113,PT03M13.00S,2021-11-18T00:59:10.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,13,26,2021-11-18T00:59:10Z,1110000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M13.00S,2021-11-18T00:59:11.7Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,13,26,2021-11-18T01:01:45Z,1120000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M13.00S,2021-11-18T00:59:11.7Z,1,REGULAR,substitution,out,[],1628404,,,1610612748,13,26,2021-11-18T01:01:45Z,1130000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M13.00S,2021-11-18T00:59:11.7Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,13,26,2021-11-18T01:01:45Z,1140000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M13.00S,2021-11-18T00:59:11.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612748,13,26,2021-11-18T01:01:45Z,1150000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2021-11-18T01:02:11.4Z,1,REGULAR,3pt,Jump Shot,[],1629644,71.43561103810775,16.911764705882355,1610612748,13,26,2021-11-18T01:02:16Z,1160000,-165.0,216.0,1,right,MISS K. Okpala 27' 3PT,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,27.21,Missed,,,,,,,,,,,,,
122,PT02M51.00S,2021-11-18T01:02:15.4Z,1,REGULAR,rebound,defensive,[],203107,,,1610612740,13,26,2021-11-18T01:02:16Z,1170000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,
123,PT02M41.00S,2021-11-18T01:02:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.469776609724048,52.69607843137255,1610612740,13,28,2021-11-18T01:02:30Z,1180000,-13.0,-1.0,1,left,H. Jones driving Layup (4 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,,,,,,,1.35,Made,4.0,,,,,,,,,,,,
124,PT02M25.00S,2021-11-18T01:02:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629644,68.80749014454665,27.941176470588236,1610612748,13,28,2021-11-18T01:02:49Z,1190000,-110.0,241.0,1,right,MISS K. Okpala 26' 3PT,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,26.48,Missed,,,,,,,,,,,,,
125,PT02M24.00S,2021-11-18T01:02:42.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,13,28,2021-11-18T01:02:49Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,
126,PT02M24.00S,2021-11-18T01:02:48.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,13,28,2021-11-18T01:02:48Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M23.00S,2021-11-18T01:03:05.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612748,13,28,2021-11-18T01:03:17Z,1220000,,,0,,N. Alexander-Walker personal FOUL (2 PF) (Strus 2 FT),"[1629638, 1629622]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,201245.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,,
129,PT02M23.00S,2021-11-18T01:03:25.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629622,,,1610612748,13,28,2021-11-18T01:03:25Z,1240000,,,0,,MISS M. Strus Free Throw 1 of 2,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,Missed,,,,,,,,,,,,,
130,PT02M23.00S,2021-11-18T01:03:25.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,13,28,2021-11-18T01:03:25Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,129.0,,,,,,,,
131,PT02M23.00S,2021-11-18T01:03:35.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629622,,,1610612748,14,28,2021-11-18T01:03:35Z,1260000,,,0,,M. Strus Free Throw 2 of 2 (1 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
132,PT02M00.00S,2021-11-18T01:04:00.1Z,1,REGULAR,2pt,Jump Shot,[],1629638,22.28975032851511,62.5,1610612740,14,28,2021-11-18T01:04:06Z,1270000,-62.0,157.0,1,left,MISS N. Alexander-Walker 16' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,16.9,Missed,,,,,,,,,,,,,
133,PT01M56.00S,2021-11-18T01:04:04.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,14,28,2021-11-18T01:04:06Z,1280000,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,132.0,4.0,4.0,0.0,,,,,
134,PT01M44.00S,2021-11-18T01:04:16.3Z,1,REGULAR,3pt,Jump Shot,[],202710,93.9060446780552,96.81372549019608,1610612748,17,28,2021-11-18T01:04:22Z,1290000,234.0,5.0,1,right,J. Butler 3PT pullup (8 PTS) (C. Martin 1 AST),"[202710, 1628997]",1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,,,,23.41,Made,8.0,C. Martin,1628997.0,1.0,,,,,,,,,
136,PT01M30.00S,2021-11-18T01:04:34.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629644,,,1610612740,17,28,2021-11-18T01:04:45Z,1310000,,,0,,K. Okpala shooting personal FOUL (2 PF) (Hayes 2 FT),"[1629644, 1629637]",1610612748.0,MIA,shooting,,,Okpala,K. Okpala,,,,,201245.0,2.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
138,PT01M30.00S,2021-11-18T01:04:54.7Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612740,17,28,2021-11-18T01:04:54Z,1330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M30.00S,2021-11-18T01:05:01.0Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,17,29,2021-11-18T01:05:01Z,1340000,,,0,,J. Hayes Free Throw 1 of 2 (3 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
140,PT01M30.00S,2021-11-18T01:05:06.5Z,1,REGULAR,substitution,out,[],1629216,,,1610612740,17,29,2021-11-18T01:05:11Z,1350000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M30.00S,2021-11-18T01:05:06.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612740,17,29,2021-11-18T01:05:11Z,1360000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M30.00S,2021-11-18T01:05:17.0Z,1,REGULAR,substitution,out,[],1629644,,,1610612740,17,29,2021-11-18T01:05:23Z,1370000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M30.00S,2021-11-18T01:05:17.0Z,1,REGULAR,substitution,in,[],1630209,,,1610612740,17,29,2021-11-18T01:05:23Z,1380000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M30.00S,2021-11-18T01:05:36.5Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,17,30,2021-11-18T01:05:36Z,1390000,,,0,,J. Hayes Free Throw 2 of 2 (4 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
145,PT01M17.00S,2021-11-18T01:05:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,81.68528252299606,40.931372549019606,1610612748,19,30,2021-11-18T01:05:55Z,1400000,-45.0,120.0,1,right,M. Strus 12' pullup Jump Shot (3 PTS) (J. Butler 3 AST),"[1629622, 202710]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,,,,12.8,Made,3.0,J. Butler,202710.0,3.0,,,,,,,,,
147,PT00M58.00S,2021-11-18T01:06:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,26.62614980289093,82.59803921568627,1610612740,19,30,2021-11-18T01:06:15Z,1420000,-163.0,198.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,25.63,Missed,,,,,,,,,,,,,
148,PT00M54.10S,2021-11-18T01:06:14.3Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,19,30,2021-11-18T01:06:15Z,1430000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,
149,PT00M49.80S,2021-11-18T01:06:18.7Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,19,30,2021-11-18T01:06:23Z,1440000,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 1630529]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,1.0,,,,,,,,,,,,,Jones,1630529.0,
150,PT00M49.80S,2021-11-18T01:06:18.7Z,1,REGULAR,steal,,[],1630529,,,1610612740,19,30,2021-11-18T01:06:20Z,1450000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M45.30S,2021-11-18T01:06:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629637,6.652431011826544,50.245098039215684,1610612740,19,30,2021-11-18T01:09:00Z,1460000,-1.0,10.0,1,left,MISS J. Hayes driving Layup - blocked,"[1629637, 202710]",1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,,,,,,,1.01,Missed,,,,,,,,,Butler,202710.0,,,
152,PT00M45.30S,2021-11-18T01:06:23.9Z,1,REGULAR,block,,[],202710,,,1610612740,19,30,2021-11-18T01:06:26Z,1470000,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M43.00S,2021-11-18T01:06:26.2Z,1,REGULAR,rebound,offensive,[],203107,,,1610612740,19,30,2021-11-18T01:06:30Z,1480000,,,0,,T. Satoransky REBOUND (Off:1 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,151.0,2.0,1.0,1.0,,,,,
154,PT00M41.80S,2021-11-18T01:06:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203107,6.521024967148489,52.450980392156865,1610612740,19,32,2021-11-18T01:06:34Z,1490000,-12.0,9.0,1,left,T. Satoransky putback Layup (2 PTS),[203107],1610612740.0,NOP,putback,,,Satoransky,T. Satoransky,,,,,,,,,,,1.51,Made,2.0,,,,,,,,,,,,
155,PT00M40.00S,2021-11-18T01:06:31.1Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,19,32,2021-11-18T01:06:53Z,1500000,,,0,,T. Herro lost ball TURNOVER (2 TO),"[1629639, 1630529]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,2.0,,,,,,,,,,,,,Jones,1630529.0,
156,PT00M40.00S,2021-11-18T01:06:31.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,19,32,2021-11-18T01:06:35Z,1510000,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M39.00S,2021-11-18T01:06:40.5Z,1,REGULAR,violation,kicked ball,[],1630209,,,1610612740,19,32,2021-11-18T01:06:48Z,1520000,,,0,,O. Yurtseven kicked ball VIOLATION,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1627964.0,,,,,,,,,,,,,,,,,,,,
158,PT00M31.60S,2021-11-18T01:07:03.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,7.178055190538765,96.07843137254902,1610612740,19,32,2021-11-18T01:07:08Z,1530000,-230.0,15.0,1,left,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,23.09,Missed,,,,,,,,,,,,,
159,PT00M27.10S,2021-11-18T01:07:08.0Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,19,32,2021-11-18T01:07:08Z,1540000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,
160,PT00M11.10S,2021-11-18T01:07:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,92.06636005256242,62.745098039215684,1610612748,21,32,2021-11-18T01:07:31Z,1550000,64.0,22.0,1,right,J. Butler 6' pullup Jump Shot (10 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,,,,6.74,Made,10.0,,,,,,,,,,,,
161,PT00M04.20S,2021-11-18T01:07:42.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,7.440867279894875,51.9607843137255,1610612740,21,34,2021-11-18T01:07:48Z,1560000,-10.0,17.0,1,left,N. Alexander-Walker driving Layup (11 PTS) (T. Satoransky 1 AST),"[1629638, 203107]",1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,2.0,Made,11.0,T. Satoransky,203107.0,1.0,,,,,,,,,
163,PT00M02.20S,2021-11-18T01:07:56.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,46.73127463863337,44.6078431372549,1610612748,21,34,2021-11-18T01:08:27Z,1580000,-27.0,448.0,1,right,MISS T. Herro 44' floating 3PT,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,,,,,,44.9,Missed,,,,,,,,,,,,,
164,PT00M01.00S,2021-11-18T01:07:57.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,21,34,2021-11-18T01:08:27Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,
165,PT00M00.00S,2021-11-18T01:08:07.7Z,1,REGULAR,period,end,[],0,,,1610612748,21,34,2021-11-18T01:08:07Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-18T01:08:25.9Z,2,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,21,34,2021-11-18T01:10:31Z,1610000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-18T01:08:25.9Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,21,34,2021-11-18T01:10:31Z,1620000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-18T01:08:25.9Z,2,REGULAR,substitution,out,['startperiod'],1630209,,,1610612748,21,34,2021-11-18T01:10:31Z,1630000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-18T01:08:25.9Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612748,21,34,2021-11-18T01:10:31Z,1640000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-18T01:08:25.9Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612748,21,34,2021-11-18T01:10:31Z,1650000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
