actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
89,PT05M46.00S,2021-10-22T00:28:36.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612748,15,3,2021-10-22T00:28:51Z,880000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Butler 2 FT),"[203507, 202710]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,2714.0,2.0,0.0,Butler,202710.0,,,,,,,,,,
91,PT05M46.00S,2021-10-22T00:29:02.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,16,3,2021-10-22T01:49:39Z,900000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
92,PT05M46.00S,2021-10-22T00:29:03.1Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,16,3,2021-10-22T00:29:20Z,910000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M46.00S,2021-10-22T00:29:03.1Z,1,REGULAR,substitution,out,[],1626192,,,1610612748,16,3,2021-10-22T00:29:20Z,920000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M46.00S,2021-10-22T00:29:03.1Z,1,REGULAR,substitution,out,[],203507,,,1610612748,16,3,2021-10-22T00:29:20Z,930000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M46.00S,2021-10-22T00:29:03.1Z,1,REGULAR,substitution,in,[],203473,,,1610612748,16,3,2021-10-22T00:29:20Z,940000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M46.00S,2021-10-22T00:29:03.1Z,1,REGULAR,substitution,in,[],1630572,,,1610612748,16,3,2021-10-22T00:29:20Z,950000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M46.00S,2021-10-22T00:29:03.1Z,1,REGULAR,substitution,in,[],203648,,,1610612748,16,3,2021-10-22T00:29:20Z,960000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M46.00S,2021-10-22T00:29:36.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,17,3,2021-10-22T01:49:39Z,970000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
99,PT05M46.00S,2021-10-22T00:29:45.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,17,3,2021-10-22T00:30:27Z,980000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,,
100,PT05M35.00S,2021-10-22T00:29:58.0Z,1,REGULAR,2pt,Jump Shot,[],1629670,19.398817345597898,27.450980392156865,1610612749,17,3,2021-10-22T00:30:06Z,990000,113.0,130.0,1,left,MISS J. Nwora 17' pullup Shot,[1629670],1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,,,,17.19,Missed,,,,,,,,,,,,,,,,
101,PT05M30.00S,2021-10-22T00:30:03.0Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,17,3,2021-10-22T00:30:06Z,1000000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,
102,PT05M18.00S,2021-10-22T00:30:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,93.38042049934296,53.67647058823529,1610612748,19,3,2021-10-22T00:30:20Z,1010000,18.0,10.0,1,right,D. Dedmon cutting Layup (2 PTS) (J. Butler 1 AST),"[203473, 202710]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,,2.08,Made,2.0,,,,,,,,,,J. Butler,202710.0,1.0,,,
104,PT05M02.00S,2021-10-22T00:30:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630572,9.017739816031538,2.450980392156863,1610612749,19,3,2021-10-22T00:30:37Z,1030000,238.0,32.0,1,left,MISS S. Mamukelashvili 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,23.99,Missed,,,,,,,,,,,,,,,,
105,PT04M56.00S,2021-10-22T00:30:37.2Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,19,3,2021-10-22T00:30:37Z,1040000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,104.0,4.0,4.0,0.0,,,,,,
106,PT04M46.00S,2021-10-22T00:30:46.7Z,1,REGULAR,3pt,Jump Shot,[],200782,74.98357424441524,85.29411764705883,1610612748,22,3,2021-10-22T00:30:51Z,1050000,176.0,183.0,1,right,P. Tucker 25' 3PT  (5 PTS) (T. Herro 1 AST),"[200782, 1629639]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,25.4,Made,5.0,,,,,,,,,,T. Herro,1629639.0,1.0,,,
108,PT04M30.00S,2021-10-22T00:31:06.1Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612749,22,3,2021-10-22T00:31:18Z,1070000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Allen 2 FT),"[1629130, 1628960]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,1627964.0,2.0,0.0,Allen,1628960.0,,,,,,,,,,
110,PT04M30.00S,2021-10-22T00:31:33.7Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612749,22,4,2021-10-22T00:31:33Z,1090000,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
111,PT04M30.00S,2021-10-22T00:31:34.2Z,1,REGULAR,substitution,out,[],1629130,,,1610612749,22,4,2021-10-22T00:31:38Z,1100000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M30.00S,2021-10-22T00:31:34.2Z,1,REGULAR,substitution,in,[],1629622,,,1610612749,22,4,2021-10-22T00:31:38Z,1110000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M30.00S,2021-10-22T00:31:55.2Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612749,22,5,2021-10-22T00:31:55Z,1120000,,,0,,G. Allen Free Throw 2 of 2 (2 PTS),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
114,PT04M18.00S,2021-10-22T00:32:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.11760840998686,53.67647058823529,1610612748,24,5,2021-10-22T00:32:32Z,1130000,18.0,12.0,1,right,M. Strus driving Layup (2 PTS) (P. Tucker 2 AST),"[1629622, 200782]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,,,,2.21,Made,2.0,,,,,,,,,,P. Tucker,200782.0,2.0,,,
115,PT04M18.00S,2021-10-22T00:32:19.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203648,,,1610612748,24,5,2021-10-22T00:33:22Z,1140000,,,0,,T. Antetokounmpo shooting personal FOUL (1 PF) (Strus 1 FT),"[203648, 1629622]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,1627964.0,1.0,0.0,Strus,1629622.0,,,,,,,,,,
118,PT04M18.00S,2021-10-22T00:32:38.8Z,1,REGULAR,substitution,out,[],1628960,,,1610612748,24,5,2021-10-22T00:32:59Z,1160000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M18.00S,2021-10-22T00:32:38.8Z,1,REGULAR,substitution,in,[],203114,,,1610612748,24,5,2021-10-22T00:32:59Z,1170000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M18.00S,2021-10-22T00:32:56.7Z,1,REGULAR,freethrow,1 of 1,[],1629622,,,1610612748,24,5,2021-10-22T00:32:56Z,1180000,,,0,,MISS M. Strus Free Throw 1 of 1,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,Missed,,,,,,,,,,,,,,,,
121,PT04M15.00S,2021-10-22T00:32:59.7Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,24,5,2021-10-22T00:33:01Z,1190000,,,0,,P. Tucker REBOUND (Off:1 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,120.0,5.0,4.0,1.0,,,,,,
122,PT04M09.00S,2021-10-22T00:33:05.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],200782,95.0886990801577,2.941176470588235,1610612748,24,5,2021-10-22T00:33:13Z,1200000,-235.0,-6.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,23.54,Missed,,,,,,,,,,,,,,,,
123,PT04M04.00S,2021-10-22T00:33:10.5Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,24,5,2021-10-22T00:33:13Z,1210000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,
124,PT03M54.00S,2021-10-22T00:33:24.6Z,1,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,24,5,2021-10-22T00:33:31Z,1220000,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (3 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,3.0,,,,,,1627964.0,,,,,,,,,,,,,,
125,PT03M31.00S,2021-10-22T00:33:50.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,81.02825229960578,80.14705882352942,1610612748,26,5,2021-10-22T00:33:58Z,1230000,151.0,126.0,1,right,T. Herro 19' pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,19.63,Made,2.0,,,,,,,,,,,,,,,
126,PT03M26.00S,2021-10-22T00:34:01.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,26,5,2021-10-22T00:34:01Z,1240000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M17.00S,2021-10-22T00:37:00.4Z,1,REGULAR,3pt,Jump Shot,[],1629670,7.5722733245729295,3.1862745098039214,1610612749,26,5,2021-10-22T00:37:04Z,1250000,234.0,19.0,1,left,MISS J. Nwora 3PT,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,23.48,Missed,,,,,,,,,,,,,,,,
128,PT03M14.00S,2021-10-22T00:37:03.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,26,5,2021-10-22T00:37:04Z,1260000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,
129,PT03M12.00S,2021-10-22T00:37:05.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,73.14388961892247,12.990196078431374,1610612748,29,5,2021-10-22T00:37:15Z,1270000,-185.0,200.0,1,right,M. Strus 27' 3PT  (5 PTS) (T. Herro 2 AST),"[1629622, 1629639]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.24,Made,5.0,,,,,,,,,,T. Herro,1629639.0,2.0,,,
131,PT02M58.00S,2021-10-22T00:37:19.9Z,1,REGULAR,2pt,Jump Shot,[],203114,17.559132720105126,72.54901960784314,1610612749,29,5,2021-10-22T00:37:28Z,1290000,-113.0,113.0,1,left,MISS K. Middleton 15' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,,,,15.93,Missed,,,,,,,,,,,,,,,,
132,PT02M53.00S,2021-10-22T00:37:24.9Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,29,5,2021-10-22T00:37:28Z,1300000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,
133,PT02M49.00S,2021-10-22T00:37:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,86.67871222076215,38.48039215686275,1610612748,29,5,2021-10-22T00:37:41Z,1310000,-58.0,73.0,1,right,MISS T. Herro 9' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,,,9.28,Missed,,,,,,,,,,,,,,,,
134,PT02M44.00S,2021-10-22T00:37:33.4Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612749,29,5,2021-10-22T00:37:33Z,1320000,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT02M41.00S,2021-10-22T00:37:44.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612749,29,5,2021-10-22T00:38:04Z,1330000,,,0,,D. Dedmon personal FOUL (1 PF) (Mamukelashvili 2 FT),"[203473, 1630572]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,1627964.0,1.0,0.0,Mamukelashvili,1630572.0,,,,,,,,,,
137,PT02M41.00S,2021-10-22T00:38:09.1Z,1,REGULAR,freethrow,1 of 2,[],1630572,,,1610612749,29,6,2021-10-22T00:38:09Z,1350000,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
138,PT02M41.00S,2021-10-22T00:38:09.8Z,1,REGULAR,substitution,out,[],200782,,,1610612749,29,6,2021-10-22T00:38:27Z,1360000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M41.00S,2021-10-22T00:38:09.8Z,1,REGULAR,substitution,out,[],202710,,,1610612749,29,6,2021-10-22T00:38:27Z,1370000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M41.00S,2021-10-22T00:38:09.8Z,1,REGULAR,substitution,in,[],202693,,,1610612749,29,6,2021-10-22T00:38:27Z,1380000,,,0,,SUB in: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M41.00S,2021-10-22T00:38:09.8Z,1,REGULAR,substitution,in,[],200768,,,1610612749,29,6,2021-10-22T00:38:27Z,1390000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M41.00S,2021-10-22T00:38:27.9Z,1,REGULAR,freethrow,2 of 2,[],1630572,,,1610612749,29,7,2021-10-22T00:38:27Z,1400000,,,0,,S. Mamukelashvili Free Throw 2 of 2 (2 PTS),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
143,PT02M29.00S,2021-10-22T00:38:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629639,66.96780551905388,51.225490196078425,1610612748,32,7,2021-10-22T00:41:58Z,1410000,6.0,258.0,1,right,T. Herro 25' 3PT  (5 PTS) (M. Morris 1 AST),"[1629639, 202693]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,25.81,Made,5.0,,,,,,,,,,M. Morris,202693.0,1.0,,,
145,PT02M07.00S,2021-10-22T00:38:56.7Z,1,REGULAR,3pt,Jump Shot,[],203114,32.276609724047304,32.84313725490196,1610612749,32,7,2021-10-22T00:39:03Z,1430000,86.0,251.0,1,left,MISS K. Middleton 26' step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,,,,26.52,Missed,,,,,,,,,,,,,,,,
146,PT02M04.00S,2021-10-22T00:38:59.7Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,32,7,2021-10-22T00:39:03Z,1440000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,
147,PT02M04.00S,2021-10-22T00:39:03.6Z,1,REGULAR,foul,offensive,['inpenalty'],203473,,,1610612748,32,7,2021-10-22T00:39:20Z,1450000,,,0,,D. Dedmon charge offensive FOUL (2 PF),"[203473, 203648]",1610612748.0,MIA,charge,,,Dedmon,D. Dedmon,,,,,,,,,,,2714.0,2.0,0.0,Antetokounmpo,203648.0,,,,,,,,,,
149,PT02M04.00S,2021-10-22T00:39:03.6Z,1,REGULAR,turnover,offensive foul,[],203473,,,1610612748,32,7,2021-10-22T00:39:03Z,1470000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1.0,,,,,,2714.0,,,,,,,,,,,,,,
150,PT02M04.00S,2021-10-22T00:39:18.1Z,1,REGULAR,substitution,out,[],203648,,,1610612749,32,7,2021-10-22T00:39:23Z,1480000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M04.00S,2021-10-22T00:39:18.1Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,32,7,2021-10-22T00:39:23Z,1490000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M54.00S,2021-10-22T00:39:48.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629670,10.463206307490145,3.1862745098039214,1610612749,32,10,2021-10-22T00:39:52Z,1500000,234.0,46.0,1,left,J. Nwora 3PT  (3 PTS) (P. Connaughton 1 AST),"[1629670, 1626192]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,23.86,Made,3.0,,,,,,,,,,P. Connaughton,1626192.0,1.0,,,
154,PT01M35.00S,2021-10-22T00:40:06.8Z,1,REGULAR,3pt,Jump Shot,[],1629639,68.01905387647832,65.44117647058823,1610612748,32,10,2021-10-22T00:40:10Z,1520000,77.0,248.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,25.98,Missed,,,,,,,,,,,,,,,,
155,PT01M34.00S,2021-10-22T00:40:08.7Z,1,REGULAR,rebound,offensive,[],202693,,,1610612748,32,10,2021-10-22T00:40:08Z,1530000,,,0,,M. Morris REBOUND (Off:1 Def:0),[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,154.0,1.0,0.0,1.0,,,,,,
156,PT01M33.00S,2021-10-22T00:40:09.9Z,1,REGULAR,turnover,bad pass,[],202693,,,1610612748,32,10,2021-10-22T00:40:13Z,1540000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[202693, 203114]",1610612748.0,MIA,,,,Morris,M. Morris,,,,,1.0,Middleton,203114.0,,,,,,,,,,,,,,,,,,
157,PT01M33.00S,2021-10-22T00:40:09.9Z,1,REGULAR,steal,,[],203114,,,1610612749,32,10,2021-10-22T00:40:11Z,1550000,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M30.00S,2021-10-22T00:40:13.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203114,22.158344283837057,41.42156862745098,1610612749,32,10,2021-10-22T00:44:21Z,1560000,43.0,156.0,1,left,MISS K. Middleton 16' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,,,,16.16,Missed,,,,,,,,,,,,,,,,
159,PT01M30.00S,2021-10-22T00:40:13.0Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612749,32,10,2021-10-22T02:48:35Z,1570000,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,158.0,2.0,1.0,1.0,,,,,,
160,PT01M28.00S,2021-10-22T00:40:20.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1630572,5.590000152587891,50.0,1610612749,32,10,2021-10-22T02:49:06Z,1580000,0.0,0.0,1,left,MISS S. Mamukelashvili tip Layup,[1630572],1610612749.0,MIL,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
161,PT01M28.00S,2021-10-22T00:40:20.1Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612749,32,10,2021-10-22T02:49:06Z,1590000,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:1),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,160.0,3.0,1.0,2.0,,,,,,
162,PT01M27.00S,2021-10-22T00:40:23.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630572,5.590000152587891,50.0,1610612749,32,12,2021-10-22T02:49:35Z,1600000,0.0,0.0,1,left,S. Mamukelashvili tip Layup (4 PTS),[1630572],1610612749.0,MIL,tip,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,
163,PT01M12.00S,2021-10-22T00:40:30.1Z,1,REGULAR,2pt,Jump Shot,[],202693,85.23324572930355,74.50980392156863,1610612748,32,12,2021-10-22T00:40:36Z,1610000,123.0,86.0,1,right,MISS M. Morris 14' pullup Shot,[202693],1610612748.0,MIA,pullup,,,Morris,M. Morris,,,,,,,,14.98,Missed,,,,,,,,,,,,,,,,
164,PT01M08.00S,2021-10-22T00:40:34.1Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612749,32,12,2021-10-22T00:40:36Z,1620000,,,0,,S. Mamukelashvili REBOUND (Off:2 Def:2),[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,163.0,4.0,2.0,2.0,,,,,,
165,PT01M02.00S,2021-10-22T00:40:39.9Z,1,REGULAR,3pt,Jump Shot,[],1629670,34.247700394218136,46.81372549019608,1610612749,32,12,2021-10-22T00:45:55Z,1630000,16.0,269.0,1,left,MISS J. Nwora 26' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,,,,26.99,Missed,,,,,,,,,,,,,,,,
166,PT00M58.50S,2021-10-22T00:40:43.4Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,32,12,2021-10-22T00:40:51Z,1640000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,165.0,3.0,3.0,0.0,,,,,,
167,PT00M52.80S,2021-10-22T00:40:50.0Z,1,REGULAR,3pt,Jump Shot,[],203473,66.5735873850197,53.18627450980392,1610612748,35,12,2021-10-22T00:40:57Z,1650000,16.0,262.0,1,right,D. Dedmon 26' 3PT  (5 PTS) (K. Lowry 1 AST),"[203473, 200768]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,26.22,Made,5.0,,,,,,,,,,K. Lowry,200768.0,1.0,,,
169,PT00M40.60S,2021-10-22T00:41:11.0Z,1,REGULAR,3pt,Jump Shot,[],1629620,35.69316688567674,45.34313725490196,1610612749,35,15,2021-10-22T00:41:17Z,1670000,23.0,283.0,1,left,J. Robinson 28' 3PT pullup (3 PTS),[1629620],1610612749.0,MIL,pullup,,,Robinson,J. Robinson,,,,,,,,28.4,Made,3.0,,,,,,,,,,,,,,,
170,PT00M33.50S,2021-10-22T00:41:22.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629620,,,1610612748,35,15,2021-10-22T00:41:39Z,1680000,,,0,,J. Robinson personal FOUL (1 PF) (Dedmon 2 FT),"[1629620, 203473]",1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,1627964.0,1.0,0.0,Dedmon,203473.0,,,,,,,,,,
172,PT00M33.50S,2021-10-22T00:41:53.8Z,1,REGULAR,freethrow,1 of 2,[],203473,,,1610612748,36,15,2021-10-22T00:41:53Z,1700000,,,0,,D. Dedmon Free Throw 1 of 2 (6 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
173,PT00M33.50S,2021-10-22T00:42:01.3Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612748,36,15,2021-10-22T00:42:01Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M33.50S,2021-10-22T00:42:26.0Z,1,REGULAR,freethrow,2 of 2,[],203473,,,1610612748,37,15,2021-10-22T00:42:26Z,1720000,,,0,,D. Dedmon Free Throw 2 of 2 (7 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
175,PT00M30.10S,2021-10-22T00:42:36.8Z,1,REGULAR,2pt,Jump Shot,[],203114,26.49474375821288,34.31372549019608,1610612749,37,17,2021-10-22T00:48:18Z,1730000,78.0,197.0,1,left,K. Middleton 21' Jump Shot (2 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,21.17,Made,2.0,,,,,,,,,,,,,,,
