actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
453,PT02M40.00S,2022-01-29T02:47:53.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612746,87,72,2022-01-29T02:48:05Z,4520000,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Winslow 2 FT),"[203473, 1626159]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,2714.0,3.0,0.0,Winslow,1626159.0,,,,,,,,,,,,,,,
455,PT02M40.00S,2022-01-29T02:48:08.5Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203473,,,1610612746,87,72,2022-01-29T02:48:15Z,4540000,,,0,,D. Dedmon technical FOUL (1 Tech),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,202901.0,3.0,1.0,,,,,,,,,,,,,,,,,
456,PT02M40.00S,2022-01-29T02:48:19.3Z,3,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,87,73,2022-01-29T02:48:19Z,4550000,,,0,,L. Kennard technical Free Throw 1 of 1 (6 PTS),[1628379],1610612746.0,LAC,technical,,,Kennard,L. Kennard,,,,,,,,,,,,Made,,,,,6.0,,,,,,,
457,PT02M40.00S,2022-01-29T02:48:44.8Z,3,REGULAR,freethrow,1 of 2,[],1626159,,,1610612746,87,74,2022-01-29T02:49:10Z,4560000,,,0,,J. Winslow Free Throw 1 of 2 (6 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,Made,,,,,6.0,,,,,,,
458,PT02M40.00S,2022-01-29T02:48:44.8Z,3,REGULAR,freethrow,2 of 2,[],1626159,,,1610612746,87,74,2022-01-29T02:49:10Z,4570000,,,0,,MISS J. Winslow Free Throw 2 of 2,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,Missed,,,,,,,,,,,,
459,PT02M38.00S,2022-01-29T02:48:46.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,87,74,2022-01-29T02:49:10Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,
460,PT02M38.00S,2022-01-29T02:49:09.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,87,74,2022-01-29T02:49:09Z,4590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M30.00S,2022-01-29T02:49:31.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,92.9862023653088,56.372549019607845,1610612746,87,74,2022-01-29T02:49:35Z,4600000,32.0,13.0,1,right,MISS I. Hartenstein driving Layup,[1628392],1610612746.0,LAC,driving,,,Hartenstein,I. Hartenstein,,,,,,,,,,,3.46,Missed,,,,,,,,,,,,
462,PT02M28.00S,2022-01-29T02:49:33.6Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,87,74,2022-01-29T02:49:35Z,4610000,,,0,,M. Strus REBOUND (Off:1 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,461.0,3.0,2.0,1.0,,,,,,,,
463,PT02M27.00S,2022-01-29T02:49:37.1Z,3,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612748,87,74,2022-01-29T02:49:50Z,4620000,,,0,,A. Coffey shooting personal FOUL (4 PF) (Butler 2 FT),"[1629599, 202710]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,202901.0,4.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,
465,PT02M27.00S,2022-01-29T02:50:06.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,88,74,2022-01-29T02:50:06Z,4640000,,,0,,J. Butler Free Throw 1 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,19.0,,,,,,,
466,PT02M27.00S,2022-01-29T02:50:24.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,89,74,2022-01-29T02:50:24Z,4650000,,,0,,J. Butler Free Throw 2 of 2 (20 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,Made,,,,,20.0,,,,,,,
468,PT02M27.00S,2022-01-29T02:50:41.1Z,3,REGULAR,foul,technical,"['team', 'inpenalty', '1freethrow']",0,,,1610612746,89,74,2022-01-29T02:50:52Z,4670000,,,0,,TEAM foul technical,[],1610612748.0,MIA,delay,,,,,,,,,202026.0,,,,,,,,,,,,,,,,,,,
469,PT02M27.00S,2022-01-29T02:50:53.6Z,3,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,89,75,2022-01-29T02:50:53Z,4680000,,,0,,L. Kennard technical Free Throw 1 of 1 (7 PTS),[1628379],1610612746.0,LAC,technical,,,Kennard,L. Kennard,,,,,,,,,,,,Made,,,,,7.0,,,,,,,
470,PT02M09.00S,2022-01-29T02:51:21.5Z,3,REGULAR,3pt,Jump Shot,[],202339,72.7496714848883,80.14705882352942,1610612746,89,75,2022-01-29T02:51:27Z,4690000,151.0,204.0,1,right,MISS E. Bledsoe 25' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,25.34,Missed,,,,,,,,,,,,
471,PT02M06.00S,2022-01-29T02:51:24.5Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,89,75,2022-01-29T02:51:27Z,4700000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,470.0,2.0,2.0,0.0,,,,,,,,
472,PT01M57.00S,2022-01-29T02:51:34.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203473,16.376478318002626,46.07843137254902,1610612748,91,75,2022-01-29T02:51:39Z,4710000,20.0,101.0,1,left,D. Dedmon 10' Jump Shot (2 PTS) (J. Butler 7 AST),"[203473, 202710]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,10.33,Made,,,,,2.0,J. Butler,202710.0,7.0,,,,
474,PT01M43.00S,2022-01-29T02:51:47.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,92.85479632063075,43.872549019607845,1610612746,91,77,2022-01-29T02:51:53Z,4730000,-31.0,15.0,1,right,J. Winslow driving Layup (8 PTS),[1626159],1610612746.0,LAC,driving,,,Winslow,J. Winslow,,,,,,,,,,,3.39,Made,,,,,8.0,,,,,,,
475,PT01M34.00S,2022-01-29T02:51:56.6Z,3,REGULAR,3pt,Jump Shot,[],203473,32.276609724047304,55.392156862745104,1610612748,91,77,2022-01-29T02:52:07Z,4740000,-27.0,251.0,1,left,MISS D. Dedmon 25' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,25.23,Missed,,,,,,,,,,,,
476,PT01M26.00S,2022-01-29T02:52:04.6Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,91,77,2022-01-29T02:52:24Z,4750000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,475.0,3.0,3.0,0.0,,,,,,,,
477,PT01M26.00S,2022-01-29T02:52:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,93.51182654402102,52.20588235294118,1610612746,91,79,2022-01-29T02:52:18Z,4760000,11.0,8.0,1,right,E. Bledsoe driving Layup (13 PTS),[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,1.39,Made,,,,,13.0,,,,,,,
478,PT01M26.00S,2022-01-29T02:52:11.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629622,,,1610612746,91,79,2022-01-29T02:52:16Z,4770000,,,0,,M. Strus shooting personal FOUL (2 PF) (Bledsoe 1 FT),"[1629622, 202339]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,202901.0,2.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,
480,PT01M26.00S,2022-01-29T02:52:36.5Z,3,REGULAR,freethrow,1 of 1,[],202339,,,1610612746,91,80,2022-01-29T02:52:36Z,4790000,,,0,,E. Bledsoe Free Throw 1 of 1 (14 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,Made,,,,,14.0,,,,,,,
481,PT01M11.00S,2022-01-29T02:52:52.9Z,3,REGULAR,2pt,Jump Shot,[],1629639,16.29434954007884,31.73253676470588,1610612748,93,80,2022-01-29T02:53:24Z,4800000,91.0,101.0,1,left,T. Herro 13' pullup Jump Shot (6 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,,13.59,Made,,,,,6.0,,,,,,,
482,PT00M54.80S,2022-01-29T02:53:10.0Z,3,REGULAR,turnover,bad pass,[],1629599,,,1610612746,93,80,2022-01-29T02:53:15Z,4810000,,,0,,A. Coffey bad pass TURNOVER (1 TO),"[1629599, 202710]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,1.0,,,,,,,,,,,,,Butler,202710.0
483,PT00M54.80S,2022-01-29T02:53:10.0Z,3,REGULAR,steal,,[],202710,,,1610612748,93,80,2022-01-29T02:53:11Z,4820000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M48.70S,2022-01-29T02:53:16.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629622,24.26084099868594,13.23529411764706,1610612748,96,80,2022-01-29T02:53:22Z,4830000,184.0,176.0,1,left,M. Strus 25' 3PT  (5 PTS) (J. Butler 8 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,25.42,Made,,,,,5.0,J. Butler,202710.0,8.0,,,,
486,PT00M40.70S,2022-01-29T02:53:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628379,73.27529566360053,16.666666666666664,1610612746,96,80,2022-01-29T02:53:34Z,4850000,-167.0,199.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,25.94,Missed,,,,,,,,,,,,
487,PT00M35.20S,2022-01-29T02:53:32.6Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,96,80,2022-01-29T02:53:34Z,4860000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,486.0,3.0,3.0,0.0,,,,,,,,
488,PT00M27.30S,2022-01-29T02:53:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.258212877792378,45.588235294117645,1610612748,96,80,2022-01-29T02:53:45Z,4870000,22.0,6.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,,,,2.3,Missed,,,,,,,,,,,,
489,PT00M26.80S,2022-01-29T02:53:43.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,96,80,2022-01-29T02:53:43Z,4880000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,,
490,PT00M26.80S,2022-01-29T02:53:44.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,96,80,2022-01-29T02:53:44Z,4890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M26.80S,2022-01-29T02:53:45.3Z,3,REGULAR,substitution,out,[],202710,,,1610612748,96,80,2022-01-29T02:53:56Z,4900000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M26.80S,2022-01-29T02:53:45.3Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,96,80,2022-01-29T02:53:56Z,4910000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M15.90S,2022-01-29T02:54:17.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,33.196452036793694,49.01960784313725,1610612748,96,80,2022-01-29T02:54:23Z,4920000,5.0,260.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,25.95,Missed,,,,,,,,,,,,
494,PT00M12.20S,2022-01-29T02:54:21.0Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612748,96,80,2022-01-29T02:54:23Z,4930000,,,0,,C. Martin REBOUND (Off:3 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,493.0,6.0,3.0,3.0,,,,,,,,
495,PT00M10.40S,2022-01-29T02:54:22.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,7.966491458607096,96.56862745098039,1610612748,96,80,2022-01-29T02:54:27Z,4940000,-233.0,22.0,1,left,MISS G. Vincent 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,23.39,Missed,,,,,,,,,,,,
496,PT00M06.30S,2022-01-29T02:54:26.7Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612748,96,80,2022-01-29T02:54:26Z,4950000,,,0,,M. Strus REBOUND (Off:2 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,495.0,4.0,2.0,2.0,,,,,,,,
498,PT00M04.60S,2022-01-29T02:54:28.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,7.30946123521682,3.9215686274509802,1610612748,96,80,2022-01-29T02:54:34Z,4970000,230.0,16.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,23.1,Missed,,,,,,,,,,,,
499,PT00M00.50S,2022-01-29T02:54:32.6Z,3,REGULAR,rebound,defensive,[],1629599,,,1610612746,96,80,2022-01-29T02:54:32Z,4980000,,,0,,A. Coffey REBOUND (Off:0 Def:3),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,498.0,3.0,3.0,0.0,,,,,,,,
500,PT00M00.10S,2022-01-29T02:54:36.1Z,3,REGULAR,3pt,Jump Shot,[],1629599,47.519710906701704,23.774509803921568,1610612746,96,80,2022-01-29T02:56:54Z,4990000,-131.0,441.0,1,right,MISS A. Coffey 45' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,45.99,Missed,,,,,,,,,,,,
501,PT00M00.10S,2022-01-29T02:54:36.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,96,80,2022-01-29T02:56:54Z,5000000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,
502,PT00M00.00S,2022-01-29T02:54:51.5Z,3,REGULAR,period,end,[],0,,,1610612746,96,80,2022-01-29T02:54:51Z,5010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-01-29T02:56:59.4Z,4,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,96,80,2022-01-29T02:57:22Z,5020000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-01-29T02:56:59.4Z,4,REGULAR,substitution,in,['startperiod'],1630527,,,1610612746,96,80,2022-01-29T02:57:22Z,5030000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-01-29T02:57:24.0Z,4,REGULAR,period,start,[],0,,,1610612748,96,80,2022-01-29T02:57:24Z,5040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M41.00S,2022-01-29T02:57:41.6Z,4,REGULAR,2pt,Jump Shot,[],1629216,22.421156373193167,46.32352941176471,1610612748,98,80,2022-01-29T02:57:47Z,5050000,18.0,158.0,1,left,G. Vincent 15' pullup Jump Shot (23 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,,15.94,Made,,,,,23.0,,,,,,,
507,PT11M24.00S,2022-01-29T02:57:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202339,93.11760840998686,54.166666666666664,1610612746,98,80,2022-01-29T02:58:08Z,5060000,21.0,12.0,1,right,MISS E. Bledsoe driving Layup,[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,,2.41,Missed,,,,,,,,,,,,
508,PT11M16.00S,2022-01-29T02:58:06.8Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612746,98,80,2022-01-29T02:58:08Z,5070000,,,0,,I. Hartenstein REBOUND (Off:2 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,507.0,3.0,1.0,2.0,,,,,,,,
509,PT11M16.00S,2022-01-29T02:58:06.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628392,94.40999984741211,50.0,1610612746,98,82,2022-01-29T02:58:06Z,5080000,0.0,0.0,1,right,I. Hartenstein tip DUNK (8 PTS),[1628392],1610612746.0,LAC,tip,,,Hartenstein,I. Hartenstein,,,,,,,,,,,0.0,Made,,,,,8.0,,,,,,,
510,PT11M11.00S,2022-01-29T02:58:14.6Z,4,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,98,82,2022-01-29T02:58:20Z,5090000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (2 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,202026.0,,,,,2.0,,,,,,,,,,,,,,
511,PT11M03.00S,2022-01-29T02:58:31.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626159,90.75229960578186,40.931372549019606,1610612746,98,82,2022-01-29T02:58:37Z,5100000,-45.0,34.0,1,right,MISS J. Winslow Hook - blocked,"[1626159, 203473]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,5.69,Missed,,,,,,,,,Dedmon,203473.0,,
512,PT11M03.00S,2022-01-29T02:58:31.6Z,4,REGULAR,block,,[],203473,,,1610612746,98,82,2022-01-29T02:58:33Z,5110000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
513,PT10M59.00S,2022-01-29T02:58:35.6Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,98,82,2022-01-29T02:58:37Z,5120000,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,511.0,4.0,4.0,0.0,,,,,,,,
514,PT10M52.00S,2022-01-29T02:58:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.389618922470433,43.872549019607845,1610612748,98,82,2022-01-29T02:58:47Z,5130000,31.0,8.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,,,,3.15,Missed,,,,,,,,,,,,
515,PT10M49.00S,2022-01-29T02:58:45.5Z,4,REGULAR,rebound,offensive,[],203473,,,1610612748,98,82,2022-01-29T02:58:45Z,5140000,,,0,,D. Dedmon REBOUND (Off:1 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,514.0,5.0,4.0,1.0,,,,,,,,
516,PT10M45.00S,2022-01-29T02:58:48.9Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629639,6.389618922470433,61.76470588235294,1610612748,100,82,2022-01-29T02:58:53Z,5150000,-59.0,8.0,1,left,T. Herro turnaround Hook (8 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,,,,,,,5.93,Made,,,,,8.0,D. Dedmon,203473.0,1.0,,,,
517,PT10M28.00S,2022-01-29T02:59:05.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,93.24901445466492,64.70588235294117,1610612746,100,82,2022-01-29T02:59:11Z,5160000,74.0,11.0,1,right,MISS I. Hartenstein 7' Jump Shot,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,7.43,Missed,,,,,,,,,,,,
518,PT10M26.00S,2022-01-29T02:59:07.6Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,100,82,2022-01-29T02:59:11Z,5170000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,517.0,6.0,5.0,1.0,,,,,,,,
519,PT10M18.00S,2022-01-29T02:59:16.1Z,4,REGULAR,2pt,Jump Shot,[],1629639,9.017739816031538,26.47058823529412,1610612748,100,82,2022-01-29T02:59:21Z,5180000,118.0,32.0,1,left,MISS T. Herro 12' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,,12.2,Missed,,,,,,,,,,,,
520,PT10M15.00S,2022-01-29T02:59:19.1Z,4,REGULAR,rebound,offensive,[],203473,,,1610612748,100,82,2022-01-29T02:59:19Z,5190000,,,0,,D. Dedmon REBOUND (Off:2 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,519.0,7.0,5.0,2.0,,,,,,,,
521,PT10M14.00S,2022-01-29T02:59:20.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,6.915243101182654,3.431372549019608,1610612748,100,82,2022-01-29T02:59:27Z,5200000,233.0,13.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,23.31,Missed,,,,,,,,,,,,
522,PT10M08.00S,2022-01-29T02:59:26.6Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,100,82,2022-01-29T02:59:27Z,5210000,,,0,,J. Winslow REBOUND (Off:1 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,521.0,5.0,4.0,1.0,,,,,,,,
523,PT10M05.00S,2022-01-29T02:59:29.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630527,93.51182654402102,45.34313725490196,1610612746,100,84,2022-01-29T02:59:38Z,5220000,-23.0,8.0,1,right,B. Boston Jr. driving Layup (2 PTS) (J. Winslow 2 AST),"[1630527, 1626159]",1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,2.48,Made,,,,,2.0,J. Winslow,1626159.0,2.0,,,,
525,PT09M50.00S,2022-01-29T02:59:43.5Z,4,REGULAR,3pt,Jump Shot,[],1629216,34.11629434954008,44.11764705882353,1610612748,100,84,2022-01-29T02:59:49Z,5240000,29.0,268.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,26.98,Missed,,,,,,,,,,,,
526,PT09M48.00S,2022-01-29T02:59:45.5Z,4,REGULAR,rebound,defensive,[],202339,,,1610612746,100,84,2022-01-29T02:59:49Z,5250000,,,0,,E. Bledsoe REBOUND (Off:0 Def:4),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,525.0,4.0,4.0,0.0,,,,,,,,
527,PT09M41.00S,2022-01-29T02:59:55.6Z,4,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612746,100,84,2022-01-29T03:00:07Z,5260000,,,0,,T. Herro shooting personal FOUL (2 PF) (Boston Jr. 2 FT),"[1629639, 1630527]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,202901.0,2.0,0.0,Boston Jr.,1630527.0,,,,,,,,,,,,,,,
529,PT09M41.00S,2022-01-29T03:00:22.3Z,4,REGULAR,freethrow,1 of 2,[],1630527,,,1610612746,100,85,2022-01-29T03:00:22Z,5280000,,,0,,B. Boston Jr. Free Throw 1 of 2 (3 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
530,PT09M41.00S,2022-01-29T03:00:23.1Z,4,REGULAR,substitution,out,[],203473,,,1610612746,100,85,2022-01-29T03:00:33Z,5290000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M41.00S,2022-01-29T03:00:23.1Z,4,REGULAR,substitution,out,[],1628392,,,1610612746,100,85,2022-01-29T03:00:33Z,5300000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M41.00S,2022-01-29T03:00:23.1Z,4,REGULAR,substitution,in,[],1628389,,,1610612746,100,85,2022-01-29T03:00:33Z,5310000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M41.00S,2022-01-29T03:00:23.1Z,4,REGULAR,substitution,in,[],1630206,,,1610612746,100,85,2022-01-29T03:00:33Z,5320000,,,0,,SUB in: J. Scrubb,[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,,,,,,,,,,,,
535,PT09M41.00S,2022-01-29T03:00:47.1Z,4,REGULAR,freethrow,2 of 2,[],1630527,,,1610612746,100,86,2022-01-29T03:00:47Z,5330000,,,0,,B. Boston Jr. Free Throw 2 of 2 (4 PTS),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
536,PT09M20.00S,2022-01-29T03:01:09.4Z,4,REGULAR,turnover,bad pass,[],1629622,,,1610612748,100,86,2022-01-29T03:01:36Z,5340000,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 1630206]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,1.0,,,,,,,,,,,,,Scrubb,1630206.0
537,PT09M20.00S,2022-01-29T03:01:09.4Z,4,REGULAR,steal,,[],1630206,,,1610612746,100,86,2022-01-29T03:01:11Z,5350000,,,0,,J. Scrubb STEAL (1 STL),[1630206],1610612746.0,LAC,,,,Scrubb,J. Scrubb,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M17.00S,2022-01-29T03:01:18.7Z,4,REGULAR,foul,personal,[],1629622,,,1610612746,100,86,2022-01-29T03:01:31Z,5360000,,,0,,M. Strus personal FOUL (3 PF),"[1629622, 1626159]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,2714.0,3.0,0.0,Winslow,1626159.0,,,,,,,,,,,,,,,
