actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
16,PT10M47.00S,2022-01-16T01:13:11.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,2,2022-01-16T01:13:12Z,160000,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M35.00S,2022-01-16T01:13:23.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,69.46452036793693,26.225490196078432,1610612755,0,2,2022-01-16T01:13:27Z,170000,-119.0,235.0,1,right,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
18,PT10M32.00S,2022-01-16T01:13:26.1Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,0,2,2022-01-16T01:13:27Z,180000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
19,PT10M26.00S,2022-01-16T01:13:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,6.258212877792378,53.67647058823529,1610612748,2,2,2022-01-16T01:13:37Z,190000,-18.0,6.0,1,left,M. Strus Layup (2 PTS) (J. Butler 1 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,1.94,Made,2.0,J. Butler,202710.0,1.0,,,,,,,,,,,,
21,PT10M08.00S,2022-01-16T01:13:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627788,87.59855453350855,50.98039215686274,1610612755,2,2,2022-01-16T01:13:55Z,210000,5.0,64.0,1,right,MISS F. Korkmaz 6' pullup Shot,[1627788],1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,,,,6.43,Missed,,,,,,,,,,,,,,,,
22,PT10M05.00S,2022-01-16T01:13:54.0Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,2,2,2022-01-16T01:13:55Z,220000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,
23,PT09M58.00S,2022-01-16T01:14:00.6Z,1,REGULAR,3pt,Jump Shot,[],200768,32.14520367936925,57.59803921568627,1610612748,2,2,2022-01-16T01:14:07Z,230000,-38.0,250.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,25.26,Missed,,,,,,,,,,,,,,,,
24,PT09M54.00S,2022-01-16T01:14:04.6Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,2,2,2022-01-16T01:14:07Z,240000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,23.0,2.0,1.0,1.0,,,,,,,,
25,PT09M52.00S,2022-01-16T01:14:06.6Z,1,REGULAR,turnover,bad pass,[],200782,,,1610612748,2,2,2022-01-16T01:14:11Z,250000,,,0,,P. Tucker bad pass TURNOVER (2 TO),"[200782, 203552]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2.0,Curry,203552.0,,,,,,,,,,,,,,,,,,
26,PT09M52.00S,2022-01-16T01:14:06.6Z,1,REGULAR,steal,,[],203552,,,1610612755,2,2,2022-01-16T01:14:09Z,260000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M47.00S,2022-01-16T01:14:11.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203552,69.99014454664915,69.36274509803921,1610612755,2,2,2022-01-16T01:56:26Z,270000,97.0,230.0,1,right,MISS S. Curry 24' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,24.92,Missed,,,,,,,,,,,,,,,,
28,PT09M44.00S,2022-01-16T01:14:14.2Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,2,2,2022-01-16T01:14:26Z,280000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT09M29.00S,2022-01-16T01:14:28.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,7.835085413929041,46.32352941176471,1610612748,4,2,2022-01-16T01:14:35Z,290000,18.0,21.0,1,left,O. Yurtseven alley-oop DUNK (2 PTS) (K. Lowry 1 AST),"[1630209, 200768]",1610612748.0,MIA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,,,,2.8,Made,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,
31,PT09M17.00S,2022-01-16T01:14:40.7Z,1,REGULAR,3pt,Jump Shot,[],203552,84.83902759526939,96.32352941176471,1610612755,4,5,2022-01-16T01:14:46Z,310000,232.0,90.0,1,right,S. Curry 24' 3PT  (3 PTS) (J. Embiid 1 AST),"[203552, 203954]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,24.85,Made,3.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,
33,PT09M04.00S,2022-01-16T01:14:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.09789750328515,39.46078431372549,1610612748,4,5,2022-01-16T01:16:02Z,330000,53.0,24.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,,5.77,Missed,,,,,,,,,,,,,,,,
34,PT09M02.00S,2022-01-16T01:14:59.4Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,4,5,2022-01-16T01:16:02Z,340000,,,0,,O. Yurtseven REBOUND (Off:1 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,33.0,3.0,2.0,1.0,,,,,,,,
38,PT08M58.00S,2022-01-16T01:15:05.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630209,7.440867279894875,51.71568627450981,1610612748,6,5,2022-01-16T01:15:52Z,345000,-9.0,17.0,1,left,O. Yurtseven tip DUNK (4 PTS),[1630209],1610612748.0,MIA,tip,,,Yurtseven,O. Yurtseven,,,,,,,,1.94,Made,4.0,,,,,,,,,,,,,,,
35,PT08M45.00S,2022-01-16T01:15:13.4Z,1,REGULAR,3pt,Jump Shot,[],202699,86.81011826544021,96.56862745098039,1610612755,6,8,2022-01-16T01:15:24Z,350000,233.0,71.0,1,right,T. Harris 24' 3PT  (3 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,24.35,Made,3.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,
37,PT08M36.00S,2022-01-16T01:15:32.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,6,8,2022-01-16T01:15:32Z,370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M33.00S,2022-01-16T01:15:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.046649145860711,44.85294117647059,1610612748,6,8,2022-01-16T01:15:44Z,380000,26.0,14.0,1,left,MISS M. Strus cutting Layup - blocked,"[1629622, 203954]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,,,,2.91,Missed,,,,,,,,,Embiid,203954.0,,,,,,
40,PT08M33.00S,2022-01-16T01:15:38.5Z,1,REGULAR,block,,[],203954,,,1610612748,6,8,2022-01-16T01:15:41Z,390000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M29.00S,2022-01-16T01:15:42.5Z,1,REGULAR,rebound,defensive,[],203552,,,1610612755,6,8,2022-01-16T01:15:44Z,400000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,
42,PT08M23.00S,2022-01-16T01:15:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,93.51182654402102,57.107843137254896,1610612755,6,10,2022-01-16T01:15:55Z,410000,36.0,8.0,1,right,T. Harris Layup (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,3.65,Made,5.0,,,,,,,,,,,,,,,
43,PT08M17.00S,2022-01-16T01:15:57.2Z,1,REGULAR,foul,personal,[],1630178,,,1610612748,6,10,2022-01-16T01:16:09Z,420000,,,0,,T. Maxey personal FOUL (1 PF),"[1630178, 200768]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Lowry,200768.0,
45,PT08M12.00S,2022-01-16T01:16:20.0Z,1,REGULAR,turnover,bad pass,[],1630209,,,1610612748,6,10,2022-01-16T01:16:35Z,440000,,,0,,O. Yurtseven bad pass TURNOVER (1 TO),"[1630209, 203552]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1.0,Curry,203552.0,,,,,,,,,,,,,,,,,,
46,PT08M12.00S,2022-01-16T01:16:20.0Z,1,REGULAR,steal,,[],203552,,,1610612755,6,10,2022-01-16T01:16:22Z,450000,,,0,,S. Curry STEAL (2 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M00.00S,2022-01-16T01:16:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203954,93.9060446780552,41.66666666666667,1610612755,6,10,2022-01-16T01:16:40Z,460000,-42.0,5.0,1,right,MISS J. Embiid Layup - blocked,"[203954, 1630209]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,4.2,Missed,,,,,,,,,Yurtseven,1630209.0,,,,,,
48,PT08M00.00S,2022-01-16T01:16:31.7Z,1,REGULAR,block,,[],1630209,,,1610612755,6,10,2022-01-16T01:16:34Z,470000,,,0,,O. Yurtseven BLOCK (1 BLK),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M56.00S,2022-01-16T01:16:35.7Z,1,REGULAR,rebound,offensive,[],203954,,,1610612755,6,10,2022-01-16T01:16:40Z,480000,,,0,,J. Embiid REBOUND (Off:1 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,
50,PT07M53.00S,2022-01-16T01:16:38.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,90.48948751642575,52.69607843137255,1610612755,6,10,2022-01-16T01:16:45Z,490000,13.0,37.0,1,right,MISS J. Embiid fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,,,3.93,Missed,,,,,,,,,,,,,,,,
51,PT07M53.00S,2022-01-16T01:16:38.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,6,10,2022-01-16T01:16:45Z,500000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,
52,PT07M36.00S,2022-01-16T01:17:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,9.280551905387648,50.98039215686274,1610612748,8,10,2022-01-16T01:17:13Z,510000,-5.0,35.0,1,left,J. Butler turnaround fadeaway Jump Shot (2 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,,,,3.5,Made,2.0,,,,,,,,,,,,,,,
53,PT07M36.00S,2022-01-16T01:17:07.0Z,1,REGULAR,foul,personal,['1freethrow'],1627788,,,1610612748,8,10,2022-01-16T01:17:18Z,520000,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Butler 1 FT),"[1627788, 202710]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Butler,202710.0,
55,PT07M36.00S,2022-01-16T01:17:28.2Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,9,10,2022-01-16T01:17:28Z,540000,,,0,,J. Butler Free Throw 1 of 1 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
56,PT07M20.00S,2022-01-16T01:17:55.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.7365308804205,62.00980392156863,1610612755,9,12,2022-01-16T01:18:10Z,550000,60.0,110.0,1,right,J. Embiid 12' turnaround Jump Shot (2 PTS) (S. Curry 2 AST),"[203954, 203552]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,,12.51,Made,2.0,S. Curry,203552.0,2.0,,,,,,,,,,,,
57,PT07M20.00S,2022-01-16T01:17:59.4Z,1,REGULAR,foul,personal,['1freethrow'],200768,,,1610612755,9,12,2022-01-16T01:18:04Z,560000,,,0,,K. Lowry shooting personal FOUL (1 PF) (Embiid 1 FT),"[200768, 203954]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Embiid,203954.0,
60,PT07M20.00S,2022-01-16T01:18:39.5Z,1,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,9,12,2022-01-16T01:18:42Z,580000,,,0,,MISS J. Embiid Free Throw 1 of 1,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Missed,,,,,,,,,,,,,,,,
61,PT07M18.00S,2022-01-16T01:18:41.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,9,12,2022-01-16T01:18:42Z,590000,,,0,,P. Tucker REBOUND (Off:1 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,60.0,3.0,2.0,1.0,,,,,,,,
62,PT07M09.00S,2022-01-16T01:18:48.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,17.0335085413929,44.6078431372549,1610612748,11,12,2022-01-16T01:19:04Z,600000,27.0,108.0,1,left,O. Yurtseven 11' floating Jump Shot (6 PTS) (K. Lowry 2 AST),"[1630209, 200768]",1610612748.0,MIA,floating,,,Yurtseven,O. Yurtseven,,,,,,,,11.09,Made,6.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,
64,PT07M07.00S,2022-01-16T01:18:57.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,11,12,2022-01-16T01:19:07Z,620000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,202049.0,,,,,
65,PT06M54.00S,2022-01-16T01:19:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,91.14651773981603,49.754901960784316,1610612755,11,14,2022-01-16T01:19:20Z,630000,-1.0,31.0,1,right,T. Maxey driving finger roll Layup (2 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,,,,3.07,Made,2.0,,,,,,,,,,,,,,,
66,PT06M38.00S,2022-01-16T01:19:29.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.5722733245729295,55.88235294117647,1610612748,11,14,2022-01-16T01:19:47Z,640000,-29.0,19.0,1,left,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,,,,3.48,Missed,,,,,,,,,,,,,,,,
67,PT06M34.00S,2022-01-16T01:19:33.2Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,11,14,2022-01-16T01:19:33Z,650000,,,0,,O. Yurtseven REBOUND (Off:2 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,66.0,4.0,2.0,2.0,,,,,,,,
68,PT06M34.00S,2022-01-16T01:19:33.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630209,5.590000152587891,50.0,1610612748,11,14,2022-01-16T01:19:37Z,660000,0.0,0.0,1,left,MISS O. Yurtseven tip Layup,[1630209],1610612748.0,MIA,tip,,,Yurtseven,O. Yurtseven,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
69,PT06M34.00S,2022-01-16T01:19:33.2Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,11,14,2022-01-16T01:19:37Z,670000,,,0,,O. Yurtseven REBOUND (Off:3 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,68.0,5.0,2.0,3.0,,,,,,,,
70,PT06M31.00S,2022-01-16T01:19:36.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630209,7.30946123521682,50.245098039215684,1610612748,13,14,2022-01-16T01:19:42Z,680000,-1.0,16.0,1,left,O. Yurtseven putback DUNK (8 PTS),[1630209],1610612748.0,MIA,putback,,,Yurtseven,O. Yurtseven,,,,,,,,1.62,Made,8.0,,,,,,,,,,,,,,,
71,PT06M14.00S,2022-01-16T01:19:52.8Z,1,REGULAR,3pt,Jump Shot,[],203552,76.5604467805519,12.5,1610612755,13,17,2022-01-16T01:19:58Z,690000,-188.0,168.0,1,right,S. Curry 25' 3PT  (6 PTS) (J. Embiid 3 AST),"[203552, 203954]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,25.16,Made,6.0,J. Embiid,203954.0,3.0,,,,,,,,,,,,
73,PT05M56.00S,2022-01-16T01:20:12.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,17.559132720105126,48.28431372549019,1610612748,13,17,2022-01-16T01:20:18Z,710000,9.0,113.0,1,left,MISS K. Lowry 11' fadeaway Shot,[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,,,,11.29,Missed,,,,,,,,,,,,,,,,
74,PT05M53.00S,2022-01-16T01:20:15.0Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,13,17,2022-01-16T01:20:18Z,720000,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,73.0,3.0,2.0,1.0,,,,,,,,
75,PT05M44.00S,2022-01-16T01:20:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.30026281208936,46.568627450980394,1610612755,13,17,2022-01-16T01:20:29Z,730000,-17.0,1.0,1,right,MISS J. Embiid driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,,,,1.72,Missed,,,,,,,,,,,,,,,,
76,PT05M40.00S,2022-01-16T01:20:27.7Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,13,17,2022-01-16T01:20:29Z,740000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,,
77,PT05M33.00S,2022-01-16T01:20:34.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,5.863994743758213,49.01960784313725,1610612748,15,17,2022-01-16T01:20:48Z,750000,5.0,3.0,1,left,O. Yurtseven cutting DUNK (10 PTS) (J. Butler 2 AST),"[1630209, 202710]",1610612748.0,MIA,cutting,,,Yurtseven,O. Yurtseven,,,,,,,,0.55,Made,10.0,J. Butler,202710.0,2.0,,,,,,,,,,,,
79,PT05M19.00S,2022-01-16T01:20:55.5Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612755,15,17,2022-01-16T01:24:07Z,770000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630209, 203954]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Embiid,203954.0,
81,PT05M19.00S,2022-01-16T01:21:12.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,15,17,2022-01-16T01:21:12Z,790000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M19.00S,2022-01-16T01:21:16.4Z,1,REGULAR,substitution,out,[],200768,,,1610612755,15,17,2022-01-16T01:23:59Z,800000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2022-01-16T01:21:16.4Z,1,REGULAR,substitution,out,[],1627788,,,1610612755,15,17,2022-01-16T01:23:59Z,810000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M19.00S,2022-01-16T01:21:16.4Z,1,REGULAR,substitution,in,[],1629639,,,1610612755,15,17,2022-01-16T01:23:59Z,820000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M19.00S,2022-01-16T01:21:16.4Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,15,17,2022-01-16T01:23:59Z,830000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M19.00S,2022-01-16T01:24:20.4Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,15,17,2022-01-16T01:24:20Z,840000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Missed,,,,,,,,,,,,,,,,
87,PT05M19.00S,2022-01-16T01:24:20.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,15,17,2022-01-16T01:24:20Z,850000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,
88,PT05M19.00S,2022-01-16T01:24:43.9Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,15,18,2022-01-16T01:24:43Z,860000,,,0,,J. Embiid Free Throw 2 of 2 (3 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
