actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
181,PT09M23.00S,2022-03-10T01:17:21.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,6.915243101182654,52.20588235294118,1610612756,31,33,2022-03-10T01:25:08Z,1770000,-11.0,13.0,1,left,MISS J. McGee putback Layup,[201580],1610612756.0,PHX,putback,,,McGee,J. McGee,,,,,,,,1.67,Missed,,,,,,,,,,,,,,,
183,PT09M23.00S,2022-03-10T01:17:21.9Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,31,33,2022-03-10T01:17:28Z,1790000,,,0,,J. McGee REBOUND (Off:3 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,181.0,6.0,3.0,3.0,,,,,,,,,,,
243,PT09M23.00S,2022-03-10T01:17:23.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,6.652431011826544,51.225490196078425,1610612756,31,33,2022-03-10T01:27:10Z,1795000,-6.0,10.0,1,left,MISS J. McGee Layup,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,1.17,Missed,,,,,,,,,,,,,,,
244,PT09M23.00S,2022-03-10T01:17:23.7Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,31,33,2022-03-10T01:26:36Z,1797500,,,0,,J. McGee REBOUND (Off:4 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,243.0,7.0,3.0,4.0,,,,,,,,,,,
184,PT09M22.00S,2022-03-10T01:17:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,6.258212877792378,52.69607843137255,1610612756,31,33,2022-03-10T01:27:04Z,1800000,-13.0,6.0,1,left,MISS J. McGee tip Layup,[201580],1610612756.0,PHX,tip,,,McGee,J. McGee,,,,,,,,1.49,Missed,,,,,,,,,,,,,,,
185,PT09M22.00S,2022-03-10T01:17:25.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,31,33,2022-03-10T01:27:04Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,
186,PT09M22.00S,2022-03-10T01:17:29.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,31,33,2022-03-10T01:17:29Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M19.00S,2022-03-10T01:17:43.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,5.863994743758213,96.32352941176471,1610612756,31,33,2022-03-10T01:17:49Z,1830000,-232.0,3.0,1,left,MISS L. Shamet 3PT - blocked,"[1629013, 1628997]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,23.16,Missed,,,,,,,,,,,,,,Martin,1628997.0
188,PT09M19.00S,2022-03-10T01:17:43.4Z,2,REGULAR,block,,[],1628997,,,1610612756,31,33,2022-03-10T01:17:46Z,1840000,,,0,,C. Martin BLOCK (2 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M17.00S,2022-03-10T01:17:45.4Z,2,REGULAR,rebound,offensive,[],1629013,,,1610612756,31,33,2022-03-10T01:17:49Z,1850000,,,0,,L. Shamet REBOUND (Off:1 Def:0),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,187.0,1.0,0.0,1.0,,,,,,,,,,,
190,PT09M17.00S,2022-03-10T01:17:49.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629013,6.652431011826544,46.568627450980394,1610612756,31,33,2022-03-10T01:17:57Z,1860000,17.0,10.0,1,left,MISS L. Shamet reverse Layup - blocked,"[1629013, 203473]",1610612756.0,PHX,reverse,,,Shamet,L. Shamet,,,,,,,,1.99,Missed,,,,,,,,,,,,,,Dedmon,203473.0
191,PT09M17.00S,2022-03-10T01:17:49.5Z,2,REGULAR,block,,[],203473,,,1610612756,31,33,2022-03-10T01:17:52Z,1870000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M17.00S,2022-03-10T01:17:49.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,31,33,2022-03-10T01:17:57Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,
193,PT09M17.00S,2022-03-10T01:17:55.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,31,33,2022-03-10T01:17:55Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M12.00S,2022-03-10T01:18:07.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203109,32.802233902759525,34.55882352941176,1610612756,31,33,2022-03-10T01:18:14Z,1900000,77.0,256.0,1,left,MISS J. Crowder 26' fadeaway 3PT,[203109],1610612756.0,PHX,fadeaway,,,Crowder,J. Crowder,,,,,,,,26.72,Missed,,,,,,,,,,,,,,,
195,PT09M09.00S,2022-03-10T01:18:10.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,31,33,2022-03-10T01:18:14Z,1910000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,
196,PT08M57.00S,2022-03-10T01:18:23.4Z,2,REGULAR,3pt,Jump Shot,[],203506,70.51576872536137,75.24509803921569,1610612748,31,33,2022-03-10T01:18:30Z,1920000,126.0,225.0,1,right,MISS V. Oladipo 25' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,25.77,Missed,,,,,,,,,,,,,,,
197,PT08M53.00S,2022-03-10T01:18:27.4Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612756,31,33,2022-03-10T01:18:30Z,1930000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,
198,PT08M41.00S,2022-03-10T01:18:39.9Z,2,REGULAR,3pt,Jump Shot,[],1628470,25.706307490144546,16.666666666666664,1610612756,31,33,2022-03-10T01:18:45Z,1940000,167.0,189.0,1,left,MISS T. Craig 25' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,25.21,Missed,,,,,,,,,,,,,,,
199,PT08M36.00S,2022-03-10T01:18:44.9Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,31,33,2022-03-10T01:18:45Z,1950000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,,,
200,PT08M34.00S,2022-03-10T01:18:46.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629639,93.24901445466492,52.69607843137255,1610612748,33,33,2022-03-10T01:26:32Z,1960000,13.0,11.0,1,right,T. Herro running alley-oop Layup (6 PTS) (K. Lowry 7 AST),"[1629639, 200768]",1610612748.0,MIA,running alley-oop,,,Herro,T. Herro,,,,,,,,1.74,Made,,,,,,6.0,K. Lowry,200768.0,7.0,,,,,,
202,PT08M14.00S,2022-03-10T01:19:06.2Z,2,REGULAR,2pt,Jump Shot,[],203109,16.90210249671485,73.77450980392157,1610612756,33,33,2022-03-10T01:19:22Z,1980000,-119.0,106.0,1,left,MISS J. Crowder 15' step back Shot,[203109],1610612756.0,PHX,step back,,,Crowder,J. Crowder,,,,,,,,15.96,Missed,,,,,,,,,,,,,,,
203,PT08M12.00S,2022-03-10T01:19:10.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,33,33,2022-03-10T01:19:10Z,1990000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,
205,PT08M12.00S,2022-03-10T01:19:12.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,33,33,2022-03-10T01:19:12Z,2000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M12.00S,2022-03-10T01:19:12.6Z,2,REGULAR,substitution,out,[],203473,,,1610612748,33,33,2022-03-10T01:19:26Z,2010000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M12.00S,2022-03-10T01:19:12.6Z,2,REGULAR,substitution,out,[],1628988,,,1610612748,33,33,2022-03-10T01:19:26Z,2020000,,,0,,SUB out: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M12.00S,2022-03-10T01:19:12.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,33,33,2022-03-10T01:19:26Z,2030000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M12.00S,2022-03-10T01:19:12.6Z,2,REGULAR,substitution,in,[],1626166,,,1610612748,33,33,2022-03-10T01:19:26Z,2040000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M56.00S,2022-03-10T01:19:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,84.57621550591328,51.470588235294116,1610612748,35,33,2022-03-10T01:19:55Z,2050000,7.0,92.0,1,right,V. Oladipo 9' fadeaway Jump Shot (2 PTS),[203506],1610612748.0,MIA,fadeaway,,,Oladipo,V. Oladipo,,,,,,,,9.28,Made,,,,,,2.0,,,,,,,,,
211,PT07M43.00S,2022-03-10T01:19:55.1Z,2,REGULAR,turnover,bad pass,[],203109,,,1610612756,35,33,2022-03-10T01:20:00Z,2060000,,,0,,J. Crowder bad pass TURNOVER (3 TO),"[203109, 1628997]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,3.0,Martin,1628997.0,,,,,,,,,,,,,,,,,
212,PT07M43.00S,2022-03-10T01:19:55.1Z,2,REGULAR,steal,,[],1628997,,,1610612748,35,33,2022-03-10T01:19:57Z,2070000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M40.00S,2022-03-10T01:20:01.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,92.32917214191852,53.67647058823529,1610612748,35,33,2022-03-10T01:20:15Z,2080000,18.0,20.0,1,right,MISS C. Martin running Layup - blocked,"[1628997, 203109]",1610612748.0,MIA,running,,,Martin,C. Martin,,,,,,,,2.69,Missed,,,,,,,,,,,,,,Crowder,203109.0
214,PT07M40.00S,2022-03-10T01:20:01.3Z,2,REGULAR,block,,[],203109,,,1610612748,35,33,2022-03-10T01:20:23Z,2090000,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M40.00S,2022-03-10T01:20:01.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,35,33,2022-03-10T01:20:15Z,2100000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,
216,PT07M40.00S,2022-03-10T01:20:13.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,35,33,2022-03-10T01:20:13Z,2110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M40.00S,2022-03-10T01:20:13.7Z,2,REGULAR,substitution,out,[],201580,,,1610612756,35,33,2022-03-10T01:20:21Z,2120000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M40.00S,2022-03-10T01:20:13.7Z,2,REGULAR,substitution,out,[],1628470,,,1610612756,35,33,2022-03-10T01:20:21Z,2130000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M40.00S,2022-03-10T01:20:13.7Z,2,REGULAR,substitution,in,[],1628969,,,1610612756,35,33,2022-03-10T01:20:21Z,2140000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M40.00S,2022-03-10T01:20:13.7Z,2,REGULAR,substitution,in,[],1629028,,,1610612756,35,33,2022-03-10T01:20:21Z,2150000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M25.00S,2022-03-10T01:20:28.5Z,2,REGULAR,2pt,Jump Shot,[],1626166,19.66162943495401,29.65686274509804,1610612756,35,33,2022-03-10T01:30:33Z,2160000,102.0,132.0,1,left,MISS C. Payne 16' pullup Shot,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,,,16.69,Missed,,,,,,,,,,,,,,,
222,PT07M20.00S,2022-03-10T01:20:33.5Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,35,33,2022-03-10T01:20:43Z,2170000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,,
223,PT07M05.00S,2022-03-10T01:20:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,92.32917214191852,47.05882352941176,1610612748,37,33,2022-03-10T01:20:59Z,2180000,-15.0,20.0,1,right,V. Oladipo cutting Layup (4 PTS) (B. Adebayo 1 AST),"[203506, 1628389]",1610612748.0,MIA,cutting,,,Oladipo,V. Oladipo,,,,,,,,2.45,Made,,,,,,4.0,B. Adebayo,1628389.0,1.0,,,,,,
225,PT06M43.00S,2022-03-10T01:21:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,7.178055190538765,45.34313725490196,1610612756,37,33,2022-03-10T01:21:15Z,2200000,23.0,15.0,1,left,MISS L. Shamet driving Layup - blocked,"[1629013, 1628389]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,,,,2.77,Missed,,,,,,,,,,,,,,Adebayo,1628389.0
226,PT06M43.00S,2022-03-10T01:21:09.5Z,2,REGULAR,block,,[],1628389,,,1610612756,37,33,2022-03-10T01:21:11Z,2210000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M39.00S,2022-03-10T01:21:13.5Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,37,33,2022-03-10T01:21:15Z,2220000,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,225.0,5.0,5.0,0.0,,,,,,,,,,,
228,PT06M38.00S,2022-03-10T01:21:15.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,90.3580814717477,95.34313725490196,1610612748,37,33,2022-03-10T01:21:33Z,2230000,227.0,38.0,1,right,MISS T. Herro fadeaway 3PT,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,,22.99,Missed,,,,,,,,,,,,,,,
229,PT06M33.00S,2022-03-10T01:21:20.4Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,37,33,2022-03-10T01:21:33Z,2240000,,,0,,M. Bridges REBOUND (Off:1 Def:5),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,228.0,6.0,5.0,1.0,,,,,,,,,,,
230,PT06M26.00S,2022-03-10T01:21:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,7.966491458607096,47.05882352941176,1610612756,37,35,2022-03-10T01:21:40Z,2250000,15.0,22.0,1,left,D. Ayton alley-oop Layup (11 PTS) (M. Bridges 2 AST),"[1629028, 1628969]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,,,,2.68,Made,,,,,,11.0,M. Bridges,1628969.0,2.0,,,,,,
232,PT06M11.00S,2022-03-10T01:21:41.5Z,2,REGULAR,3pt,Jump Shot,[],1629639,65.25952693823915,45.09803921568628,1610612748,40,35,2022-03-10T01:30:28Z,2270000,-25.0,274.0,1,right,T. Herro 27' 3PT pullup (9 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,27.52,Made,,,,,,9.0,,,,,,,,,
233,PT06M10.00S,2022-03-10T01:21:49.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,40,35,2022-03-10T01:21:49Z,2280000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M10.00S,2022-03-10T01:23:28.2Z,2,REGULAR,substitution,out,[],203506,,,1610612756,40,35,2022-03-10T01:24:51Z,2290000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M10.00S,2022-03-10T01:23:28.2Z,2,REGULAR,substitution,out,[],1629013,,,1610612756,40,35,2022-03-10T01:24:51Z,2300000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M10.00S,2022-03-10T01:23:28.2Z,2,REGULAR,substitution,in,[],1629130,,,1610612756,40,35,2022-03-10T01:24:51Z,2310000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M10.00S,2022-03-10T01:23:28.2Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,40,35,2022-03-10T01:24:51Z,2320000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M56.00S,2022-03-10T01:25:24.3Z,2,REGULAR,2pt,Jump Shot,[],1628969,16.031537450722734,32.666973039215684,1610612756,40,37,2022-03-10T01:25:43Z,2330000,87.0,98.0,1,left,M. Bridges 13' turnaround fadeaway Jump Shot (8 PTS),[1628969],1610612756.0,PHX,turnaround fadeaway,,,Bridges,M. Bridges,,,,,,,,13.1,Made,,,,,,8.0,,,,,,,,,
239,PT05M37.00S,2022-03-10T01:25:47.9Z,2,REGULAR,foul,personal,[],1628969,,,1610612748,40,37,2022-03-10T01:25:57Z,2340000,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1628997]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,2534.0,,,,,1.0,0.0,Martin,1628997.0,,
241,PT05M37.00S,2022-03-10T01:26:13.7Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,40,37,2022-03-10T01:26:26Z,2360000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M37.00S,2022-03-10T01:26:13.7Z,2,REGULAR,substitution,in,[],200782,,,1610612748,40,37,2022-03-10T01:26:26Z,2370000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M32.00S,2022-03-10T01:26:46.7Z,2,REGULAR,3pt,Jump Shot,[],1629130,65.25952693823915,59.31372549019608,1610612748,43,37,2022-03-10T01:27:16Z,2380000,47.0,274.0,1,right,D. Robinson 27' 3PT  (15 PTS) (B. Adebayo 2 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,27.8,Made,,,,,,15.0,B. Adebayo,1628389.0,2.0,,,,,,
247,PT05M13.00S,2022-03-10T01:27:05.8Z,2,REGULAR,2pt,Jump Shot,[],203109,24.26084099868594,69.85294117647058,1610612756,43,39,2022-03-10T01:27:20Z,2400000,-99.0,176.0,1,left,J. Crowder 20' Jump Shot (4 PTS) (C. Payne 2 AST),"[203109, 1626166]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,20.17,Made,,,,,,4.0,C. Payne,1626166.0,2.0,,,,,,
249,PT04M52.00S,2022-03-10T01:27:28.4Z,2,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,43,39,2022-03-10T01:27:34Z,2420000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,2.0,,,,,,,,,201246.0,,,,,,,,,,
250,PT04M52.00S,2022-03-10T01:27:31.7Z,2,REGULAR,substitution,out,[],200768,,,1610612756,43,39,2022-03-10T01:27:36Z,2430000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M52.00S,2022-03-10T01:27:31.7Z,2,REGULAR,substitution,in,[],1629216,,,1610612756,43,39,2022-03-10T01:27:36Z,2440000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M39.00S,2022-03-10T01:27:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203109,6.652431011826544,43.627450980392155,1610612756,43,39,2022-03-10T01:28:04Z,2450000,32.0,10.0,1,left,MISS J. Crowder driving Layup,[203109],1610612756.0,PHX,driving,,,Crowder,J. Crowder,,,,,,,,3.34,Missed,,,,,,,,,,,,,,,
253,PT04M37.00S,2022-03-10T01:27:58.7Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,43,39,2022-03-10T01:28:04Z,2460000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,,,,,,
254,PT04M27.00S,2022-03-10T01:28:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,91.93495400788436,61.51960784313726,1610612748,45,39,2022-03-10T01:28:23Z,2470000,58.0,23.0,1,right,T. Herro 6' driving floating bank Jump Shot (11 PTS) (G. Vincent 2 AST),"[1629639, 1629216]",1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,,,,6.21,Made,,,,,,11.0,G. Vincent,1629216.0,2.0,,,,,,
256,PT04M15.00S,2022-03-10T01:28:23.4Z,2,REGULAR,foul,offensive,[],203109,,,1610612756,45,39,2022-03-10T01:28:37Z,2490000,,,0,,J. Crowder off-the-ball offensive FOUL (3 PF),"[203109, 200782]",1610612756.0,PHX,off-the-ball,,,Crowder,J. Crowder,,,,,,,,,,,,,,201246.0,,,,,3.0,0.0,Tucker,200782.0,,
258,PT04M15.00S,2022-03-10T01:28:23.4Z,2,REGULAR,turnover,offensive foul,[],203109,,,1610612756,45,39,2022-03-10T01:28:23Z,2510000,,,0,,J. Crowder offensive foul TURNOVER (4 TO),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,4.0,,,,,,,,,201246.0,,,,,,,,,,
259,PT04M15.00S,2022-03-10T01:28:34.5Z,2,REGULAR,substitution,out,[],203109,,,1610612748,45,39,2022-03-10T01:28:39Z,2520000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M15.00S,2022-03-10T01:28:34.5Z,2,REGULAR,substitution,in,[],1629013,,,1610612748,45,39,2022-03-10T01:28:39Z,2530000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M01.00S,2022-03-10T01:28:57.7Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,45,39,2022-03-10T01:29:01Z,2540000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1626164]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,1.0,Booker,1626164.0,,,,,,,,,,,,,,,,,
262,PT04M01.00S,2022-03-10T01:28:57.7Z,2,REGULAR,steal,,[],1626164,,,1610612756,45,39,2022-03-10T01:28:59Z,2550000,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M58.00S,2022-03-10T01:29:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,7.178055190538765,49.50980392156863,1610612756,45,41,2022-03-10T01:29:05Z,2560000,2.0,15.0,1,left,D. Booker running Layup (5 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,,,,1.52,Made,,,,,,5.0,,,,,,,,,
264,PT03M38.00S,2022-03-10T01:29:20.1Z,2,REGULAR,2pt,Jump Shot,[],1629216,86.94152431011827,15.931372549019606,1610612748,45,41,2022-03-10T01:29:37Z,2570000,-170.0,70.0,1,right,MISS G. Vincent 18' step back Shot,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,,,,18.42,Missed,,,,,,,,,,,,,,,
265,PT03M35.00S,2022-03-10T01:29:23.1Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,45,41,2022-03-10T01:29:37Z,2580000,,,0,,M. Bridges REBOUND (Off:1 Def:6),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,264.0,7.0,6.0,1.0,,,,,,,,,,,
266,PT03M31.00S,2022-03-10T01:29:27.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,31.35676741130092,70.09803921568627,1610612756,45,44,2022-03-10T01:29:41Z,2590000,-100.0,242.0,1,left,C. Payne 26' 3PT running pullup (5 PTS),[1626166],1610612756.0,PHX,running pullup,,,Payne,C. Payne,,,,,,,,26.23,Made,,,,,,5.0,,,,,,,,,
267,PT03M18.00S,2022-03-10T01:29:40.1Z,2,REGULAR,3pt,Jump Shot,[],1629639,77.08607095926413,87.99019607843137,1610612748,48,44,2022-03-10T01:29:46Z,2600000,190.0,163.0,1,right,T. Herro 25' 3PT  (14 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,25.03,Made,,,,,,14.0,B. Adebayo,1628389.0,3.0,,,,,,
269,PT03M00.00S,2022-03-10T01:29:58.6Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,48,44,2022-03-10T01:30:04Z,2620000,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 200782]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,2.0,Tucker,200782.0,,,,,,,,,,,,,,,,,
