actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
268,PT03M23.00S,2021-11-05T00:28:23.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,31,42,2021-11-05T00:28:27Z,2650000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M23.00S,2021-11-05T00:28:22.8Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,31,42,2021-11-05T00:28:46Z,2660000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
270,PT03M18.00S,2021-11-05T00:28:27.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,31,42,2021-11-05T00:28:46Z,2670000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,269.0,6.0,4.0,2.0,,,,,,,,,,,,,,
271,PT03M08.00S,2021-11-05T00:28:54.7Z,2,REGULAR,2pt,Jump Shot,[],203471,22.158344283837057,35.049019607843135,1610612738,31,44,2021-11-05T00:29:00Z,2680000,75.0,156.0,1,left,D. Schroder 17' pullup Jump Shot (7 PTS),[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,17.28,Made,,,,,,,,,,,,,7.0,,,,,
272,PT03M08.00S,2021-11-05T00:29:02.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,31,44,2021-11-05T00:29:02Z,2690000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M08.00S,2021-11-05T00:29:08.1Z,2,REGULAR,substitution,out,[],203473,,,1610612748,31,44,2021-11-05T00:31:45Z,2700000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M08.00S,2021-11-05T00:29:08.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,31,44,2021-11-05T00:31:45Z,2710000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M49.00S,2021-11-05T00:32:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,83.919185282523,50.49019607843137,1610612748,31,44,2021-11-05T00:32:17Z,2720000,2.0,99.0,1,right,MISS K. Lowry 9' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,9.87,Missed,,,,,,,,,,,,,,,,,,
276,PT02M46.00S,2021-11-05T00:32:15.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612748,31,44,2021-11-05T00:32:15Z,2730000,,,0,,P. Tucker REBOUND (Off:4 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,275.0,5.0,1.0,4.0,,,,,,,,,,,,,,
277,PT02M43.00S,2021-11-05T00:32:18.8Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,31,44,2021-11-05T00:32:24Z,2740000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 203935]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,
278,PT02M43.00S,2021-11-05T00:32:18.8Z,2,REGULAR,steal,,[],203935,,,1610612738,31,44,2021-11-05T00:32:21Z,2750000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M35.00S,2021-11-05T00:32:30.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629639,,,1610612738,31,44,2021-11-05T00:32:40Z,2760000,,,0,,T. Herro shooting personal FOUL (1 PF) (Schroder 2 FT),"[1629639, 203471]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,,,,,,,1162.0,1.0,0.0,Schroder,203471.0,,,,,,,,,
281,PT02M35.00S,2021-11-05T00:32:58.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203471,,,1610612738,31,45,2021-11-05T00:32:58Z,2780000,,,0,,D. Schroder Free Throw 1 of 2 (8 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
282,PT02M35.00S,2021-11-05T00:33:15.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203471,,,1610612738,31,46,2021-11-05T00:33:15Z,2790000,,,0,,D. Schroder Free Throw 2 of 2 (9 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
283,PT02M20.00S,2021-11-05T00:33:34.8Z,2,REGULAR,3pt,Jump Shot,[],200782,91.93495400788436,96.56862745098039,1610612748,31,46,2021-11-05T00:33:42Z,2800000,233.0,23.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,
284,PT02M13.00S,2021-11-05T00:33:41.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,31,46,2021-11-05T00:37:57Z,2810000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,,,,,,
285,PT01M56.00S,2021-11-05T00:33:58.6Z,2,REGULAR,3pt,Jump Shot,[],203471,32.276609724047304,37.00980392156863,1610612738,31,46,2021-11-05T00:34:03Z,2820000,65.0,251.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
286,PT01M52.00S,2021-11-05T00:34:02.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,31,46,2021-11-05T00:34:03Z,2830000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,285.0,3.0,3.0,0.0,,,,,,,,,,,,,,
287,PT01M42.00S,2021-11-05T00:34:18.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612748,31,46,2021-11-05T00:34:26Z,2840000,,,0,,R. Langford shooting personal FOUL (3 PF) (Butler 2 FT),"[1629641, 202710]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,203591.0,3.0,0.0,Butler,202710.0,,,,,,,,,
289,PT01M42.00S,2021-11-05T00:34:36.5Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,32,46,2021-11-05T00:34:36Z,2860000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
290,PT01M42.00S,2021-11-05T00:34:37.3Z,2,REGULAR,substitution,out,[],1629641,,,1610612748,32,46,2021-11-05T00:34:43Z,2870000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M42.00S,2021-11-05T00:34:37.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612748,32,46,2021-11-05T00:34:43Z,2880000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M42.00S,2021-11-05T00:34:59.1Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,33,46,2021-11-05T00:34:59Z,2890000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
293,PT01M23.00S,2021-11-05T00:35:24.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.040078843626807,39.46078431372549,1610612738,33,48,2021-11-05T00:35:31Z,2900000,53.0,61.0,1,left,M. Smart 8' driving floating Jump Shot (6 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,8.04,Made,,,,,,,,,,,,,6.0,J. Brown,1627759.0,1.0,,
295,PT01M10.00S,2021-11-05T00:35:39.3Z,2,REGULAR,turnover,lost ball,[],202710,,,1610612748,33,48,2021-11-05T00:35:44Z,2920000,,,0,,J. Butler lost ball TURNOVER (2 TO),"[202710, 1627759]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,,
296,PT01M10.00S,2021-11-05T00:35:39.3Z,2,REGULAR,steal,,[],1627759,,,1610612738,33,48,2021-11-05T00:38:57Z,2930000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
297,PT01M05.00S,2021-11-05T00:35:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.389618922470433,48.03921568627451,1610612738,33,48,2021-11-05T00:35:50Z,2940000,10.0,8.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.24,Missed,,,,,,,,,,,,,,,,,,
298,PT01M02.00S,2021-11-05T00:35:47.4Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,33,48,2021-11-05T00:35:50Z,2950000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,,,
299,PT00M57.60S,2021-11-05T00:36:02.4Z,2,REGULAR,foul,offensive,['inpenalty'],1628389,,,1610612748,33,48,2021-11-05T00:36:25Z,2960000,,,0,,B. Adebayo charge offensive FOUL (2 PF),"[1628389, 203935]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,,,,,,,1162.0,2.0,0.0,Smart,203935.0,,,,,,,,,
301,PT00M57.60S,2021-11-05T00:36:02.4Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,33,48,2021-11-05T00:36:02Z,2980000,,,0,,B. Adebayo offensive foul TURNOVER (4 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,1162.0,,,,,4.0,,,,,,,,
302,PT00M57.60S,2021-11-05T00:36:11.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,33,48,2021-11-05T00:36:17Z,2990000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M57.60S,2021-11-05T00:36:11.7Z,2,REGULAR,substitution,in,[],203473,,,1610612738,33,48,2021-11-05T00:36:17Z,3000000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M38.70S,2021-11-05T00:36:44.8Z,2,REGULAR,turnover,backcourt,[],203471,,,1610612738,33,48,2021-11-05T00:36:59Z,3010000,,,0,,D. Schroder backcourt TURNOVER (2 TO),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,203591.0,,,,,2.0,,,,,,,,
305,PT00M33.00S,2021-11-05T00:37:14.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200782,93.64323258869908,95.09803921568627,1610612748,33,48,2021-11-05T00:37:22Z,3020000,225.0,7.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,
306,PT00M31.30S,2021-11-05T00:37:16.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,33,48,2021-11-05T00:37:22Z,3030000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,
307,PT00M31.30S,2021-11-05T00:37:23.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,33,48,2021-11-05T00:37:23Z,3040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M29.90S,2021-11-05T00:37:43.4Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612738,33,48,2021-11-05T00:37:43Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M12.10S,2021-11-05T00:38:14.7Z,2,REGULAR,3pt,Jump Shot,[],203471,30.831143232588698,69.6078431372549,1610612738,33,48,2021-11-05T00:38:20Z,3060000,-98.0,237.0,1,left,MISS D. Schroder 25' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,
310,PT00M07.90S,2021-11-05T00:38:18.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,33,48,2021-11-05T00:38:18Z,3070000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,309.0,7.0,4.0,3.0,,,,,,,,,,,,,,
311,PT00M04.10S,2021-11-05T00:38:22.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,14.273981603153747,96.56862745098039,1610612738,33,51,2021-11-05T00:38:28Z,3080000,-233.0,82.0,1,left,J. Brown 24' 3PT  (11 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.67,Made,,,,,,,,,,,,,11.0,M. Smart,203935.0,2.0,,
313,PT00M00.00S,2021-11-05T00:38:33.7Z,2,REGULAR,period,end,[],0,,,1610612748,33,51,2021-11-05T00:38:33Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-11-05T00:53:17.5Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,33,51,2021-11-05T00:53:34Z,3110000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-11-05T00:53:17.5Z,3,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,33,51,2021-11-05T00:53:34Z,3120000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-11-05T00:53:17.5Z,3,REGULAR,substitution,out,['startperiod'],203471,,,1610612748,33,51,2021-11-05T00:53:34Z,3130000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-11-05T00:53:17.5Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,33,51,2021-11-05T00:53:34Z,3140000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-05T00:53:17.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612748,33,51,2021-11-05T00:53:34Z,3150000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-05T00:53:17.5Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612748,33,51,2021-11-05T00:53:34Z,3160000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-05T00:53:52.4Z,3,REGULAR,period,start,[],0,,,1610612738,33,51,2021-11-05T00:53:52Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M48.00S,2021-11-05T00:54:03.6Z,3,REGULAR,3pt,Jump Shot,[],203935,71.69842312746385,19.607843137254903,1610612738,33,51,2021-11-05T00:54:12Z,3180000,-152.0,214.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
322,PT11M45.00S,2021-11-05T00:54:06.6Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,33,51,2021-11-05T00:54:12Z,3190000,,,0,,R. Williams III REBOUND (Off:4 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,321.0,8.0,4.0,4.0,,,,,,,,,,,,,,
323,PT11M45.00S,2021-11-05T00:54:12.7Z,3,REGULAR,turnover,backcourt,[],1629057,,,1610612738,33,51,2021-11-05T00:54:23Z,3200000,,,0,,R. Williams III backcourt TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,2.0,,,,,,,,
324,PT11M35.00S,2021-11-05T00:54:30.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,30.042706964520367,27.941176470588236,1610612748,33,51,2021-11-05T00:54:35Z,3210000,110.0,230.0,1,left,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,
325,PT11M32.00S,2021-11-05T00:54:33.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,51,2021-11-05T00:54:35Z,3220000,,,0,,R. Williams III REBOUND (Off:4 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,324.0,9.0,5.0,4.0,,,,,,,,,,,,,,
326,PT11M28.00S,2021-11-05T00:54:39.1Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,33,51,2021-11-05T00:54:42Z,3230000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,2.0,Tucker,200782.0,,,,,,
327,PT11M28.00S,2021-11-05T00:54:39.1Z,3,REGULAR,steal,,[],200782,,,1610612748,33,51,2021-11-05T00:54:41Z,3240000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M13.00S,2021-11-05T00:54:53.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,8.886333771353483,59.80392156862745,1610612748,35,51,2021-11-05T00:55:56Z,3250000,-49.0,31.0,1,left,B. Adebayo floating Jump Shot (4 PTS) (P. Tucker 2 AST),"[1628389, 200782]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,5.8,Made,,,,,,,,,,,,,4.0,P. Tucker,200782.0,2.0,,
330,PT10M51.00S,2021-11-05T00:55:15.4Z,3,REGULAR,3pt,Jump Shot,[],201143,92.19776609724047,96.81372549019608,1610612738,35,54,2021-11-05T00:55:20Z,3270000,234.0,21.0,1,right,A. Horford 3PT  (8 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.5,Made,,,,,,,,,,,,,8.0,,,,,
331,PT10M34.00S,2021-11-05T00:55:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.398817345597898,51.225490196078425,1610612748,37,54,2021-11-05T00:56:53Z,3280000,-6.0,130.0,1,left,B. Adebayo 12' Jump Shot (6 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,12.99,Made,,,,,,,,,,,,,6.0,K. Lowry,200768.0,2.0,,
333,PT10M12.00S,2021-11-05T00:55:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,55.63725490196079,1610612738,37,54,2021-11-05T00:55:59Z,3300000,28.0,10.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.98,Missed,,,,,,,,,,,,,,,,,,
334,PT10M10.00S,2021-11-05T00:55:56.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,37,54,2021-11-05T00:55:59Z,3310000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,333.0,4.0,4.0,0.0,,,,,,,,,,,,,,
335,PT09M52.00S,2021-11-05T00:56:13.8Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612748,37,54,2021-11-05T00:56:17Z,3320000,,,0,,K. Lowry bad pass TURNOVER (3 TO),"[200768, 1628369]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,,,,,,
336,PT09M52.00S,2021-11-05T00:56:13.8Z,3,REGULAR,steal,,[],1628369,,,1610612738,37,54,2021-11-05T00:56:16Z,3330000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
337,PT09M44.00S,2021-11-05T00:56:22.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,68.54467805519053,61.76470588235294,1610612738,37,57,2021-11-05T00:56:26Z,3340000,59.0,243.0,1,right,M. Smart 25' 3PT  (9 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.02,Made,,,,,,,,,,,,,9.0,J. Brown,1627759.0,2.0,,
339,PT09M26.00S,2021-11-05T00:56:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.915243101182654,44.6078431372549,1610612748,39,57,2021-11-05T00:56:49Z,3360000,27.0,13.0,1,left,J. Butler alley-oop Layup (10 PTS) (K. Lowry 3 AST),"[202710, 200768]",1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,2.98,Made,,,,,,,,,,,,,10.0,K. Lowry,200768.0,3.0,,
341,PT09M26.00S,2021-11-05T00:56:49.8Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612748,39,57,2021-11-05T01:00:11Z,3380000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Butler 1 FT),"[1628369, 202710]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1162.0,2.0,0.0,Butler,202710.0,,,,,,,,,
343,PT09M26.00S,2021-11-05T00:57:07.0Z,3,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,39,57,2021-11-05T00:57:13Z,3400000,,,0,,MISS J. Butler Free Throw 1 of 1,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,
344,PT09M19.00S,2021-11-05T00:57:14.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,57,2021-11-05T00:57:47Z,3410000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,343.0,6.0,6.0,0.0,,,,,,,,,,,,,,
345,PT09M08.00S,2021-11-05T00:57:28.7Z,3,REGULAR,foul,personal,[],202710,,,1610612738,39,57,2021-11-05T00:57:36Z,3420000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 1627759]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,202007.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
347,PT09M00.00S,2021-11-05T00:57:48.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,72.7496714848883,15.931372549019606,1610612738,39,57,2021-11-05T00:58:43Z,3440000,-170.0,204.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
348,PT08M55.00S,2021-11-05T00:57:53.9Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,39,57,2021-11-05T00:57:53Z,3450000,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,347.0,5.0,5.0,0.0,,,,,,,,,,,,,,
349,PT08M49.00S,2021-11-05T00:57:59.7Z,3,REGULAR,3pt,Jump Shot,[],200768,12.040078843626807,98.0392156862745,1610612748,42,57,2021-11-05T00:58:04Z,3460000,-240.0,61.0,1,left,K. Lowry 24' 3PT  (3 PTS) (P. Tucker 3 AST),"[200768, 200782]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,24.78,Made,,,,,,,,,,,,,3.0,P. Tucker,200782.0,3.0,,
351,PT08M49.00S,2021-11-05T00:58:08.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,57,2021-11-05T00:58:08Z,3480000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M28.00S,2021-11-05T01:01:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.30026281208936,52.69607843137255,1610612738,42,59,2021-11-05T01:01:18Z,3490000,13.0,1.0,1,right,J. Brown driving Layup (13 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.35,Made,,,,,,,,,,,,,13.0,A. Horford,201143.0,1.0,,
354,PT08M10.00S,2021-11-05T01:01:31.9Z,3,REGULAR,3pt,Jump Shot,[],200782,6.652431011826544,2.941176470588235,1610612748,42,59,2021-11-05T01:01:35Z,3510000,235.0,10.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
355,PT08M08.00S,2021-11-05T01:01:33.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,42,59,2021-11-05T01:01:35Z,3520000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,354.0,3.0,3.0,0.0,,,,,,,,,,,,,,
356,PT08M07.00S,2021-11-05T01:01:38.9Z,3,REGULAR,foul,personal,[],200782,,,1610612738,42,59,2021-11-05T01:01:47Z,3530000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1627759]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
358,PT07M48.00S,2021-11-05T01:02:12.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,67.62483574244416,49.754901960784316,1610612738,42,62,2021-11-05T01:02:17Z,3550000,-1.0,252.0,1,right,J. Brown 25' 3PT pullup (16 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.18,Made,,,,,,,,,,,,,16.0,,,,,
