actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
263,PT05M49.00S,2021-12-09T01:32:14.0Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,32,34,2021-12-09T01:32:24Z,2590000,,,0,,K. Middleton REBOUND (Off:2 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,262.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
265,PT05M40.00S,2021-12-09T01:32:23.4Z,2,REGULAR,3pt,Jump Shot,[],202326,28.86005256241787,78.92156862745098,1610612749,32,34,2021-12-09T01:32:39Z,2600000,-145.0,219.0,1,left,MISS D. Cousins 26' 3PT,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
266,PT05M40.00S,2021-12-09T01:32:23.4Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,32,34,2021-12-09T01:32:39Z,2610000,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,265.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
267,PT05M29.00S,2021-12-09T01:32:34.2Z,2,REGULAR,3pt,Jump Shot,[],1628997,73.53810775295663,13.480392156862745,1610612748,35,34,2021-12-09T01:32:42Z,2620000,-183.0,196.0,1,right,C. Martin 26' 3PT  (11 PTS) (K. Lowry 6 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,26.8,Made,,,,,,,11.0,,,K. Lowry,200768.0,6.0,,,,,,,
269,PT05M12.00S,2021-12-09T01:32:51.3Z,2,REGULAR,3pt,Jump Shot,[],203114,9.280551905387648,96.81372549019608,1610612749,35,37,2021-12-09T01:32:56Z,2640000,-234.0,35.0,1,left,K. Middleton 3PT  (5 PTS) (J. Holiday 1 AST),"[203114, 201950]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,23.67,Made,,,,,,,5.0,,,J. Holiday,201950.0,1.0,,,,,,,
271,PT04M52.00S,2021-12-09T01:33:11.0Z,2,REGULAR,3pt,Jump Shot,[],1628997,93.11760840998686,97.05882352941177,1610612748,38,37,2021-12-09T01:33:26Z,2660000,235.0,12.0,1,right,C. Martin 3PT  (14 PTS) (K. Lowry 7 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,23.56,Made,,,,,,,14.0,,,K. Lowry,200768.0,7.0,,,,,,,
273,PT04M36.00S,2021-12-09T01:33:30.8Z,2,REGULAR,turnover,traveling,[],201950,,,1610612749,38,37,2021-12-09T01:33:35Z,2680000,,,0,,J. Holiday traveling TURNOVER (2 TO),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,203592.0,2.0,,,,,,,,,,,,,
274,PT04M36.00S,2021-12-09T01:33:36.4Z,2,REGULAR,substitution,out,[],1629644,,,1610612748,38,37,2021-12-09T01:33:47Z,2690000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M36.00S,2021-12-09T01:33:36.4Z,2,REGULAR,substitution,out,[],202326,,,1610612748,38,37,2021-12-09T01:33:47Z,2700000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M36.00S,2021-12-09T01:33:36.4Z,2,REGULAR,substitution,in,[],200782,,,1610612748,38,37,2021-12-09T01:33:47Z,2710000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M36.00S,2021-12-09T01:33:36.4Z,2,REGULAR,substitution,in,[],203507,,,1610612748,38,37,2021-12-09T01:33:47Z,2720000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M21.00S,2021-12-09T01:34:01.6Z,2,REGULAR,turnover,lost ball,[],203473,,,1610612748,38,37,2021-12-09T01:34:05Z,2730000,,,0,,D. Dedmon lost ball TURNOVER (1 TO),"[203473, 1626192]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,1.0,,,,,,,,,,,Connaughton,1626192.0,
279,PT04M21.00S,2021-12-09T01:34:01.6Z,2,REGULAR,steal,,[],1626192,,,1610612749,38,37,2021-12-09T01:34:04Z,2740000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M10.00S,2021-12-09T01:34:12.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201950,33.327858081471746,47.30392156862745,1610612749,38,40,2021-12-09T01:34:18Z,2750000,13.0,261.0,1,left,J. Holiday 26' 3PT step back (9 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.11,Made,,,,,,,9.0,,,,,,,,,,,,
281,PT04M02.00S,2021-12-09T01:34:20.5Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,38,40,2021-12-09T01:34:25Z,2760000,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 1626192]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,4.0,,,,,,,,,,,Connaughton,1626192.0,
282,PT04M02.00S,2021-12-09T01:34:20.5Z,2,REGULAR,steal,,[],1626192,,,1610612749,38,40,2021-12-09T01:34:24Z,2770000,,,0,,P. Connaughton STEAL (2 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M46.00S,2021-12-09T01:34:35.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203114,7.046649145860711,3.1862745098039214,1610612749,38,40,2021-12-09T01:34:42Z,2780000,234.0,14.0,1,left,MISS K. Middleton step back 3PT,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
284,PT03M41.00S,2021-12-09T01:34:41.1Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,38,40,2021-12-09T01:34:41Z,2790000,,,0,,D. Dedmon REBOUND (Off:2 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,283.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
285,PT03M38.00S,2021-12-09T01:34:50.4Z,2,REGULAR,foul,personal,[],203114,,,1610612748,38,40,2021-12-09T01:35:06Z,2800000,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 200768]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,203591.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,
287,PT03M38.00S,2021-12-09T01:35:12.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,38,40,2021-12-09T01:35:12Z,2820000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M38.00S,2021-12-09T01:35:19.8Z,2,REGULAR,substitution,out,[],203473,,,1610612748,38,40,2021-12-09T01:38:25Z,2830000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M38.00S,2021-12-09T01:35:19.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612748,38,40,2021-12-09T01:38:25Z,2840000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M38.00S,2021-12-09T01:35:19.8Z,2,REGULAR,substitution,out,[],203114,,,1610612748,38,40,2021-12-09T01:38:25Z,2850000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M38.00S,2021-12-09T01:35:19.8Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,38,40,2021-12-09T01:38:25Z,2860000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M38.00S,2021-12-09T01:35:19.8Z,2,REGULAR,substitution,in,[],203918,,,1610612748,38,40,2021-12-09T01:38:25Z,2870000,,,0,,SUB in: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M38.00S,2021-12-09T01:35:19.8Z,2,REGULAR,substitution,in,[],1628960,,,1610612748,38,40,2021-12-09T01:38:25Z,2880000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M30.00S,2021-12-09T01:38:35.6Z,2,REGULAR,2pt,Jump Shot,[],1629639,74.72076215505913,31.862745098039213,1610612748,38,40,2021-12-09T01:38:41Z,2890000,-91.0,185.0,1,right,MISS T. Herro 20' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,20.61,Missed,,,,,,,,,,,,,,,,,,,
298,PT03M26.00S,2021-12-09T01:38:39.6Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,38,40,2021-12-09T01:38:41Z,2900000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
299,PT03M15.00S,2021-12-09T01:38:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.915243101182654,50.49019607843137,1610612749,38,42,2021-12-09T01:38:58Z,2910000,-2.0,13.0,1,left,G. Antetokounmpo cutting Layup (5 PTS) (G. Allen 1 AST),"[203507, 1628960]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.27,Made,,,,,,,5.0,,,G. Allen,1628960.0,1.0,,,,,,,
404,PT03M00.00S,2021-12-09T01:38:58.7Z,2,REGULAR,turnover,lost ball,[],1629639,,,1610612748,38,42,2021-12-09T02:06:47Z,2925000,,,0,,T. Herro lost ball TURNOVER (5 TO),"[1629639, 203507]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,5.0,,,,,,,,,,,Antetokounmpo,203507.0,
405,PT03M00.00S,2021-12-09T01:38:58.7Z,2,REGULAR,steal,,[],203507,,,1610612749,38,42,2021-12-09T02:06:47Z,2927500,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M50.00S,2021-12-09T01:39:16.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,32.14520367936925,49.01960784313725,1610612749,38,45,2021-12-09T02:06:54Z,2960000,5.0,250.0,1,left,P. Connaughton 24' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,24.97,Made,,,,,,,3.0,,,G. Antetokounmpo,203507.0,1.0,,,,,,,
306,PT02M32.00S,2021-12-09T01:39:33.8Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,38,45,2021-12-09T01:39:38Z,2980000,,,0,,K. Lowry bad pass TURNOVER (5 TO),"[200768, 201950]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,5.0,,,,,,,,,,,Holiday,201950.0,
307,PT02M32.00S,2021-12-09T01:39:33.8Z,2,REGULAR,steal,,[],201950,,,1610612749,38,45,2021-12-09T01:39:36Z,2990000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M28.00S,2021-12-09T01:39:38.2Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,38,45,2021-12-09T01:39:42Z,3000000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 200782]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,3.0,,,,,,,,,,,Tucker,200782.0,
309,PT02M28.00S,2021-12-09T01:39:38.2Z,2,REGULAR,steal,,[],200782,,,1610612748,38,45,2021-12-09T01:39:41Z,3010000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M23.00S,2021-12-09T01:39:43.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,93.11760840998686,97.79411764705883,1610612748,38,45,2021-12-09T01:39:59Z,3020000,239.0,12.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
311,PT02M18.00S,2021-12-09T01:39:47.7Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,38,45,2021-12-09T01:39:47Z,3030000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,310.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
312,PT02M16.00S,2021-12-09T01:39:50.4Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,38,45,2021-12-09T01:40:01Z,3040000,,,0,,T. Herro bad pass TURNOVER (6 TO),"[1629639, 203918]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,6.0,,,,,,,,,,,Hood,203918.0,
313,PT02M16.00S,2021-12-09T01:39:50.4Z,2,REGULAR,steal,,[],203918,,,1610612749,38,45,2021-12-09T01:39:53Z,3050000,,,0,,R. Hood STEAL (2 STL),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M58.00S,2021-12-09T01:40:07.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,11.383048620236531,50.0,1610612749,38,47,2021-12-09T01:52:26Z,3060000,0.0,55.0,1,left,J. Holiday driving floating Jump Shot (11 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,5.45,Made,,,,,,,11.0,,,,,,,,,,,,
315,PT01M42.00S,2021-12-09T01:40:23.9Z,2,REGULAR,2pt,Jump Shot,[],200768,78.13731931668858,32.35294117647059,1610612748,38,47,2021-12-09T01:40:30Z,3070000,-88.0,153.0,1,right,MISS K. Lowry 17' step back Shot,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,17.66,Missed,,,,,,,,,,,,,,,,,,,
316,PT01M37.00S,2021-12-09T01:40:28.9Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,38,47,2021-12-09T01:40:30Z,3080000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
317,PT01M29.00S,2021-12-09T01:40:41.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612749,38,47,2021-12-09T01:40:48Z,3090000,,,0,,P. Tucker shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[200782, 203507]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,201640.0,,,,,,,,3.0,0.0,Antetokounmpo,203507.0,,,
319,PT01M29.00S,2021-12-09T01:41:16.9Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,38,48,2021-12-09T01:41:16Z,3110000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (6 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
320,PT01M29.00S,2021-12-09T01:41:17.7Z,2,REGULAR,substitution,out,[],1629639,,,1610612749,38,48,2021-12-09T01:41:30Z,3120000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M29.00S,2021-12-09T01:41:17.7Z,2,REGULAR,substitution,out,[],200782,,,1610612749,38,48,2021-12-09T01:41:30Z,3130000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M29.00S,2021-12-09T01:41:17.7Z,2,REGULAR,substitution,out,[],201950,,,1610612749,38,48,2021-12-09T01:41:30Z,3140000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M29.00S,2021-12-09T01:41:17.7Z,2,REGULAR,substitution,in,[],1629644,,,1610612749,38,48,2021-12-09T01:41:30Z,3150000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M29.00S,2021-12-09T01:41:17.7Z,2,REGULAR,substitution,in,[],1629216,,,1610612749,38,48,2021-12-09T01:41:30Z,3160000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M29.00S,2021-12-09T01:41:17.7Z,2,REGULAR,substitution,in,[],203114,,,1610612749,38,48,2021-12-09T01:41:30Z,3170000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M29.00S,2021-12-09T01:41:41.3Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,38,49,2021-12-09T01:41:41Z,3180000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (7 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
327,PT01M12.00S,2021-12-09T01:42:00.5Z,2,REGULAR,3pt,Jump Shot,[],1628997,71.17279894875165,23.52941176470588,1610612748,41,49,2021-12-09T01:42:06Z,3190000,-132.0,218.0,1,right,C. Martin 25' 3PT pullup (17 PTS),[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,25.55,Made,,,,,,,17.0,,,,,,,,,,,,
328,PT00M55.60S,2021-12-09T01:42:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.652431011826544,52.69607843137255,1610612749,41,49,2021-12-09T01:42:23Z,3200000,-13.0,10.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
329,PT00M52.20S,2021-12-09T01:42:21.2Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,41,49,2021-12-09T01:42:21Z,3210000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,328.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
330,PT00M47.00S,2021-12-09T01:42:26.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200768,64.33968462549278,50.0,1610612748,41,49,2021-12-09T01:42:43Z,3220000,0.0,283.0,1,right,MISS K. Lowry 28' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,28.27,Missed,,,,,,,,,,,,,,,,,,,
331,PT00M41.80S,2021-12-09T01:42:31.5Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,41,49,2021-12-09T01:42:43Z,3230000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,330.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
332,PT00M30.20S,2021-12-09T01:42:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.915243101182654,50.245098039215684,1610612749,41,51,2021-12-09T01:42:50Z,3240000,-1.0,13.0,1,left,G. Antetokounmpo cutting Layup (9 PTS) (K. Middleton 3 AST),"[203507, 203114]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.26,Made,,,,,,,9.0,,,K. Middleton,203114.0,3.0,,,,,,,
334,PT00M08.40S,2021-12-09T01:43:07.2Z,2,REGULAR,3pt,Jump Shot,[],1629644,88.64980289093299,3.1862745098039214,1610612748,44,51,2021-12-09T01:43:13Z,3260000,-234.0,54.0,1,right,K. Okpala 24' 3PT  (5 PTS) (K. Lowry 8 AST),"[1629644, 200768]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,24.03,Made,,,,,,,5.0,,,K. Lowry,200768.0,8.0,,,,,,,
336,PT00M01.30S,2021-12-09T01:43:20.6Z,2,REGULAR,turnover,bad pass,[],203114,,,1610612749,44,51,2021-12-09T01:43:47Z,3280000,,,0,,K. Middleton bad pass TURNOVER (2 TO),"[203114, 1629644]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,2.0,,,,,,,,,,,Okpala,1629644.0,
337,PT00M01.30S,2021-12-09T01:43:20.6Z,2,REGULAR,steal,,[],1629644,,,1610612748,44,51,2021-12-09T01:43:22Z,3290000,,,0,,K. Okpala STEAL (1 STL),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2021-12-09T01:43:50.1Z,2,REGULAR,period,end,[],0,,,1610612748,44,51,2021-12-09T01:43:50Z,3300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,out,['startperiod'],1629644,,,1610612748,44,51,2021-12-09T01:58:34Z,3310000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,44,51,2021-12-09T01:58:34Z,3320000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,out,['startperiod'],203918,,,1610612748,44,51,2021-12-09T01:58:34Z,3330000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612748,44,51,2021-12-09T01:58:34Z,3340000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,in,['startperiod'],203473,,,1610612748,44,51,2021-12-09T01:58:34Z,3350000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612748,44,51,2021-12-09T01:58:34Z,3360000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,in,['startperiod'],1626171,,,1610612748,44,51,2021-12-09T01:58:34Z,3370000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-12-09T01:54:57.3Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612748,44,51,2021-12-09T01:58:34Z,3380000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-12-09T01:58:49.7Z,3,REGULAR,period,start,[],0,,,1610612748,44,51,2021-12-09T01:58:49Z,3390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M35.00S,2021-12-09T01:59:14.5Z,3,REGULAR,3pt,Jump Shot,[],1628997,20.18725361366623,93.87254901960785,1610612748,47,51,2021-12-09T01:59:19Z,3400000,-219.0,137.0,1,left,C. Martin 25' 3PT  (20 PTS) (K. Lowry 9 AST),"[1628997, 200768]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,25.88,Made,,,,,,,20.0,,,K. Lowry,200768.0,9.0,,,,,,,
352,PT11M22.00S,2021-12-09T01:59:26.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.51182654402102,46.32352941176471,1610612749,47,51,2021-12-09T01:59:34Z,3420000,-18.0,8.0,1,right,MISS G. Antetokounmpo alley-oop DUNK,[203507],1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,,
353,PT11M16.00S,2021-12-09T01:59:32.8Z,3,REGULAR,rebound,offensive,[],203114,,,1610612749,47,51,2021-12-09T01:59:34Z,3430000,,,0,,K. Middleton REBOUND (Off:3 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,352.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
354,PT11M16.00S,2021-12-09T01:59:32.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203114,94.40999984741211,50.0,1610612749,47,53,2021-12-09T01:59:32Z,3440000,0.0,0.0,1,right,K. Middleton tip Layup (7 PTS),[203114],1610612749.0,MIL,tip,,,Middleton,K. Middleton,,,,,0.0,Made,,,,,,,7.0,,,,,,,,,,,,
355,PT11M13.00S,2021-12-09T01:59:36.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,27.414586070959263,18.627450980392158,1610612748,47,53,2021-12-09T02:05:45Z,3450000,157.0,205.0,1,left,MISS C. Martin 25' pullup 3PT,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
356,PT11M10.00S,2021-12-09T01:59:39.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,47,53,2021-12-09T01:59:51Z,3460000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,355.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
