actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
251,PT05M12.00S,2022-02-27T01:55:10.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612759,47,54,2022-02-27T01:55:10Z,2500000,,,0,,J. Landale Free Throw 2 of 2 (7 PTS),[1629111],1610612759.0,SAS,,,,,,,,Made,Landale,J. Landale,,7.0,,,,,,,,,,,,,,,,,
252,PT04M56.00S,2022-02-27T01:55:28.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630563,,,1610612748,47,54,2022-02-27T01:56:06Z,2510000,,,0,,J. Primo shooting personal FOUL (3 PF) (Butler 2 FT),"[1630563, 202710]",1610612759.0,SAS,shooting,,,,,,,,Primo,J. Primo,,,,,,,,,1198.0,,3.0,0.0,Butler,202710.0,,,,,
254,PT04M56.00S,2022-02-27T01:55:58.5Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,48,54,2022-02-27T01:56:19Z,2530000,,,0,,J. Butler Free Throw 1 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,14.0,,,,,,,,,,,,,,,,,
255,PT04M56.00S,2022-02-27T01:55:59.3Z,2,REGULAR,substitution,out,[],1630563,,,1610612748,48,54,2022-02-27T01:56:05Z,2540000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
256,PT04M56.00S,2022-02-27T01:55:59.3Z,2,REGULAR,substitution,out,[],1629111,,,1610612748,48,54,2022-02-27T01:56:05Z,2550000,,,0,,SUB out: J. Landale,[1629111],1610612759.0,SAS,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
257,PT04M56.00S,2022-02-27T01:55:59.3Z,2,REGULAR,substitution,in,[],1630200,,,1610612748,48,54,2022-02-27T01:56:05Z,2560000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
258,PT04M56.00S,2022-02-27T01:55:59.3Z,2,REGULAR,substitution,in,[],1629719,,,1610612748,48,54,2022-02-27T01:56:05Z,2570000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,
259,PT04M56.00S,2022-02-27T01:55:58.5Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,48,54,2022-02-27T01:56:19Z,2580000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,,,,,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
260,PT04M53.00S,2022-02-27T01:56:01.5Z,2,REGULAR,rebound,defensive,[],1629719,,,1610612759,48,54,2022-02-27T01:56:19Z,2590000,,,0,,D. Cacok REBOUND (Off:0 Def:3),[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,259.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
261,PT04M34.00S,2022-02-27T01:56:36.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,84.31340341655716,36.27450980392157,1610612759,48,54,2022-02-27T01:56:50Z,2600000,-69.0,95.0,1,right,MISS K. Bates-Diop 11' turnaround fadeaway Shot,[1628966],1610612759.0,SAS,turnaround fadeaway,,,,,,11.72,Missed,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
262,PT04M31.00S,2022-02-27T01:56:39.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,48,54,2022-02-27T01:56:50Z,2610000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,261.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
263,PT04M29.00S,2022-02-27T01:56:44.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628966,,,1610612748,48,54,2022-02-27T01:56:56Z,2620000,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1628966, 1628389]",1610612759.0,SAS,shooting,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,1626301.0,,1.0,0.0,Adebayo,1628389.0,,,,,
265,PT04M29.00S,2022-02-27T01:57:20.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628389,,,1610612748,48,54,2022-02-27T01:57:20Z,2640000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
266,PT04M29.00S,2022-02-27T01:57:20.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,48,54,2022-02-27T01:57:20Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,,
267,PT04M29.00S,2022-02-27T01:57:32.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,48,54,2022-02-27T01:57:32Z,2660000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M29.00S,2022-02-27T01:59:50.8Z,2,REGULAR,substitution,out,[],1628966,,,1610612748,48,54,2022-02-27T02:00:12Z,2670000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
269,PT04M29.00S,2022-02-27T01:59:50.8Z,2,REGULAR,substitution,in,[],1630170,,,1610612748,48,54,2022-02-27T02:00:12Z,2680000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
270,PT04M29.00S,2022-02-27T02:00:32.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628389,,,1610612748,49,54,2022-02-27T02:00:32Z,2690000,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,4.0,,,,,,,,,,,,,,,,,
271,PT04M12.00S,2022-02-27T02:00:49.6Z,2,REGULAR,2pt,Jump Shot,[],1630170,78.40013140604468,44.11764705882353,1610612759,49,56,2022-02-27T02:01:09Z,2700000,-29.0,151.0,1,right,D. Vassell 15' fadeaway Jump Shot (13 PTS) (D. Cacok 2 AST),"[1630170, 1629719]",1610612759.0,SAS,fadeaway,,,,,,15.33,Made,Vassell,D. Vassell,,13.0,D. Cacok,1629719.0,2.0,,,,,,,,,,,,,,
273,PT03M55.00S,2022-02-27T02:01:08.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,8.09789750328515,46.32352941176471,1610612748,51,56,2022-02-27T02:01:28Z,2720000,18.0,24.0,1,left,B. Adebayo driving Layup (6 PTS),[1628389],1610612748.0,MIA,driving,,,,,,2.99,Made,Adebayo,B. Adebayo,,6.0,,,,,,,,,,,,,,,,,
274,PT03M55.00S,2022-02-27T02:01:11.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629719,,,1610612748,51,56,2022-02-27T02:01:20Z,2730000,,,0,,D. Cacok shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1629719, 1628389]",1610612759.0,SAS,shooting,,,,,,,,Cacok,D. Cacok,,,,,,,,,2003.0,,1.0,0.0,Adebayo,1628389.0,,,,,
276,PT03M55.00S,2022-02-27T02:01:48.6Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,52,56,2022-02-27T02:01:48Z,2750000,,,0,,B. Adebayo Free Throw 1 of 1 (7 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,7.0,,,,,,,,,,,,,,,,,
277,PT03M34.00S,2022-02-27T02:02:09.7Z,2,REGULAR,3pt,Jump Shot,[],1630200,68.67608409986859,33.088235294117645,1610612759,52,56,2022-02-27T02:02:23Z,2760000,-85.0,242.0,1,right,MISS T. Jones 25' pullup 3PT,[1630200],1610612759.0,SAS,pullup,,,,,,25.63,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
278,PT03M31.00S,2022-02-27T02:02:12.7Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,52,56,2022-02-27T02:02:23Z,2770000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,277.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
279,PT03M09.00S,2022-02-27T02:02:38.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,52,56,2022-02-27T02:02:47Z,2780000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,,
280,PT02M55.00S,2022-02-27T02:03:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,92.06636005256242,51.470588235294116,1610612759,52,58,2022-02-27T02:03:15Z,2790000,7.0,22.0,1,right,T. Jones driving Layup (8 PTS),[1630200],1610612759.0,SAS,driving,,,,,,2.33,Made,Jones,T. Jones,,8.0,,,,,,,,,,,,,,,,,
281,PT02M47.00S,2022-02-27T02:03:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,8.886333771353483,50.73529411764706,1610612748,54,58,2022-02-27T02:03:25Z,2800000,-4.0,31.0,1,left,B. Adebayo Layup (9 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,,,,,,,3.12,Made,Adebayo,B. Adebayo,,9.0,J. Butler,202710.0,2.0,,,,,,,,,,,,,,
283,PT02M47.00S,2022-02-27T02:03:16.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629022,,,1610612748,54,58,2022-02-27T02:03:25Z,2820000,,,0,,L. Walker IV shooting personal FOUL (2 PF) (Adebayo 1 FT),"[1629022, 1628389]",1610612759.0,SAS,shooting,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,1198.0,,2.0,0.0,Adebayo,1628389.0,,,,,
285,PT02M47.00S,2022-02-27T02:03:25.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,54,58,2022-02-27T02:04:13Z,2840000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
286,PT02M47.00S,2022-02-27T02:03:25.9Z,2,REGULAR,substitution,in,[],200768,,,1610612748,54,58,2022-02-27T02:04:13Z,2850000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,
287,PT02M47.00S,2022-02-27T02:03:45.4Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,55,58,2022-02-27T02:03:45Z,2860000,,,0,,B. Adebayo Free Throw 1 of 1 (10 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,10.0,,,,,,,,,,,,,,,,,
288,PT02M36.00S,2022-02-27T02:03:59.6Z,2,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,55,58,2022-02-27T02:04:13Z,2870000,,,0,,D. Vassell step out-of-bounds TURNOVER (3 TO),[1630170],1610612759.0,SAS,step,,,,,,,,Vassell,D. Vassell,,,,,,,,,,3.0,,,,,,,,,
289,PT02M31.00S,2022-02-27T02:04:12.3Z,2,REGULAR,turnover,traveling,[],1628389,,,1610612748,55,58,2022-02-27T02:04:32Z,2880000,,,0,,B. Adebayo traveling TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,1626301.0,2.0,,,,,,,,,
290,PT02M18.00S,2022-02-27T02:04:28.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,78.84362680683311,58.111213235294116,1610612759,55,58,2022-02-27T02:04:47Z,2890000,41.0,146.0,1,right,MISS D. Vassell 15' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,,,,15.19,Missed,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
291,PT02M15.00S,2022-02-27T02:04:31.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,55,58,2022-02-27T02:04:47Z,2900000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,290.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
292,PT02M01.00S,2022-02-27T02:04:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.307490144546649,57.06571691176471,1610612748,57,58,2022-02-27T02:05:34Z,2910000,-35.0,7.0,1,left,T. Herro driving Layup (12 PTS) (K. Lowry 4 AST),"[1629639, 200768]",1610612748.0,MIA,driving,,,,,,3.59,Made,Herro,T. Herro,,12.0,K. Lowry,200768.0,4.0,,,,,,,,,,,,,,
294,PT01M51.00S,2022-02-27T02:04:58.8Z,2,REGULAR,foul,offensive,['inpenalty'],1630200,,,1610612759,57,58,2022-02-27T02:05:13Z,2930000,,,0,,T. Jones offensive FOUL (3 PF),"[1630200, 200768]",1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,1626301.0,,3.0,0.0,Lowry,200768.0,,,,,
296,PT01M51.00S,2022-02-27T02:04:58.8Z,2,REGULAR,turnover,offensive foul,[],1630200,,,1610612759,57,58,2022-02-27T02:04:58Z,2950000,,,0,,T. Jones offensive foul TURNOVER (1 TO),[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,1626301.0,1.0,,,,,,,,,
297,PT01M51.00S,2022-02-27T02:05:08.1Z,2,REGULAR,substitution,out,[],1629719,,,1610612748,57,58,2022-02-27T02:05:12Z,2960000,,,0,,SUB out: D. Cacok,[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,
298,PT01M51.00S,2022-02-27T02:05:08.1Z,2,REGULAR,substitution,in,[],1628380,,,1610612748,57,58,2022-02-27T02:05:12Z,2970000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,
300,PT01M36.00S,2022-02-27T02:05:43.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626196,,,1610612748,57,58,2022-02-27T02:06:38Z,2990000,,,0,,J. Richardson shooting personal FOUL (3 PF) (Butler 2 FT),"[1626196, 202710]",1610612759.0,SAS,shooting,,,,,,,,Richardson,J. Richardson,,,,,,,,,1626301.0,,3.0,0.0,Butler,202710.0,,,,,
302,PT01M36.00S,2022-02-27T02:06:07.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,58,58,2022-02-27T02:06:07Z,3010000,,,0,,J. Butler Free Throw 1 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,15.0,,,,,,,,,,,,,,,,,
303,PT01M36.00S,2022-02-27T02:06:09.3Z,2,REGULAR,substitution,out,[],1626196,,,1610612748,58,58,2022-02-27T02:06:11Z,3020000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
304,PT01M36.00S,2022-02-27T02:06:09.3Z,2,REGULAR,substitution,in,[],203926,,,1610612748,58,58,2022-02-27T02:06:11Z,3030000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,
305,PT01M36.00S,2022-02-27T02:06:07.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,58,58,2022-02-27T02:06:23Z,3040000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,,,,,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
306,PT01M34.00S,2022-02-27T02:06:09.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,58,58,2022-02-27T02:06:23Z,3050000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,305.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
307,PT01M12.00S,2022-02-27T02:06:44.2Z,2,REGULAR,2pt,Jump Shot,[],1630170,89.56964520367937,75.24509803921569,1610612759,58,58,2022-02-27T02:06:52Z,3060000,126.0,46.0,1,right,MISS D. Vassell 13' fadeaway Shot - blocked,"[1630170, 1628389]",1610612759.0,SAS,fadeaway,,,,,,13.42,Missed,Vassell,D. Vassell,,,,,,,,,,,,,,,,,Adebayo,1628389.0,
308,PT01M12.00S,2022-02-27T02:06:44.2Z,2,REGULAR,block,,[],1628389,,,1610612759,58,58,2022-02-27T02:06:49Z,3070000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
309,PT01M12.00S,2022-02-27T02:06:44.2Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,58,58,2022-02-27T02:06:52Z,3080000,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,307.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
310,PT01M12.00S,2022-02-27T02:06:51.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630170,97.05978975032852,75.24509803921569,1610612759,58,58,2022-02-27T02:06:59Z,3090000,126.0,-25.0,1,right,MISS D. Vassell 12' Jump Shot,[1630170],1610612759.0,SAS,,,,,,,12.86,Missed,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
311,PT01M12.00S,2022-02-27T02:06:54.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,58,58,2022-02-27T02:06:54Z,3100000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,
313,PT01M12.00S,2022-02-27T02:07:09.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612759,58,58,2022-02-27T02:08:54Z,3120000,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,,
314,PT00M59.50S,2022-02-27T02:07:11.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,19.267411300919843,6.127450980392156,1610612748,58,58,2022-02-27T02:07:19Z,3130000,219.0,129.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,,,,25.43,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
315,PT00M54.50S,2022-02-27T02:07:16.4Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,58,58,2022-02-27T02:07:19Z,3140000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,314.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
316,PT00M46.70S,2022-02-27T02:07:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,91.93495400788436,54.90196078431373,1610612759,58,58,2022-02-27T02:07:33Z,3150000,25.0,23.0,1,right,MISS Z. Collins driving Layup - blocked,"[1628380, 1628389]",1610612759.0,SAS,driving,,,,,,3.38,Missed,Collins,Z. Collins,,,,,,,,,,,,,,,,,Adebayo,1628389.0,
317,PT00M46.70S,2022-02-27T02:07:24.5Z,2,REGULAR,block,,[],1628389,,,1610612759,58,58,2022-02-27T02:07:27Z,3160000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
318,PT00M41.00S,2022-02-27T02:07:30.2Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,58,58,2022-02-27T02:07:33Z,3170000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,316.0,,,,,3.0,3.0,0.0,,,,,,,,,,,
319,PT00M38.60S,2022-02-27T02:07:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,8.754927726675426,47.549019607843135,1610612748,60,58,2022-02-27T02:07:43Z,3180000,12.0,30.0,1,left,J. Butler Layup (17 PTS),[202710],1610612748.0,MIA,,,,,,,3.22,Made,Butler,J. Butler,,17.0,,,,,,,,,,,,,,,,,
320,PT00M38.60S,2022-02-27T02:07:41.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628380,,,1610612748,60,58,2022-02-27T02:07:48Z,3190000,,,0,,Z. Collins shooting personal FOUL (1 PF) (Butler 1 FT),"[1628380, 202710]",1610612759.0,SAS,shooting,,,,,,,,Collins,Z. Collins,,,,,,,,,1198.0,,1.0,0.0,Butler,202710.0,,,,,
322,PT00M38.60S,2022-02-27T02:08:01.9Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,61,58,2022-02-27T02:08:01Z,3210000,,,0,,J. Butler Free Throw 1 of 1 (18 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,18.0,,,,,,,,,,,,,,,,,
323,PT00M30.10S,2022-02-27T02:08:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,89.50804862023654,38.721660539215684,1610612759,61,58,2022-02-27T02:08:43Z,3220000,-56.0,46.0,1,right,MISS T. Jones 7' driving bank Shot,[1630200],1610612759.0,SAS,driving bank,,,,,,7.28,Missed,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
324,PT00M26.80S,2022-02-27T02:08:16.7Z,2,REGULAR,rebound,offensive,[],1628380,,,1610612759,61,58,2022-02-27T02:08:43Z,3230000,,,0,,Z. Collins REBOUND (Off:3 Def:3),[1628380],1610612759.0,SAS,,,,,,,,,Collins,Z. Collins,323.0,,,,,6.0,3.0,3.0,,,,,,,,,,,
325,PT00M26.80S,2022-02-27T02:08:19.4Z,2,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,61,58,2022-02-27T02:08:37Z,3240000,,,0,,Z. Collins lost ball out-of-bounds TURNOVER (5 TO),[1628380],1610612759.0,SAS,lost ball,,,,,,,,Collins,Z. Collins,,,,,,,,,,5.0,,,,,,,,,
326,PT00M26.80S,2022-02-27T02:08:25.4Z,2,REGULAR,substitution,out,[],1630200,,,1610612748,61,58,2022-02-27T02:08:30Z,3250000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
327,PT00M26.80S,2022-02-27T02:08:25.4Z,2,REGULAR,substitution,in,[],1628966,,,1610612748,61,58,2022-02-27T02:08:30Z,3260000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
328,PT00M04.10S,2022-02-27T02:09:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,7.966491458607096,57.107843137254896,1610612748,61,58,2022-02-27T02:09:09Z,3270000,-36.0,22.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,,,,4.2,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
329,PT00M01.70S,2022-02-27T02:09:05.5Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,61,58,2022-02-27T02:09:09Z,3280000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:7),[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,328.0,,,,,7.0,7.0,0.0,,,,,,,,,,,
330,PT00M00.30S,2022-02-27T02:09:08.4Z,2,REGULAR,2pt,Jump Shot,[],1630170,81.42247043363994,10.53921568627451,1610612759,61,58,2022-02-27T02:09:55Z,3290000,-197.0,122.0,1,right,MISS D. Vassell 23' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,,,,23.2,Missed,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
331,PT00M00.10S,2022-02-27T02:09:08.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,61,58,2022-02-27T02:09:22Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT00M00.00S,2022-02-27T02:09:28.1Z,2,REGULAR,period,end,[],0,,,1610612759,61,58,2022-02-27T02:09:28Z,3310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-27T02:24:23.5Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612759,61,58,2022-02-27T02:24:51Z,3320000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-02-27T02:24:23.5Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,61,58,2022-02-27T02:24:51Z,3330000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-02-27T02:24:23.5Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612759,61,58,2022-02-27T02:24:51Z,3340000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-02-27T02:24:23.5Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,61,58,2022-02-27T02:24:51Z,3350000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-02-27T02:24:50.4Z,3,REGULAR,period,start,[],0,,,1610612748,61,58,2022-02-27T02:24:51Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M42.00S,2022-02-27T02:25:08.0Z,3,REGULAR,2pt,Jump Shot,[],202710,89.96386333771353,73.2843137254902,1610612748,63,58,2022-02-27T02:25:16Z,3370000,116.0,42.0,1,right,J. Butler 12' pullup bank Jump Shot (20 PTS),[202710],1610612748.0,MIA,pullup bank,,,,,,12.37,Made,Butler,J. Butler,,20.0,,,,,,,,,,,,,,,,,
339,PT11M27.00S,2022-02-27T02:25:22.2Z,3,REGULAR,turnover,bad pass,[],1630200,,,1610612759,63,58,2022-02-27T02:25:27Z,3380000,,,0,,T. Jones bad pass TURNOVER (2 TO),"[1630200, 202710]",1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,2.0,,,,,Butler,202710.0,,,
340,PT11M27.00S,2022-02-27T02:25:22.2Z,3,REGULAR,steal,,[],202710,,,1610612748,63,58,2022-02-27T02:25:25Z,3390000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
