actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
341,PT11M21.00S,2022-02-27T02:25:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,92.06636005256242,52.69607843137255,1610612748,65,58,2022-02-27T02:25:36Z,3400000,13.0,22.0,1,right,B. Adebayo running Layup (12 PTS),[1628389],1610612748.0,MIA,running,,,,,,2.59,Made,Adebayo,B. Adebayo,,12.0,,,,,,,,,,,,,,,,,
342,PT11M11.00S,2022-02-27T02:25:42.0Z,3,REGULAR,foul,personal,[],200782,,,1610612759,65,58,2022-02-27T02:25:52Z,3410000,,,0,,P. Tucker personal FOUL (2 PF),"[200782, 1628380]",1610612748.0,MIA,,,,,,,,,Tucker,P. Tucker,,,,,,,,,1626301.0,,2.0,0.0,Collins,1628380.0,,,,,
344,PT11M11.00S,2022-02-27T02:26:08.3Z,3,REGULAR,turnover,5-second-violation,['team'],0,,,1610612759,65,58,2022-02-27T02:26:17Z,3430000,,,0,,SAS 5-second-violation Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,,
345,PT10M58.00S,2022-02-27T02:26:28.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,74.85216819973719,12.5,1610612748,68,58,2022-02-27T02:26:33Z,3440000,-188.0,184.0,1,right,D. Robinson 26' 3PT  (6 PTS) (J. Butler 3 AST),"[1629130, 202710]",1610612748.0,MIA,,,,,,,26.26,Made,Robinson,D. Robinson,,6.0,J. Butler,202710.0,3.0,,,,,,,,,,,,,,
347,PT10M57.00S,2022-02-27T02:26:34.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,68,58,2022-02-27T02:26:34Z,3460000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT10M41.00S,2022-02-27T02:29:36.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628380,8.09789750328515,54.41176470588235,1610612759,68,60,2022-02-27T02:29:51Z,3470000,-22.0,24.0,1,left,Z. Collins driving DUNK (5 PTS) (T. Jones 7 AST),"[1628380, 1630200]",1610612759.0,SAS,driving,,,,,,3.23,Made,Collins,Z. Collins,,5.0,T. Jones,1630200.0,7.0,,,,,,,,,,,,,,
350,PT10M22.00S,2022-02-27T02:29:56.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.59198423127464,53.18627450980392,1610612748,70,60,2022-02-27T02:30:02Z,3490000,16.0,17.0,1,right,B. Adebayo alley-oop DUNK (14 PTS) (K. Lowry 5 AST),"[1628389, 200768]",1610612748.0,MIA,alley-oop,,,,,,2.33,Made,Adebayo,B. Adebayo,,14.0,K. Lowry,200768.0,5.0,,,,,,,,,,,,,,
352,PT10M09.00S,2022-02-27T02:30:08.7Z,3,REGULAR,2pt,Jump Shot,[],203926,4.28712220762155,28.431372549019606,1610612759,70,62,2022-02-27T02:30:18Z,3510000,108.0,-12.0,1,left,D. McDermott 10' floating Jump Shot (4 PTS) (D. Vassell 2 AST),"[203926, 1630170]",1610612759.0,SAS,floating,,,,,,10.85,Made,McDermott,D. McDermott,,4.0,D. Vassell,1630170.0,2.0,,,,,,,,,,,,,,
354,PT10M01.00S,2022-02-27T02:30:18.7Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612748,70,62,2022-02-27T02:31:21Z,3530000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628380, 1628389]",1610612759.0,SAS,shooting,,,,,,,,Collins,Z. Collins,,,,,,,,,1626301.0,,2.0,0.0,Adebayo,1628389.0,,,,,
356,PT10M01.00S,2022-02-27T02:30:55.3Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,71,62,2022-02-27T02:30:55Z,3550000,,,0,,B. Adebayo Free Throw 1 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,15.0,,,,,,,,,,,,,,,,,
357,PT10M01.00S,2022-02-27T02:31:14.8Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,72,62,2022-02-27T02:31:14Z,3560000,,,0,,B. Adebayo Free Throw 2 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,,,,,Made,Adebayo,B. Adebayo,,16.0,,,,,,,,,,,,,,,,,
358,PT09M52.00S,2022-02-27T02:31:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628966,29.38567674113009,21.813725490196077,1610612759,72,65,2022-02-27T02:31:41Z,3570000,141.0,224.0,1,left,K. Bates-Diop 26' 3PT  (11 PTS) (T. Jones 8 AST),"[1628966, 1630200]",1610612759.0,SAS,,,,,,,26.44,Made,Bates-Diop,K. Bates-Diop,,11.0,T. Jones,1630200.0,8.0,,,,,,,,,,,,,,
360,PT09M40.00S,2022-02-27T02:31:48.4Z,3,REGULAR,foul,personal,[],1628380,,,1610612748,72,65,2022-02-27T02:32:07Z,3590000,,,0,,Z. Collins personal FOUL (3 PF),"[1628380, 202710]",1610612759.0,SAS,,,,,,,,,Collins,Z. Collins,,,,,,,,,1198.0,,3.0,0.0,Butler,202710.0,,,,,
362,PT09M35.00S,2022-02-27T02:32:10.4Z,3,REGULAR,2pt,Jump Shot,[],1628389,78.0059132720105,52.450980392156865,1610612748,72,65,2022-02-27T02:32:27Z,3610000,12.0,154.0,1,right,MISS B. Adebayo 15' Jump Shot,[1628389],1610612748.0,MIA,,,,,,,15.47,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
363,PT09M35.00S,2022-02-27T02:32:10.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,72,65,2022-02-27T02:32:27Z,3620000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,362.0,,,,,,,,,,,,,,,,,,
364,PT09M35.00S,2022-02-27T02:32:18.7Z,3,REGULAR,foul,personal,[],203926,,,1610612748,72,65,2022-02-27T02:32:46Z,3630000,,,0,,D. McDermott loose ball personal FOUL (1 PF),"[203926, 200782]",1610612759.0,SAS,loose ball,,,,,,,,McDermott,D. McDermott,,,,,,,,,1626301.0,,1.0,0.0,Tucker,200782.0,,,,,
366,PT09M26.00S,2022-02-27T02:32:42.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,68.15045992115637,67.8921568627451,1610612748,72,65,2022-02-27T02:32:49Z,3650000,89.0,247.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,,,,26.26,Missed,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,
367,PT09M23.00S,2022-02-27T02:32:45.9Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,72,65,2022-02-27T02:32:45Z,3660000,,,0,,Z. Collins REBOUND (Off:3 Def:4),[1628380],1610612759.0,SAS,,,,,,,,,Collins,Z. Collins,366.0,,,,,7.0,4.0,3.0,,,,,,,,,,,
368,PT09M17.00S,2022-02-27T02:32:53.4Z,3,REGULAR,foul,personal,[],1629130,,,1610612759,72,65,2022-02-27T02:33:07Z,3670000,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 1628380]",1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,1198.0,,2.0,0.0,Collins,1628380.0,,,,,
370,PT09M09.00S,2022-02-27T02:33:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,14.011169513797633,55.88235294117647,1610612759,72,65,2022-02-27T02:33:30Z,3690000,-29.0,79.0,1,left,MISS D. Vassell 8' driving Layup,[1630170],1610612759.0,SAS,driving,,,,,,8.45,Missed,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
372,PT09M09.00S,2022-02-27T02:33:19.2Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,72,65,2022-02-27T02:33:39Z,3710000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,,,,,,Tucker,P. Tucker,370.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
373,PT08M53.00S,2022-02-27T02:33:35.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,91.14651773981603,53.431372549019606,1610612748,74,65,2022-02-27T02:33:48Z,3720000,17.0,31.0,1,right,P. Tucker Layup (2 PTS) (K. Lowry 6 AST),"[200782, 200768]",1610612748.0,MIA,,,,,,,3.52,Made,Tucker,P. Tucker,,2.0,K. Lowry,200768.0,6.0,,,,,,,,,,,,,,
375,PT08M43.00S,2022-02-27T02:33:48.0Z,3,REGULAR,3pt,Jump Shot,[],1630170,9.806176084099869,4.166666666666666,1610612759,74,68,2022-02-27T02:34:04Z,3740000,229.0,40.0,1,left,D. Vassell 3PT  (16 PTS) (K. Bates-Diop 2 AST),"[1630170, 1628966]",1610612759.0,SAS,,,,,,,23.26,Made,Vassell,D. Vassell,,16.0,K. Bates-Diop,1628966.0,2.0,,,,,,,,,,,,,,
377,PT08M43.00S,2022-02-27T02:33:52.8Z,3,REGULAR,foul,personal,['1freethrow'],200782,,,1610612759,74,68,2022-02-27T02:34:04Z,3760000,,,0,,P. Tucker shooting personal FOUL (3 PF) (Vassell 1 FT),"[200782, 1630170]",1610612748.0,MIA,shooting,,,,,,,,Tucker,P. Tucker,,,,,,,,,1626301.0,,3.0,0.0,Vassell,1630170.0,,,,,
379,PT08M43.00S,2022-02-27T02:34:22.1Z,3,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,74,69,2022-02-27T02:34:22Z,3780000,,,0,,D. Vassell Free Throw 1 of 1 (17 PTS),[1630170],1610612759.0,SAS,,,,,,,,Made,Vassell,D. Vassell,,17.0,,,,,,,,,,,,,,,,,
380,PT08M26.00S,2022-02-27T02:34:39.8Z,3,REGULAR,3pt,Jump Shot,[],202710,88.04204993429697,97.32689950980392,1610612748,74,69,2022-02-27T02:34:55Z,3790000,237.0,60.0,1,right,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,,,,24.41,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
381,PT08M24.00S,2022-02-27T02:34:41.8Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,74,69,2022-02-27T02:34:55Z,3800000,,,0,,T. Jones REBOUND (Off:0 Def:4),[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,380.0,,,,,4.0,4.0,0.0,,,,,,,,,,,
382,PT08M17.00S,2022-02-27T02:34:48.7Z,3,REGULAR,3pt,Jump Shot,[],1630170,14.848883048620237,4.189644607843137,1610612759,74,72,2022-02-27T02:35:03Z,3810000,229.0,87.0,1,left,D. Vassell 24' 3PT  (20 PTS) (K. Bates-Diop 3 AST),"[1630170, 1628966]",1610612759.0,SAS,,,,,,,24.51,Made,Vassell,D. Vassell,,20.0,K. Bates-Diop,1628966.0,3.0,,,,,,,,,,,,,,
384,PT07M55.00S,2022-02-27T02:35:11.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,88.96189224704337,39.67141544117647,1610612748,74,72,2022-02-27T02:35:26Z,3830000,-52.0,51.0,1,right,MISS B. Adebayo 7' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,,,,7.28,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
385,PT07M52.00S,2022-02-27T02:35:14.0Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,74,72,2022-02-27T02:35:26Z,3840000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:8),[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,384.0,,,,,8.0,8.0,0.0,,,,,,,,,,,
386,PT07M46.00S,2022-02-27T02:35:27.5Z,3,REGULAR,foul,personal,[],1628389,,,1610612759,74,72,2022-02-27T02:35:45Z,3850000,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1628380]",1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,1198.0,,2.0,0.0,Collins,1628380.0,,,,,
388,PT07M34.00S,2022-02-27T02:35:59.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612759,74,72,2022-02-27T02:37:03Z,3870000,,,0,,K. Lowry shooting personal FOUL (1 PF) (Vassell 2 FT),"[200768, 1630170]",1610612748.0,MIA,shooting,,,,,,,,Lowry,K. Lowry,,,,,,,,,1626301.0,,1.0,0.0,Vassell,1630170.0,,,,,
390,PT07M34.00S,2022-02-27T02:36:30.6Z,3,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,74,73,2022-02-27T02:36:30Z,3890000,,,0,,D. Vassell Free Throw 1 of 2 (21 PTS),[1630170],1610612759.0,SAS,,,,,,,,Made,Vassell,D. Vassell,,21.0,,,,,,,,,,,,,,,,,
391,PT07M34.00S,2022-02-27T02:36:31.5Z,3,REGULAR,substitution,out,[],1628389,,,1610612759,74,73,2022-02-27T02:36:39Z,3900000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,,,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
392,PT07M34.00S,2022-02-27T02:36:31.5Z,3,REGULAR,substitution,out,[],1628380,,,1610612759,74,73,2022-02-27T02:36:39Z,3910000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,
393,PT07M34.00S,2022-02-27T02:36:31.5Z,3,REGULAR,substitution,in,[],203473,,,1610612759,74,73,2022-02-27T02:36:39Z,3920000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,
394,PT07M34.00S,2022-02-27T02:36:31.5Z,3,REGULAR,substitution,in,[],1629111,,,1610612759,74,73,2022-02-27T02:36:39Z,3930000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,
395,PT07M34.00S,2022-02-27T02:36:57.4Z,3,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,74,74,2022-02-27T02:36:57Z,3940000,,,0,,D. Vassell Free Throw 2 of 2 (22 PTS),[1630170],1610612759.0,SAS,,,,,,,,Made,Vassell,D. Vassell,,22.0,,,,,,,,,,,,,,,,,
396,PT07M17.00S,2022-02-27T02:37:19.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,74,74,2022-02-27T02:37:19Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M13.00S,2022-02-27T02:37:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,87.59855453350855,50.49019607843137,1610612748,76,74,2022-02-27T02:37:54Z,3960000,2.0,64.0,1,right,J. Butler 6' turnaround fadeaway Jump Shot (22 PTS) (K. Lowry 7 AST),"[202710, 200768]",1610612748.0,MIA,turnaround fadeaway,,,,,,6.41,Made,Butler,J. Butler,,22.0,K. Lowry,200768.0,7.0,,,,,,,,,,,,,,
399,PT06M54.00S,2022-02-27T02:37:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,9.674770039421814,56.86274509803921,1610612759,76,76,2022-02-27T02:38:08Z,3980000,-34.0,38.0,1,left,T. Jones cutting Layup (10 PTS) (J. Landale 2 AST),"[1630200, 1629111]",1610612759.0,SAS,cutting,,,,,,5.15,Made,Jones,T. Jones,,10.0,J. Landale,1629111.0,2.0,,,,,,,,,,,,,,
401,PT06M44.00S,2022-02-27T02:38:06.3Z,3,REGULAR,2pt,Jump Shot,[],202710,88.25558475689881,70.09803921568627,1610612748,76,76,2022-02-27T02:38:14Z,4000000,100.0,58.0,1,right,MISS J. Butler 11' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,,,,11.6,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
402,PT06M44.00S,2022-02-27T02:38:06.3Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,76,76,2022-02-27T02:38:14Z,4010000,,,0,,T. Jones REBOUND (Off:0 Def:5),[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,401.0,,,,,5.0,5.0,0.0,,,,,,,,,,,
403,PT06M40.00S,2022-02-27T02:38:12.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612759,76,76,2022-02-27T02:38:24Z,4020000,,,0,,D. Robinson shooting personal FOUL (3 PF) (Bates-Diop 2 FT),"[1629130, 1628966]",1610612748.0,MIA,shooting,,,,,,,,Robinson,D. Robinson,,,,,,,,,2003.0,,3.0,0.0,Bates-Diop,1628966.0,,,,,
405,PT06M40.00S,2022-02-27T02:38:36.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628966,,,1610612759,76,77,2022-02-27T02:39:00Z,4040000,,,0,,K. Bates-Diop Free Throw 1 of 2 (12 PTS),[1628966],1610612759.0,SAS,,,,,,,,Made,Bates-Diop,K. Bates-Diop,,12.0,,,,,,,,,,,,,,,,,
406,PT06M40.00S,2022-02-27T02:38:37.6Z,3,REGULAR,substitution,out,[],203926,,,1610612759,76,77,2022-02-27T02:38:43Z,4050000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,
407,PT06M40.00S,2022-02-27T02:38:37.6Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,76,77,2022-02-27T02:38:43Z,4060000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,
408,PT06M40.00S,2022-02-27T02:38:37.6Z,3,REGULAR,substitution,in,[],1629022,,,1610612759,76,77,2022-02-27T02:38:43Z,4070000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,,,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,
409,PT06M40.00S,2022-02-27T02:38:37.6Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,76,77,2022-02-27T02:38:43Z,4080000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
410,PT06M40.00S,2022-02-27T02:38:36.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628966,,,1610612759,76,77,2022-02-27T02:39:00Z,4090000,,,0,,MISS K. Bates-Diop Free Throw 2 of 2,[1628966],1610612759.0,SAS,,,,,,,,Missed,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
411,PT06M37.00S,2022-02-27T02:38:39.8Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,76,77,2022-02-27T02:39:00Z,4100000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,410.0,,,,,4.0,3.0,1.0,,,,,,,,,,,
412,PT06M23.00S,2022-02-27T02:39:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,92.90407358738501,45.0405943627451,1610612748,76,77,2022-02-27T02:40:21Z,4110000,-25.0,14.0,1,right,MISS P. Tucker reverse Layup,[200782],1610612748.0,MIA,reverse,,,,,,2.86,Missed,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,
413,PT06M19.00S,2022-02-27T02:39:13.5Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,76,77,2022-02-27T02:39:16Z,4120000,,,0,,D. Dedmon REBOUND (Off:2 Def:3),[203473],1610612748.0,MIA,,,,,,,,,Dedmon,D. Dedmon,412.0,,,,,5.0,3.0,2.0,,,,,,,,,,,
414,PT06M19.00S,2022-02-27T02:39:13.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,94.40999984741211,50.0,1610612748,78,77,2022-02-27T02:39:13Z,4130000,0.0,0.0,1,right,D. Dedmon tip Layup (10 PTS),[203473],1610612748.0,MIA,tip,,,,,,0.0,Made,Dedmon,D. Dedmon,,10.0,,,,,,,,,,,,,,,,,
415,PT06M14.00S,2022-02-27T02:39:19.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,19.004599211563733,52.20588235294118,1610612759,78,79,2022-02-27T02:39:29Z,4140000,-11.0,126.0,1,left,T. Jones 12' driving floating Jump Shot (12 PTS),[1630200],1610612759.0,SAS,driving floating,,,,,,12.66,Made,Jones,T. Jones,,12.0,,,,,,,,,,,,,,,,,
416,PT06M14.00S,2022-02-27T02:39:25.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200782,,,1610612759,78,79,2022-02-27T02:39:31Z,4150000,,,0,,P. Tucker shooting personal FOUL (4 PF) (Jones 1 FT),"[200782, 1630200]",1610612748.0,MIA,shooting,,,,,,,,Tucker,P. Tucker,,,,,,,,,1626301.0,,4.0,0.0,Jones,1630200.0,,,,,
418,PT06M14.00S,2022-02-27T02:39:38.1Z,3,REGULAR,substitution,out,[],200782,,,1610612759,78,79,2022-02-27T02:40:21Z,4170000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,,,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,
419,PT06M14.00S,2022-02-27T02:39:38.1Z,3,REGULAR,substitution,in,[],1628997,,,1610612759,78,79,2022-02-27T02:40:21Z,4180000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,
420,PT06M14.00S,2022-02-27T02:40:07.8Z,3,REGULAR,freethrow,1 of 1,[],1630200,,,1610612759,78,80,2022-02-27T02:40:07Z,4190000,,,0,,T. Jones Free Throw 1 of 1 (13 PTS),[1630200],1610612759.0,SAS,,,,,,,,Made,Jones,T. Jones,,13.0,,,,,,,,,,,,,,,,,
421,PT05M54.00S,2022-02-27T02:40:30.3Z,3,REGULAR,foul,offensive,['inpenalty'],202710,,,1610612748,78,80,2022-02-27T02:44:06Z,4200000,,,0,,J. Butler offensive FOUL (2 PF),"[202710, 1630200]",1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,2003.0,,2.0,0.0,Jones,1630200.0,,,,,
423,PT05M54.00S,2022-02-27T02:40:30.3Z,3,REGULAR,turnover,offensive foul,[],202710,,,1610612748,78,80,2022-02-27T02:40:52Z,4220000,,,0,,J. Butler offensive foul TURNOVER (2 TO),[202710],1610612748.0,MIA,,,,,,,,,Butler,J. Butler,,,,,,,,,1626301.0,2.0,,,,,,,,,
424,PT05M54.00S,2022-02-27T02:40:40.3Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,78,80,2022-02-27T02:40:47Z,4230000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,
425,PT05M54.00S,2022-02-27T02:40:40.3Z,3,REGULAR,substitution,in,[],1630563,,,1610612759,78,80,2022-02-27T02:40:47Z,4240000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,,,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,
426,PT05M45.00S,2022-02-27T02:40:57.1Z,3,REGULAR,foul,offensive,[],1629111,,,1610612759,78,80,2022-02-27T02:41:11Z,4250000,,,0,,J. Landale off-the-ball offensive FOUL (4 PF),"[1629111, 203473]",1610612759.0,SAS,off-the-ball,,,,,,,,Landale,J. Landale,,,,,,,,,1626301.0,,4.0,0.0,Dedmon,203473.0,,,,,
428,PT05M45.00S,2022-02-27T02:40:57.1Z,3,REGULAR,turnover,offensive foul,[],1629111,,,1610612759,78,80,2022-02-27T02:40:57Z,4270000,,,0,,J. Landale offensive foul TURNOVER (2 TO),[1629111],1610612759.0,SAS,,,,,,,,,Landale,J. Landale,,,,,,,,,1626301.0,2.0,,,,,,,,,
429,PT05M24.00S,2022-02-27T02:41:37.7Z,3,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612748,78,80,2022-02-27T02:41:47Z,4280000,,,0,,J. Richardson shooting personal FOUL (4 PF) (Butler 2 FT),"[1626196, 202710]",1610612759.0,SAS,shooting,,,,,,,,Richardson,J. Richardson,,,,,,,,,1198.0,,4.0,0.0,Butler,202710.0,,,,,
431,PT05M24.00S,2022-02-27T02:42:06.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,79,80,2022-02-27T02:42:06Z,4300000,,,0,,J. Butler Free Throw 1 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,23.0,,,,,,,,,,,,,,,,,
432,PT05M24.00S,2022-02-27T02:42:07.8Z,3,REGULAR,substitution,out,[],200768,,,1610612748,79,80,2022-02-27T02:42:14Z,4310000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,
433,PT05M24.00S,2022-02-27T02:42:07.8Z,3,REGULAR,substitution,out,[],1628966,,,1610612748,79,80,2022-02-27T02:42:14Z,4320000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,,,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,
434,PT05M24.00S,2022-02-27T02:42:07.8Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,79,80,2022-02-27T02:42:14Z,4330000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,,,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
435,PT05M24.00S,2022-02-27T02:42:07.8Z,3,REGULAR,substitution,in,[],1629719,,,1610612748,79,80,2022-02-27T02:42:14Z,4340000,,,0,,SUB in: D. Cacok,[1629719],1610612759.0,SAS,,,,,,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,
436,PT05M24.00S,2022-02-27T02:42:26.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,80,80,2022-02-27T02:42:26Z,4350000,,,0,,J. Butler Free Throw 2 of 2 (24 PTS),[202710],1610612748.0,MIA,,,,,,,,Made,Butler,J. Butler,,24.0,,,,,,,,,,,,,,,,,
437,PT05M17.00S,2022-02-27T02:42:38.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612759,80,80,2022-02-27T02:42:58Z,4360000,,,0,,D. Robinson personal FOUL (4 PF) (Primo 2 FT),"[1629130, 1630563]",1610612748.0,MIA,,,,,,,,,Robinson,D. Robinson,,,,,,,,,1626301.0,,4.0,0.0,Primo,1630563.0,,,,,
439,PT05M17.00S,2022-02-27T02:43:06.0Z,3,REGULAR,freethrow,1 of 2,[],1630563,,,1610612759,80,81,2022-02-27T02:44:06Z,4380000,,,0,,J. Primo Free Throw 1 of 2 (4 PTS),[1630563],1610612759.0,SAS,,,,,,,,Made,Primo,J. Primo,,4.0,,,,,,,,,,,,,,,,,
