actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT03M29.00S,2022-01-27T01:01:30.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,20,11,2022-01-27T01:01:50Z,920000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
93,PT03M14.00S,2022-01-27T01:02:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,13.61695137976347,35.294117647058826,1610612748,22,11,2022-01-27T01:02:10Z,930000,74.0,75.0,1,left,P. Tucker 10' floating Jump Shot (10 PTS) (T. Herro 1 AST),"[200782, 1629639]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,10.54,Made,,,,,,,,,10.0,T. Herro,1629639.0,1.0,,,,,,,
95,PT02M55.00S,2022-01-27T01:02:24.0Z,1,REGULAR,turnover,bad pass,[],202692,,,1610612752,22,11,2022-01-27T01:02:29Z,950000,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1629622]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,1.0,Strus,1629622.0,,,,,,,,,,,
96,PT02M55.00S,2022-01-27T01:02:24.0Z,1,REGULAR,steal,,[],1629622,,,1610612748,22,11,2022-01-27T01:02:27Z,960000,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M55.00S,2022-01-27T01:02:32.7Z,1,REGULAR,foul,personal,[],202692,,,1610612748,22,11,2022-01-27T01:02:49Z,970000,,,0,,A. Burks personal FOUL (1 PF),"[202692, 1629622]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,1627529.0,,,,,,,,1.0,0.0,Strus,1629622.0,,,
99,PT02M55.00S,2022-01-27T01:02:52.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,22,11,2022-01-27T01:02:52Z,990000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M55.00S,2022-01-27T01:04:08.4Z,1,REGULAR,substitution,out,[],200782,,,1610612748,22,11,2022-01-27T01:05:19Z,1000000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M55.00S,2022-01-27T01:04:08.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,22,11,2022-01-27T01:05:19Z,1010000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M38.00S,2022-01-27T01:06:10.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,27.677398160315374,80.63725490196079,1610612748,22,11,2022-01-27T01:06:18Z,1020000,-153.0,208.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
105,PT02M37.00S,2022-01-27T01:06:11.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,22,11,2022-01-27T01:06:18Z,1030000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,
106,PT02M37.00S,2022-01-27T01:06:19.4Z,1,REGULAR,foul,personal,[],201959,,,1610612748,22,11,2022-01-27T01:06:34Z,1040000,,,0,,T. Gibson loose ball personal FOUL (1 PF),"[201959, 203473]",1610612752.0,NYK,loose ball,,,Gibson,T. Gibson,,,,,,,,,,,204058.0,,,,,,,,1.0,0.0,Dedmon,203473.0,,,
108,PT02M25.00S,2022-01-27T01:06:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,6.915243101182654,43.627450980392155,1610612748,24,11,2022-01-27T01:06:46Z,1060000,32.0,13.0,1,left,J. Butler driving Layup (6 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,3.43,Made,,,,,,,,,6.0,,,,,,,,,,
135,PT02M12.00S,2022-01-27T01:07:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,86.41590013140605,40.931372549019606,1610612752,24,11,2022-01-27T01:11:18Z,1085000,-45.0,75.0,1,right,MISS R. Barrett 8' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,8.78,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M12.00S,2022-01-27T01:07:02.1Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,24,11,2022-01-27T01:11:18Z,1087500,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
111,PT02M00.00S,2022-01-27T01:07:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.959921156373195,55.88235294117647,1610612748,24,11,2022-01-27T01:11:18Z,1090000,-29.0,69.0,1,left,MISS T. Herro 7' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,7.53,Missed,,,,,,,,,,,,,,,,,,,
112,PT01M56.00S,2022-01-27T01:07:12.0Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,24,11,2022-01-27T01:07:29Z,1100000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT01M48.00S,2022-01-27T01:07:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.32917214191852,48.529411764705884,1610612752,24,13,2022-01-27T01:07:27Z,1110000,-7.0,20.0,1,right,J. Randle Layup (4 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,2.1,Made,,,,,,,,,4.0,,,,,,,,,,
114,PT01M32.00S,2022-01-27T01:07:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,10.068988173455978,58.08823529411765,1610612748,26,13,2022-01-27T01:08:46Z,1120000,-40.0,42.0,1,left,T. Herro driving finger roll Layup (2 PTS),[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,5.83,Made,,,,,,,,,2.0,,,,,,,,,,
115,PT01M32.00S,2022-01-27T01:07:51.9Z,1,REGULAR,foul,personal,['1freethrow'],201959,,,1610612748,26,13,2022-01-27T01:08:11Z,1130000,,,0,,T. Gibson shooting personal FOUL (2 PF) (Herro 1 FT),"[201959, 1629639]",1610612752.0,NYK,shooting,,,Gibson,T. Gibson,,,,,,,,,,,1627529.0,,,,,,,,2.0,0.0,Herro,1629639.0,,,
117,PT01M32.00S,2022-01-27T01:08:08.3Z,1,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,27,13,2022-01-27T01:08:08Z,1150000,,,0,,T. Herro Free Throw 1 of 1 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Made,,,,,,,,,3.0,,,,,,,,,,
118,PT01M08.00S,2022-01-27T01:08:34.1Z,1,REGULAR,3pt,Jump Shot,[],1629656,79.84559789750328,91.42156862745098,1610612752,27,13,2022-01-27T01:08:42Z,1160000,207.0,137.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M04.00S,2022-01-27T01:08:38.1Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,27,13,2022-01-27T01:08:42Z,1170000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
120,PT00M53.10S,2022-01-27T01:08:54.6Z,1,REGULAR,foul,technical,['1freethrow'],1629656,,,1610612748,27,13,2022-01-27T01:09:06Z,1180000,,,0,,Q. Grimes defensive-3-second technical FOUL (1 Tech),[1629656],1610612752.0,NYK,defensive-3-second,,,Grimes,Q. Grimes,,,,,,,,,,,204058.0,,,,,,,,0.0,1.0,,,,,
121,PT00M53.10S,2022-01-27T01:09:16.7Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,28,13,2022-01-27T01:09:16Z,1190000,,,0,,J. Butler technical Free Throw 1 of 1 (7 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,Made,,,,,,,,,7.0,,,,,,,,,,
122,PT00M53.10S,2022-01-27T01:09:17.8Z,1,REGULAR,substitution,out,[],202710,,,1610612748,28,13,2022-01-27T01:09:24Z,1200000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M53.10S,2022-01-27T01:09:17.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,28,13,2022-01-27T01:09:24Z,1210000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M53.10S,2022-01-27T01:09:34.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612748,28,13,2022-01-27T01:09:43Z,1220000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M53.10S,2022-01-27T01:09:34.6Z,1,REGULAR,substitution,in,[],1630193,,,1610612748,28,13,2022-01-27T01:09:43Z,1230000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M41.20S,2022-01-27T01:10:01.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203473,12.434296977660972,43.627450980392155,1610612748,30,13,2022-01-27T01:10:10Z,1240000,32.0,64.0,1,left,D. Dedmon 7' turnaround Hook (2 PTS) (M. Strus 1 AST),"[203473, 1629622]",1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,7.19,Made,,,,,,,,,2.0,M. Strus,1629622.0,1.0,,,,,,,
128,PT00M21.20S,2022-01-27T01:10:23.5Z,1,REGULAR,3pt,Jump Shot,[],202692,92.19776609724047,2.2058823529411766,1610612752,30,16,2022-01-27T01:10:28Z,1260000,-239.0,21.0,1,right,A. Burks 3PT  (3 PTS) (J. Randle 2 AST),"[202692, 203944]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,23.99,Made,,,,,,,,,3.0,J. Randle,203944.0,2.0,,,,,,,
132,PT00M02.50S,2022-01-27T01:10:46.6Z,1,REGULAR,3pt,Jump Shot,[],1629622,5.075558475689881,95.34313725490196,1610612748,30,16,2022-01-27T01:11:16Z,1280000,-227.0,-5.0,1,left,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M00.50S,2022-01-27T01:10:48.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,30,16,2022-01-27T01:11:16Z,1290000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,132.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
134,PT00M00.00S,2022-01-27T01:11:17.0Z,1,REGULAR,period,end,[],0,,,1610612752,30,16,2022-01-27T01:11:17Z,1300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-01-27T01:13:11.2Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,30,16,2022-01-27T01:13:42Z,1310000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-01-27T01:13:11.2Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612752,30,16,2022-01-27T01:13:42Z,1320000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-01-27T01:14:26.7Z,2,REGULAR,period,start,[],0,,,1610612752,30,16,2022-01-27T01:14:26Z,1330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M46.00S,2022-01-27T01:14:40.3Z,2,REGULAR,3pt,Jump Shot,[],1630193,68.9388961892247,67.40196078431373,1610612752,30,16,2022-01-27T01:14:47Z,1340000,87.0,239.0,1,right,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,,
141,PT11M40.00S,2022-01-27T01:14:45.0Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,30,16,2022-01-27T01:14:45Z,1350000,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
142,PT11M32.00S,2022-01-27T01:14:53.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,84.83902759526939,3.6764705882352944,1610612752,30,19,2022-01-27T01:15:20Z,1360000,-232.0,90.0,1,right,Q. Grimes 24' 3PT pullup (3 PTS) (I. Quickley 1 AST),"[1629656, 1630193]",1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,24.85,Made,,,,,,,,,3.0,I. Quickley,1630193.0,1.0,,,,,,,
144,PT11M15.00S,2022-01-27T01:15:11.5Z,2,REGULAR,turnover,lost ball,[],1629639,,,1610612748,30,19,2022-01-27T01:15:17Z,1380000,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 202692]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,1.0,Burks,202692.0,,,,,,,,,,,
145,PT11M15.00S,2022-01-27T01:15:11.5Z,2,REGULAR,steal,,[],202692,,,1610612752,30,19,2022-01-27T01:15:14Z,1390000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT11M10.00S,2022-01-27T01:15:15.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,92.9862023653088,48.03921568627451,1610612752,30,21,2022-01-27T01:15:24Z,1400000,-10.0,13.0,1,right,O. Toppin running alley-oop DUNK (2 PTS) (A. Burks 1 AST),"[1630167, 202692]",1610612752.0,NYK,running alley-oop,,,Toppin,O. Toppin,,,,,1.66,Made,,,,,,,,,2.0,A. Burks,202692.0,1.0,,,,,,,
148,PT10M46.00S,2022-01-27T01:15:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.521024967148489,44.85294117647059,1610612748,32,21,2022-01-27T01:15:44Z,1420000,26.0,9.0,1,left,T. Herro driving Layup (5 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,2.72,Made,,,,,,,,,5.0,D. Dedmon,203473.0,1.0,,,,,,,
150,PT10M26.00S,2022-01-27T01:15:59.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,94.30026281208936,51.225490196078425,1610612752,32,23,2022-01-27T01:16:04Z,1440000,6.0,1.0,1,right,O. Toppin driving DUNK (4 PTS) (I. Quickley 2 AST),"[1630167, 1630193]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,0.62,Made,,,,,,,,,4.0,I. Quickley,1630193.0,2.0,,,,,,,
152,PT10M09.00S,2022-01-27T01:16:16.2Z,2,REGULAR,3pt,Jump Shot,[],1629216,28.728646517739815,18.627450980392158,1610612748,35,23,2022-01-27T01:16:33Z,1460000,157.0,218.0,1,left,G. Vincent 26' 3PT pullup (3 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,26.82,Made,,,,,,,,,3.0,,,,,,,,,,
153,PT09M44.00S,2022-01-27T01:16:41.3Z,2,REGULAR,3pt,Jump Shot,[],1629656,79.05716162943496,7.352941176470589,1610612752,35,23,2022-01-27T01:16:46Z,1470000,-213.0,144.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
154,PT09M41.00S,2022-01-27T01:16:44.3Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,35,23,2022-01-27T01:16:46Z,1480000,,,0,,O. Toppin REBOUND (Off:2 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,153.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
155,PT09M38.00S,2022-01-27T01:16:47.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202692,93.51182654402102,95.58823529411765,1610612752,35,23,2022-01-27T01:16:51Z,1490000,228.0,8.0,1,right,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
156,PT09M36.00S,2022-01-27T01:16:49.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,35,23,2022-01-27T01:16:49Z,1500000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
157,PT09M14.00S,2022-01-27T01:17:11.4Z,2,REGULAR,turnover,bad pass,[],1629639,,,1610612748,35,23,2022-01-27T01:17:16Z,1510000,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1630193]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,2.0,Quickley,1630193.0,,,,,,,,,,,
158,PT09M14.00S,2022-01-27T01:17:11.4Z,2,REGULAR,steal,,[],1630193,,,1610612752,35,23,2022-01-27T01:17:13Z,1520000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT09M10.00S,2022-01-27T01:17:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202692,93.51182654402102,52.69607843137255,1610612752,35,23,2022-01-27T01:17:22Z,1530000,13.0,8.0,1,right,MISS A. Burks running Layup,[202692],1610612752.0,NYK,running,,,Burks,A. Burks,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,,
160,PT09M06.00S,2022-01-27T01:17:19.7Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,35,23,2022-01-27T01:17:19Z,1540000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
161,PT09M03.00S,2022-01-27T01:17:23.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629216,7.30946123521682,55.63725490196079,1610612748,35,23,2022-01-27T01:17:31Z,1550000,-28.0,16.0,1,left,MISS G. Vincent running Layup,[1629216],1610612748.0,MIA,running,,,Vincent,G. Vincent,,,,,3.25,Missed,,,,,,,,,,,,,,,,,,,
162,PT09M00.00S,2022-01-27T01:17:26.1Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,35,23,2022-01-27T01:17:26Z,1560000,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
163,PT08M55.00S,2022-01-27T01:17:30.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,12.565703022339028,2.450980392156863,1610612748,38,23,2022-01-27T01:18:32Z,1570000,238.0,66.0,1,left,T. Herro 24' 3PT pullup (8 PTS) (C. Martin 1 AST),"[1629639, 1628997]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,24.66,Made,,,,,,,,,8.0,C. Martin,1628997.0,1.0,,,,,,,
165,PT08M52.00S,2022-01-27T01:17:44.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,38,23,2022-01-27T01:17:44Z,1590000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT08M52.00S,2022-01-27T01:19:11.1Z,2,REGULAR,substitution,out,[],203473,,,1610612752,38,23,2022-01-27T01:20:40Z,1600000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT08M52.00S,2022-01-27T01:19:11.1Z,2,REGULAR,substitution,out,[],201959,,,1610612752,38,23,2022-01-27T01:20:40Z,1610000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT08M52.00S,2022-01-27T01:19:11.1Z,2,REGULAR,substitution,in,[],1628389,,,1610612752,38,23,2022-01-27T01:20:40Z,1620000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT08M52.00S,2022-01-27T01:19:11.1Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,38,23,2022-01-27T01:20:40Z,1630000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT08M42.00S,2022-01-27T01:21:11.2Z,2,REGULAR,3pt,Jump Shot,[],1629656,73.01248357424441,16.42156862745098,1610612752,38,23,2022-01-27T01:21:16Z,1640000,-168.0,201.0,1,right,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
171,PT08M38.00S,2022-01-27T01:21:15.2Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,38,23,2022-01-27T01:21:16Z,1650000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,170.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
172,PT08M29.00S,2022-01-27T01:21:23.4Z,2,REGULAR,3pt,Jump Shot,[],1629622,32.933639947437584,41.66666666666667,1610612748,38,23,2022-01-27T01:21:31Z,1660000,42.0,257.0,1,left,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
173,PT08M26.00S,2022-01-27T01:21:26.4Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,38,23,2022-01-27T01:21:31Z,1670000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
174,PT08M18.00S,2022-01-27T01:21:35.0Z,2,REGULAR,3pt,Jump Shot,[],1630167,74.06373193166885,12.745098039215685,1610612752,38,26,2022-01-27T01:21:40Z,1680000,-186.0,191.0,1,right,O. Toppin 26' 3PT  (7 PTS) (A. Burks 2 AST),"[1630167, 202692]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,26.7,Made,,,,,,,,,7.0,A. Burks,202692.0,2.0,,,,,,,
176,PT07M52.00S,2022-01-27T01:22:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.389618922470433,52.450980392156865,1610612748,38,26,2022-01-27T01:22:07Z,1700000,-12.0,8.0,1,left,MISS M. Strus driving reverse Layup,[1629622],1610612748.0,MIA,driving reverse,,,Strus,M. Strus,,,,,1.45,Missed,,,,,,,,,,,,,,,,,,,
177,PT07M49.00S,2022-01-27T01:22:03.1Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,38,26,2022-01-27T01:22:07Z,1710000,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,176.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
178,PT07M40.00S,2022-01-27T01:22:15.0Z,2,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612752,38,26,2022-01-27T01:22:33Z,1720000,,,0,,M. Strus shooting personal FOUL (2 PF) (Burks 2 FT),"[1629622, 202692]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,101284.0,,,,,,,,2.0,0.0,Burks,202692.0,,,
180,PT07M40.00S,2022-01-27T01:22:37.4Z,2,REGULAR,foul,technical,['1freethrow'],1629622,,,1610612752,38,26,2022-01-27T01:22:47Z,1740000,,,0,,M. Strus technical FOUL (1 Tech),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,204058.0,,,,,,,,2.0,1.0,,,,,
181,PT07M40.00S,2022-01-27T01:22:49.2Z,2,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,38,27,2022-01-27T01:22:49Z,1750000,,,0,,I. Quickley technical Free Throw 1 of 1 (1 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
182,PT07M40.00S,2022-01-27T01:23:13.9Z,2,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,38,27,2022-01-27T01:23:35Z,1760000,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
183,PT07M40.00S,2022-01-27T01:23:13.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,38,27,2022-01-27T01:23:35Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,
184,PT07M40.00S,2022-01-27T01:23:15.8Z,2,REGULAR,substitution,out,[],1629622,,,1610612752,38,27,2022-01-27T01:23:18Z,1780000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT07M40.00S,2022-01-27T01:23:15.8Z,2,REGULAR,substitution,in,[],1629130,,,1610612752,38,27,2022-01-27T01:23:18Z,1790000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT07M40.00S,2022-01-27T01:23:13.9Z,2,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,38,27,2022-01-27T01:23:35Z,1800000,,,0,,MISS A. Burks Free Throw 2 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
