actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
190,PT08M13.00S,2022-03-26T00:48:55.9Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,42,29,2022-03-26T00:49:08Z,1890000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,189.0,4.0,3.0,1.0,,,,,,,,,
191,PT07M56.00S,2022-03-26T00:49:12.1Z,2,REGULAR,3pt,Jump Shot,[],1628997,16.080814717476997,94.11764705882354,1610612748,42,29,2022-03-26T00:50:07Z,1900000,-221.0,99.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
192,PT07M54.00S,2022-03-26T00:49:14.1Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,42,29,2022-03-26T00:49:16Z,1910000,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,,
193,PT07M41.00S,2022-03-26T00:49:27.5Z,2,REGULAR,3pt,Jump Shot,[],1630540,65.25952693823915,56.86274509803921,1610612752,42,29,2022-03-26T00:51:01Z,1920000,34.0,274.0,1,right,MISS M. McBride 27' pullup 3PT,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,27.62,Missed,,,,,,,,,,,,,,,,,,,
194,PT07M37.00S,2022-03-26T00:49:31.5Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,42,29,2022-03-26T00:49:34Z,1930000,,,0,,J. Sims REBOUND (Off:2 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,193.0,3.0,1.0,2.0,,,,,,,,,
195,PT07M36.00S,2022-03-26T00:49:32.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,72.61826544021025,12.745098039215685,1610612752,42,32,2022-03-26T00:49:36Z,1940000,-186.0,205.0,1,right,E. Fournier 27' 3PT  (7 PTS) (J. Sims 1 AST),"[203095, 1630579]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,27.69,Made,7.0,J. Sims,1630579.0,1.0,,,,,,,,,,,,,,,
197,PT07M18.00S,2022-03-26T00:49:50.2Z,2,REGULAR,2pt,Jump Shot,[],1628389,16.557161629434955,67.4249387254902,1610612748,44,32,2022-03-26T00:50:11Z,1960000,-87.0,103.0,1,left,B. Adebayo 13' step back Jump Shot (7 PTS),[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,13.5,Made,7.0,,,,,,,,,,,,,,,,,,
198,PT07M04.00S,2022-03-26T00:50:04.1Z,2,REGULAR,3pt,Jump Shot,[],203095,92.19776609724047,96.81372549019608,1610612752,44,32,2022-03-26T00:50:13Z,1970000,234.0,21.0,1,right,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
199,PT07M04.00S,2022-03-26T00:50:04.1Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,44,32,2022-03-26T00:50:13Z,1980000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,
200,PT06M56.00S,2022-03-26T00:50:13.8Z,2,REGULAR,foul,personal,[],1630540,,,1610612748,44,32,2022-03-26T00:50:53Z,1990000,,,0,,M. McBride loose ball personal FOUL (2 PF),"[1630540, 200768]",1610612752.0,NYK,loose ball,,,McBride,M. McBride,,,,,,,,,,,1179.0,,,,,,2.0,0.0,,,Lowry,200768.0,,,
202,PT06M56.00S,2022-03-26T00:50:22.8Z,2,REGULAR,substitution,out,[],1630540,,,1610612748,44,32,2022-03-26T00:50:36Z,2010000,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M56.00S,2022-03-26T00:50:22.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612748,44,32,2022-03-26T00:50:36Z,2020000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M56.00S,2022-03-26T00:50:22.8Z,2,REGULAR,substitution,out,[],201959,,,1610612748,44,32,2022-03-26T00:50:36Z,2030000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M56.00S,2022-03-26T00:50:22.8Z,2,REGULAR,substitution,in,[],202692,,,1610612748,44,32,2022-03-26T00:50:36Z,2040000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M56.00S,2022-03-26T00:50:22.8Z,2,REGULAR,substitution,in,[],1629628,,,1610612748,44,32,2022-03-26T00:50:36Z,2050000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M56.00S,2022-03-26T00:50:22.8Z,2,REGULAR,substitution,in,[],1630167,,,1610612748,44,32,2022-03-26T00:50:36Z,2060000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M41.00S,2022-03-26T00:50:53.8Z,2,REGULAR,turnover,bad pass,[],1629622,,,1610612748,44,32,2022-03-26T00:51:12Z,2070000,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 203095]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,1.0,,,,,,,Fournier,203095.0,,,,,
209,PT06M41.00S,2022-03-26T00:50:53.8Z,2,REGULAR,steal,,[],203095,,,1610612752,44,32,2022-03-26T00:51:12Z,2080000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M29.00S,2022-03-26T00:51:09.6Z,2,REGULAR,foul,offensive,[],1629628,,,1610612752,44,32,2022-03-26T00:51:25Z,2090000,,,0,,R. Barrett charge offensive FOUL (2 PF),"[1629628, 1628997]",1610612752.0,NYK,charge,,,Barrett,R. Barrett,,,,,,,,,,,1179.0,,,,,,2.0,0.0,,,Martin,1628997.0,,,
212,PT06M29.00S,2022-03-26T00:51:09.6Z,2,REGULAR,turnover,offensive foul,[],1629628,,,1610612752,44,32,2022-03-26T00:51:09Z,2110000,,,0,,R. Barrett offensive foul TURNOVER (3 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,1179.0,3.0,,,,,,,,,,,,,
213,PT06M29.00S,2022-03-26T00:51:20.1Z,2,REGULAR,substitution,out,[],200768,,,1610612748,44,32,2022-03-26T00:51:45Z,2120000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M29.00S,2022-03-26T00:51:20.1Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,44,32,2022-03-26T00:51:45Z,2130000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M29.00S,2022-03-26T00:51:20.1Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,44,32,2022-03-26T00:51:45Z,2140000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M29.00S,2022-03-26T00:51:20.1Z,2,REGULAR,substitution,in,[],202710,,,1610612748,44,32,2022-03-26T00:51:45Z,2150000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M11.00S,2022-03-26T00:51:55.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628997,9.937582128777924,52.94117647058824,1610612748,44,32,2022-03-26T00:52:01Z,2160000,-15.0,41.0,1,left,MISS C. Martin driving Layup - blocked,"[1628997, 1630579]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,Sims,1630579.0
218,PT06M11.00S,2022-03-26T00:51:55.8Z,2,REGULAR,block,,[],1630579,,,1610612748,44,32,2022-03-26T00:51:58Z,2170000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M08.00S,2022-03-26T00:51:58.8Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,44,32,2022-03-26T00:52:01Z,2180000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,217.0,5.0,3.0,2.0,,,,,,,,,
220,PT06M08.00S,2022-03-26T00:52:07.1Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612748,44,32,2022-03-26T00:52:10Z,2190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M01.00S,2022-03-26T00:52:44.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,6.915243101182654,47.30392156862745,1610612748,46,32,2022-03-26T00:52:48Z,2200000,13.0,13.0,1,left,B. Adebayo cutting DUNK (9 PTS) (J. Butler 6 AST),"[1628389, 202710]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.84,Made,9.0,J. Butler,202710.0,6.0,,,,,,,,,,,,,,,
223,PT05M49.00S,2022-03-26T00:52:58.3Z,2,REGULAR,foul,personal,[],1628997,,,1610612752,46,32,2022-03-26T00:53:17Z,2220000,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1629628]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,,,Barrett,1629628.0,,,
225,PT05M41.00S,2022-03-26T00:53:28.6Z,2,REGULAR,3pt,Jump Shot,[],202692,66.70499342969777,54.166666666666664,1610612752,46,35,2022-03-26T00:55:16Z,2240000,21.0,260.0,1,right,A. Burks 26' 3PT pullup (6 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,26.13,Made,6.0,,,,,,,,,,,,,,,,,,
226,PT05M20.00S,2022-03-26T00:53:48.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,17.427726675427067,40.44117647058824,1610612748,46,35,2022-03-26T00:53:54Z,2250000,48.0,111.0,1,left,MISS D. Robinson 12' pullup Shot,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,12.11,Missed,,,,,,,,,,,,,,,,,,,
227,PT05M18.00S,2022-03-26T00:53:50.9Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,46,35,2022-03-26T00:53:54Z,2260000,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,226.0,4.0,2.0,2.0,,,,,,,,,
228,PT05M07.00S,2022-03-26T00:54:09.0Z,2,REGULAR,foul,technical,['1freethrow'],1628997,,,1610612752,46,35,2022-03-26T00:54:23Z,2270000,,,0,,C. Martin defensive-3-second technical FOUL (1 Tech),[1628997],1610612748.0,MIA,defensive-3-second,,,Martin,C. Martin,,,,,,,,,,,1179.0,,,,,,1.0,1.0,,,,,,,
229,PT05M07.00S,2022-03-26T00:54:27.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,46,35,2022-03-26T00:54:34Z,2280000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,203592.0,,,,,,,,,,,,,,
230,PT05M07.00S,2022-03-26T00:54:34.8Z,2,REGULAR,freethrow,1 of 1,[],202692,,,1610612752,46,36,2022-03-26T00:54:34Z,2290000,,,0,,A. Burks technical Free Throw 1 of 1 (7 PTS),[202692],1610612752.0,NYK,technical,,,Burks,A. Burks,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
232,PT05M07.00S,2022-03-26T00:54:37.0Z,2,REGULAR,substitution,in,[],200782,,,1610612752,46,36,2022-03-26T00:54:39Z,2310000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M07.00S,2022-03-26T00:54:37.0Z,2,REGULAR,substitution,out,[],202693,,,1610612752,46,36,2022-03-26T00:54:44Z,2320000,,,0,,SUB out: M. Morris,[202693],1610612748.0,MIA,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT04M55.00S,2022-03-26T00:55:07.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,93.51182654402102,50.73529411764706,1610612752,46,38,2022-03-26T00:55:11Z,2330000,4.0,8.0,1,right,J. Sims alley-oop DUNK (6 PTS) (A. Burks 1 AST),"[1630579, 202692]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,0.93,Made,6.0,A. Burks,202692.0,1.0,,,,,,,,,,,,,,,
236,PT04M30.00S,2022-03-26T00:55:32.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,13.091327201051248,54.65686274509803,1610612748,48,38,2022-03-26T00:55:37Z,2350000,-23.0,71.0,1,left,P. Tucker 7' driving floating Jump Shot (4 PTS) (C. Martin 1 AST),"[200782, 1628997]",1610612748.0,MIA,driving floating,,,Tucker,P. Tucker,,,,,7.43,Made,4.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,,,
238,PT04M08.00S,2022-03-26T00:55:54.0Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612752,48,38,2022-03-26T00:55:57Z,2370000,,,0,,R. Barrett bad pass TURNOVER (4 TO),"[1629628, 200782]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,4.0,,,,,,,Tucker,200782.0,,,,,
239,PT04M08.00S,2022-03-26T00:55:54.0Z,2,REGULAR,steal,,[],200782,,,1610612748,48,38,2022-03-26T00:55:55Z,2380000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT03M54.00S,2022-03-26T00:56:10.8Z,2,REGULAR,turnover,traveling,[],1629130,,,1610612748,48,38,2022-03-26T00:56:20Z,2390000,,,0,,D. Robinson traveling TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,1179.0,1.0,,,,,,,,,,,,,
241,PT03M38.00S,2022-03-26T00:56:34.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203095,93.11760840998686,2.941176470588235,1610612752,48,38,2022-03-26T00:58:28Z,2400000,-235.0,12.0,1,right,MISS E. Fournier step back 3PT,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
242,PT03M36.00S,2022-03-26T00:56:36.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,48,38,2022-03-26T00:56:40Z,2410000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,
243,PT03M36.00S,2022-03-26T00:56:40.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,48,38,2022-03-26T00:56:40Z,2420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M36.00S,2022-03-26T00:56:40.3Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,48,38,2022-03-26T00:56:46Z,2430000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT03M36.00S,2022-03-26T00:56:40.3Z,2,REGULAR,substitution,in,[],200768,,,1610612748,48,38,2022-03-26T00:56:46Z,2440000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT03M21.00S,2022-03-26T00:57:14.0Z,2,REGULAR,3pt,Jump Shot,[],1629130,28.33442838370565,18.872549019607842,1610612748,48,38,2022-03-26T00:57:39Z,2450000,156.0,214.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
247,PT03M19.00S,2022-03-26T00:57:16.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,48,38,2022-03-26T00:57:19Z,2460000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,
248,PT03M15.00S,2022-03-26T00:57:19.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,77.34888304862024,7.8431372549019605,1610612752,48,38,2022-03-26T00:59:05Z,2470000,-211.0,160.0,1,right,MISS R. Barrett 26' running 3PT,[1629628],1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
249,PT03M10.00S,2022-03-26T00:57:24.7Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,48,38,2022-03-26T00:59:05Z,2480000,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,248.0,4.0,3.0,1.0,,,,,,,,,
250,PT03M07.00S,2022-03-26T00:57:27.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,92.9862023653088,46.07843137254902,1610612752,48,40,2022-03-26T00:57:36Z,2490000,-20.0,13.0,1,right,R. Barrett driving finger roll Layup (5 PTS),[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,2.37,Made,5.0,,,,,,,,,,,,,,,,,,
251,PT02M53.00S,2022-03-26T00:57:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.258212877792378,52.69607843137255,1610612748,48,40,2022-03-26T00:59:49Z,2500000,-13.0,6.0,1,left,MISS J. Butler driving reverse Layup,[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,,
252,PT02M51.00S,2022-03-26T00:57:44.5Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,48,40,2022-03-26T00:59:49Z,2510000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,251.0,3.0,2.0,1.0,,,,,,,,,
253,PT02M49.00S,2022-03-26T00:57:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.258212877792378,55.392156862745104,1610612748,50,40,2022-03-26T01:00:19Z,2520000,-27.0,6.0,1,left,J. Butler putback Layup (12 PTS),[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,2.77,Made,12.0,,,,,,,,,,,,,,,,,,
254,PT02M41.00S,2022-03-26T00:58:01.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,50,40,2022-03-26T00:58:01Z,2530000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M41.00S,2022-03-26T00:59:47.5Z,2,REGULAR,substitution,out,[],1629130,,,1610612752,50,40,2022-03-26T01:00:46Z,2540000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M41.00S,2022-03-26T00:59:47.5Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,50,40,2022-03-26T01:00:46Z,2550000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M41.00S,2022-03-26T00:59:47.5Z,2,REGULAR,substitution,in,[],1629622,,,1610612752,50,40,2022-03-26T01:00:46Z,2560000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M41.00S,2022-03-26T00:59:47.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,50,40,2022-03-26T01:00:46Z,2570000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M28.00S,2022-03-26T01:01:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,91.01511169513797,45.83333333333333,1610612752,50,40,2022-03-26T01:01:14Z,2580000,-21.0,32.0,1,right,MISS O. Toppin driving Layup,[1630167],1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
260,PT02M28.00S,2022-03-26T01:01:11.9Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,50,40,2022-03-26T01:01:11Z,2590000,,,0,,M. Robinson REBOUND (Off:3 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,259.0,3.0,0.0,3.0,,,,,,,,,
261,PT02M28.00S,2022-03-26T01:01:13.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629011,92.46057818659659,45.588235294117645,1610612752,50,42,2022-03-26T01:01:18Z,2600000,-22.0,18.0,1,right,M. Robinson putback DUNK (9 PTS),[1629011],1610612752.0,NYK,putback,,,Robinson,M. Robinson,,,,,2.88,Made,9.0,,,,,,,,,,,,,,,,,,
262,PT02M28.00S,2022-03-26T01:01:15.3Z,2,REGULAR,foul,personal,['1freethrow'],1629622,,,1610612752,50,42,2022-03-26T01:01:23Z,2610000,,,0,,M. Strus shooting personal FOUL (2 PF) (Robinson 1 FT),"[1629622, 1629011]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,1179.0,,,,,,2.0,0.0,,,Robinson,1629011.0,,,
264,PT02M28.00S,2022-03-26T01:01:36.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629011,,,1610612752,50,42,2022-03-26T01:01:41Z,2630000,,,0,,MISS M. Robinson Free Throw 1 of 1,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
265,PT02M25.00S,2022-03-26T01:01:39.3Z,2,REGULAR,rebound,offensive,[],1629628,,,1610612752,50,42,2022-03-26T01:01:41Z,2640000,,,0,,R. Barrett REBOUND (Off:2 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,264.0,5.0,3.0,2.0,,,,,,,,,
266,PT02M23.00S,2022-03-26T01:01:40.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629628,90.22667542706965,70.34313725490196,1610612752,50,42,2022-03-26T01:01:46Z,2650000,102.0,39.0,1,right,MISS R. Barrett 10' fadeaway Shot,[1629628],1610612752.0,NYK,fadeaway,,,Barrett,R. Barrett,,,,,10.91,Missed,,,,,,,,,,,,,,,,,,,
267,PT02M19.00S,2022-03-26T01:01:44.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,50,42,2022-03-26T01:01:46Z,2660000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,266.0,6.0,4.0,2.0,,,,,,,,,
268,PT02M03.00S,2022-03-26T01:01:59.9Z,2,REGULAR,3pt,Jump Shot,[],1629622,7.046649145860711,96.56862745098039,1610612748,53,42,2022-03-26T01:02:04Z,2670000,-233.0,14.0,1,left,M. Strus 3PT  (3 PTS) (K. Lowry 3 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.32,Made,3.0,K. Lowry,200768.0,3.0,,,,,,,,,,,,,,,
270,PT01M47.00S,2022-03-26T01:02:16.3Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612752,53,42,2022-03-26T01:02:20Z,2690000,,,0,,R. Barrett bad pass TURNOVER (5 TO),"[1629628, 202710]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,5.0,,,,,,,Butler,202710.0,,,,,
271,PT01M47.00S,2022-03-26T01:02:16.3Z,2,REGULAR,steal,,[],202710,,,1610612748,53,42,2022-03-26T01:02:17Z,2700000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT01M46.00S,2022-03-26T01:02:19.3Z,2,REGULAR,foul,personal,[],203095,,,1610612748,53,42,2022-03-26T01:02:40Z,2710000,,,0,,E. Fournier take personal FOUL (1 PF),"[203095, 202710]",1610612752.0,NYK,take,,,Fournier,E. Fournier,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,,,Butler,202710.0,,,
274,PT01M38.00S,2022-03-26T01:02:44.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,26.888961892247043,14.950980392156863,1610612748,53,42,2022-03-26T01:02:49Z,2730000,175.0,200.0,1,left,MISS M. Strus 26' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
275,PT01M33.00S,2022-03-26T01:02:49.5Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,53,42,2022-03-26T01:02:49Z,2740000,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,274.0,3.0,2.0,1.0,,,,,,,,,
276,PT01M30.00S,2022-03-26T01:02:54.1Z,2,REGULAR,foul,personal,[],1628389,,,1610612752,53,42,2022-03-26T01:03:13Z,2750000,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1629628]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,203592.0,,,,,,2.0,0.0,,,Barrett,1629628.0,,,
278,PT01M23.00S,2022-03-26T01:03:20.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,66.83639947437582,31.127450980392158,1610612752,53,42,2022-03-26T01:03:37Z,2770000,-94.0,259.0,1,right,MISS O. Toppin 27' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
