actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
94,PT03M48.00S,2022-02-16T00:56:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.20433639947439,59.55882352941176,1610612742,18,16,2022-02-16T00:56:49Z,940000,48.0,68.0,1,right,MISS J. Brunson 8' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M43.00S,2022-02-16T00:56:48.3Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,18,16,2022-02-16T00:56:49Z,950000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,
96,PT03M42.00S,2022-02-16T00:56:52.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,18,16,2022-02-16T00:56:52Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M42.00S,2022-02-16T00:56:53.3Z,1,REGULAR,substitution,out,[],203939,,,1610612748,18,16,2022-02-16T00:57:00Z,970000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M42.00S,2022-02-16T00:56:53.3Z,1,REGULAR,substitution,in,[],1628467,,,1610612748,18,16,2022-02-16T00:57:00Z,980000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M29.00S,2022-02-16T00:57:21.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,7.30946123521682,49.01960784313725,1610612748,20,16,2022-02-16T00:57:27Z,990000,5.0,16.0,1,left,O. Yurtseven alley-oop DUNK (2 PTS) (G. Vincent 2 AST),"[1630209, 1629216]",1610612748.0,MIA,alley-oop,,,Yurtseven,O. Yurtseven,,,,,1.69,Made,2.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,,,,
101,PT03M18.00S,2022-02-16T00:57:33.1Z,1,REGULAR,2pt,Jump Shot,[],1629029,84.57621550591328,29.65686274509804,1610612742,20,16,2022-02-16T00:57:40Z,1010000,-102.0,92.0,1,right,MISS L. Doncic 13' floating Shot,[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,13.75,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M14.00S,2022-02-16T00:57:37.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,20,16,2022-02-16T00:57:40Z,1020000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,,
103,PT03M08.00S,2022-02-16T00:57:42.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,37.27003942181341,57.59803921568627,1610612748,20,16,2022-02-16T00:57:49Z,1030000,-38.0,298.0,1,left,MISS D. Robinson 30' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,30.02,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M04.00S,2022-02-16T00:57:46.1Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,20,16,2022-02-16T00:57:49Z,1040000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT02M48.00S,2022-02-16T00:58:03.4Z,1,REGULAR,3pt,Jump Shot,[],1627827,67.09921156373193,67.64705882352942,1610612742,20,19,2022-02-16T00:58:09Z,1050000,88.0,257.0,1,right,D. Finney-Smith 27' 3PT  (3 PTS) (S. Dinwiddie 2 AST),"[1627827, 203915]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,27.15,Made,3.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
107,PT02M25.00S,2022-02-16T00:58:25.5Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612748,20,19,2022-02-16T00:58:30Z,1070000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 203915]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,1.0,,,,,,,Dinwiddie,203915.0,
108,PT02M25.00S,2022-02-16T00:58:25.5Z,1,REGULAR,steal,,[],203915,,,1610612742,20,19,2022-02-16T00:58:27Z,1080000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M16.00S,2022-02-16T00:58:34.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,66.70499342969777,33.33333333333333,1610612742,20,19,2022-02-16T00:58:40Z,1090000,-83.0,260.0,1,right,MISS M. Kleber 27' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
110,PT02M13.00S,2022-02-16T00:58:37.7Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,20,19,2022-02-16T00:58:40Z,1100000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,
111,PT02M06.00S,2022-02-16T00:58:46.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612748,20,19,2022-02-16T00:59:01Z,1110000,,,0,,S. Dinwiddie personal FOUL (2 PF) (Butler 2 FT),"[203915, 202710]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,201639.0,,2.0,0.0,Butler,202710.0,,,,,
113,PT02M06.00S,2022-02-16T00:59:04.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,19,2022-02-16T00:59:04Z,1130000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M06.00S,2022-02-16T00:59:07.7Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,20,19,2022-02-16T01:01:46Z,1140000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M06.00S,2022-02-16T00:59:07.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612748,20,19,2022-02-16T01:01:46Z,1150000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M06.00S,2022-02-16T00:59:07.7Z,1,REGULAR,substitution,out,[],203915,,,1610612748,20,19,2022-02-16T01:01:46Z,1160000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M06.00S,2022-02-16T00:59:07.7Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,20,19,2022-02-16T01:01:46Z,1170000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M06.00S,2022-02-16T00:59:07.7Z,1,REGULAR,substitution,in,[],202722,,,1610612748,20,19,2022-02-16T01:01:46Z,1180000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M06.00S,2022-02-16T00:59:07.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612748,20,19,2022-02-16T01:01:46Z,1190000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M06.00S,2022-02-16T01:02:08.9Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,21,19,2022-02-16T01:02:08Z,1200000,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2022-02-16T01:02:26.4Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,22,19,2022-02-16T01:02:26Z,1210000,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
122,PT01M53.00S,2022-02-16T01:02:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1630209,,,1610612742,22,19,2022-02-16T01:02:56Z,1220000,,,0,,O. Yurtseven shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630209, 1629029]",1610612748.0,MIA,shooting,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Doncic,1629029.0,,,,,
124,PT01M53.00S,2022-02-16T01:03:07.8Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,22,19,2022-02-16T01:03:07Z,1240000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M53.00S,2022-02-16T01:03:07.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,22,19,2022-02-16T01:03:07Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,
126,PT01M53.00S,2022-02-16T01:03:34.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,22,20,2022-02-16T01:03:34Z,1260000,,,0,,L. Doncic Free Throw 2 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
127,PT01M34.00S,2022-02-16T01:03:53.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,6.783837056504599,50.98039215686274,1610612748,24,20,2022-02-16T01:03:58Z,1270000,-5.0,11.0,1,left,O. Yurtseven DUNK (4 PTS) (G. Vincent 3 AST),"[1630209, 1629216]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,1.23,Made,4.0,G. Vincent,1629216.0,3.0,,,,,,,,,,,,,,,
129,PT01M20.00S,2022-02-16T01:04:08.3Z,1,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,24,20,2022-02-16T01:04:16Z,1290000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (1 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,202901.0,1.0,,,,,,,,,
130,PT01M03.00S,2022-02-16T01:04:37.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630209,7.30946123521682,41.42156862745098,1610612748,26,20,2022-02-16T01:04:48Z,1300000,43.0,16.0,1,left,O. Yurtseven Jump Shot (6 PTS) (J. Butler 2 AST),"[1630209, 202710]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,4.59,Made,6.0,J. Butler,202710.0,2.0,,,,,,,,,,,,,,,
134,PT00M56.10S,2022-02-16T01:05:10.8Z,1,REGULAR,violation,kicked ball,[],1630209,,,1610612742,26,20,2022-02-16T01:05:22Z,1340000,,,0,,O. Yurtseven kicked ball VIOLATION,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,202901.0,,,,,,,,,,
135,PT00M56.10S,2022-02-16T01:05:13.0Z,1,REGULAR,substitution,out,[],202710,,,1610612742,26,20,2022-02-16T01:05:37Z,1350000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M56.10S,2022-02-16T01:05:13.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,26,20,2022-02-16T01:05:37Z,1360000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M56.10S,2022-02-16T01:05:13.0Z,1,REGULAR,substitution,in,[],200768,,,1610612742,26,20,2022-02-16T01:05:37Z,1370000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M56.10S,2022-02-16T01:05:13.0Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,26,20,2022-02-16T01:05:37Z,1380000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M47.00S,2022-02-16T01:05:39.1Z,1,REGULAR,3pt,Jump Shot,[],1628373,93.9060446780552,96.81372549019608,1610612742,26,23,2022-02-16T01:06:13Z,1400000,234.0,5.0,1,right,F. Ntilikina 3PT pullup (3 PTS) (D. Bertans 1 AST),"[1628373, 202722]",1610612742.0,DAL,pullup,,,Ntilikina,F. Ntilikina,,,,,23.41,Made,3.0,D. Bertans,202722.0,1.0,,,,,,,,,,,,,,,
142,PT00M33.00S,2022-02-16T01:05:55.2Z,1,REGULAR,2pt,Jump Shot,[],1629216,14.668199737187912,70.58823529411765,1610612748,26,23,2022-02-16T01:06:04Z,1420000,-103.0,85.0,1,left,MISS G. Vincent 13' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,13.37,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M25.00S,2022-02-16T01:06:03.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,26,23,2022-02-16T01:06:04Z,1430000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,
144,PT00M09.70S,2022-02-16T01:06:18.3Z,1,REGULAR,3pt,Jump Shot,[],202722,71.04139290407359,19.362745098039216,1610612742,26,23,2022-02-16T01:06:27Z,1440000,-153.0,220.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M05.20S,2022-02-16T01:06:22.8Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,26,23,2022-02-16T01:06:27Z,1450000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,
146,PT00M00.40S,2022-02-16T01:06:28.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630209,14.011169513797633,49.50980392156863,1610612748,28,23,2022-02-16T01:07:02Z,1460000,2.0,79.0,1,left,O. Yurtseven 7' floating Jump Shot (8 PTS) (K. Lowry 2 AST),"[1630209, 200768]",1610612748.0,MIA,floating,,,Yurtseven,O. Yurtseven,,,,,7.92,Made,8.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,,
148,PT00M00.00S,2022-02-16T01:06:47.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612742,28,23,2022-02-16T01:07:02Z,1480000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,End Period - Good Basket
149,PT00M00.00S,2022-02-16T01:07:04.1Z,1,REGULAR,period,end,[],0,,,1610612742,28,23,2022-02-16T01:07:04Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-16T01:08:22.3Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612742,28,23,2022-02-16T01:08:59Z,1500000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-02-16T01:08:22.3Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,28,23,2022-02-16T01:08:59Z,1510000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-02-16T01:08:22.3Z,2,REGULAR,substitution,in,['startperiod'],1628425,,,1610612742,28,23,2022-02-16T01:08:59Z,1520000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-02-16T01:08:22.3Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,28,23,2022-02-16T01:08:59Z,1530000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-16T01:09:14.9Z,2,REGULAR,period,start,[],0,,,1610612742,28,23,2022-02-16T01:09:14Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M52.00S,2022-02-16T01:09:22.7Z,2,REGULAR,3pt,Jump Shot,[],202722,93.24901445466492,4.901960784313726,1610612742,28,23,2022-02-16T01:09:28Z,1550000,-225.0,11.0,1,right,MISS D. Bertans 3PT,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2022-02-16T01:09:26.5Z,2,REGULAR,rebound,offensive,[],202722,,,1610612742,28,23,2022-02-16T01:09:26Z,1560000,,,0,,D. Bertans REBOUND (Off:1 Def:0),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,,
157,PT11M45.00S,2022-02-16T01:09:29.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628373,90.3580814717477,96.07843137254902,1610612742,28,23,2022-02-16T01:09:34Z,1570000,230.0,38.0,1,right,MISS F. Ntilikina 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
158,PT11M42.00S,2022-02-16T01:09:32.8Z,2,REGULAR,rebound,defensive,[],1630209,,,1610612748,28,23,2022-02-16T01:09:34Z,1580000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,,
159,PT11M24.00S,2022-02-16T01:09:50.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,20.844283837056505,93.13725490196079,1610612748,28,23,2022-02-16T01:10:17Z,1590000,-216.0,143.0,1,left,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
160,PT11M19.00S,2022-02-16T01:09:55.5Z,2,REGULAR,rebound,offensive,[],1630209,,,1610612748,28,23,2022-02-16T01:09:57Z,1600000,,,0,,O. Yurtseven REBOUND (Off:1 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,
161,PT11M19.00S,2022-02-16T01:09:55.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629312,25.57490144546649,12.990196078431374,1610612748,28,23,2022-02-16T01:10:04Z,1610000,185.0,188.0,1,left,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
162,PT11M19.00S,2022-02-16T01:09:55.7Z,2,REGULAR,rebound,defensive,[],202722,,,1610612742,28,23,2022-02-16T01:10:06Z,1620000,,,0,,D. Bertans REBOUND (Off:1 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,,,
163,PT11M07.00S,2022-02-16T01:10:06.6Z,2,REGULAR,3pt,Jump Shot,[],202722,96.00854139290408,95.34313725490196,1610612742,28,26,2022-02-16T01:10:14Z,1630000,227.0,-15.0,1,right,D. Bertans 3PT  (3 PTS) (S. Brown 1 AST),"[202722, 1628425]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,22.72,Made,3.0,S. Brown,1628425.0,1.0,,,,,,,,,,,,,,,
165,PT10M54.00S,2022-02-16T01:10:20.2Z,2,REGULAR,3pt,Jump Shot,[],1629216,25.312089356110377,88.48039215686273,1610612748,28,26,2022-02-16T01:10:26Z,1650000,-192.0,185.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
166,PT10M52.00S,2022-02-16T01:10:22.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,28,26,2022-02-16T01:10:26Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,
167,PT10M52.00S,2022-02-16T01:10:26.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,28,26,2022-02-16T01:10:26Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M47.00S,2022-02-16T01:10:42.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629312,4.944152431011826,96.32352941176471,1610612748,31,26,2022-02-16T01:10:47Z,1680000,-232.0,-6.0,1,left,H. Highsmith 3PT  (6 PTS) (K. Lowry 3 AST),"[1629312, 200768]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,23.17,Made,6.0,K. Lowry,200768.0,3.0,,,,,,,,,,,,,,,
170,PT10M33.00S,2022-02-16T01:10:56.5Z,2,REGULAR,3pt,Jump Shot,[],202722,94.43166885676742,3.1862745098039214,1610612742,31,29,2022-02-16T01:11:01Z,1700000,-234.0,0.0,1,right,D. Bertans 3PT  (6 PTS) (F. Ntilikina 1 AST),"[202722, 1628373]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,23.41,Made,6.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,,,,,
172,PT10M11.00S,2022-02-16T01:11:18.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,9.280551905387648,60.049019607843135,1610612748,31,29,2022-02-16T01:11:24Z,1720000,-50.0,35.0,1,left,MISS O. Yurtseven 6' Hook - blocked,"[1630209, 1628467]",1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,6.1,Missed,,,,,,,,,,,,,,,Kleber,1628467.0,,,
173,PT10M11.00S,2022-02-16T01:11:18.0Z,2,REGULAR,block,,[],1628467,,,1610612748,31,29,2022-02-16T01:11:20Z,1730000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M07.00S,2022-02-16T01:11:22.0Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,31,29,2022-02-16T01:11:24Z,1740000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,
175,PT10M05.00S,2022-02-16T01:11:25.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,92.46057818659659,44.36274509803921,1610612742,31,31,2022-02-16T01:11:33Z,1750000,-28.0,18.0,1,right,J. Brunson driving finger roll Layup (7 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,3.37,Made,7.0,,,,,,,,,,,,,,,,,,
176,PT10M05.00S,2022-02-16T01:11:31.3Z,2,REGULAR,foul,personal,['1freethrow'],1629312,,,1610612742,31,31,2022-02-16T01:11:40Z,1760000,,,0,,H. Highsmith shooting personal FOUL (1 PF) (Brunson 1 FT),"[1629312, 1628973]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,201639.0,,1.0,0.0,Brunson,1628973.0,,,,,
178,PT10M05.00S,2022-02-16T01:12:00.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628973,,,1610612742,31,32,2022-02-16T01:12:00Z,1780000,,,0,,J. Brunson Free Throw 1 of 1 (8 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
179,PT09M52.00S,2022-02-16T01:12:19.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,31,32,2022-02-16T01:12:19Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M46.00S,2022-02-16T01:12:34.5Z,2,REGULAR,3pt,Jump Shot,[],1629312,4.28712220762155,3.431372549019608,1610612748,31,32,2022-02-16T01:12:40Z,1800000,233.0,-12.0,1,left,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M42.00S,2022-02-16T01:12:38.5Z,2,REGULAR,rebound,offensive,[],1630209,,,1610612748,31,32,2022-02-16T01:12:40Z,1810000,,,0,,O. Yurtseven REBOUND (Off:2 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,180.0,4.0,2.0,2.0,,,,,,,,,,,
182,PT09M39.00S,2022-02-16T01:12:41.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629216,6.783837056504599,49.754901960784316,1610612748,33,32,2022-02-16T01:12:47Z,1820000,1.0,11.0,1,left,G. Vincent driving Layup (2 PTS) (O. Yurtseven 1 AST),"[1629216, 1630209]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,1.14,Made,2.0,O. Yurtseven,1630209.0,1.0,,,,,,,,,,,,,,,
184,PT09M26.00S,2022-02-16T01:12:54.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,86.28449408672799,49.754901960784316,1610612742,33,32,2022-02-16T01:13:00Z,1840000,-1.0,76.0,1,right,MISS J. Brunson 7' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M25.00S,2022-02-16T01:12:55.3Z,2,REGULAR,rebound,offensive,[],1628467,,,1610612742,33,32,2022-02-16T01:13:00Z,1850000,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,184.0,2.0,1.0,1.0,,,,,,,,,,,
