actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M56.00S,2022-04-05T23:46:43.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,0,3,2022-04-05T23:46:43Z,160000,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,16.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
18,PT10M55.00S,2022-04-05T23:46:43.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,16.507884362680684,43.38235294117647,1610612748,0,3,2022-04-05T23:49:38Z,170000,33.0,103.0,1,left,MISS B. Adebayo 10' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,10.79,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M51.00S,2022-04-05T23:46:47.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,3,2022-04-05T23:46:49Z,180000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M42.00S,2022-04-05T23:46:56.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,63.41984231274639,30.14705882352941,1610612766,0,6,2022-04-05T23:47:04Z,190000,-99.0,291.0,1,right,L. Ball 30' 3PT  (3 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,30.79,Made,,,,,3.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,
22,PT10M22.00S,2022-04-05T23:47:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.966491458607096,48.28431372549019,1610612748,0,6,2022-04-05T23:47:23Z,210000,9.0,22.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,2.4,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M19.00S,2022-04-05T23:47:20.2Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,0,6,2022-04-05T23:47:23Z,220000,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
24,PT10M16.00S,2022-04-05T23:47:23.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,73.66951379763469,82.35294117647058,1610612766,0,9,2022-04-05T23:47:30Z,230000,162.0,195.0,1,right,L. Ball 25' 3PT  (6 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.34,Made,,,,,6.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,
26,PT10M08.00S,2022-04-05T23:47:33.2Z,1,REGULAR,foul,personal,[],1629023,,,1610612748,0,9,2022-04-05T23:48:32Z,250000,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 202710]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,202026.0,1.0,0.0,Butler,202710.0,,,,,,
28,PT10M04.00S,2022-04-05T23:47:58.9Z,1,REGULAR,foul,personal,[],1628970,,,1610612748,0,9,2022-04-05T23:48:09Z,270000,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1628389]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,1198.0,1.0,0.0,Adebayo,1628389.0,,,,,,
30,PT09M57.00S,2022-04-05T23:48:19.1Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612748,0,9,2022-04-05T23:48:32Z,290000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Adebayo 2 FT),"[203486, 1628389]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,202058.0,1.0,0.0,Adebayo,1628389.0,,,,,,
32,PT09M57.00S,2022-04-05T23:48:46.2Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,1,9,2022-04-05T23:48:46Z,310000,,,0,,B. Adebayo Free Throw 1 of 2 (1 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
33,PT09M57.00S,2022-04-05T23:49:04.3Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,2,9,2022-04-05T23:49:04Z,320000,,,0,,B. Adebayo Free Throw 2 of 2 (2 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
34,PT09M40.00S,2022-04-05T23:49:22.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,68.41327201051249,68.62745098039215,1610612766,2,12,2022-04-05T23:49:29Z,330000,93.0,244.0,1,right,M. Bridges 26' 3PT  (3 PTS) (P. Washington 1 AST),"[1628970, 1629023]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,26.15,Made,,,,,3.0,P. Washington,1629023.0,1.0,,,,,,,,,,,
36,PT09M23.00S,2022-04-05T23:49:47.5Z,1,REGULAR,2pt,Jump Shot,[],1628389,21.369908015768726,47.05882352941176,1610612748,4,12,2022-04-05T23:54:14Z,350000,15.0,148.0,1,left,B. Adebayo 14' Jump Shot (4 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,14.91,Made,,,,,4.0,M. Strus,1629622.0,1.0,,,,,,,,,,,
38,PT09M03.00S,2022-04-05T23:50:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,89.43823915900131,36.76470588235294,1610612766,4,14,2022-04-05T23:50:22Z,370000,-66.0,47.0,1,right,T. Rozier 8' fadeaway Jump Shot (5 PTS) (P. Washington 2 AST),"[1626179, 1629023]",1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,8.11,Made,,,,,5.0,P. Washington,1629023.0,2.0,,,,,,,,,,,
39,PT08M51.00S,2022-04-05T23:50:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.908672798948752,47.30392156862745,1610612748,4,14,2022-04-05T23:55:05Z,380000,13.0,59.0,1,left,MISS B. Adebayo 6' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,6.09,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M51.00S,2022-04-05T23:50:18.7Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,4,14,2022-04-06T00:01:55Z,390000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
44,PT08M40.00S,2022-04-05T23:50:29.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,94.43166885676742,94.85294117647058,1610612766,4,14,2022-04-05T23:50:38Z,420000,224.0,0.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
45,PT08M38.00S,2022-04-05T23:50:31.2Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,4,14,2022-04-05T23:50:38Z,430000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
46,PT08M28.00S,2022-04-05T23:50:42.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.196452036793694,26.96078431372549,1610612748,7,14,2022-04-05T23:57:11Z,440000,115.0,260.0,1,left,M. Strus 28' 3PT pullup (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,28.39,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,
48,PT08M09.00S,2022-04-05T23:51:02.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,7,14,2022-04-05T23:51:02Z,460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M56.00S,2022-04-05T23:51:30.0Z,1,REGULAR,2pt,Jump Shot,[],1629023,71.09067017082786,60.31709558823529,1610612766,7,14,2022-04-05T23:58:08Z,470000,52.0,219.0,1,right,MISS P. Washington 22' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,22.52,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M54.00S,2022-04-05T23:51:32.0Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,7,14,2022-04-05T23:51:55Z,480000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
51,PT07M49.00S,2022-04-05T23:51:43.9Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612748,7,14,2022-04-05T23:51:49Z,490000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Butler 2 FT),"[203486, 202710]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,1198.0,2.0,0.0,Butler,202710.0,,,,,,
53,PT07M49.00S,2022-04-05T23:52:04.4Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,8,14,2022-04-05T23:52:04Z,510000,,,0,,J. Butler Free Throw 1 of 2 (1 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
54,PT07M49.00S,2022-04-05T23:52:05.5Z,1,REGULAR,substitution,out,[],203486,,,1610612748,8,14,2022-04-05T23:52:12Z,520000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M49.00S,2022-04-05T23:52:05.5Z,1,REGULAR,substitution,in,[],1628998,,,1610612748,8,14,2022-04-05T23:52:12Z,530000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M49.00S,2022-04-05T23:52:29.0Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,9,14,2022-04-05T23:52:29Z,540000,,,0,,J. Butler Free Throw 2 of 2 (2 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
57,PT07M42.00S,2022-04-05T23:52:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,64.07687253613666,57.59803921568627,1610612766,9,14,2022-04-05T23:52:47Z,550000,38.0,285.0,1,right,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,28.77,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M39.00S,2022-04-05T23:52:44.1Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,9,14,2022-04-05T23:52:47Z,560000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
59,PT07M30.00S,2022-04-05T23:52:53.4Z,1,REGULAR,3pt,Jump Shot,[],1629622,22.026938239159,89.70588235294117,1610612748,12,14,2022-04-05T23:53:00Z,570000,-199.0,155.0,1,left,M. Strus 25' 3PT  (6 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.16,Made,,,,,6.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,
61,PT07M12.00S,2022-04-05T23:53:10.2Z,1,REGULAR,2pt,Jump Shot,[],1626179,76.42904073587385,50.73529411764706,1610612766,12,14,2022-04-05T23:53:16Z,590000,4.0,169.0,1,right,MISS T. Rozier 16' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M09.00S,2022-04-05T23:53:13.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,12,14,2022-04-05T23:53:16Z,600000,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,61.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
63,PT07M03.00S,2022-04-05T23:53:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,33.065045992115635,23.52941176470588,1610612748,12,14,2022-04-05T23:53:27Z,610000,132.0,258.0,1,left,MISS M. Strus 29' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,29.03,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2022-04-05T23:53:23.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,12,14,2022-04-05T23:53:27Z,620000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
65,PT06M53.00S,2022-04-05T23:53:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.38042049934296,44.6078431372549,1610612766,12,16,2022-04-05T23:53:35Z,630000,-27.0,10.0,1,right,M. Bridges driving finger roll Layup (5 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,2.87,Made,,,,,5.0,,,,,,,,,,,,,,
66,PT06M30.00S,2022-04-05T23:53:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,10.249671484888305,59.98774509803921,1610612748,14,16,2022-04-05T23:54:10Z,640000,-50.0,44.0,1,left,G. Vincent 6' driving Layup (2 PTS),[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,6.64,Made,,,,,2.0,,,,,,,,,,,,,,
67,PT06M15.00S,2022-04-05T23:54:08.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,93.11760840998686,52.450980392156865,1610612766,14,18,2022-04-05T23:54:22Z,650000,12.0,12.0,1,right,C. Martin driving Layup (2 PTS) (T. Rozier 2 AST),"[1628998, 1626179]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,1.73,Made,,,,,2.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,
69,PT06M05.00S,2022-04-05T23:54:21.3Z,1,REGULAR,foul,offensive,[],1628389,,,1610612748,14,18,2022-04-05T23:54:38Z,670000,,,0,,B. Adebayo off-the-ball offensive FOUL (1 PF),"[1628389, 1628970]",1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,202026.0,1.0,0.0,Bridges,1628970.0,,,,,,
71,PT06M05.00S,2022-04-05T23:54:21.3Z,1,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,14,18,2022-04-05T23:54:21Z,690000,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,202026.0,,,,,1.0,,,,,
72,PT06M05.00S,2022-04-05T23:54:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,18,2022-04-05T23:54:38Z,700000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M05.00S,2022-04-05T23:56:13.5Z,1,REGULAR,substitution,out,[],202710,,,1610612766,14,18,2022-04-05T23:57:05Z,710000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M05.00S,2022-04-05T23:56:13.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,14,18,2022-04-05T23:57:05Z,720000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M05.00S,2022-04-05T23:56:13.5Z,1,REGULAR,substitution,in,[],1629639,,,1610612766,14,18,2022-04-05T23:57:05Z,730000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M05.00S,2022-04-05T23:56:13.5Z,1,REGULAR,substitution,in,[],1626162,,,1610612766,14,18,2022-04-05T23:57:05Z,740000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M52.00S,2022-04-05T23:57:36.2Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612766,14,18,2022-04-06T00:02:06Z,750000,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 200782]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,1.0,Tucker,200782.0,,,
78,PT05M52.00S,2022-04-05T23:57:36.2Z,1,REGULAR,steal,,[],200782,,,1610612748,14,18,2022-04-05T23:57:39Z,760000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M37.00S,2022-04-05T23:57:51.2Z,1,REGULAR,turnover,bad pass,[],200782,,,1610612748,14,18,2022-04-05T23:57:56Z,770000,,,0,,P. Tucker bad pass TURNOVER (1 TO),"[200782, 1628998]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,1.0,Martin,1628998.0,,,
80,PT05M37.00S,2022-04-05T23:57:51.2Z,1,REGULAR,steal,,[],1628998,,,1610612766,14,18,2022-04-05T23:57:53Z,780000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M33.00S,2022-04-05T23:57:55.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628970,93.77463863337714,52.94117647058824,1610612766,14,18,2022-04-05T23:58:10Z,790000,15.0,6.0,1,right,MISS M. Bridges running Layup,[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,,
82,PT05M32.00S,2022-04-05T23:57:56.8Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,14,18,2022-04-05T23:59:59Z,800000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
84,PT05M32.00S,2022-04-05T23:58:09.2Z,1,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,14,18,2022-04-06T00:06:21Z,820000,,,0,,M. Strus lost ball out-of-bounds TURNOVER (1 TO),[1629622],1610612748.0,MIA,lost ball,,,Strus,M. Strus,,,,,,,,,,,,,,,1198.0,,,,,1.0,,,,,
85,PT05M16.00S,2022-04-05T23:58:31.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,76.82325886990802,87.74509803921569,1610612766,14,18,2022-04-05T23:58:40Z,830000,189.0,165.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2022-04-05T23:58:35.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,14,18,2022-04-05T23:58:40Z,840000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT04M57.00S,2022-04-05T23:58:49.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200782,8.886333771353483,47.794117647058826,1610612748,16,18,2022-04-05T23:59:04Z,850000,11.0,31.0,1,left,P. Tucker driving Layup (2 PTS) (M. Strus 2 AST),"[200782, 1629622]",1610612748.0,MIA,driving,,,Tucker,P. Tucker,,,,,3.29,Made,,,,,2.0,M. Strus,1629622.0,2.0,,,,,,,,,,,
89,PT04M44.00S,2022-04-05T23:59:03.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,92.59198423127464,50.73529411764706,1610612766,16,20,2022-04-05T23:59:17Z,870000,4.0,17.0,1,right,P. Washington driving DUNK (2 PTS) (M. Bridges 1 AST),"[1629023, 1628970]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,1.75,Made,,,,,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,
91,PT04M23.00S,2022-04-05T23:59:24.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.521024967148489,49.26470588235294,1610612748,18,20,2022-04-05T23:59:34Z,890000,4.0,9.0,1,left,B. Adebayo DUNK (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,0.95,Made,,,,,6.0,,,,,,,,,,,,,,
92,PT04M21.00S,2022-04-05T23:59:33.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,18,20,2022-04-05T23:59:45Z,900000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
93,PT04M00.00S,2022-04-05T23:59:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,88.51839684625493,41.17647058823529,1610612766,18,20,2022-04-06T00:04:59Z,910000,-44.0,55.0,1,right,MISS M. Bridges 7' fadeaway Shot,[1628970],1610612766.0,CHA,fadeaway,,,Bridges,M. Bridges,,,,,7.08,Missed,,,,,,,,,,,,,,,,,,,
94,PT03M56.00S,2022-04-06T00:00:01.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,18,20,2022-04-06T00:00:06Z,920000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,93.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
95,PT03M50.00S,2022-04-06T00:00:08.3Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,18,20,2022-04-06T00:00:12Z,930000,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1628998]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,1.0,Martin,1628998.0,,,
