actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-19T00:10:31.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-19T00:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-19T00:10:35.0Z,1,REGULAR,jumpball,recovered,[],1630183,,,1610612750,0,0,2023-11-19T00:10:35Z,40000,False,,,0,,Jump Ball R. Gobert vs. J. Valanciunas: Tip to J. McDaniels,"[1630183, 203497, 202685]",1610612750.0,MIN,startperiod,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Gobert,203497.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-11-19T00:10:53.8Z,1,REGULAR,2pt,Jump Shot,[],1630162,93.61038107752957,12.009803921568633,1610612750,0,2,2023-11-19T00:11:01Z,70000,False,-190.0,8.0,1,right,A. Edwards 19' Jump Shot (2 PTS) (K. Towns 1 AST),"[1630162, 1626157]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left,19.02,Made,2.0,K. Towns,1626157.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2023-11-19T00:11:14.6Z,1,REGULAR,3pt,Jump Shot,[],1630529,7.227332457293031,3.8985906862745026,1610612740,3,2,2023-11-19T00:11:44Z,90000,False,231.0,15.0,1,left,H. Jones 3PT  (3 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.1,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
11,PT10M51.00S,2023-11-19T00:11:39.9Z,1,REGULAR,turnover,bad pass,[],1630183,,,1610612750,3,2,2023-11-19T00:11:46Z,110000,False,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 1630529]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,,
28,PT10M51.00S,2023-11-19T00:11:39.9Z,1,REGULAR,steal,,[],1630529,,,1610612740,3,2,2023-11-19T00:13:28Z,115000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
12,PT10M46.00S,2023-11-19T00:11:45.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627742,9.116294349540084,48.529411764705884,1610612740,5,2,2023-11-19T00:12:02Z,120000,False,7.0,33.0,1,left,B. Ingram cutting DUNK (2 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,cutting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.4,Made,2.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,
14,PT10M30.00S,2023-11-19T00:12:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,91.24507227332458,43.872549019607845,1610612750,5,2,2023-11-19T00:14:30Z,140000,False,-31.0,30.0,1,right,MISS R. Gobert cutting Layup - blocked,"[203497, 1630529]",1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,Jones,1630529.0,,,,,,,,,
32,PT10M30.00S,2023-11-19T00:12:00.4Z,1,REGULAR,block,,[],1630529,,,1610612750,5,2,2023-11-19T00:15:00Z,145000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M30.00S,2023-11-19T00:12:00.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,5,2,2023-11-19T00:12:06Z,150000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,
16,PT10M23.00S,2023-11-19T00:12:07.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,85.85742444152432,60.53921568627451,1610612750,5,2,2023-11-19T00:15:38Z,160000,False,53.0,80.0,1,right,MISS A. Edwards 9' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,9.61,Missed,,,,,,,,,,,,,,,,,,
17,PT10M18.00S,2023-11-19T00:12:12.6Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,5,2,2023-11-19T00:15:38Z,170000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M15.00S,2023-11-19T00:12:15.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,6.044678055190531,4.388786764705884,1610612740,5,2,2023-11-19T00:15:54Z,180000,False,228.0,4.0,1,left,MISS J. Hawkins running 3PT,[1641722],1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
19,PT10M12.00S,2023-11-19T00:12:18.6Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,5,2,2023-11-19T00:12:24Z,190000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,24+ Right,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,
20,PT10M00.00S,2023-11-19T00:12:30.5Z,1,REGULAR,2pt,Jump Shot,[],203497,89.61892247043365,92.62408088235294,1610612750,5,2,2023-11-19T00:16:44Z,200000,False,213.0,45.0,1,right,MISS R. Gobert 21' Jump Shot,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right,21.78,Missed,,,,,,,,,,,,,,,,,,
21,PT09M56.00S,2023-11-19T00:12:34.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,2,2023-11-19T00:12:36Z,210000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,
22,PT09M38.00S,2023-11-19T00:12:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,19.23455978975032,64.70588235294117,1610612740,5,2,2023-11-19T00:17:33Z,220000,False,-74.0,128.0,1,left,MISS B. Ingram 14' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,14.79,Missed,,,,,,,,,,,,,,,,,,
23,PT09M34.00S,2023-11-19T00:12:56.7Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,5,2,2023-11-19T00:12:57Z,230000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,
24,PT09M32.00S,2023-11-19T00:13:02.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630183,87.82851511169514,51.470588235294116,1610612750,5,2,2023-11-19T00:18:04Z,240000,False,7.0,62.0,1,right,MISS J. McDaniels 6' running DUNK - blocked,"[1630183, 1630529]",1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,6.23,Missed,,,,,,,,Jones,1630529.0,,,,,,,,,
25,PT09M32.00S,2023-11-19T00:13:02.1Z,1,REGULAR,block,,[],1630529,,,1610612750,5,2,2023-11-19T00:13:13Z,250000,False,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M32.00S,2023-11-19T00:13:02.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,5,2,2023-11-19T00:38:05Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,24.0,,,,,,,,
