actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
172,PT09M10.00S,2024-03-16T00:42:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,91.40932982917214,49.26470588235294,1610612746,26,26,2024-03-16T00:42:44Z,1640000,False,-4.0,28.0,1,right,MISS D. Theis driving finger roll Layup,[1628464],1610612746.0,LAC,driving finger roll,,,Theis,D. Theis,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
173,PT09M09.00S,2024-03-16T00:42:41.7Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,26,26,2024-03-16T00:42:44Z,1650000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT09M05.00S,2024-03-16T00:42:47.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,7.178055190538765,50.245098039215684,1610612740,28,26,2024-03-16T00:44:03Z,1660000,False,-1.0,15.0,1,left,Z. Williamson running finger roll Layup (5 PTS) (L. Nance Jr. 1 AST),"[1629627, 1626204]",1610612740.0,NOP,running finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,5.0,,,,,,,,,,,L. Nance Jr.,1626204.0,1.0
176,PT09M04.00S,2024-03-16T00:42:53.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,28,26,2024-03-16T00:42:53Z,1680000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M04.00S,2024-03-16T00:45:21.7Z,2,REGULAR,substitution,out,[],1629599,,,1610612746,28,26,2024-03-16T00:45:38Z,1690000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M04.00S,2024-03-16T00:45:21.7Z,2,REGULAR,substitution,out,[],1628464,,,1610612746,28,26,2024-03-16T00:45:38Z,1700000,False,,,0,,SUB out: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M04.00S,2024-03-16T00:45:21.7Z,2,REGULAR,substitution,in,[],1630538,,,1610612746,28,26,2024-03-16T00:45:38Z,1710000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M04.00S,2024-03-16T00:45:21.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,28,26,2024-03-16T00:45:38Z,1720000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M51.00S,2024-03-16T00:45:58.2Z,2,REGULAR,turnover,bad pass,[],1630538,,,1610612746,28,26,2024-03-16T00:46:06Z,1730000,False,,,0,,B. Hyland bad pass TURNOVER (2 TO),"[1630538, 1630631]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Alvarado,1630631.0,,,,,
182,PT08M51.00S,2024-03-16T00:45:58.2Z,2,REGULAR,steal,,[],1630631,,,1610612740,28,26,2024-03-16T00:45:59Z,1740000,False,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
183,PT08M48.00S,2024-03-16T00:46:01.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630631,17.95335085413929,95.58823529411765,1610612740,31,26,2024-03-16T00:46:32Z,1750000,False,-228.0,116.0,1,left,J. Alvarado 25' 3PT running pullup (6 PTS),[1630631],1610612740.0,NOP,running pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.59,Made,,,,,6.0,,,,,,,,,,,,,
184,PT08M32.00S,2024-03-16T00:46:25.1Z,2,REGULAR,foul,personal,[],1630631,,,1610612746,31,26,2024-03-16T00:46:33Z,1760000,False,,,0,,J. Alvarado personal FOUL (2 PF),"[1630631, 1630538]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,8-16 Right,,,,,,,,2005.0,2.0,0.0,Hyland,1630538.0,,,,,,,,
186,PT08M17.00S,2024-03-16T00:46:53.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,83.919185282523,39.705882352941174,1610612746,31,26,2024-03-16T00:47:28Z,1780000,False,-51.0,99.0,1,right,MISS B. Hyland 11' fadeaway Shot,[1630538],1610612746.0,LAC,fadeaway,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,11.13,Missed,,,,,,,,,,,,,,,,,,
187,PT08M17.00S,2024-03-16T00:46:53.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,31,26,2024-03-16T00:46:59Z,1790000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,186.0,,,,,,,,,,,,,,,,,
188,PT08M17.00S,2024-03-16T00:46:57.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,31,26,2024-03-16T00:47:02Z,1800000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,,,,,,,,,,,,
189,PT08M02.00S,2024-03-16T00:47:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,9.411957950065702,49.26470588235294,1610612740,31,26,2024-03-16T00:47:45Z,1810000,False,4.0,36.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 200782]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,Tucker,200782.0,,,
190,PT08M02.00S,2024-03-16T00:47:18.9Z,2,REGULAR,block,,[],200782,,,1610612740,31,26,2024-03-16T00:50:14Z,1820000,False,,,0,,P. Tucker BLOCK (2 BLK),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT08M01.00S,2024-03-16T00:47:19.9Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,31,26,2024-03-16T00:47:45Z,1830000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,
192,PT08M01.00S,2024-03-16T00:47:50.4Z,2,REGULAR,substitution,out,[],1626181,,,1610612740,31,26,2024-03-16T00:47:53Z,1840000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M01.00S,2024-03-16T00:47:50.4Z,2,REGULAR,substitution,in,[],1629611,,,1610612740,31,26,2024-03-16T00:47:53Z,1850000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M59.00S,2024-03-16T00:47:57.9Z,2,REGULAR,jumpball,recovered,[],1630530,,,1610612740,31,26,2024-03-16T00:48:51Z,1855000,False,,,0,,Jump Ball L. Nance Jr. vs. P. Tucker: Tip to T. Murphy III,"[1630530, 1626204, 200782]",1610612740.0,NOP,heldball,T. Murphy III,1630530.0,Murphy III,T. Murphy III,Nance Jr.,1626204.0,Tucker,200782.0,,,,,,,,,,,,,,,,,,,,,,
210,PT07M59.00S,2024-03-16T00:48:01.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630631,27.677398160315374,78.18627450980392,1610612740,31,26,2024-03-16T00:50:39Z,1859375,False,-141.0,208.0,1,left,MISS J. Alvarado 25' pullup 3PT - blocked,"[1630631, 1630538]",1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,Hyland,1630538.0,,,
211,PT07M59.00S,2024-03-16T00:48:01.7Z,2,REGULAR,block,,[],1630538,,,1610612740,31,26,2024-03-16T00:50:39Z,1859687,False,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
212,PT07M59.00S,2024-03-16T00:48:01.7Z,2,REGULAR,rebound,defensive,[],200782,,,1610612746,31,26,2024-03-16T00:50:39Z,1859843,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,210.0,1.0,1.0,0.0,,,,,,,,,,,,,,
194,PT07M44.00S,2024-03-16T00:48:05.5Z,2,REGULAR,3pt,Jump Shot,[],202331,72.7496714848883,80.88235294117648,1610612746,31,29,2024-03-16T00:51:10Z,1860000,False,154.0,204.0,1,right,P. George 25' 3PT pullup (13 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.56,Made,,,,,13.0,,,,,,,,,,,,,
195,PT07M28.00S,2024-03-16T00:48:24.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,11.514454664914586,54.65686274509803,1610612740,31,29,2024-03-16T00:51:50Z,1870000,False,-23.0,56.0,1,left,MISS Z. Williamson 6' turnaround Shot - blocked,"[1629627, 202331]",1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.04,Missed,,,,,,,,,,,,,,George,202331.0,,,
196,PT07M28.00S,2024-03-16T00:48:24.6Z,2,REGULAR,block,,[],202331,,,1610612740,31,29,2024-03-16T00:48:27Z,1880000,False,,,0,,P. George BLOCK (1 BLK),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
197,PT07M28.00S,2024-03-16T00:48:24.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,31,29,2024-03-16T00:51:06Z,1890000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,195.0,,,,,,,,,,,,,,,,,
199,PT07M28.00S,2024-03-16T00:48:36.6Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,31,29,2024-03-16T00:48:48Z,1910000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M28.00S,2024-03-16T00:48:36.6Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,31,29,2024-03-16T00:48:48Z,1920000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M28.00S,2024-03-16T00:48:36.6Z,2,REGULAR,substitution,out,[],200782,,,1610612740,31,29,2024-03-16T00:48:48Z,1930000,False,,,0,,SUB out: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M28.00S,2024-03-16T00:48:36.6Z,2,REGULAR,substitution,in,[],202685,,,1610612740,31,29,2024-03-16T00:48:48Z,1940000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M28.00S,2024-03-16T00:48:36.6Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,31,29,2024-03-16T00:48:48Z,1950000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M28.00S,2024-03-16T00:48:36.6Z,2,REGULAR,substitution,in,[],202695,,,1610612740,31,29,2024-03-16T00:48:48Z,1960000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M20.00S,2024-03-16T00:49:02.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202685,23.73521681997372,67.64705882352942,1610612740,31,29,2024-03-16T00:51:08Z,1970000,False,-88.0,171.0,1,left,MISS J. Valanciunas 19' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left Center,19.21,Missed,,,,,,,,,,,,,,,,,,
209,PT07M18.00S,2024-03-16T00:49:04.9Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,31,29,2024-03-16T00:51:08Z,1980000,False,,,0,,I. Zubac REBOUND (Off:0 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,208.0,5.0,5.0,0.0,,,,,,,,,,,,,,
213,PT07M05.00S,2024-03-16T00:49:23.0Z,2,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612746,31,29,2024-03-16T00:49:33Z,1990000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Mann 2 FT),"[1630230, 1629611]",1610612740.0,NOP,shooting,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1148.0,1.0,0.0,Mann,1629611.0,,,,,,,,
215,PT07M05.00S,2024-03-16T00:49:47.3Z,2,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,31,30,2024-03-16T00:49:47Z,2010000,False,,,0,,T. Mann Free Throw 1 of 2 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
216,PT07M05.00S,2024-03-16T00:49:50.8Z,2,REGULAR,substitution,out,[],1630230,,,1610612746,31,30,2024-03-16T00:50:01Z,2020000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M05.00S,2024-03-16T00:49:50.8Z,2,REGULAR,substitution,out,[],1630631,,,1610612746,31,30,2024-03-16T00:50:01Z,2030000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M05.00S,2024-03-16T00:49:50.8Z,2,REGULAR,substitution,in,[],203468,,,1610612746,31,30,2024-03-16T00:50:01Z,2040000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M05.00S,2024-03-16T00:49:50.8Z,2,REGULAR,substitution,in,[],1630529,,,1610612746,31,30,2024-03-16T00:50:01Z,2050000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M05.00S,2024-03-16T00:50:02.6Z,2,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,31,31,2024-03-16T00:50:02Z,2060000,False,,,0,,T. Mann Free Throw 2 of 2 (4 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
221,PT06M41.00S,2024-03-16T00:50:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.258212877792378,55.63725490196079,1610612740,31,31,2024-03-16T00:51:10Z,2070000,False,-28.0,6.0,1,left,MISS J. Valanciunas Layup,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
222,PT06M39.00S,2024-03-16T00:50:29.0Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,31,31,2024-03-16T00:50:29Z,2080000,False,,,0,,T. Mann REBOUND (Off:1 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,221.0,3.0,2.0,1.0,,,,,,,,,,,,,,
223,PT06M33.00S,2024-03-16T00:50:35.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629611,93.51182654402102,44.6078431372549,1610612746,31,33,2024-03-16T00:53:12Z,2090000,False,-27.0,8.0,1,right,T. Mann running Layup (6 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,6.0,,,,,,,,,,,,,
224,PT06M25.00S,2024-03-16T00:50:42.7Z,2,REGULAR,3pt,Jump Shot,[],203468,26.757555847568987,83.08823529411765,1610612740,31,33,2024-03-16T00:53:26Z,2100000,False,-165.0,199.0,1,left,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
225,PT06M25.00S,2024-03-16T00:50:42.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,31,33,2024-03-16T00:51:14Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,224.0,,,,,,,,,,,,,,,,,
226,PT06M24.00S,2024-03-16T00:50:49.6Z,2,REGULAR,foul,personal,[],1630538,,,1610612740,31,33,2024-03-16T00:50:57Z,2120000,False,,,0,,B. Hyland loose ball personal FOUL (1 PF),"[1630538, 202685]",1610612746.0,LAC,loose ball,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,
228,PT06M16.00S,2024-03-16T00:51:20.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627742,16.63929040735874,56.86274509803921,1610612740,31,33,2024-03-16T00:54:10Z,2140000,False,-34.0,104.0,1,left,MISS B. Ingram 10' pullup Shot - blocked,"[1627742, 202695]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,Leonard,202695.0,,,
229,PT06M16.00S,2024-03-16T00:51:20.0Z,2,REGULAR,block,,[],202695,,,1610612740,31,33,2024-03-16T00:51:23Z,2150000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
230,PT06M12.00S,2024-03-16T00:51:24.0Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,31,33,2024-03-16T00:51:24Z,2160000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,228.0,4.0,4.0,0.0,,,,,,,,,,,,,,
231,PT06M10.00S,2024-03-16T00:51:25.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202695,94.1688567674113,4.166666666666666,1610612746,31,33,2024-03-16T00:51:36Z,2170000,False,-229.0,2.0,1,right,MISS K. Leonard running 3PT,[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
232,PT06M06.00S,2024-03-16T00:51:29.9Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,31,33,2024-03-16T00:51:36Z,2180000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,,
233,PT05M45.00S,2024-03-16T00:51:51.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,14.931011826544022,58.57843137254902,1610612740,33,33,2024-03-16T00:51:57Z,2190000,False,-43.0,88.0,1,left,H. Jones 9' floating Jump Shot (2 PTS) (B. Ingram 4 AST),"[1630529, 1627742]",1610612740.0,NOP,floating,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,2.0,,,,,,,,,,,B. Ingram,1627742.0,4.0
235,PT05M23.00S,2024-03-16T00:52:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,81.42247043363994,44.85294117647059,1610612746,33,33,2024-03-16T00:52:19Z,2210000,False,-26.0,122.0,1,right,MISS T. Mann 12' step back Shot,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,12.48,Missed,,,,,,,,,,,,,,,,,,
236,PT05M21.00S,2024-03-16T00:52:15.6Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,33,33,2024-03-16T00:52:19Z,2220000,False,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,235.0,3.0,2.0,1.0,,,,,,,,,,,,,,
237,PT05M10.00S,2024-03-16T00:52:29.6Z,2,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612740,33,33,2024-03-16T00:52:37Z,2230000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1627826, 202685]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,2005.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,
239,PT05M10.00S,2024-03-16T00:53:02.9Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,34,33,2024-03-16T00:53:02Z,2250000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (1 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
240,PT05M10.00S,2024-03-16T00:53:04.9Z,2,REGULAR,substitution,out,[],1629611,,,1610612740,34,33,2024-03-16T00:53:25Z,2260000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M10.00S,2024-03-16T00:53:04.9Z,2,REGULAR,substitution,in,[],1629599,,,1610612740,34,33,2024-03-16T00:53:25Z,2270000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M10.00S,2024-03-16T00:53:29.7Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,35,33,2024-03-16T00:53:29Z,2280000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (2 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
243,PT04M53.00S,2024-03-16T00:53:47.6Z,2,REGULAR,3pt,Jump Shot,[],202331,66.96780551905388,46.81372549019608,1610612746,35,33,2024-03-16T00:53:54Z,2290000,False,-16.0,258.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
244,PT04M50.00S,2024-03-16T00:53:50.6Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,35,33,2024-03-16T00:53:54Z,2300000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,243.0,3.0,3.0,0.0,,,,,,,,,,,,,,
245,PT04M42.00S,2024-03-16T00:53:58.6Z,2,REGULAR,3pt,Jump Shot,[],1630529,6.1268068331143235,3.431372549019608,1610612740,38,33,2024-03-16T00:54:03Z,2310000,False,233.0,5.0,1,left,H. Jones 3PT  (5 PTS) (B. Ingram 5 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.29,Made,,,,,5.0,,,,,,,,,,,B. Ingram,1627742.0,5.0
247,PT04M27.00S,2024-03-16T00:54:19.8Z,2,REGULAR,foul,personal,[],202685,,,1610612746,38,33,2024-03-16T00:54:39Z,2330000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1630538]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Left Center,,,,,,,,1148.0,1.0,0.0,Hyland,1630538.0,,,,,,,,
249,PT04M27.00S,2024-03-16T00:54:30.9Z,2,REGULAR,substitution,out,[],1630530,,,1610612746,38,33,2024-03-16T00:54:38Z,2350000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M27.00S,2024-03-16T00:54:30.9Z,2,REGULAR,substitution,in,[],1629627,,,1610612746,38,33,2024-03-16T00:54:38Z,2360000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M19.00S,2024-03-16T00:54:48.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,94.56307490144546,52.94117647058824,1610612746,38,35,2024-03-16T00:54:52Z,2370000,False,15.0,-1.0,1,right,B. Hyland driving Layup (2 PTS),[1630538],1610612746.0,LAC,driving,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,2.0,,,,,,,,,,,,,
252,PT04M06.00S,2024-03-16T00:55:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,5.469776609724048,42.8921568627451,1610612740,38,35,2024-03-16T00:55:10Z,2380000,False,36.0,-1.0,1,left,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,,
253,PT04M05.00S,2024-03-16T00:55:03.0Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,38,35,2024-03-16T00:57:14Z,2390000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,252.0,4.0,3.0,1.0,,,,,,,,,,,,,,
