actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
23,PT10M07.00S,2024-03-02T01:12:30.3Z,1,REGULAR,block,,[],1626167,,,1610612740,5,5,2024-03-02T01:12:33Z,230000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2024-03-02T01:12:33.3Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612740,5,5,2024-03-02T01:12:36Z,240000,False,,,0,,B. Ingram REBOUND (Off:1 Def:0),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,22.0,1.0,0.0,1.0,,,,
25,PT10M02.00S,2024-03-02T01:12:36.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202685,88.38699080157687,48.77450980392157,1610612740,7,5,2024-03-02T01:12:44Z,250000,False,-6.0,57.0,1,right,J. Valanciunas Jump Shot (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,5.0,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2024-03-02T01:12:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.543363994743759,45.09803921568628,1610612754,7,7,2024-03-02T01:12:49Z,260000,False,25.0,37.0,1,left,P. Siakam driving Layup (7 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,7.0,,,,,,,,,,,,,,,,,
27,PT09M39.00S,2024-03-02T01:12:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,84.05059132720105,64.2156862745098,1610612740,9,7,2024-03-02T01:13:04Z,270000,False,71.0,97.0,1,right,B. Ingram 12' pullup Jump Shot (2 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,12.06,Made,2.0,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2024-03-02T01:13:09.4Z,1,REGULAR,2pt,Jump Shot,[],1629614,11.251642575558476,31.61764705882353,1610612754,9,7,2024-03-02T01:13:17Z,280000,False,92.0,53.0,1,left,MISS A. Nembhard 10' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,10.62,Missed,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2024-03-02T01:13:11.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,9,7,2024-03-02T01:13:17Z,290000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,28.0,2.0,2.0,0.0,,,,
30,PT09M08.00S,2024-03-02T01:13:30.6Z,1,REGULAR,3pt,Jump Shot,[],203468,76.82325886990802,88.23529411764706,1610612740,12,7,2024-03-02T01:18:32Z,300000,False,191.0,165.0,1,right,C. McCollum 25' 3PT  (3 PTS) (J. Valanciunas 1 AST),"[203468, 202685]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.28,Made,3.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
32,PT08M51.00S,2024-03-02T01:13:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,11.645860709592641,42.40196078431372,1610612754,12,9,2024-03-02T01:13:51Z,320000,False,38.0,57.0,1,left,M. Turner 6' Layup (2 PTS) (P. Siakam 1 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.85,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
34,PT08M36.00S,2024-03-02T01:14:12.9Z,1,REGULAR,3pt,Jump Shot,[],203468,69.07030223390277,28.186274509803923,1610612740,15,9,2024-03-02T01:14:18Z,340000,False,-109.0,238.0,1,right,C. McCollum 26' 3PT pullup (6 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.2,Made,6.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,,,,,
36,PT08M28.00S,2024-03-02T01:14:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,7.178055190538765,52.69607843137255,1610612754,15,9,2024-03-02T01:20:52Z,360000,False,-13.0,15.0,1,left,MISS M. Turner driving Layup - blocked,"[1626167, 203468]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,McCollum,203468.0,,
37,PT08M28.00S,2024-03-02T01:14:20.4Z,1,REGULAR,block,,[],203468,,,1610612754,15,9,2024-03-02T01:14:23Z,370000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M24.00S,2024-03-02T01:14:24.4Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,15,9,2024-03-02T01:23:42Z,380000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,36.0,1.0,0.0,1.0,,,,
77,PT08M23.00S,2024-03-02T01:14:24.1Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,15,9,2024-03-02T01:24:41Z,385000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1630529]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,,,Jones,1630529.0
78,PT08M23.00S,2024-03-02T01:14:24.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,15,9,2024-03-02T01:24:10Z,387500,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
39,PT08M21.00S,2024-03-02T01:14:27.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630529,92.72339027595268,53.18627450980392,1610612740,17,9,2024-03-02T01:26:22Z,390000,False,16.0,16.0,1,right,H. Jones running Layup (2 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,,,,,,,,,,,,,,,,,
40,PT08M21.00S,2024-03-02T01:14:39.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,17,9,2024-03-02T01:14:39Z,400000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M08.00S,2024-03-02T01:17:34.3Z,1,REGULAR,3pt,Jump Shot,[],1630174,7.30946123521682,3.9215686274509802,1610612754,17,12,2024-03-02T01:17:39Z,410000,False,230.0,16.0,1,left,A. Nesmith 3PT  (3 PTS) (T. Haliburton 2 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.1,Made,3.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
43,PT07M46.00S,2024-03-02T01:17:56.0Z,1,REGULAR,2pt,Jump Shot,[],202685,77.21747700394218,52.450980392156865,1610612740,19,12,2024-03-02T01:24:23Z,430000,False,12.0,162.0,1,right,J. Valanciunas 16' Jump Shot (7 PTS) (Z. Williamson 2 AST),"[202685, 1629627]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,16.22,Made,7.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,,,,,
45,PT07M25.00S,2024-03-02T01:18:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.937582128777924,55.14705882352941,1610612754,19,14,2024-03-02T01:18:21Z,450000,False,-26.0,41.0,1,left,P. Siakam driving Layup (9 PTS) (A. Nesmith 2 AST),"[1627783, 1630174]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,9.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,,,,,
47,PT07M09.00S,2024-03-02T01:18:33.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.94152431011827,48.28431372549019,1610612740,21,14,2024-03-02T01:18:38Z,470000,False,-9.0,70.0,1,right,B. Ingram 7' fadeaway Jump Shot (4 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,7.07,Made,4.0,,,,,,,,,,,,,,,,,
48,PT06M42.00S,2024-03-02T01:19:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,10.33180026281209,44.85294117647059,1610612754,21,16,2024-03-02T01:19:15Z,480000,False,26.0,45.0,1,left,M. Turner driving Layup (4 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.15,Made,4.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
50,PT06M29.00S,2024-03-02T01:19:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.11760840998686,53.92156862745098,1610612740,23,16,2024-03-02T01:19:22Z,500000,False,20.0,12.0,1,right,B. Ingram driving Layup (6 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.31,Made,6.0,,,,,,,,,,,,,,,,,
51,PT06M10.00S,2024-03-02T01:19:32.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.013797634691194,31.61764705882353,1610612754,23,16,2024-03-02T01:19:41Z,510000,False,92.0,248.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
52,PT06M07.00S,2024-03-02T01:19:35.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,23,16,2024-03-02T01:19:41Z,520000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,51.0,3.0,3.0,0.0,,,,
53,PT06M03.00S,2024-03-02T01:19:39.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,72.7496714848883,78.18627450980392,1610612740,26,16,2024-03-02T01:19:51Z,530000,False,141.0,204.0,1,right,B. Ingram 24' 3PT running (9 PTS) (Z. Williamson 3 AST),"[1627742, 1629627]",1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,24.77,Made,9.0,Z. Williamson,1629627.0,3.0,,,,,,,,,,,,,,
55,PT05M47.00S,2024-03-02T01:19:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629614,32.40801576872536,56.61764705882353,1610612754,26,16,2024-03-02T01:19:59Z,550000,False,-33.0,252.0,1,left,MISS A. Nembhard 25' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
56,PT05M44.00S,2024-03-02T01:19:58.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,26,16,2024-03-02T01:19:59Z,560000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,55.0,4.0,4.0,0.0,,,,
57,PT05M28.00S,2024-03-02T01:20:14.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,91.01511169513797,74.50980392156863,1610612740,28,16,2024-03-02T01:27:28Z,570000,False,123.0,32.0,1,right,B. Ingram 12' turnaround fadeaway Jump Shot (11 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,12.66,Made,11.0,,,,,,,,,,,,,,,,,
58,PT05M08.00S,2024-03-02T01:20:34.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,32.40801576872536,25.735294117647058,1610612754,28,16,2024-03-02T01:20:38Z,580000,False,121.0,252.0,1,left,MISS P. Siakam 27' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,27.98,Missed,,,,,,,,,,,,,,,,,,
59,PT05M06.00S,2024-03-02T01:20:36.1Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,28,16,2024-03-02T01:20:38Z,590000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,
60,PT04M55.00S,2024-03-02T01:20:49.8Z,1,REGULAR,foul,personal,[],1626167,,,1610612740,28,16,2024-03-02T01:20:56Z,600000,False,,,0,,M. Turner personal FOUL (1 PF),"[1626167, 202685]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,
62,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,28,16,2024-03-02T01:21:18Z,620000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612740,28,16,2024-03-02T01:21:18Z,630000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,out,[],1629614,,,1610612740,28,16,2024-03-02T01:21:18Z,640000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,out,[],1626167,,,1610612740,28,16,2024-03-02T01:21:18Z,650000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,28,16,2024-03-02T01:21:18Z,660000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612740,28,16,2024-03-02T01:21:18Z,670000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,in,[],204456,,,1610612740,28,16,2024-03-02T01:21:18Z,680000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT04M55.00S,2024-03-02T01:20:58.9Z,1,REGULAR,substitution,in,[],1630188,,,1610612740,28,16,2024-03-02T01:21:18Z,690000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT04M42.00S,2024-03-02T01:21:43.2Z,1,REGULAR,2pt,Jump Shot,[],1627742,74.58935611038108,46.32352941176471,1610612740,28,16,2024-03-02T01:21:49Z,700000,False,-18.0,186.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,18.73,Missed,,,,,,,,,,,,,,,,,,
71,PT04M40.00S,2024-03-02T01:21:45.2Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,28,16,2024-03-02T01:21:49Z,710000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,70.0,5.0,4.0,1.0,,,,
72,PT04M38.00S,2024-03-02T01:21:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,92.32917214191852,47.549019607843135,1610612740,30,16,2024-03-02T01:21:54Z,720000,False,-12.0,20.0,1,right,J. Valanciunas putback Layup (9 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.31,Made,9.0,,,,,,,,,,,,,,,,,
73,PT04M29.00S,2024-03-02T01:21:55.9Z,1,REGULAR,3pt,Jump Shot,[],1630188,32.53942181340342,40.44117647058824,1610612754,30,16,2024-03-02T01:22:04Z,730000,False,48.0,253.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
74,PT04M27.00S,2024-03-02T01:21:57.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,30,16,2024-03-02T01:22:04Z,740000,False,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,73.0,2.0,1.0,1.0,,,,
75,PT04M23.00S,2024-03-02T01:22:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,93.51182654402102,53.431372549019606,1610612740,32,16,2024-03-02T01:22:09Z,750000,False,17.0,8.0,1,right,B. Ingram running Layup (13 PTS),[1627742],1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.92,Made,13.0,,,,,,,,,,,,,,,,,
76,PT04M23.00S,2024-03-02T01:22:10.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,32,16,2024-03-02T01:22:10Z,760000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M23.00S,2024-03-02T01:24:23.5Z,1,REGULAR,substitution,out,[],202685,,,1610612754,32,16,2024-03-02T01:24:50Z,770000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M23.00S,2024-03-02T01:24:23.5Z,1,REGULAR,substitution,in,[],1626204,,,1610612754,32,16,2024-03-02T01:24:50Z,780000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M08.00S,2024-03-02T01:25:11.3Z,1,REGULAR,3pt,Jump Shot,[],1631097,7.966491458607096,95.34313725490196,1610612754,32,16,2024-03-02T01:25:15Z,790000,False,-227.0,22.0,1,left,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,,
82,PT04M04.00S,2024-03-02T01:25:15.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,32,16,2024-03-02T01:25:15Z,800000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,81.0,3.0,2.0,1.0,,,,
83,PT03M59.00S,2024-03-02T01:25:19.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627742,85.10183968462549,43.38235294117647,1610612740,34,16,2024-03-02T01:25:28Z,810000,False,-33.0,88.0,1,right,B. Ingram 9' running pullup Jump Shot (15 PTS),[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,9.36,Made,15.0,,,,,,,,,,,,,,,,,
