actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-20T01:10:31.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-20T01:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-01-20T01:10:33.4Z,1,REGULAR,jumpball,recovered,[],203078,,,1610612756,0,0,2024-01-20T01:10:33Z,40000,False,,,0,,Jump Ball J. Nurkic vs. J. Valanciunas: Tip to B. Beal,"[203078, 203994, 202685]",1610612756.0,PHX,startperiod,B. Beal,203078.0,Beal,B. Beal,Nurkic,203994.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-01-20T01:10:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,12.828515111695138,65.68627450980392,1610612756,0,0,2024-01-20T01:10:54Z,70000,False,-78.0,68.0,1,left,MISS K. Durant 10' fadeaway Shot,[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,10.38,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-01-20T01:10:52.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,0,2024-01-20T01:10:54Z,80000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-01-20T01:10:55.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,78.0059132720105,49.50980392156863,1610612740,2,0,2024-01-20T01:11:19Z,90000,False,-2.0,154.0,1,right,B. Ingram 15' running pullup Jump Shot (2 PTS),[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,15.42,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M25.00S,2024-01-20T01:11:05.6Z,1,REGULAR,3pt,Jump Shot,[],1626164,30.305519053876477,29.65686274509804,1610612756,2,3,2024-01-20T01:11:18Z,100000,False,102.0,232.0,1,left,D. Booker 25' 3PT pullup (3 PTS) (B. Beal 1 AST),"[1626164, 203078]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,3.0,B. Beal,203078.0,1.0,,,,,,,,,,
12,PT11M11.00S,2024-01-20T01:11:20.0Z,1,REGULAR,turnover,lost ball,[],1629627,,,1610612740,2,3,2024-01-20T01:11:24Z,120000,False,,,0,,Z. Williamson lost ball TURNOVER (1 TO),"[1629627, 203994]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,,
13,PT11M11.00S,2024-01-20T01:11:20.0Z,1,REGULAR,steal,,[],203994,,,1610612756,2,3,2024-01-20T01:11:21Z,130000,False,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2024-01-20T01:11:23.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201142,30.831143232588698,31.127450980392158,1610612756,2,3,2024-01-20T01:12:42Z,140000,False,94.0,237.0,1,left,MISS K. Durant 25' running pullup 3PT,[201142],1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2024-01-20T01:11:26.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,2,3,2024-01-20T01:11:32Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,14.0,,,,,,,,,,,,,,,,,
