actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
169,PT12M00.00S,2023-11-23T01:40:01.4Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612740,32,30,2023-11-23T01:40:28Z,1680000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-11-23T01:40:01.4Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,32,30,2023-11-23T01:40:28Z,1690000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-11-23T01:40:01.4Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612740,32,30,2023-11-23T01:40:28Z,1700000,False,,,0,,SUB out: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-11-23T01:40:01.4Z,2,REGULAR,substitution,in,['startperiod'],1626204,,,1610612740,32,30,2023-11-23T01:40:28Z,1710000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-11-23T01:40:01.4Z,2,REGULAR,substitution,in,['startperiod'],1630529,,,1610612740,32,30,2023-11-23T01:40:28Z,1720000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-11-23T01:40:01.4Z,2,REGULAR,substitution,in,['startperiod'],1627742,,,1610612740,32,30,2023-11-23T01:40:28Z,1730000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-11-23T01:40:40.6Z,2,REGULAR,period,start,[],0,,,1610612758,32,30,2023-11-23T01:40:40Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M38.00S,2023-11-23T01:41:02.1Z,2,REGULAR,turnover,bad pass,[],1626168,,,1610612758,32,30,2023-11-23T01:41:05Z,1750000,False,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 1626204]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,1.0,Nance Jr.,1626204.0,,,,,,
177,PT11M38.00S,2023-11-23T01:41:02.1Z,2,REGULAR,steal,,[],1626204,,,1610612740,32,30,2023-11-23T01:41:04Z,1760000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
178,PT11M28.00S,2023-11-23T01:41:11.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,86.5473061760841,48.77450980392157,1610612740,34,30,2023-11-23T01:41:15Z,1770000,False,-6.0,74.0,1,right,B. Ingram 7' pullup Jump Shot (7 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.43,Made,7.0,,,,,,,,,,,,
179,PT11M19.00S,2023-11-23T01:41:20.1Z,2,REGULAR,2pt,Jump Shot,[],1628368,12.040078843626807,67.15686274509804,1610612758,34,32,2023-11-23T01:41:44Z,1780000,False,-86.0,61.0,1,left,D. Fox 10' pullup Jump Shot (8 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,10.51,Made,8.0,,,,,,,,,,,,
180,PT10M57.00S,2023-11-23T01:41:41.8Z,2,REGULAR,3pt,Jump Shot,[],1641722,73.27529566360053,17.892156862745097,1610612740,34,32,2023-11-23T01:41:54Z,1790000,False,-161.0,199.0,1,right,MISS J. Hawkins 25' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,25.54,Missed,,,,,,,,,,,,,
181,PT10M57.00S,2023-11-23T01:41:41.8Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,34,32,2023-11-23T01:41:54Z,1800000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,180.0,1.0,0.0,1.0,,
182,PT10M51.00S,2023-11-23T01:41:47.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1626204,88.78120893561103,44.6078431372549,1610612740,36,32,2023-11-23T01:45:16Z,1810000,False,-27.0,53.0,1,right,L. Nance Jr. Hook (2 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.95,Made,2.0,,,,,,,,,,,,
183,PT10M40.00S,2023-11-23T01:42:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.521024967148489,55.14705882352941,1610612758,36,34,2023-11-23T01:42:04Z,1820000,False,-26.0,9.0,1,left,D. Fox Layup (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,2.72,Made,10.0,,,,,,,,,,,,
184,PT10M22.00S,2023-11-23T01:42:17.1Z,2,REGULAR,3pt,Jump Shot,[],1630529,71.96123521681997,20.833333333333336,1610612740,36,34,2023-11-23T01:42:22Z,1830000,False,-146.0,211.0,1,right,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,25.66,Missed,,,,,,,,,,,,,
185,PT10M18.00S,2023-11-23T01:42:21.1Z,2,REGULAR,rebound,defensive,[],1628426,,,1610612758,36,34,2023-11-23T01:42:22Z,1840000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:1),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,184.0,1.0,1.0,0.0,,
186,PT10M11.00S,2023-11-23T01:42:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.5946123521682,48.03921568627451,1610612758,36,36,2023-11-23T01:42:52Z,1850000,False,10.0,47.0,1,left,D. Fox driving floating Jump Shot (12 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.81,Made,12.0,,,,,,,,,,,,
187,PT10M11.00S,2023-11-23T01:42:43.6Z,2,REGULAR,foul,personal,['1freethrow'],1630700,,,1610612758,36,36,2023-11-23T01:42:57Z,1860000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Fox 1 FT),"[1630700, 1628368]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,1628954.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,,,
189,PT10M11.00S,2023-11-23T01:42:53.4Z,2,REGULAR,substitution,out,[],1628370,,,1610612758,36,36,2023-11-23T01:43:20Z,1880000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M11.00S,2023-11-23T01:42:53.4Z,2,REGULAR,substitution,in,[],1630537,,,1610612758,36,36,2023-11-23T01:43:20Z,1890000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M11.00S,2023-11-23T01:42:59.3Z,2,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,36,37,2023-11-23T01:42:59Z,1900000,False,,,0,,D. Fox Free Throw 1 of 1 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
192,PT10M02.00S,2023-11-23T01:43:14.6Z,2,REGULAR,foul,personal,[],1630537,,,1610612740,36,37,2023-11-23T01:43:20Z,1910000,False,,,0,,C. Duarte personal FOUL (3 PF),"[1630537, 1626204]",1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Center,1626300.0,3.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,
194,PT10M02.00S,2023-11-23T01:43:28.1Z,2,REGULAR,substitution,out,[],1630537,,,1610612740,36,37,2023-11-23T01:43:32Z,1930000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M02.00S,2023-11-23T01:43:28.1Z,2,REGULAR,substitution,in,[],1628989,,,1610612740,36,37,2023-11-23T01:43:32Z,1940000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M52.00S,2023-11-23T01:43:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.1084099868594,51.470588235294116,1610612740,36,37,2023-11-23T01:43:56Z,1950000,False,7.0,134.0,1,right,MISS B. Ingram 13' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,13.47,Missed,,,,,,,,,,,,,
197,PT09M49.00S,2023-11-23T01:43:53.2Z,2,REGULAR,rebound,offensive,[],1641722,,,1610612740,36,37,2023-11-23T01:43:56Z,1960000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:0),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,196.0,1.0,0.0,1.0,,
198,PT09M49.00S,2023-11-23T01:43:55.5Z,2,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612740,36,37,2023-11-23T01:44:03Z,1970000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Hawkins 2 FT),"[1628368, 1641722]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,101283.0,1.0,0.0,Hawkins,1641722.0,,,,,,,,,,,,,,,
200,PT09M49.00S,2023-11-23T01:44:17.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641722,,,1610612740,37,37,2023-11-23T01:44:17Z,1990000,False,,,0,,J. Hawkins Free Throw 1 of 2 (3 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
201,PT09M49.00S,2023-11-23T01:44:32.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641722,,,1610612740,38,37,2023-11-23T01:44:32Z,2000000,False,,,0,,J. Hawkins Free Throw 2 of 2 (4 PTS),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
202,PT09M32.00S,2023-11-23T01:44:53.4Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612758,38,37,2023-11-23T01:45:04Z,2010000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Barnes 2 FT),"[1626204, 203084]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,101283.0,1.0,0.0,Barnes,203084.0,,,,,,,,,,,,,,,
204,PT09M32.00S,2023-11-23T01:45:15.5Z,2,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,38,38,2023-11-23T01:45:15Z,2030000,False,,,0,,H. Barnes Free Throw 1 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
205,PT09M32.00S,2023-11-23T01:45:28.7Z,2,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,38,39,2023-11-23T01:45:28Z,2040000,False,,,0,,H. Barnes Free Throw 2 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
206,PT09M20.00S,2023-11-23T01:45:42.1Z,2,REGULAR,3pt,Jump Shot,[],1641722,72.48685939553219,13.725490196078432,1610612740,41,39,2023-11-23T01:45:46Z,2050000,False,-181.0,206.0,1,right,J. Hawkins 27' 3PT  (7 PTS) (B. Ingram 1 AST),"[1641722, 1627742]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,27.46,Made,7.0,B. Ingram,1627742.0,1.0,,,,,,,,,
208,PT09M02.00S,2023-11-23T01:46:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.601182654402102,55.88235294117647,1610612758,41,39,2023-11-23T01:46:05Z,2070000,False,-29.0,0.0,1,left,MISS H. Barnes Layup,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,2.94,Missed,,,,,,,,,,,,,
209,PT08M59.00S,2023-11-23T01:46:03.4Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,41,39,2023-11-23T01:46:03Z,2080000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,208.0,2.0,2.0,0.0,,
210,PT08M44.00S,2023-11-23T01:46:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,93.77463863337714,52.69607843137255,1610612740,43,39,2023-11-23T01:46:22Z,2090000,False,13.0,6.0,1,right,J. Hawkins driving Layup (9 PTS) (B. Ingram 2 AST),"[1641722, 1627742]",1610612740.0,NOP,driving,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,1.48,Made,9.0,B. Ingram,1627742.0,2.0,,,,,,,,,
212,PT08M27.00S,2023-11-23T01:46:34.9Z,2,REGULAR,3pt,Jump Shot,[],1628989,5.732588699080158,4.901960784313726,1610612758,43,39,2023-11-23T01:46:39Z,2110000,False,225.0,1.0,1,left,MISS K. Huerter step back 3PT,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,,,,22.55,Missed,,,,,,,,,,,,,
213,PT08M24.00S,2023-11-23T01:46:37.9Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,43,39,2023-11-23T01:46:39Z,2120000,False,,,0,,J. Hawkins REBOUND (Off:1 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,212.0,2.0,1.0,1.0,,
214,PT08M13.00S,2023-11-23T01:46:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.11760840998686,45.09803921568628,1610612740,43,39,2023-11-23T01:47:12Z,2130000,False,-25.0,12.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,2.74,Missed,,,,,,,,,,,,,
215,PT08M13.00S,2023-11-23T01:46:51.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,43,39,2023-11-23T02:02:08Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,214.0,,,,,
216,PT08M13.00S,2023-11-23T01:47:07.6Z,2,REGULAR,turnover,offensive goaltending,[],1626204,,,1610612740,43,39,2023-11-23T01:47:41Z,2150000,False,,,0,,L. Nance Jr. offensive goaltending TURNOVER (1 TO),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,101283.0,,,,,,,,,,,1.0,,,,,,,,
217,PT08M13.00S,2023-11-23T01:47:11.6Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,43,39,2023-11-23T01:47:20Z,2160000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M13.00S,2023-11-23T01:47:11.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,43,39,2023-11-23T01:47:20Z,2170000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M57.00S,2023-11-23T01:47:34.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628426,26.49474375821288,81.12745098039215,1610612758,43,39,2023-11-23T01:47:45Z,2180000,False,-156.0,197.0,1,left,MISS A. Vezenkov 25' 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Left Center,,,,,,25.07,Missed,,,,,,,,,,,,,
220,PT07M53.00S,2023-11-23T01:47:38.3Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,43,39,2023-11-23T01:47:38Z,2190000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,219.0,2.0,1.0,1.0,,
221,PT07M47.00S,2023-11-23T01:47:44.1Z,2,REGULAR,3pt,Jump Shot,[],1630700,68.28186596583443,27.696078431372552,1610612740,43,39,2023-11-23T01:47:49Z,2200000,False,-112.0,246.0,1,right,MISS D. Daniels 26' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,26.98,Missed,,,,,,,,,,,,,
222,PT07M44.00S,2023-11-23T01:47:47.1Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612758,43,39,2023-11-23T01:47:49Z,2210000,False,,,0,,K. Huerter REBOUND (Off:0 Def:4),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,221.0,4.0,4.0,0.0,,
223,PT07M31.00S,2023-11-23T01:48:00.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,5.732588699080158,60.78431372549019,1610612758,43,41,2023-11-23T01:48:04Z,2220000,False,-54.0,1.0,1,left,D. Sabonis turnaround Hook (12 PTS) (D. Fox 2 AST),"[1627734, 1628368]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.39,Made,12.0,D. Fox,1628368.0,2.0,,,,,,,,,
225,PT07M08.00S,2023-11-23T01:48:23.8Z,2,REGULAR,3pt,Jump Shot,[],1626204,92.72339027595268,2.941176470588235,1610612740,43,41,2023-11-23T01:48:30Z,2240000,False,-235.0,16.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,,,,23.58,Missed,,,,,,,,,,,,,
226,PT07M04.00S,2023-11-23T01:48:27.8Z,2,REGULAR,rebound,defensive,[],1628426,,,1610612758,43,41,2023-11-23T01:48:30Z,2250000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:2),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,225.0,2.0,2.0,0.0,,
227,PT07M03.00S,2023-11-23T01:48:28.4Z,2,REGULAR,turnover,bad pass,[],1628426,,,1610612758,43,41,2023-11-23T01:48:32Z,2260000,False,,,0,,A. Vezenkov bad pass TURNOVER (2 TO),"[1628426, 1630700]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,Daniels,1630700.0,,,,,,
228,PT07M03.00S,2023-11-23T01:48:28.4Z,2,REGULAR,steal,,[],1630700,,,1610612740,43,41,2023-11-23T01:48:30Z,2270000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
229,PT07M03.00S,2023-11-23T01:48:35.6Z,2,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612740,43,41,2023-11-23T01:48:42Z,2280000,False,,,0,,D. Fox shooting personal FOUL (2 PF) (Daniels 2 FT),"[1628368, 1630700]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1628954.0,2.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
231,PT07M03.00S,2023-11-23T01:48:55.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630700,,,1610612740,44,41,2023-11-23T01:48:55Z,2300000,False,,,0,,D. Daniels Free Throw 1 of 2 (5 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
232,PT07M03.00S,2023-11-23T01:48:56.1Z,2,REGULAR,substitution,out,[],1630529,,,1610612740,44,41,2023-11-23T01:49:09Z,2310000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M03.00S,2023-11-23T01:48:56.1Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,44,41,2023-11-23T01:49:09Z,2320000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M03.00S,2023-11-23T01:48:56.1Z,2,REGULAR,substitution,out,[],1628368,,,1610612740,44,41,2023-11-23T01:49:09Z,2330000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M03.00S,2023-11-23T01:48:56.1Z,2,REGULAR,substitution,in,[],1630230,,,1610612740,44,41,2023-11-23T01:49:09Z,2340000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M03.00S,2023-11-23T01:48:56.1Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,44,41,2023-11-23T01:49:09Z,2350000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M03.00S,2023-11-23T01:48:56.1Z,2,REGULAR,substitution,in,[],1630558,,,1610612740,44,41,2023-11-23T01:49:09Z,2360000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M03.00S,2023-11-23T01:49:18.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630700,,,1610612740,45,41,2023-11-23T01:49:18Z,2370000,False,,,0,,D. Daniels Free Throw 2 of 2 (6 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
239,PT06M47.00S,2023-11-23T01:49:36.1Z,2,REGULAR,3pt,Jump Shot,[],1628426,19.66162943495401,92.8921568627451,1610612758,45,41,2023-11-23T01:49:40Z,2380000,False,-214.0,132.0,1,left,MISS A. Vezenkov 25' 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Left Center,,,,,,25.2,Missed,,,,,,,,,,,,,
240,PT06M44.00S,2023-11-23T01:49:39.1Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,45,41,2023-11-23T01:49:40Z,2390000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,239.0,3.0,2.0,1.0,,
241,PT06M34.00S,2023-11-23T01:49:52.5Z,2,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612740,45,41,2023-11-23T01:50:22Z,2400000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Ingram 2 FT),"[1627734, 1627742]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1626300.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
243,PT06M34.00S,2023-11-23T01:50:07.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,45,41,2023-11-23T01:50:19Z,2420000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M34.00S,2023-11-23T01:52:19.4Z,2,REGULAR,substitution,out,[],1630700,,,1610612740,45,41,2023-11-23T01:52:42Z,2430000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M34.00S,2023-11-23T01:52:19.4Z,2,REGULAR,substitution,out,[],1628426,,,1610612740,45,41,2023-11-23T01:52:42Z,2440000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M34.00S,2023-11-23T01:52:19.4Z,2,REGULAR,substitution,in,[],1630631,,,1610612740,45,41,2023-11-23T01:52:42Z,2450000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M34.00S,2023-11-23T01:52:19.4Z,2,REGULAR,substitution,in,[],1626168,,,1610612740,45,41,2023-11-23T01:52:42Z,2460000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M34.00S,2023-11-23T01:53:01.0Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,46,41,2023-11-23T01:53:01Z,2470000,False,,,0,,B. Ingram Free Throw 1 of 2 (8 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
249,PT06M34.00S,2023-11-23T01:53:16.0Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,47,41,2023-11-23T01:53:16Z,2480000,False,,,0,,B. Ingram Free Throw 2 of 2 (9 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
