actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-15T01:10:33.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-15T01:10:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-11-15T01:10:38.4Z,1,REGULAR,jumpball,recovered,[],202685,,,1610612740,0,0,2023-11-15T01:10:38Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. D. Lively II: Tip to J. Valanciunas,"[202685, 202685, 1641726]",1610612740.0,NOP,startperiod,J. Valanciunas,202685.0,Valanciunas,J. Valanciunas,Valanciunas,202685.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-11-15T01:10:57.0Z,1,REGULAR,3pt,Jump Shot,[],202685,71.82982917214193,21.07843137254902,1610612740,0,0,2023-11-15T01:11:06Z,70000,False,-145.0,212.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,25.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-11-15T01:10:58.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,0,0,2023-11-15T01:11:06Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2023-11-15T01:11:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.559132720105126,50.49019607843137,1610612742,0,0,2023-11-15T01:12:08Z,100000,False,-2.0,113.0,1,left,MISS L. Doncic 11' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,11.26,Missed,,,,,,,,,,,,,,,,,,
11,PT11M12.00S,2023-11-15T01:11:29.3Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,0,0,2023-11-15T01:12:08Z,110000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M11.00S,2023-11-15T01:11:30.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629029,32.670827858081466,49.26470588235294,1610612742,0,3,2023-11-15T01:11:37Z,120000,False,4.0,255.0,1,left,L. Doncic 25' 3PT  (3 PTS) (D. Lively II 1 AST),"[1629029, 1641726]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.46,Made,,,,,3.0,D. Lively II,1641726.0,1.0,,,,,,,,,,
14,PT10M55.00S,2023-11-15T01:11:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.43166885676742,51.470588235294116,1610612740,2,3,2023-11-15T01:11:52Z,140000,False,7.0,0.0,1,right,H. Jones driving Layup (2 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,
15,PT10M42.00S,2023-11-15T01:12:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,6.652431011826544,49.754901960784316,1610612742,2,5,2023-11-15T01:12:05Z,150000,False,1.0,10.0,1,left,D. Jones Jr. cutting DUNK (2 PTS) (K. Irving 1 AST),"[1627884, 202681]",1610612742.0,DAL,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,2.0,K. Irving,202681.0,1.0,,,,,,,,,,
17,PT10M19.00S,2023-11-15T01:12:23.9Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,2,5,2023-11-15T01:12:33Z,170000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,1.0,,,,,,,,
