actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
159,PT00M27.40S,2024-01-27T01:33:35.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641722,70.25295663600527,27.450980392156865,1610612740,24,22,2024-01-27T01:33:39Z,1580000,False,-113.0,227.0,1,right,J. Hawkins 25' 3PT  (6 PTS) (L. Nance Jr. 1 AST),"[1641722, 1626204]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,25.35,Made,,,,,,,,,,,,,6.0,L. Nance Jr.,1626204.0,1.0,,
161,PT00M05.90S,2024-01-27T01:33:59.3Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,24,22,2024-01-27T01:34:04Z,1600000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (2 TO),"[1628983, 203468]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,,,,,McCollum,203468.0
162,PT00M05.90S,2024-01-27T01:33:59.3Z,1,REGULAR,steal,,[],203468,,,1610612740,24,22,2024-01-27T01:34:01Z,1610000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M01.90S,2024-01-27T01:34:05.4Z,1,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,24,22,2024-01-27T01:34:11Z,1620000,False,,,0,,D. Daniels step out-of-bounds TURNOVER (1 TO),[1630700],1610612740.0,NOP,step,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,1628159.0,,,,,1.0,,,,,,
164,PT00M01.90S,2024-01-27T01:34:13.7Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,24,22,2024-01-27T01:34:25Z,1630000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M01.90S,2024-01-27T01:34:13.7Z,1,REGULAR,substitution,out,[],1629026,,,1610612760,24,22,2024-01-27T01:34:25Z,1640000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M01.90S,2024-01-27T01:34:13.7Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,24,22,2024-01-27T01:34:25Z,1650000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M01.90S,2024-01-27T01:34:13.7Z,1,REGULAR,substitution,in,[],1630581,,,1610612760,24,22,2024-01-27T01:34:25Z,1660000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2024-01-27T01:34:46.7Z,1,REGULAR,period,end,[],0,,,1610612760,24,22,2024-01-27T01:34:46Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612760,24,22,2024-01-27T01:37:28Z,1700000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,24,22,2024-01-27T01:37:28Z,1710000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,24,22,2024-01-27T01:37:28Z,1720000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,out,['startperiod'],1630581,,,1610612760,24,22,2024-01-27T01:37:28Z,1730000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612760,24,22,2024-01-27T01:37:28Z,1740000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,24,22,2024-01-27T01:37:28Z,1750000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,24,22,2024-01-27T01:37:28Z,1760000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2024-01-27T01:37:09.7Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612760,24,22,2024-01-27T01:37:28Z,1770000,False,,,0,,SUB in: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2024-01-27T01:37:31.2Z,2,REGULAR,period,start,[],0,,,1610612760,24,22,2024-01-27T01:37:31Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M47.00S,2024-01-27T01:37:43.5Z,2,REGULAR,2pt,Jump Shot,[],1631114,21.107095926412615,58.08823529411765,1610612760,24,22,2024-01-27T01:37:49Z,1790000,False,-40.0,146.0,1,left,MISS J. Williams 15' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,15.14,Missed,,,,,,,,,,,,,,,,,,
181,PT11M44.00S,2024-01-27T01:37:46.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,24,22,2024-01-27T01:37:49Z,1800000,False,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,,,,,180.0,4.0,2.0,2.0,,,,,,,,,,,,
182,PT11M34.00S,2024-01-27T01:37:55.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,85.10183968462549,42.40196078431372,1610612740,24,22,2024-01-27T01:38:03Z,1810000,False,-38.0,88.0,1,right,MISS N. Marshall 9' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,9.54,Missed,,,,,,,,,,,,,,,,,,
183,PT11M32.00S,2024-01-27T01:37:58.5Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,24,22,2024-01-27T01:37:58Z,1820000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,182.0,5.0,2.0,3.0,,,,,,,,,,,,
184,PT11M30.00S,2024-01-27T01:37:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,93.64323258869908,45.34313725490196,1610612740,24,22,2024-01-27T01:39:12Z,1830000,False,-23.0,7.0,1,right,MISS J. Valanciunas putback Layup - blocked,"[202685, 1631096]",1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.44,Missed,Holmgren,1631096.0,,,,,,,,,,,,,,,,
187,PT11M30.00S,2024-01-27T01:37:59.9Z,2,REGULAR,block,,[],1631096,,,1610612740,24,22,2024-01-27T01:38:22Z,1835000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
185,PT11M28.00S,2024-01-27T01:38:01.9Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,24,22,2024-01-27T01:46:38Z,1840000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,
186,PT11M24.00S,2024-01-27T01:38:06.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641717,6.521024967148489,56.61764705882353,1610612760,24,24,2024-01-27T01:40:09Z,1850000,False,-33.0,9.0,1,left,C. Wallace running Layup (2 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,,,,,,,,,2.0,,,,,
188,PT11M00.00S,2024-01-27T01:38:32.8Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612740,24,24,2024-01-27T01:38:42Z,1860000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630598, 203468]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,2714.0,1.0,0.0,McCollum,203468.0,,,,,,,
190,PT11M00.00S,2024-01-27T01:38:54.2Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,25,24,2024-01-27T01:38:54Z,1880000,False,,,0,,C. McCollum Free Throw 1 of 2 (4 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
191,PT11M00.00S,2024-01-27T01:39:11.7Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,26,24,2024-01-27T01:39:11Z,1890000,False,,,0,,C. McCollum Free Throw 2 of 2 (5 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
192,PT10M48.00S,2024-01-27T01:39:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.389618922470433,52.450980392156865,1610612760,26,24,2024-01-27T01:39:31Z,1900000,False,-12.0,8.0,1,left,MISS A. Wiggins Layup,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,,,,,,,,,,
193,PT10M44.00S,2024-01-27T01:39:30.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,26,24,2024-01-27T01:43:38Z,1910000,False,,,0,,J. Valanciunas REBOUND (Off:3 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,192.0,6.0,3.0,3.0,,,,,,,,,,,,
196,PT10M36.00S,2024-01-27T01:39:37.2Z,2,REGULAR,3pt,Jump Shot,[],1630230,86.67871222076215,2.941176470588235,1610612740,26,24,2024-01-27T01:39:44Z,1940000,False,-235.0,73.0,1,right,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
197,PT10M36.00S,2024-01-27T01:39:37.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,26,24,2024-01-27T01:45:08Z,1950000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Left Corner 3,24+ Left,,,,,196.0,,,,,,,,,,,,,,,
198,PT10M36.00S,2024-01-27T01:39:44.7Z,2,REGULAR,foul,personal,[],1631096,,,1610612740,26,24,2024-01-27T01:45:08Z,1960000,False,,,0,,C. Holmgren loose ball personal FOUL (1 PF),"[1631096, 202685]",1610612760.0,OKC,loose ball,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628159.0,1.0,0.0,Valanciunas,202685.0,,,,,,,
200,PT10M27.00S,2024-01-27T01:40:08.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,88.64980289093299,45.09803921568628,1610612740,26,24,2024-01-27T01:45:08Z,1980000,False,-25.0,54.0,1,right,MISS C. McCollum driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
201,PT10M25.00S,2024-01-27T01:40:10.7Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,26,24,2024-01-27T01:40:14Z,1990000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,
202,PT10M17.00S,2024-01-27T01:40:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,7.046649145860711,53.431372549019606,1610612760,26,26,2024-01-27T01:40:26Z,2000000,False,-17.0,14.0,1,left,C. Wallace cutting Layup (4 PTS) (A. Wiggins 1 AST),"[1641717, 1630598]",1610612760.0,OKC,cutting,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,,,,,,4.0,A. Wiggins,1630598.0,1.0,,
204,PT09M56.00S,2024-01-27T01:40:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,94.30026281208936,52.450980392156865,1610612740,28,26,2024-01-27T01:46:14Z,2020000,False,12.0,1.0,1,right,J. Valanciunas driving Layup (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,,,,2.0,C. McCollum,203468.0,1.0,,
205,PT09M43.00S,2024-01-27T01:40:53.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.521024967148489,47.05882352941176,1610612760,28,28,2024-01-27T01:41:00Z,2030000,False,15.0,9.0,1,left,J. Williams driving Layup (2 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,,,,,,,2.0,,,,,
206,PT09M26.00S,2024-01-27T01:41:12.7Z,2,REGULAR,turnover,out-of-bounds,[],1630700,,,1610612740,28,28,2024-01-27T01:41:19Z,2040000,False,,,0,,D. Daniels bad pass out-of-bounds TURNOVER (2 TO),[1630700],1610612740.0,NOP,bad pass,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202056.0,,,,,2.0,,,,,,
208,PT09M04.00S,2024-01-27T01:42:03.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631096,26.10052562417871,16.666666666666664,1610612760,28,31,2024-01-27T01:42:10Z,2060000,False,167.0,193.0,1,left,C. Holmgren 25' 3PT  (7 PTS) (V. Micic 1 AST),"[1631096, 203995]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,25.49,Made,,,,,,,,,,,,,7.0,V. Micic,203995.0,1.0,,
210,PT08M47.00S,2024-01-27T01:42:19.5Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612740,28,31,2024-01-27T01:42:28Z,2080000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1641717]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,,,,,Wallace,1641717.0
211,PT08M47.00S,2024-01-27T01:42:19.5Z,2,REGULAR,steal,,[],1641717,,,1610612760,28,31,2024-01-27T01:42:21Z,2090000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
212,PT08M44.00S,2024-01-27T01:42:22.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641717,6.915243101182654,49.26470588235294,1610612760,28,33,2024-01-27T01:42:33Z,2100000,False,4.0,13.0,1,left,C. Wallace running DUNK (6 PTS),[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,,,,,,6.0,,,,,
213,PT08M44.00S,2024-01-27T01:42:26.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,28,33,2024-01-27T01:42:26Z,2110000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M44.00S,2024-01-27T01:44:55.7Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,28,33,2024-01-27T01:45:11Z,2120000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M44.00S,2024-01-27T01:44:55.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,28,33,2024-01-27T01:45:11Z,2130000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M30.00S,2024-01-27T01:45:37.6Z,2,REGULAR,3pt,Jump Shot,[],203468,67.88764783180025,58.57843137254902,1610612740,28,33,2024-01-27T01:45:42Z,2140000,False,43.0,249.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,25.31,Missed,,,,,,,,,,,,,,,,,,
219,PT08M27.00S,2024-01-27T01:45:40.6Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,28,33,2024-01-27T01:45:42Z,2150000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,
220,PT08M11.00S,2024-01-27T01:45:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,7.30946123521682,54.166666666666664,1610612760,28,33,2024-01-27T01:46:00Z,2160000,False,-21.0,16.0,1,left,MISS C. Holmgren driving Layup,[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
221,PT08M09.00S,2024-01-27T01:45:58.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,28,33,2024-01-27T01:46:00Z,2170000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,220.0,3.0,3.0,0.0,,,,,,,,,,,,
222,PT08M04.00S,2024-01-27T01:46:03.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,88.12417871222075,37.254901960784316,1610612740,28,33,2024-01-27T01:48:17Z,2180000,False,-64.0,59.0,1,right,MISS C. McCollum 8' running Shot,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,8.69,Missed,,,,,,,,,,,,,,,,,,
223,PT08M02.00S,2024-01-27T01:46:05.9Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,28,33,2024-01-27T01:46:15Z,2190000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Left,,,,,222.0,4.0,4.0,0.0,,,,,,,,,,,,
224,PT07M54.00S,2024-01-27T01:46:13.8Z,2,REGULAR,3pt,Jump Shot,[],1631114,31.488173455978973,40.931372549019606,1610612760,28,33,2024-01-27T01:46:18Z,2200000,False,45.0,243.0,1,left,MISS J. Williams 24' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,24.77,Missed,,,,,,,,,,,,,,,,,,
225,PT07M50.00S,2024-01-27T01:46:17.8Z,2,REGULAR,rebound,defensive,[],1641722,,,1610612740,28,33,2024-01-27T01:46:18Z,2210000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,
226,PT07M45.00S,2024-01-27T01:46:24.8Z,2,REGULAR,foul,personal,[],1631114,,,1610612740,28,33,2024-01-27T01:46:41Z,2220000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 202685]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,202056.0,1.0,0.0,Valanciunas,202685.0,,,,,,,
228,PT07M45.00S,2024-01-27T01:46:37.8Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,28,33,2024-01-27T01:46:42Z,2240000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M45.00S,2024-01-27T01:46:37.8Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,28,33,2024-01-27T01:46:42Z,2250000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M39.00S,2024-01-27T01:47:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,93.11760840998686,34.068627450980394,1610612740,30,33,2024-01-27T01:47:09Z,2260000,False,-80.0,12.0,1,right,B. Ingram 8' turnaround Jump Shot (4 PTS),[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,8.06,Made,,,,,,,,,,,,,4.0,,,,,
231,PT07M24.00S,2024-01-27T01:47:18.2Z,2,REGULAR,2pt,Jump Shot,[],1631114,17.296320630749015,26.715686274509803,1610612760,30,33,2024-01-27T01:49:45Z,2270000,False,116.0,110.0,1,left,MISS J. Williams 16' turnaround fadeaway Shot,[1631114],1610612760.0,OKC,turnaround fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,16.02,Missed,,,,,,,,,,,,,,,,,,
232,PT07M22.00S,2024-01-27T01:47:20.2Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,30,33,2024-01-27T01:47:23Z,2280000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,231.0,4.0,4.0,0.0,,,,,,,,,,,,
233,PT07M17.00S,2024-01-27T01:47:27.5Z,2,REGULAR,foul,personal,[],1631114,,,1610612740,30,33,2024-01-27T01:47:39Z,2290000,False,,,0,,J. Williams personal FOUL (2 PF),"[1631114, 1630530]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,2714.0,2.0,0.0,Murphy III,1630530.0,,,,,,,
235,PT07M17.00S,2024-01-27T01:47:33.4Z,2,REGULAR,substitution,out,[],203468,,,1610612740,30,33,2024-01-27T01:47:40Z,2310000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M17.00S,2024-01-27T01:47:33.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,30,33,2024-01-27T01:47:40Z,2320000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M10.00S,2024-01-27T01:47:58.4Z,2,REGULAR,3pt,Jump Shot,[],1630529,95.48291721419186,96.07843137254902,1610612740,30,33,2024-01-27T01:48:03Z,2330000,False,230.0,-10.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
238,PT07M06.00S,2024-01-27T01:48:02.4Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,30,33,2024-01-27T01:48:03Z,2340000,False,,,0,,J. Valanciunas REBOUND (Off:4 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,237.0,7.0,3.0,4.0,,,,,,,,,,,,
239,PT07M06.00S,2024-01-27T01:48:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,30,33,2024-01-27T01:48:01Z,2350000,False,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
240,PT07M05.00S,2024-01-27T01:48:02.7Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,30,33,2024-01-27T01:48:02Z,2360000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,239.0,2.0,2.0,0.0,,,,,,,,,,,,
241,PT07M00.00S,2024-01-27T01:48:08.0Z,2,REGULAR,3pt,Jump Shot,[],1630598,9.411957950065702,94.85294117647058,1610612760,30,36,2024-01-27T01:48:13Z,2370000,False,-224.0,36.0,1,left,A. Wiggins 3PT  (3 PTS) (J. Williams 3 AST),"[1630598, 1631114]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.72,Made,,,,,,,,,,,,,3.0,J. Williams,1631114.0,3.0,,
243,PT06M46.00S,2024-01-27T01:48:23.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",202685,90.22667542706965,49.754901960784316,1610612740,32,36,2024-01-27T01:50:49Z,2390000,False,-1.0,39.0,1,right,J. Valanciunas cutting Layup (4 PTS) (B. Ingram 5 AST),"[202685, 1627742]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,,,,,,,,,4.0,B. Ingram,1627742.0,5.0,,
245,PT06M46.00S,2024-01-27T01:48:25.9Z,2,REGULAR,violation,defensive goaltending,[],1631096,,,1610612740,32,36,2024-01-27T01:48:38Z,2410000,False,,,0,,C. Holmgren defensive goaltending VIOLATION,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,1628159.0,,,,,,,,,,,
