actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
77,PT05M47.00S,2024-01-27T01:21:15.0Z,1,REGULAR,3pt,Jump Shot,[],1629026,32.276609724047304,36.029411764705884,1610612760,9,9,2024-01-27T01:21:19Z,770000,False,70.0,251.0,1,left,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
78,PT05M44.00S,2024-01-27T01:21:18.0Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,9,9,2024-01-27T01:21:19Z,780000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,
79,PT05M35.00S,2024-01-27T01:21:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,93.51182654402102,96.81372549019608,1610612740,9,9,2024-01-27T01:21:32Z,790000,False,234.0,8.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2024-01-27T01:21:31.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,9,9,2024-01-27T01:21:32Z,800000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Right Corner 3,24+ Right,,,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,
81,PT05M23.00S,2024-01-27T01:21:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,14.536793692509855,36.27450980392157,1610612760,9,11,2024-01-27T01:21:53Z,810000,False,69.0,84.0,1,left,S. Gilgeous-Alexander 10' fadeaway Jump Shot (5 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Right,10.85,Made,,,,,,,,,,,,,5.0,,,,,
82,PT05M17.00S,2024-01-27T01:21:45.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,93.9060446780552,49.26470588235294,1610612740,11,11,2024-01-27T01:21:56Z,820000,False,-4.0,5.0,1,right,H. Jones cutting DUNK (7 PTS) (B. Ingram 3 AST),"[1630529, 1627742]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,,,7.0,B. Ingram,1627742.0,3.0,,
85,PT05M06.00S,2024-01-27T01:22:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,6.915243101182654,47.30392156862745,1610612760,11,13,2024-01-27T01:25:30Z,840000,False,13.0,13.0,1,left,S. Gilgeous-Alexander driving floating bank Jump Shot (7 PTS),[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,,,,7.0,,,,,
86,PT05M06.00S,2024-01-27T01:22:07.7Z,1,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612760,11,13,2024-01-27T01:22:12Z,850000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1630529, 1628983]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,2714.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
88,PT05M06.00S,2024-01-27T01:22:14.4Z,1,REGULAR,substitution,out,[],1630530,,,1610612760,11,13,2024-01-27T01:22:30Z,870000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M06.00S,2024-01-27T01:22:14.4Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,11,13,2024-01-27T01:22:30Z,880000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M06.00S,2024-01-27T01:22:14.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,11,13,2024-01-27T01:22:30Z,890000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2024-01-27T01:22:14.4Z,1,REGULAR,substitution,in,[],1641722,,,1610612760,11,13,2024-01-27T01:22:30Z,900000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M06.00S,2024-01-27T01:22:14.4Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,11,13,2024-01-27T01:22:30Z,910000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M06.00S,2024-01-27T01:22:14.4Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,11,13,2024-01-27T01:22:30Z,920000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M06.00S,2024-01-27T01:22:31.8Z,1,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,11,14,2024-01-27T01:22:31Z,930000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,8.0,,,,,
95,PT04M51.00S,2024-01-27T01:22:49.0Z,1,REGULAR,3pt,Jump Shot,[],1641722,71.43561103810775,24.019607843137255,1610612740,14,14,2024-01-27T01:22:55Z,940000,False,-130.0,216.0,1,right,J. Hawkins 25' 3PT  (3 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,25.21,Made,,,,,,,,,,,,,3.0,J. Alvarado,1630631.0,1.0,,
97,PT04M34.00S,2024-01-27T01:23:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,7.046649145860711,34.55882352941176,1610612760,14,14,2024-01-27T01:28:24Z,960000,False,77.0,14.0,1,left,MISS S. Gilgeous-Alexander 7' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2024-01-27T01:23:10.8Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,14,14,2024-01-27T01:23:16Z,970000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,
99,PT04M26.00S,2024-01-27T01:23:13.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,70.64717477003943,74.01960784313727,1610612740,14,14,2024-01-27T01:23:26Z,980000,False,120.0,223.0,1,right,MISS J. Alvarado 25' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2024-01-27T01:23:13.8Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,14,14,2024-01-27T01:23:26Z,990000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,
101,PT04M07.00S,2024-01-27T01:23:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630198,6.783837056504599,55.14705882352941,1610612760,14,14,2024-01-27T01:23:38Z,1000000,False,-26.0,11.0,1,left,MISS I. Joe Layup - blocked,"[1630198, 1626204]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,2.81,Missed,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
102,PT04M07.00S,2024-01-27T01:23:32.7Z,1,REGULAR,block,,[],1626204,,,1610612760,14,14,2024-01-27T01:23:35Z,1010000,False,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
103,PT04M03.00S,2024-01-27T01:23:36.7Z,1,REGULAR,rebound,offensive,[],1630198,,,1610612760,14,14,2024-01-27T01:23:38Z,1020000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,
104,PT04M03.00S,2024-01-27T01:23:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612760,14,14,2024-01-27T01:24:11Z,1030000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Joe 2 FT),"[1630529, 1630198]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,202056.0,2.0,0.0,Joe,1630198.0,,,,,,,
106,PT04M03.00S,2024-01-27T01:24:16.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630198,,,1610612760,14,15,2024-01-27T01:24:16Z,1050000,False,,,0,,I. Joe Free Throw 1 of 2 (1 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
107,PT04M03.00S,2024-01-27T01:24:17.3Z,1,REGULAR,substitution,out,[],1630529,,,1610612760,14,15,2024-01-27T01:24:20Z,1060000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M03.00S,2024-01-27T01:24:17.3Z,1,REGULAR,substitution,in,[],1630230,,,1610612760,14,15,2024-01-27T01:24:20Z,1070000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2024-01-27T01:24:38.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630198,,,1610612760,14,16,2024-01-27T01:24:38Z,1080000,False,,,0,,I. Joe Free Throw 2 of 2 (2 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
110,PT03M39.00S,2024-01-27T01:25:03.4Z,1,REGULAR,3pt,Jump Shot,[],1630631,68.01905387647832,34.31372549019608,1610612740,17,16,2024-01-27T01:25:07Z,1090000,False,-78.0,248.0,1,right,J. Alvarado 26' 3PT  (3 PTS) (B. Ingram 4 AST),"[1630631, 1627742]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,26.02,Made,,,,,,,,,,,,,3.0,B. Ingram,1627742.0,4.0,,
112,PT03M19.00S,2024-01-27T01:25:22.9Z,1,REGULAR,3pt,Jump Shot,[],1631119,31.882391590013142,49.26470588235294,1610612760,17,16,2024-01-27T01:25:27Z,1110000,False,4.0,247.0,1,left,MISS J. Williams 24' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,24.72,Missed,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2024-01-27T01:25:26.9Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,17,16,2024-01-27T01:25:27Z,1120000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:2),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,
114,PT03M02.00S,2024-01-27T01:25:39.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,94.69448094612353,50.0,1610612740,17,16,2024-01-27T01:25:43Z,1130000,False,0.0,-3.0,1,right,MISS L. Nance Jr. cutting DUNK,[1626204],1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.26,Missed,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2024-01-27T01:25:41.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,17,16,2024-01-27T01:25:43Z,1140000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,
116,PT02M55.00S,2024-01-27T01:25:48.6Z,1,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612760,17,16,2024-01-27T01:26:07Z,1150000,False,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1626204, 1628983]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202056.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,
118,PT02M55.00S,2024-01-27T01:26:04.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,17,16,2024-01-27T01:26:04Z,1170000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2024-01-27T01:29:04.3Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,17,17,2024-01-27T01:29:04Z,1180000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
120,PT02M55.00S,2024-01-27T01:29:17.6Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,17,18,2024-01-27T01:29:17Z,1190000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
121,PT02M42.00S,2024-01-27T01:29:32.2Z,1,REGULAR,3pt,Jump Shot,[],1641722,72.22404730617609,18.38235294117647,1610612740,17,18,2024-01-27T01:29:37Z,1200000,False,-158.0,209.0,1,right,MISS J. Hawkins 26' 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2024-01-27T01:29:36.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,17,18,2024-01-27T01:29:37Z,1210000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,
123,PT02M29.00S,2024-01-27T01:29:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,5.995400788436268,50.0,1610612760,17,18,2024-01-27T01:29:47Z,1220000,False,0.0,4.0,1,left,MISS J. Williams Layup - blocked,"[1631119, 1627742]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.39,Missed,Ingram,1627742.0,,,,,,,,,,,,,,,,
124,PT02M29.00S,2024-01-27T01:29:44.0Z,1,REGULAR,block,,[],1627742,,,1610612760,17,18,2024-01-27T01:29:46Z,1230000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT02M26.00S,2024-01-27T01:29:47.0Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,17,18,2024-01-27T01:29:47Z,1240000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,
126,PT02M22.00S,2024-01-27T01:29:51.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,78.66294349540078,10.784313725490197,1610612740,17,18,2024-01-27T01:29:57Z,1250000,False,-196.0,148.0,1,right,MISS J. Alvarado 24' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
127,PT02M18.00S,2024-01-27T01:29:55.0Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,17,18,2024-01-27T01:29:57Z,1260000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,126.0,3.0,3.0,0.0,,,,,,,,,,,,
128,PT02M14.00S,2024-01-27T01:29:59.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628983,7.178055190538765,58.57843137254902,1610612760,17,18,2024-01-27T01:34:17Z,1270000,False,-43.0,15.0,1,left,MISS S. Gilgeous-Alexander running pullup Shot,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,4.54,Missed,,,,,,,,,,,,,,,,,,
129,PT02M12.00S,2024-01-27T01:30:01.5Z,1,REGULAR,rebound,offensive,[],1629026,,,1610612760,17,18,2024-01-27T01:34:17Z,1280000,False,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,128.0,3.0,2.0,1.0,,,,,,,,,,,,
130,PT02M11.00S,2024-01-27T01:30:02.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,4.681340341655716,46.81372549019608,1610612760,17,20,2024-01-27T01:34:30Z,1290000,False,16.0,-8.0,1,left,K. Williams putback Layup (2 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,1.8,Made,,,,,,,,,,,,,2.0,,,,,
131,PT02M02.00S,2024-01-27T01:30:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,94.56307490144546,50.98039215686274,1610612740,19,20,2024-01-27T01:30:19Z,1300000,False,5.0,-1.0,1,right,B. Ingram driving Layup (2 PTS),[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,,,,2.0,,,,,
132,PT02M02.00S,2024-01-27T01:30:16.9Z,1,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612740,19,20,2024-01-27T01:30:25Z,1310000,False,,,0,,L. Dort shooting personal FOUL (2 PF) (Ingram 1 FT),"[1629652, 1627742]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,1628159.0,2.0,0.0,Ingram,1627742.0,,,,,,,
134,PT02M02.00S,2024-01-27T01:30:26.0Z,1,REGULAR,substitution,out,[],1630631,,,1610612740,19,20,2024-01-27T01:30:51Z,1330000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M02.00S,2024-01-27T01:30:26.0Z,1,REGULAR,substitution,out,[],1629652,,,1610612740,19,20,2024-01-27T01:30:51Z,1340000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M02.00S,2024-01-27T01:30:26.0Z,1,REGULAR,substitution,out,[],1631119,,,1610612740,19,20,2024-01-27T01:30:51Z,1350000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M02.00S,2024-01-27T01:30:26.0Z,1,REGULAR,substitution,in,[],203468,,,1610612740,19,20,2024-01-27T01:30:51Z,1360000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M02.00S,2024-01-27T01:30:26.0Z,1,REGULAR,substitution,in,[],1641717,,,1610612740,19,20,2024-01-27T01:30:51Z,1370000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M02.00S,2024-01-27T01:30:26.0Z,1,REGULAR,substitution,in,[],1631096,,,1610612740,19,20,2024-01-27T01:30:51Z,1380000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M02.00S,2024-01-27T01:30:51.0Z,1,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,19,20,2024-01-27T01:30:53Z,1390000,False,,,0,,MISS B. Ingram Free Throw 1 of 1,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M00.00S,2024-01-27T01:30:53.0Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,19,20,2024-01-27T01:30:53Z,1400000,False,,,0,,K. Williams REBOUND (Off:1 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,140.0,4.0,3.0,1.0,,,,,,,,,,,,
142,PT01M50.00S,2024-01-27T01:31:01.3Z,1,REGULAR,2pt,Jump Shot,[],1629026,26.757555847568987,40.68627450980392,1610612760,19,22,2024-01-27T01:31:06Z,1410000,False,47.0,199.0,1,left,K. Williams 20' pullup Jump Shot (4 PTS),[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,16-24 Center,20.44,Made,,,,,,,,,,,,,4.0,,,,,
143,PT01M30.00S,2024-01-27T01:31:22.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,94.69448094612353,50.0,1610612740,21,22,2024-01-27T01:31:28Z,1420000,False,0.0,-3.0,1,right,L. Nance Jr. cutting DUNK (2 PTS) (J. Hawkins 1 AST),"[1626204, 1641722]",1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,,,2.0,J. Hawkins,1641722.0,1.0,,
146,PT01M14.00S,2024-01-27T01:31:41.8Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,21,22,2024-01-27T01:32:03Z,1450000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 1630230]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,,,,,Marshall,1630230.0
147,PT01M14.00S,2024-01-27T01:31:41.8Z,1,REGULAR,steal,,[],1630230,,,1610612740,21,22,2024-01-27T01:31:44Z,1460000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M06.00S,2024-01-27T01:31:45.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,94.82588699080158,3.431372549019608,1610612740,21,22,2024-01-27T01:31:55Z,1470000,False,-233.0,-4.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
149,PT01M02.00S,2024-01-27T01:31:49.9Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,21,22,2024-01-27T01:31:55Z,1480000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,148.0,3.0,3.0,0.0,,,,,,,,,,,,
151,PT00M42.80S,2024-01-27T01:32:18.1Z,1,REGULAR,substitution,out,[],1627742,,,1610612760,21,22,2024-01-27T01:32:20Z,1500000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M42.80S,2024-01-27T01:32:18.1Z,1,REGULAR,substitution,in,[],1630700,,,1610612760,21,22,2024-01-27T01:32:20Z,1510000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M40.80S,2024-01-27T01:32:38.8Z,1,REGULAR,3pt,Jump Shot,[],1630198,21.632720105124836,8.57843137254902,1610612760,21,22,2024-01-27T01:32:45Z,1520000,False,207.0,151.0,1,left,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
154,PT00M40.00S,2024-01-27T01:32:39.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,21,22,2024-01-27T01:32:45Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,153.0,,,,,,,,,,,,,,,
155,PT00M40.00S,2024-01-27T01:32:42.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,21,22,2024-01-27T01:32:50Z,1540000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,202056.0,,,,,,,,,,,
156,PT00M32.40S,2024-01-27T01:33:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,78.66294349540078,9.313725490196079,1610612740,21,22,2024-01-27T01:33:15Z,1550000,False,-203.0,148.0,1,right,MISS C. McCollum 25' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
157,PT00M30.30S,2024-01-27T01:33:09.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,21,22,2024-01-27T01:33:09Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,156.0,,,,,,,,,,,,,,,
