actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
31,PT09M49.00S,2023-10-31T00:15:20.5Z,1,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,5,5,2023-10-31T00:15:20Z,310000,False,,,0,,S. Curry Free Throw 3 of 3 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2023-10-31T00:15:42.8Z,1,REGULAR,3pt,Jump Shot,[],202685,27.020367936925098,80.88235294117648,1610612740,8,5,2023-10-31T00:15:47Z,320000,False,-154.0,201.0,1,left,J. Valanciunas 25' 3PT  (3 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,25.39,Made,3.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
34,PT09M18.00S,2023-10-31T00:15:54.1Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,8,5,2023-10-31T00:16:01Z,340000,False,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1630529]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Jones,1630529.0
35,PT09M18.00S,2023-10-31T00:15:54.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,8,5,2023-10-31T00:16:01Z,350000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
36,PT09M08.00S,2023-10-31T00:16:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,6.915243101182654,45.09803921568628,1610612740,10,5,2023-10-31T00:16:07Z,360000,False,25.0,13.0,1,left,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2023-10-31T00:16:23.4Z,1,REGULAR,2pt,Jump Shot,[],203110,78.26872536136662,63.725490196078425,1610612744,10,7,2023-10-31T00:16:28Z,370000,False,69.0,152.0,1,right,D. Green 16' Jump Shot (2 PTS) (K. Looney 1 AST),"[203110, 1626172]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Right Center,16.66,Made,2.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
39,PT08M36.00S,2023-10-31T00:16:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,10.5946123521682,61.51960784313726,1610612740,10,7,2023-10-31T00:16:40Z,390000,False,-58.0,47.0,1,left,MISS Z. Williamson 7' Layup,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,7.44,Missed,,,,,,,,,,,,,,,,,,
40,PT08M34.00S,2023-10-31T00:16:38.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,10,7,2023-10-31T00:16:40Z,400000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M21.00S,2023-10-31T00:16:50.4Z,1,REGULAR,3pt,Jump Shot,[],201939,78.40013140604468,9.068627450980392,1610612744,10,10,2023-10-31T00:16:54Z,410000,False,-205.0,151.0,1,right,S. Curry 25' 3PT  (8 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.41,Made,8.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
43,PT08M09.00S,2023-10-31T00:17:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.5722733245729295,47.05882352941176,1610612740,10,10,2023-10-31T00:17:08Z,430000,False,15.0,19.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 203110]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,Green,203110.0,,,,,,,
44,PT08M09.00S,2023-10-31T00:17:03.2Z,1,REGULAR,block,,[],203110,,,1610612740,10,10,2023-10-31T00:17:06Z,440000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M05.00S,2023-10-31T00:17:07.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,10,2023-10-31T00:17:08Z,450000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
46,PT07M58.00S,2023-10-31T00:17:14.1Z,1,REGULAR,3pt,Jump Shot,[],201939,70.69645203679369,75.26807598039215,1610612744,10,13,2023-10-31T00:18:37Z,460000,False,126.0,223.0,1,right,S. Curry 25' 3PT  (11 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.63,Made,11.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
48,PT07M36.00S,2023-10-31T00:17:35.2Z,1,REGULAR,3pt,Jump Shot,[],203468,33.196452036793694,44.85294117647059,1610612740,10,13,2023-10-31T00:17:42Z,480000,False,26.0,260.0,1,left,MISS C. McCollum 26' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2023-10-31T00:17:37.2Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,10,13,2023-10-31T00:17:42Z,490000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,48.0,3.0,2.0,1.0,,,,,,,,,,
50,PT07M32.00S,2023-10-31T00:17:40.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202685,12.565703022339028,42.64705882352941,1610612740,10,13,2023-10-31T00:19:07Z,500000,False,37.0,66.0,1,left,MISS J. Valanciunas 7' Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
51,PT07M29.00S,2023-10-31T00:17:43.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,13,2023-10-31T00:17:50Z,510000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,
52,PT07M24.00S,2023-10-31T00:17:48.1Z,1,REGULAR,3pt,Jump Shot,[],201939,78.13731931668858,10.784313725490197,1610612744,10,13,2023-10-31T00:19:38Z,520000,False,-196.0,153.0,1,right,MISS S. Curry 24' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,24.87,Missed,,,,,,,,,,,,,,,,,,
53,PT07M24.00S,2023-10-31T00:17:48.1Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,10,13,2023-10-31T00:17:57Z,530000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,52.0,3.0,2.0,1.0,,,,,,,,,,
54,PT07M17.00S,2023-10-31T00:17:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,67.49342969776609,54.41176470588235,1610612744,10,13,2023-10-31T00:18:01Z,540000,False,22.0,253.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2023-10-31T00:17:55.0Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,10,13,2023-10-31T00:18:01Z,550000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
56,PT07M07.00S,2023-10-31T00:18:07.3Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612740,10,13,2023-10-31T00:18:31Z,560000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Williamson 2 FT),"[203110, 1629627]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,,,1.0,0.0,Williamson,1629627.0,,,
58,PT07M07.00S,2023-10-31T00:18:44.4Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,10,13,2023-10-31T00:18:44Z,580000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M07.00S,2023-10-31T00:18:44.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,10,13,2023-10-31T00:18:44Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,
60,PT07M07.00S,2023-10-31T00:19:10.6Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,11,13,2023-10-31T00:19:10Z,600000,False,,,0,,Z. Williamson Free Throw 2 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
61,PT07M00.00S,2023-10-31T00:19:21.3Z,1,REGULAR,foul,personal,[],1630529,,,1610612744,11,13,2023-10-31T00:19:42Z,610000,False,,,0,,H. Jones personal FOUL (2 PF),"[1630529, 201939]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200832.0,,,2.0,0.0,Curry,201939.0,,,
63,PT07M00.00S,2023-10-31T00:19:47.3Z,1,REGULAR,substitution,out,[],1630529,,,1610612744,11,13,2023-10-31T00:19:49Z,630000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M00.00S,2023-10-31T00:19:47.3Z,1,REGULAR,substitution,in,[],1630700,,,1610612744,11,13,2023-10-31T00:19:49Z,640000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M50.00S,2023-10-31T00:19:58.1Z,1,REGULAR,2pt,Jump Shot,[],203952,88.51839684625493,31.61764705882353,1610612744,11,13,2023-10-31T00:20:02Z,650000,False,-92.0,55.0,1,right,MISS A. Wiggins 10' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,10.73,Missed,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2023-10-31T00:20:00.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,11,13,2023-10-31T00:20:02Z,660000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,,,65.0,4.0,3.0,1.0,,,,,,,,,,
67,PT06M41.00S,2023-10-31T00:20:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.389618922470433,49.01960784313725,1610612740,13,13,2023-10-31T00:21:57Z,670000,False,5.0,8.0,1,left,Z. Williamson cutting Layup (5 PTS) (C. McCollum 2 AST),"[1629627, 203468]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.9,Made,5.0,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,
69,PT06M16.00S,2023-10-31T00:20:32.2Z,1,REGULAR,2pt,Jump Shot,[],203952,91.14651773981603,76.7156862745098,1610612744,13,13,2023-10-31T00:20:42Z,690000,False,134.0,31.0,1,right,MISS A. Wiggins 13' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,13.71,Missed,,,,,,,,,,,,,,,,,,
70,PT06M14.00S,2023-10-31T00:20:34.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,13,13,2023-10-31T00:20:42Z,700000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,,,
71,PT06M11.00S,2023-10-31T00:20:37.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641722,13.091327201051248,94.85294117647058,1610612740,16,13,2023-10-31T00:23:14Z,710000,False,-224.0,71.0,1,left,J. Hawkins 3PT running (5 PTS) (C. McCollum 3 AST),"[1641722, 203468]",1610612740.0,NOP,running,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,23.51,Made,5.0,C. McCollum,203468.0,3.0,,,,,,,,,,,,,,
73,PT06M09.00S,2023-10-31T00:20:45.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612744,16,13,2023-10-31T00:20:45Z,730000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,out,[],202685,,,1610612744,16,13,2023-10-31T00:23:31Z,740000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,out,[],203952,,,1610612744,16,13,2023-10-31T00:23:31Z,750000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,out,[],203110,,,1610612744,16,13,2023-10-31T00:23:31Z,760000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612744,16,13,2023-10-31T00:23:31Z,770000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,in,[],203967,,,1610612744,16,13,2023-10-31T00:23:31Z,780000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,in,[],101108,,,1610612744,16,13,2023-10-31T00:23:31Z,790000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,out,[],203468,,,1610612744,16,13,2023-10-31T00:24:01Z,800000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M09.00S,2023-10-31T00:23:15.9Z,1,REGULAR,substitution,in,[],1630346,,,1610612744,16,13,2023-10-31T00:24:01Z,810000,False,,,0,,SUB in: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2023-10-31T00:24:18.1Z,1,REGULAR,2pt,Jump Shot,[],201939,80.946123521682,89.48376225490196,1610612744,16,15,2023-10-31T00:24:45Z,820000,False,197.0,127.0,1,right,S. Curry 23' step back Jump Shot (13 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,23.45,Made,13.0,,,,,,,,,,,,,,,,,
84,PT05M23.00S,2023-10-31T00:24:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,6.652431011826544,53.18627450980392,1610612740,18,15,2023-10-31T00:24:50Z,840000,False,-16.0,10.0,1,left,D. Daniels driving Layup (2 PTS) (M. Ryan 1 AST),"[1630700, 1630346]",1610612740.0,NOP,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,M. Ryan,1630346.0,1.0,,,,,,,,,,,,,,
86,PT05M13.00S,2023-10-31T00:24:55.4Z,1,REGULAR,foul,personal,[],1626204,,,1610612744,18,15,2023-10-31T00:25:38Z,860000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 201939]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,200832.0,,,1.0,0.0,Curry,201939.0,,,
88,PT05M13.00S,2023-10-31T00:25:05.5Z,1,REGULAR,substitution,out,[],1629627,,,1610612744,18,15,2023-10-31T00:25:26Z,880000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2023-10-31T00:25:05.5Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,18,15,2023-10-31T00:25:26Z,890000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
