actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-30T21:10:21.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-30T21:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-30T21:10:25.1Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-03-30T21:10:25Z,40000,False,,,0,,Jump Ball K. Porzingis vs. J. Valanciunas: Tip to D. White,"[1628401, 204001, 202685]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-03-30T21:10:37.9Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,0,0,2024-03-30T21:10:45Z,70000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1630529]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-03-30T21:10:37.9Z,1,REGULAR,steal,,[],1630529,,,1610612740,0,0,2024-03-30T21:10:41Z,80000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2024-03-30T21:10:44.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629627,94.03745072273325,52.20588235294118,1610612740,2,0,2024-03-30T21:20:45Z,90000,False,11.0,4.0,1,right,Z. Williamson running Layup (2 PTS) (C. McCollum 1 AST),"[1629627, 203468]",1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.15,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,
11,PT11M26.00S,2024-03-30T21:10:54.3Z,1,REGULAR,2pt,Jump Shot,[],1627759,8.623521681997373,75.24509803921569,1610612738,2,2,2024-03-30T21:11:00Z,110000,False,-126.0,29.0,1,left,J. Brown 12' turnaround fadeaway Jump Shot (2 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,12.94,Made,2.0,J. Holiday,201950.0,1.0,,,,,,,,,,,
12,PT11M07.00S,2024-03-30T21:11:13.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,91.27792378449409,51.71568627450981,1610612740,2,2,2024-03-30T21:21:42Z,120000,False,9.0,29.0,1,right,MISS J. Valanciunas turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,3.07,Missed,,,,,,,,,,,,,,,
13,PT11M05.00S,2024-03-30T21:11:15.0Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,2,2,2024-03-30T21:11:17Z,130000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,
14,PT11M00.00S,2024-03-30T21:11:20.2Z,1,REGULAR,3pt,Jump Shot,[],204001,31.488173455978973,64.4607843137255,1610612738,2,2,2024-03-30T21:21:56Z,140000,False,-72.0,243.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,25.4,Missed,,,,,,,,,,,,,,,
15,PT10M55.00S,2024-03-30T21:11:25.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,2,2024-03-30T21:11:30Z,150000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,
