actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
16,PT10M41.00S,2023-12-27T01:12:34.4Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,2,2,2023-12-27T01:12:44Z,160000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,,,,,,1.0,,,,,,,
17,PT10M31.00S,2023-12-27T01:12:46.1Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612763,2,2,2023-12-27T01:12:52Z,170000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 202685]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Valanciunas,202685.0,,,,,
18,PT10M31.00S,2023-12-27T01:12:46.1Z,1,REGULAR,steal,,[],202685,,,1610612740,2,2,2023-12-27T01:19:57Z,180000,False,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M26.00S,2023-12-27T01:12:51.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,4.812746386333772,95.34313725490196,1610612740,2,2,2023-12-27T01:15:03Z,190000,False,-227.0,-7.0,1,left,MISS C. McCollum running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
20,PT10M21.00S,2023-12-27T01:12:56.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612763,2,2,2023-12-27T01:13:00Z,200000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M16.00S,2023-12-27T01:13:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,93.64323258869908,51.470588235294116,1610612763,2,2,2023-12-27T01:16:02Z,210000,False,7.0,7.0,1,right,MISS J. Morant running Layup - blocked,"[1629630, 1627742]",1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,Ingram,1627742.0,,,
22,PT10M16.00S,2023-12-27T01:13:01.3Z,1,REGULAR,block,,[],1627742,,,1610612763,2,2,2023-12-27T01:13:03Z,220000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2023-12-27T01:13:04.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,2,2,2023-12-27T01:13:11Z,230000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT10M02.00S,2023-12-27T01:13:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,4.681340341655716,53.67647058823529,1610612740,4,2,2023-12-27T01:16:30Z,240000,False,-18.0,-8.0,1,left,Z. Williamson driving Layup (2 PTS) (B. Ingram 1 AST),"[1629627, 1627742]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,,,,2.0,,,,,,B. Ingram,1627742.0,1.0
26,PT09M47.00S,2023-12-27T01:13:34.9Z,1,REGULAR,foul,personal,[],202685,,,1610612763,4,2,2023-12-27T01:13:48Z,260000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 202687]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1155.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,
28,PT09M40.00S,2023-12-27T01:13:55.6Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,4,2,2023-12-27T01:13:59Z,280000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1629627]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Williamson,1629627.0,,,,,
29,PT09M40.00S,2023-12-27T01:13:55.6Z,1,REGULAR,steal,,[],1629627,,,1610612740,4,2,2023-12-27T01:13:57Z,290000,False,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
30,PT09M34.00S,2023-12-27T01:14:01.8Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,4,2,2023-12-27T01:14:06Z,300000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 203935]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Smart,203935.0,,,,,
31,PT09M34.00S,2023-12-27T01:14:01.8Z,1,REGULAR,steal,,[],203935,,,1610612763,4,2,2023-12-27T01:14:04Z,310000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2023-12-27T01:14:06.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630217,94.43166885676742,52.450980392156865,1610612763,4,4,2023-12-27T01:17:23Z,320000,False,12.0,0.0,1,right,D. Bane running Layup (2 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,2.0,,,,,,,,
33,PT09M16.00S,2023-12-27T01:14:19.2Z,1,REGULAR,3pt,Jump Shot,[],203468,32.14520367936925,35.53921568627451,1610612740,4,4,2023-12-27T01:14:23Z,330000,False,72.0,250.0,1,left,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2023-12-27T01:14:22.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,4,4,2023-12-27T01:14:23Z,340000,False,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT09M10.00S,2023-12-27T01:14:25.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,95.3515111695138,3.9215686274509802,1610612763,4,7,2023-12-27T01:17:54Z,350000,False,-230.0,-9.0,1,right,D. Bane 3PT running (5 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.06,Made,,,,,,,,,,5.0,,,,,,J. Morant,1629630.0,1.0
37,PT08M54.00S,2023-12-27T01:14:41.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,6.1268068331143235,49.26470588235294,1610612740,6,7,2023-12-27T01:18:24Z,370000,False,4.0,5.0,1,left,J. Valanciunas cutting DUNK (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,,2.0,,,,,,C. McCollum,203468.0,1.0
39,PT08M53.00S,2023-12-27T01:14:52.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,6,7,2023-12-27T01:15:02Z,390000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,
40,PT08M46.00S,2023-12-27T01:15:02.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,77.21747700394218,11.27450980392157,1610612763,6,10,2023-12-27T01:15:11Z,400000,False,-194.0,162.0,1,right,D. Bane 25' 3PT  (8 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,,,,,,8.0,,,,,,J. Morant,1629630.0,2.0
42,PT08M22.00S,2023-12-27T01:15:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,4.02431011826544,94.6078431372549,1610612740,6,10,2023-12-27T01:15:29Z,420000,False,-223.0,-15.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,22.35,Missed,,,,,,,,,,,,,,,,,,
43,PT08M20.00S,2023-12-27T01:15:26.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,6,10,2023-12-27T01:15:29Z,430000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Left Corner 3,24+ Left,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M14.00S,2023-12-27T01:15:33.7Z,1,REGULAR,3pt,Jump Shot,[],1628991,77.87450722733246,90.93137254901961,1610612763,6,10,2023-12-27T01:15:39Z,440000,False,205.0,155.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
45,PT08M12.00S,2023-12-27T01:15:35.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,6,10,2023-12-27T01:15:39Z,450000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,44.0,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2023-12-27T01:16:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,9.017739816031538,59.80392156862745,1610612740,6,10,2023-12-27T01:22:49Z,480000,False,-49.0,32.0,1,left,MISS Z. Williamson driving Layup - blocked,"[1629627, 202687]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,Biyombo,202687.0,,,
49,PT07M55.00S,2023-12-27T01:16:01.1Z,1,REGULAR,block,,[],202687,,,1610612740,6,10,2023-12-27T01:36:03Z,490000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M52.00S,2023-12-27T01:16:04.1Z,1,REGULAR,rebound,offensive,[],1629627,,,1610612740,6,10,2023-12-27T01:22:49Z,500000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:0),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,48.0,1.0,0.0,1.0,,,,,,,,,,,,,,
51,PT07M50.00S,2023-12-27T01:16:05.1Z,1,REGULAR,turnover,lost ball,[],1629627,,,1610612740,6,10,2023-12-27T01:23:13Z,510000,False,,,0,,Z. Williamson lost ball TURNOVER (2 TO),"[1629627, 1628991]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Jackson Jr.,1628991.0,,,,,
52,PT07M50.00S,2023-12-27T01:16:05.1Z,1,REGULAR,steal,,[],1628991,,,1610612763,6,10,2023-12-27T01:16:06Z,520000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT07M47.00S,2023-12-27T01:16:10.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630217,69.33311432325887,25.98039215686275,1610612763,6,10,2023-12-27T01:23:39Z,530000,False,-120.0,236.0,1,right,MISS D. Bane 26' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
54,PT07M45.00S,2023-12-27T01:16:12.8Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,6,10,2023-12-27T01:23:21Z,540000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M40.00S,2023-12-27T01:16:19.5Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612740,6,10,2023-12-27T01:16:30Z,550000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630217, 203468]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,1.0,0.0,McCollum,203468.0,,,,,,,,,
57,PT07M40.00S,2023-12-27T01:16:37.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203468,,,1610612740,7,10,2023-12-27T01:16:55Z,570000,False,,,0,,C. McCollum Free Throw 1 of 2 (1 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
58,PT07M40.00S,2023-12-27T01:16:37.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203468,,,1610612740,7,10,2023-12-27T01:16:55Z,580000,False,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT07M38.00S,2023-12-27T01:16:39.8Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,7,10,2023-12-27T01:16:55Z,590000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT07M26.00S,2023-12-27T01:16:55.5Z,1,REGULAR,2pt,Jump Shot,[],1629630,83.311432325887,31.640625,1610612763,7,10,2023-12-27T01:28:42Z,610000,False,-92.0,104.0,1,right,MISS J. Morant 13' driving floating Shot - blocked,"[1629630, 1627742]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Mid-Range,8-16 Left,13.9,Missed,,,,,,,,,,,,,,Ingram,1627742.0,,,
120,PT07M26.00S,2023-12-27T01:16:55.5Z,1,REGULAR,block,,[],1627742,,,1610612763,7,10,2023-12-27T01:26:40Z,620000,False,,,0,,B. Ingram BLOCK (2 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
121,PT07M25.00S,2023-12-27T01:16:56.5Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,7,10,2023-12-27T01:28:42Z,625000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT07M17.00S,2023-12-27T01:17:13.2Z,1,REGULAR,turnover,lost ball,[],203468,,,1610612740,7,10,2023-12-27T01:17:17Z,630000,False,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 203935]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1.0,Smart,203935.0,,,,,
64,PT07M17.00S,2023-12-27T01:17:13.2Z,1,REGULAR,steal,,[],203935,,,1610612763,7,10,2023-12-27T01:17:15Z,640000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
65,PT06M56.00S,2023-12-27T01:17:34.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629630,74.72076215505913,44.6078431372549,1610612763,7,12,2023-12-27T01:17:40Z,650000,False,-27.0,185.0,1,right,J. Morant 18' step back Jump Shot (4 PTS),[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,16-24 Center,18.71,Made,,,,,,,,,,4.0,,,,,,,,
66,PT06M40.00S,2023-12-27T01:17:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,4.944152431011826,45.83333333333333,1610612740,9,12,2023-12-27T01:17:54Z,660000,False,21.0,-6.0,1,left,Z. Williamson driving Layup (4 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,,,,,,4.0,,,,,,,,
67,PT06M25.00S,2023-12-27T01:18:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,90.62089356110381,45.09803921568628,1610612763,9,12,2023-12-27T01:18:09Z,670000,False,-25.0,36.0,1,right,MISS J. Jackson Jr. driving Layup - blocked,"[1628991, 202685]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,,,,,,Valanciunas,202685.0,,,
68,PT06M25.00S,2023-12-27T01:18:05.3Z,1,REGULAR,block,,[],202685,,,1610612763,9,12,2023-12-27T01:18:08Z,680000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT06M22.00S,2023-12-27T01:18:08.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,9,12,2023-12-27T01:18:09Z,690000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M19.00S,2023-12-27T01:18:11.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,26.49474375821288,11.76470588235294,1610612740,9,12,2023-12-27T01:27:53Z,700000,False,191.0,197.0,1,left,MISS C. McCollum 27' running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,27.42,Missed,,,,,,,,,,,,,,,,,,
71,PT06M15.00S,2023-12-27T01:18:15.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612763,9,12,2023-12-27T01:18:20Z,710000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT06M04.00S,2023-12-27T01:18:26.7Z,1,REGULAR,3pt,Jump Shot,[],203935,74.06373193166885,84.31372549019608,1610612763,9,12,2023-12-27T01:18:33Z,720000,False,172.0,191.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
73,PT05M59.00S,2023-12-27T01:18:31.7Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,9,12,2023-12-27T05:24:51Z,730000,False,,,0,,D. Bane REBOUND (Off:1 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,72.0,1.0,0.0,1.0,,,,,,,,,,,,,,
74,PT05M56.00S,2023-12-27T01:18:35.1Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,9,12,2023-12-27T01:18:41Z,740000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 1627742]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Ingram,1627742.0,,,,,
75,PT05M56.00S,2023-12-27T01:18:35.1Z,1,REGULAR,steal,,[],1627742,,,1610612740,9,12,2023-12-27T01:18:41Z,750000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
76,PT05M51.00S,2023-12-27T01:18:43.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202685,9.017739816031538,48.529411764705884,1610612740,11,12,2023-12-27T01:30:10Z,760000,False,7.0,32.0,1,left,J. Valanciunas running Layup (4 PTS) (C. McCollum 2 AST),"[202685, 203468]",1610612740.0,NOP,running,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,,,,4.0,,,,,,C. McCollum,203468.0,2.0
78,PT05M51.00S,2023-12-27T01:18:46.8Z,1,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612740,11,12,2023-12-27T01:19:17Z,780000,False,,,0,,J. Morant shooting personal FOUL (1 PF) (Valanciunas 1 FT),"[1629630, 202685]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,1628171.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,
80,PT05M51.00S,2023-12-27T01:19:14.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,11,12,2023-12-27T01:19:57Z,800000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M51.00S,2023-12-27T01:21:24.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,11,12,2023-12-27T01:21:46Z,810000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M51.00S,2023-12-27T01:21:24.6Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,11,12,2023-12-27T01:21:46Z,820000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
