actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
85,PT05M44.00S,2023-11-04T23:23:06.2Z,1,REGULAR,rebound,offensive,[],203992,,,1610612737,18,14,2023-11-05T00:20:56Z,820000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,84.0,1.0,0.0,1.0,,,,,,,,
372,PT05M44.00S,2023-11-04T23:23:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203992,6.225361366622863,46.07843137254902,1610612737,18,14,2023-11-05T00:22:26Z,825000,False,20.0,6.0,1,left,MISS B. Bogdanovic tip Layup,[203992],1610612737.0,ATL,tip,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,2.05,Missed,,,,,,,,,,,,,,,,
373,PT05M43.00S,2023-11-04T23:23:08.1Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,18,14,2023-11-05T00:22:26Z,827500,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,372.0,1.0,0.0,1.0,,,,,,,,
86,PT05M41.00S,2023-11-04T23:23:09.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,8.492115637319317,45.09803921568628,1610612737,18,16,2023-11-05T00:22:09Z,830000,False,25.0,27.0,1,left,S. Bey putback Layup (2 PTS),[1630180],1610612737.0,ATL,putback,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,3.67,Made,2.0,,,,,,,,,,,,,,,
87,PT05M29.00S,2023-11-04T23:23:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.46057818659659,49.01960784313725,1610612740,18,16,2023-11-04T23:32:24Z,840000,False,-5.0,18.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,1.9,Missed,,,,,,,,,,,,,,,,
88,PT05M29.00S,2023-11-04T23:23:17.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,18,16,2023-11-04T23:23:27Z,850000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,
89,PT05M21.00S,2023-11-04T23:23:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,7.046649145860711,95.34313725490196,1610612737,18,19,2023-11-04T23:23:33Z,860000,False,-227.0,14.0,1,left,S. Bey 3PT  (5 PTS) (B. Bogdanovic 1 AST),"[1630180, 203992]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,,,22.71,Made,5.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,
91,PT05M12.00S,2023-11-04T23:23:40.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,19,2023-11-04T23:23:40Z,880000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,18,19,2023-11-04T23:26:25Z,890000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,out,[],203468,,,1610612740,18,19,2023-11-04T23:26:25Z,900000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,out,[],202685,,,1610612740,18,19,2023-11-04T23:26:25Z,910000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,out,[],203991,,,1610612740,18,19,2023-11-04T23:26:25Z,920000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612740,18,19,2023-11-04T23:26:25Z,930000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,in,[],1630184,,,1610612740,18,19,2023-11-04T23:26:25Z,940000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,18,19,2023-11-04T23:26:25Z,950000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M12.00S,2023-11-04T23:25:59.0Z,1,REGULAR,substitution,in,[],1630168,,,1610612740,18,19,2023-11-04T23:26:25Z,960000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M58.00S,2023-11-04T23:26:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,92.32917214191852,48.77450980392157,1610612740,20,19,2023-11-04T23:26:53Z,970000,False,-6.0,20.0,1,right,H. Jones Layup (8 PTS) (K. Lewis Jr. 1 AST),"[1630529, 1630184]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,2.05,Made,8.0,K. Lewis Jr.,1630184.0,1.0,,,,,,,,,,,,
102,PT04M45.00S,2023-11-04T23:26:59.6Z,1,REGULAR,3pt,Jump Shot,[],203992,15.982260183968464,3.431372549019608,1610612737,20,19,2023-11-04T23:27:04Z,990000,False,233.0,98.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,25.25,Missed,,,,,,,,,,,,,,,,
103,PT04M42.00S,2023-11-04T23:27:02.6Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,20,19,2023-11-04T23:27:04Z,1000000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,
104,PT04M28.00S,2023-11-04T23:27:16.2Z,1,REGULAR,2pt,Jump Shot,[],1641722,77.61169513797634,71.56862745098039,1610612740,20,19,2023-11-04T23:27:24Z,1010000,False,108.0,158.0,1,right,MISS J. Hawkins 19' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right Center,,,19.13,Missed,,,,,,,,,,,,,,,,
105,PT04M25.00S,2023-11-04T23:27:19.2Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,20,19,2023-11-04T23:27:24Z,1020000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,104.0,2.0,1.0,1.0,,,,,,,,
106,PT04M18.00S,2023-11-04T23:27:26.6Z,1,REGULAR,3pt,Jump Shot,[],203992,25.57490144546649,84.80392156862744,1610612737,20,19,2023-11-04T23:27:33Z,1030000,False,-174.0,188.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,25.61,Missed,,,,,,,,,,,,,,,,
107,PT04M15.00S,2023-11-04T23:27:30.0Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612737,20,19,2023-11-04T23:27:30Z,1040000,False,,,0,,D. Murray REBOUND (Off:1 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,106.0,3.0,2.0,1.0,,,,,,,,
108,PT04M11.00S,2023-11-04T23:27:34.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,33.327858081471746,62.254901960784316,1610612737,20,19,2023-11-04T23:27:38Z,1050000,False,-61.0,261.0,1,left,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,26.79,Missed,,,,,,,,,,,,,,,,
109,PT04M08.00S,2023-11-04T23:27:37.3Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,20,19,2023-11-04T23:27:38Z,1060000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,
110,PT03M56.00S,2023-11-04T23:27:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630529,90.22667542706965,3.1862745098039214,1610612740,23,19,2023-11-04T23:27:55Z,1070000,False,-234.0,39.0,1,right,H. Jones 3PT  (11 PTS) (K. Lewis Jr. 2 AST),"[1630529, 1630184]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,23.74,Made,11.0,K. Lewis Jr.,1630184.0,2.0,,,,,,,,,,,,
112,PT03M42.00S,2023-11-04T23:28:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,12.302890932982917,50.0,1610612737,23,21,2023-11-04T23:28:12Z,1090000,False,0.0,63.0,1,left,D. Murray 6' driving floating Jump Shot (6 PTS),[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.31,Made,6.0,,,,,,,,,,,,,,,
113,PT03M37.00S,2023-11-04T23:28:10.6Z,1,REGULAR,foul,personal,[],1627749,,,1610612740,23,21,2023-11-04T23:28:19Z,1100000,False,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1627742]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,201246.0,,,,,,,,,,,,1.0,0.0,Ingram,1627742.0,,,,
115,PT03M37.00S,2023-11-04T23:28:16.8Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,23,21,2023-11-04T23:28:24Z,1120000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M37.00S,2023-11-04T23:28:16.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612740,23,21,2023-11-04T23:28:24Z,1130000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M37.00S,2023-11-04T23:28:16.8Z,1,REGULAR,substitution,out,[],1627749,,,1610612740,23,21,2023-11-04T23:28:24Z,1140000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M37.00S,2023-11-04T23:28:16.8Z,1,REGULAR,substitution,in,[],1630700,,,1610612740,23,21,2023-11-04T23:28:24Z,1150000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M37.00S,2023-11-04T23:28:16.8Z,1,REGULAR,substitution,in,[],1629726,,,1610612740,23,21,2023-11-04T23:28:24Z,1160000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M37.00S,2023-11-04T23:28:16.8Z,1,REGULAR,substitution,in,[],1629027,,,1610612740,23,21,2023-11-04T23:28:24Z,1170000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M28.00S,2023-11-04T23:28:44.2Z,1,REGULAR,3pt,Jump Shot,[],1641722,87.86136662286465,2.450980392156863,1610612740,26,21,2023-11-04T23:28:50Z,1180000,False,-238.0,62.0,1,right,J. Hawkins 24' 3PT  (3 PTS) (B. Ingram 1 AST),"[1641722, 1627742]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,24.56,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,
123,PT03M18.00S,2023-11-04T23:28:54.8Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,26,21,2023-11-04T23:28:59Z,1200000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630184]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,2.0,,,,,,,,,,,,,,,Lewis Jr.,1630184.0,,
124,PT03M18.00S,2023-11-04T23:28:54.8Z,1,REGULAR,steal,,[],1630184,,,1610612740,26,21,2023-11-04T23:28:56Z,1210000,False,,,0,,K. Lewis Jr. STEAL (1 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
125,PT03M15.00S,2023-11-04T23:28:58.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626204,93.64323258869908,51.470588235294116,1610612740,28,21,2023-11-04T23:42:55Z,1220000,False,7.0,7.0,1,right,L. Nance Jr. running DUNK (2 PTS) (K. Lewis Jr. 3 AST),"[1626204, 1630184]",1610612740.0,NOP,running,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,1.04,Made,2.0,K. Lewis Jr.,1630184.0,3.0,,,,,,,,,,,,
127,PT02M46.00S,2023-11-04T23:29:26.8Z,1,REGULAR,3pt,Jump Shot,[],203992,20.97568988173456,8.823529411764707,1610612737,28,21,2023-11-04T23:29:34Z,1240000,False,206.0,145.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,25.17,Missed,,,,,,,,,,,,,,,,
128,PT02M44.00S,2023-11-04T23:29:28.8Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,28,21,2023-11-04T23:51:15Z,1250000,False,,,0,,S. Bey REBOUND (Off:2 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,127.0,2.0,0.0,2.0,,,,,,,,
129,PT02M42.00S,2023-11-04T23:29:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,8.360709592641262,46.81372549019608,1610612737,28,21,2023-11-04T23:51:31Z,1260000,False,16.0,26.0,1,left,MISS S. Bey Layup - blocked,"[1630180, 1627742]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,3.06,Missed,,,,,,,,,,,,,,,Ingram,1627742.0
130,PT02M42.00S,2023-11-04T23:29:32.7Z,1,REGULAR,block,,[],1627742,,,1610612737,28,21,2023-11-04T23:29:36Z,1270000,False,,,0,,B. Ingram BLOCK (1 BLK),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT02M41.00S,2023-11-04T23:29:33.7Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,28,21,2023-11-04T23:50:19Z,1280000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,
132,PT02M36.00S,2023-11-04T23:29:44.8Z,1,REGULAR,3pt,Jump Shot,[],1641722,94.95729303547962,95.09803921568627,1610612740,28,21,2023-11-04T23:48:15Z,1290000,False,225.0,-5.0,1,right,MISS J. Hawkins 3PT,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Right Corner 3,24+ Right,,,22.56,Missed,,,,,,,,,,,,,,,,
133,PT02M32.00S,2023-11-04T23:29:48.8Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,28,21,2023-11-04T23:48:15Z,1300000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,
134,PT02M20.00S,2023-11-04T23:29:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612737,28,21,2023-11-04T23:30:12Z,1310000,False,,,0,,J. Hawkins shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1641722, 1630168]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,201246.0,,,,,,,,,,,,1.0,0.0,Okongwu,1630168.0,,,,
136,PT02M20.00S,2023-11-04T23:30:29.1Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,28,21,2023-11-04T23:30:29Z,1330000,False,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
137,PT02M20.00S,2023-11-04T23:30:29.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,28,21,2023-11-04T23:30:29Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,
138,PT02M20.00S,2023-11-04T23:30:31.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612737,28,21,2023-11-04T23:30:36Z,1350000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M20.00S,2023-11-04T23:30:31.0Z,1,REGULAR,substitution,in,[],1629627,,,1610612737,28,21,2023-11-04T23:30:36Z,1360000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M20.00S,2023-11-04T23:30:53.2Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,28,22,2023-11-04T23:30:53Z,1370000,False,,,0,,O. Okongwu Free Throw 2 of 2 (1 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
141,PT02M01.00S,2023-11-04T23:31:12.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,86.67871222076215,44.11764705882353,1610612740,30,22,2023-11-04T23:31:19Z,1380000,False,-29.0,73.0,1,right,D. Daniels 7' driving floating Jump Shot (2 PTS),[1630700],1610612740.0,NOP,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,7.84,Made,2.0,,,,,,,,,,,,,,,
142,PT01M53.00S,2023-11-04T23:31:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630180,29.517082785808146,77.20588235294117,1610612737,30,25,2023-11-04T23:31:26Z,1390000,False,-136.0,225.0,1,left,S. Bey 26' 3PT  (8 PTS) (B. Bogdanovic 2 AST),"[1630180, 203992]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,26.29,Made,8.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,,
144,PT01M33.00S,2023-11-04T23:31:40.8Z,1,REGULAR,3pt,Jump Shot,[],1626204,92.9862023653088,95.09803921568627,1610612740,30,25,2023-11-04T23:31:45Z,1410000,False,225.0,13.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,22.59,Missed,,,,,,,,,,,,,,,,
145,PT01M30.00S,2023-11-04T23:31:43.8Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612740,30,25,2023-11-04T23:31:45Z,1420000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,
146,PT01M25.00S,2023-11-04T23:31:47.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,95.6143232588699,4.166666666666666,1610612740,33,25,2023-11-04T23:31:52Z,1430000,False,-229.0,-11.0,1,right,J. Hawkins 3PT  (6 PTS) (L. Nance Jr. 1 AST),"[1641722, 1626204]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,22.95,Made,6.0,L. Nance Jr.,1626204.0,1.0,,,,,,,,,,,,
148,PT01M17.00S,2023-11-04T23:31:55.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,29.38567674113009,21.813725490196077,1610612737,33,25,2023-11-04T23:32:02Z,1450000,False,141.0,224.0,1,left,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,26.44,Missed,,,,,,,,,,,,,,,,
149,PT01M13.00S,2023-11-04T23:32:01.1Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,33,25,2023-11-04T23:32:01Z,1460000,False,,,0,,S. Bey REBOUND (Off:3 Def:0),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,148.0,3.0,0.0,3.0,,,,,,,,
150,PT01M05.00S,2023-11-04T23:32:09.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,12.302890932982917,38.72549019607843,1610612737,33,25,2023-11-04T23:32:16Z,1470000,False,56.0,63.0,1,left,MISS T. Young 8' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,,,8.46,Missed,,,,,,,,,,,,,,,,
151,PT01M00.00S,2023-11-04T23:32:14.3Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,33,25,2023-11-04T23:32:16Z,1480000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,150.0,3.0,2.0,1.0,,,,,,,,
152,PT00M54.60S,2023-11-04T23:32:27.0Z,1,REGULAR,foul,personal,[],1629726,,,1610612740,33,25,2023-11-04T23:32:37Z,1490000,False,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 1626204]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Left Center,201246.0,,,,,,,,,,,,1.0,0.0,Nance Jr.,1626204.0,,,,
154,PT00M47.70S,2023-11-04T23:32:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630184,80.50262812089356,91.91176470588235,1610612740,33,25,2023-11-04T23:32:56Z,1510000,False,210.0,131.0,1,right,MISS K. Lewis Jr. 24' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,Above the Break 3,24+ Right Center,,,24.71,Missed,,,,,,,,,,,,,,,,
155,PT00M43.40S,2023-11-04T23:32:54.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,33,25,2023-11-04T23:32:56Z,1520000,False,,,0,,S. Bey REBOUND (Off:3 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,154.0,4.0,1.0,3.0,,,,,,,,
156,PT00M38.30S,2023-11-04T23:33:01.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1630180,9.937582128777924,57.107843137254896,1610612737,33,27,2023-11-04T23:33:25Z,1530000,False,-36.0,41.0,1,left,S. Bey driving Layup (10 PTS),[1630180],1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,5.42,Made,10.0,,,,,,,,,,,,,,,
157,PT00M38.30S,2023-11-04T23:33:06.9Z,1,REGULAR,violation,defensive goaltending,[],1629627,,,1610612737,33,27,2023-11-04T23:33:25Z,1540000,False,,,0,,Z. Williamson defensive goaltending VIOLATION,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,
245,PT00M31.00S,2023-11-04T23:33:31.7Z,1,REGULAR,violation,kicked ball,[],1630180,,,1610612740,33,27,2023-11-05T00:42:59Z,1560000,False,,,0,,S. Bey kicked ball VIOLATION,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,
161,PT00M26.70S,2023-11-04T23:33:56.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612740,33,27,2023-11-04T23:34:08Z,1580000,False,,,0,,S. Bey personal FOUL (1 PF) (Nance Jr. 2 FT),"[1630180, 1626204]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,1.0,0.0,Nance Jr.,1626204.0,,,,
163,PT00M26.70S,2023-11-04T23:34:09.9Z,1,REGULAR,freethrow,1 of 2,[],1626204,,,1610612740,34,27,2023-11-04T23:34:09Z,1600000,False,,,0,,L. Nance Jr. Free Throw 1 of 2 (3 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
164,PT00M26.70S,2023-11-04T23:34:13.9Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,34,27,2023-11-04T23:34:19Z,1610000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M26.70S,2023-11-04T23:34:13.9Z,1,REGULAR,substitution,in,[],1630529,,,1610612740,34,27,2023-11-04T23:34:19Z,1620000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
