actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-06T01:10:20.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-06T01:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-06T01:10:24.0Z,1,REGULAR,jumpball,recovered,[],1630193,,,1610612761,0,0,2024-02-06T01:10:24Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Valanciunas: Tip to I. Quickley,"[1630193, 1627751, 202685]",1610612761.0,TOR,startperiod,I. Quickley,1630193.0,Quickley,I. Quickley,Poeltl,1627751.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-06T01:10:38.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.82588699080158,53.431372549019606,1610612761,0,2,2024-02-06T01:10:43Z,70000,False,17.0,-4.0,1,right,J. Poeltl cutting Layup (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-02-06T01:10:51.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,19.579500657030223,31.395526960784316,1610612740,2,2,2024-02-06T01:10:57Z,90000,False,93.0,132.0,1,left,B. Ingram 16' pullup Jump Shot (2 PTS) (C. McCollum 1 AST),"[1627742, 203468]",1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,16.11,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
11,PT11M17.00S,2024-02-06T01:11:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,70.77858081471747,25.0,1610612761,2,2,2024-02-06T01:11:24Z,110000,False,-125.0,222.0,1,right,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2024-02-06T01:11:06.1Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,2,2,2024-02-06T01:11:08Z,120000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M00.00S,2024-02-06T01:11:18.8Z,1,REGULAR,3pt,Jump Shot,[],203468,35.03613666228647,47.549019607843135,1610612740,5,2,2024-02-06T01:11:24Z,130000,False,12.0,277.0,1,left,C. McCollum 27' 3PT  (3 PTS) (B. Ingram 1 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.71,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
15,PT10M49.00S,2024-02-06T01:11:29.9Z,1,REGULAR,3pt,Jump Shot,[],1630193,73.80091984231275,82.1078431372549,1610612761,5,2,2024-02-06T01:11:36Z,150000,False,161.0,194.0,1,right,MISS I. Quickley 25' step back 3PT,[1630193],1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2024-02-06T01:11:33.9Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,5,2,2024-02-06T01:11:36Z,160000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,
17,PT10M34.00S,2024-02-06T01:11:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.995400788436268,52.94117647058824,1610612740,7,2,2024-02-06T01:11:51Z,170000,False,-15.0,4.0,1,left,Z. Williamson driving Layup (2 PTS) (J. Valanciunas 1 AST),"[1629627, 202685]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,
