actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-12-02T01:10:15.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-02T01:10:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-02T01:10:17.9Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2023-12-02T01:10:17Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. Z. Collins: Tip to C. McCollum,"[203468, 202685, 1628380]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Collins,1628380.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-02T01:10:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.01511169513797,43.38235294117647,1610612740,0,0,2023-12-02T01:11:03Z,70000,False,-33.0,32.0,1,right,MISS B. Ingram driving Layup - blocked,"[1627742, 1628380]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,Collins,1628380.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-12-02T01:10:31.3Z,1,REGULAR,block,,[],1628380,,,1610612740,0,0,2023-12-02T01:10:33Z,80000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-12-02T01:10:33.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,0,0,2023-12-02T01:10:41Z,90000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M38.00S,2023-12-02T01:10:37.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,5.338370565045992,3.431372549019608,1610612759,0,3,2023-12-02T01:11:21Z,100000,False,233.0,-2.0,1,left,J. Champagnie 3PT running (3 PTS) (K. Johnson 1 AST),"[1630577, 1629640]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,,,3.0,K. Johnson,1629640.0,1.0,,,,,,,,
12,PT11M17.00S,2023-12-02T01:10:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,92.9862023653088,45.09803921568628,1610612740,2,3,2023-12-02T01:11:39Z,120000,False,-25.0,13.0,1,right,J. Valanciunas floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,2.0,B. Ingram,1627742.0,1.0,,,,,,,,
14,PT10M58.00S,2023-12-02T01:11:16.5Z,1,REGULAR,2pt,Jump Shot,[],1628380,17.69053876478318,70.34313725490196,1610612759,2,5,2023-12-02T01:14:06Z,140000,False,-102.0,114.0,1,left,Z. Collins 15' Jump Shot (2 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,15.26,Made,,,,,,,2.0,,,,,,,,,,,
15,PT10M43.00S,2023-12-02T01:11:31.1Z,1,REGULAR,2pt,Jump Shot,[],202685,85.89027595269383,71.32352941176471,1610612740,2,5,2023-12-02T01:11:36Z,150000,False,107.0,80.0,1,right,MISS J. Valanciunas 13' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,13.33,Missed,,,,,,,,,,,,,,,,,,
16,PT10M42.00S,2023-12-02T01:11:32.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,2,5,2023-12-02T01:11:36Z,160000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,
