actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-16T23:10:12.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-16T23:10:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-16T23:10:15.4Z,1,REGULAR,jumpball,recovered,[],1631200,,,1610612757,0,0,2024-03-16T23:10:15Z,40000,False,,,0,,Jump Ball D. Ayton vs. J. Valanciunas: Tip to K. Murray,"[1631200, 1629028, 202685]",1610612757.0,POR,startperiod,K. Murray,1631200.0,Murray,K. Murray,Ayton,1629028.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-03-16T23:10:24.5Z,1,REGULAR,2pt,Jump Shot,[],1629028,77.31603153745073,50.0,1610612757,0,2,2024-03-16T23:11:03Z,70000,False,0.0,161.0,1,right,D. Ayton 16' Jump Shot (2 PTS) (A. Simons 1 AST),"[1629028, 1629014]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,16.07,Made,2.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2024-03-16T23:10:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.013797634691201,45.58823529411765,1610612740,0,2,2024-03-16T23:12:27Z,90000,False,22.0,13.0,1,left,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
11,PT11M28.00S,2024-03-16T23:10:56.4Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,0,2,2024-03-16T23:12:27Z,100000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M17.00S,2024-03-16T23:11:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,72.05978975032852,77.94117647058823,1610612757,0,5,2024-03-16T23:14:08Z,110000,False,140.0,210.0,1,right,A. Simons 25' 3PT  (3 PTS) (D. Ayton 1 AST),"[1629014, 1629028]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.23,Made,3.0,D. Ayton,1629028.0,1.0,,,,,,,,,,,,,,
14,PT10M52.00S,2024-03-16T23:11:19.9Z,1,REGULAR,2pt,Jump Shot,[],203468,21.994086727989497,51.22549019607843,1610612740,2,5,2024-03-16T23:17:20Z,130000,False,-6.0,154.0,1,left,C. McCollum 15' pullup Jump Shot (2 PTS) (T. Murphy III 1 AST),"[203468, 1630530]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,15.43,Made,2.0,T. Murphy III,1630530.0,1.0,,,,,,,,,,,,,,
15,PT10M37.00S,2024-03-16T23:11:34.8Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,2,5,2024-03-16T23:11:44Z,140000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 203468]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,McCollum,203468.0,,,,,,,
16,PT10M37.00S,2024-03-16T23:11:34.8Z,1,REGULAR,steal,,[],203468,,,1610612740,2,5,2024-03-16T23:11:38Z,150000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2024-03-16T23:11:41.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,24.753613666228645,88.23529411764706,1610612740,5,5,2024-03-16T23:17:54Z,160000,False,-191.0,180.0,1,left,C. McCollum 26' 3PT running (5 PTS),[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.27,Made,5.0,,,,,,,,,,,,,,,,,
18,PT10M15.00S,2024-03-16T23:11:57.2Z,1,REGULAR,2pt,Layup,[],1630625,92.95335085413929,69.11764705882354,1610612757,5,5,2024-03-16T23:18:33Z,170000,False,96.0,14.0,1,right,MISS D. Banton 9' driving Layup - blocked,"[1630625, 1629627]",1610612757.0,POR,driving,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,9.66,Missed,,,,,,,,,,,,Williamson,1629627.0,,,,,
19,PT10M15.00S,2024-03-16T23:11:57.2Z,1,REGULAR,block,,[],1629627,,,1610612757,5,5,2024-03-16T23:12:10Z,180000,False,,,0,,Z. Williamson BLOCK (1 BLK),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
20,PT10M10.00S,2024-03-16T23:12:02.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,5,5,2024-03-16T23:17:07Z,190000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
48,PT10M08.00S,2024-03-16T23:12:07.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630530,7.933639947437584,53.18627450980392,1610612740,7,5,2024-03-16T23:16:47Z,195000,False,-16.0,22.0,1,left,T. Murphy III running Layup (2 PTS),[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,2.72,Made,2.0,,,,,,,,,,,,,,,,,
