actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
170,PT10M34.00S,2024-04-06T00:38:06.8Z,2,REGULAR,3pt,Jump Shot,[],1630346,11.383048620236531,3.1862745098039214,1610612740,31,20,2024-04-06T00:38:25Z,1670000,False,234.0,55.0,1,left,MISS M. Ryan 24' 3PT,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,Right Corner 3,24+ Right,24.04,Missed,,,,,,,,,,,,,,,,,,
171,PT10M34.00S,2024-04-06T00:38:06.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,31,20,2024-04-06T00:38:25Z,1680000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Right Corner 3,24+ Right,,,170.0,,,,,,,,,,,,,,,,,
172,PT10M33.00S,2024-04-06T00:38:16.7Z,2,REGULAR,foul,personal,[],202685,,,1610612759,31,20,2024-04-06T00:38:22Z,1690000,False,,,0,,J. Valanciunas loose ball personal FOUL (1 PF),"[202685, 1628380]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,,1.0,0.0,Collins,1628380.0,,
174,PT10M16.00S,2024-04-06T00:38:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,94.69448094612353,45.588235294117645,1610612759,31,22,2024-04-06T00:38:44Z,1710000,False,-22.0,-3.0,1,right,D. Graham driving Layup (6 PTS),[1628984],1610612759.0,SAS,driving,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,2.23,Made,,,,,6.0,,,,,,,,,,,,,
175,PT10M00.00S,2024-04-06T00:39:00.1Z,2,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612740,31,22,2024-04-06T00:39:11Z,1720000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1641705, 202685]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,,,,,1.0,0.0,Valanciunas,202685.0,,
177,PT10M00.00S,2024-04-06T00:39:32.3Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,32,22,2024-04-06T00:39:32Z,1740000,False,,,0,,J. Valanciunas Free Throw 1 of 2 (9 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
178,PT10M00.00S,2024-04-06T00:39:54.6Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,33,22,2024-04-06T00:39:54Z,1750000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (10 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
179,PT09M46.00S,2024-04-06T00:40:09.8Z,2,REGULAR,3pt,Jump Shot,[],1628984,71.17279894875165,76.7156862745098,1610612759,33,25,2024-04-06T00:40:13Z,1760000,False,134.0,218.0,1,right,D. Graham 25' 3PT step back (9 PTS),[1628984],1610612759.0,SAS,step back,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,9.0,,,,,,,,,,,,,
180,PT09M35.00S,2024-04-06T00:40:24.1Z,2,REGULAR,foul,offensive,[],202685,,,1610612740,33,25,2024-04-06T00:40:35Z,1770000,False,,,0,,J. Valanciunas offensive FOUL (2 PF),"[202685, 1641705]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628487.0,,,,,2.0,0.0,Wembanyama,1641705.0,,
182,PT09M35.00S,2024-04-06T00:40:24.1Z,2,REGULAR,turnover,offensive foul,[],202685,,,1610612740,33,25,2024-04-06T00:40:24Z,1790000,False,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628487.0,1.0,,,,,,,,,
183,PT09M35.00S,2024-04-06T00:40:55.1Z,2,REGULAR,substitution,out,[],202685,,,1610612759,33,25,2024-04-06T00:40:59Z,1800000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M35.00S,2024-04-06T00:40:55.1Z,2,REGULAR,substitution,in,[],1626204,,,1610612759,33,25,2024-04-06T00:40:59Z,1810000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M18.00S,2024-04-06T00:41:14.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,71.96123521681997,18.38235294117647,1610612759,33,25,2024-04-06T00:41:47Z,1820000,False,-158.0,211.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
186,PT09M15.00S,2024-04-06T00:41:17.7Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,33,25,2024-04-06T00:41:23Z,1830000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,,
187,PT09M05.00S,2024-04-06T00:41:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,19.530223390275953,37.254901960784316,1610612740,33,25,2024-04-06T00:41:33Z,1840000,False,64.0,131.0,1,left,MISS N. Marshall 14' driving floating Shot,[1630230],1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,14.58,Missed,,,,,,,,,,,,,,,,,,
188,PT09M02.00S,2024-04-06T00:41:30.9Z,2,REGULAR,rebound,defensive,[],1631103,,,1610612759,33,25,2024-04-06T00:41:33Z,1850000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT08M55.00S,2024-04-06T00:41:37.3Z,2,REGULAR,3pt,Jump Shot,[],1631103,71.43561103810775,22.30392156862745,1610612759,33,28,2024-04-06T00:41:43Z,1860000,False,-138.0,216.0,1,right,M. Branham 25' 3PT  (6 PTS) (V. Wembanyama 3 AST),"[1631103, 1641705]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,25.66,Made,,,,,6.0,,,,,V. Wembanyama,1641705.0,3.0,,,,,,
191,PT08M54.00S,2024-04-06T00:41:43.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612740,33,28,2024-04-06T00:41:43Z,1880000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M54.00S,2024-04-06T00:44:09.1Z,2,REGULAR,substitution,out,[],1628380,,,1610612740,33,28,2024-04-06T00:44:34Z,1890000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M54.00S,2024-04-06T00:44:09.1Z,2,REGULAR,substitution,in,[],1630572,,,1610612740,33,28,2024-04-06T00:44:34Z,1900000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M41.00S,2024-04-06T00:44:53.8Z,2,REGULAR,3pt,Jump Shot,[],203468,27.94021024967148,77.45098039215686,1610612740,33,28,2024-04-06T00:44:57Z,1910000,False,-137.0,210.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.1,Missed,,,,,,,,,,,,,,,,,,
197,PT08M38.00S,2024-04-06T00:44:56.8Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,33,28,2024-04-06T00:44:57Z,1920000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,196.0,4.0,2.0,2.0,,,,,,,,,,,,,,
198,PT08M26.00S,2024-04-06T00:45:08.8Z,2,REGULAR,3pt,Jump Shot,[],1641705,69.33311432325887,31.127450980392158,1610612759,33,28,2024-04-06T00:45:22Z,1930000,False,-94.0,236.0,1,right,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,25.4,Missed,,,,,,,,,,,,,,,,,,
199,PT08M24.00S,2024-04-06T00:45:10.8Z,2,REGULAR,rebound,offensive,[],1630572,,,1610612759,33,28,2024-04-06T00:45:56Z,1940000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:2),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,198.0,3.0,2.0,1.0,,,,,,,,,,,,,,
200,PT08M23.00S,2024-04-06T00:45:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630572,94.30026281208936,51.9607843137255,1610612759,33,30,2024-04-06T00:46:02Z,1950000,False,10.0,1.0,1,right,S. Mamukelashvili putback Layup (6 PTS),[1630572],1610612759.0,SAS,putback,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,6.0,,,,,,,,,,,,,
201,PT08M04.00S,2024-04-06T00:45:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,6.389618922470433,44.85294117647059,1610612740,35,30,2024-04-06T00:46:25Z,1960000,False,26.0,8.0,1,left,C. McCollum driving floating bank Jump Shot (13 PTS),[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,13.0,,,,,,,,,,,,,
202,PT07M51.00S,2024-04-06T00:45:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,93.77463863337714,45.83333333333333,1610612759,35,30,2024-04-06T00:47:07Z,1970000,False,-21.0,6.0,1,right,MISS V. Wembanyama Layup,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
203,PT07M48.00S,2024-04-06T00:45:47.3Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,35,30,2024-04-06T00:45:49Z,1980000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,,,
204,PT07M43.00S,2024-04-06T00:45:53.7Z,2,REGULAR,foul,personal,[],1630200,,,1610612740,35,30,2024-04-06T00:46:01Z,1990000,False,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1626204]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,203592.0,,,,,1.0,0.0,Nance Jr.,1626204.0,,
206,PT07M43.00S,2024-04-06T00:46:04.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,35,30,2024-04-06T00:46:09Z,2010000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M43.00S,2024-04-06T00:46:04.3Z,2,REGULAR,substitution,out,[],1630346,,,1610612740,35,30,2024-04-06T00:46:09Z,2020000,False,,,0,,SUB out: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M43.00S,2024-04-06T00:46:04.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,35,30,2024-04-06T00:46:09Z,2030000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M43.00S,2024-04-06T00:46:04.3Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,35,30,2024-04-06T00:46:09Z,2040000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M43.00S,2024-04-06T00:46:04.3Z,2,REGULAR,substitution,in,[],1630700,,,1610612740,35,30,2024-04-06T00:46:09Z,2050000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M43.00S,2024-04-06T00:46:04.3Z,2,REGULAR,substitution,in,[],1630577,,,1610612740,35,30,2024-04-06T00:46:09Z,2060000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M38.00S,2024-04-06T00:46:24.4Z,2,REGULAR,3pt,Jump Shot,[],1630530,28.465834428383708,73.2843137254902,1610612740,35,30,2024-04-06T00:47:46Z,2070000,False,-116.0,215.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
213,PT07M36.00S,2024-04-06T00:46:26.4Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,35,30,2024-04-06T00:47:46Z,2080000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,212.0,1.0,0.0,1.0,,,,,,,,,,,,,,
216,PT07M36.00S,2024-04-06T00:46:33.6Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626204,5.590000152587891,50.0,1610612740,37,30,2024-04-06T00:47:55Z,2110000,False,0.0,0.0,1,left,L. Nance Jr. tip DUNK (2 PTS),[1626204],1610612740.0,NOP,tip,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
218,PT07M11.00S,2024-04-06T00:47:05.1Z,2,REGULAR,2pt,Jump Shot,[],1631103,92.06636005256242,73.0392156862745,1610612759,37,30,2024-04-06T00:47:45Z,2130000,False,115.0,22.0,1,right,MISS M. Branham 11' Jump Shot,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Right,11.73,Missed,,,,,,,,,,,,,,,,,,
219,PT07M09.00S,2024-04-06T00:47:07.1Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,37,30,2024-04-06T00:47:31Z,2140000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Right,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,,
220,PT06M53.00S,2024-04-06T00:47:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630700,20.71287779237845,8.088235294117647,1610612740,37,30,2024-04-06T00:47:35Z,2150000,False,210.0,142.0,1,left,MISS D. Daniels 25' 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
221,PT06M49.00S,2024-04-06T00:47:28.2Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,37,30,2024-04-06T00:47:35Z,2160000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:3),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,,,220.0,4.0,3.0,1.0,,,,,,,,,,,,,,
222,PT06M46.00S,2024-04-06T00:47:32.2Z,2,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,37,30,2024-04-06T00:47:41Z,2170000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,203592.0,2.0,,,,,,,,,
223,PT06M33.00S,2024-04-06T00:47:52.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630530,17.16491458607096,47.30392156862745,1610612740,39,30,2024-04-06T00:47:58Z,2180000,False,13.0,109.0,1,left,T. Murphy III 10' driving floating Jump Shot (2 PTS),[1630530],1610612740.0,NOP,driving floating,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,10.97,Made,,,,,2.0,,,,,,,,,,,,,
224,PT06M32.00S,2024-04-06T00:47:59.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,39,30,2024-04-06T00:47:59Z,2190000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M12.00S,2024-04-06T00:51:10.9Z,2,REGULAR,3pt,Jump Shot,[],1630200,73.14388961892247,79.65686274509804,1610612759,39,33,2024-04-06T00:51:18Z,2200000,False,148.0,200.0,1,right,T. Jones 24' 3PT  (5 PTS) (M. Branham 1 AST),"[1630200, 1631103]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,24.89,Made,,,,,5.0,,,,,M. Branham,1631103.0,1.0,,,,,,
227,PT05M53.00S,2024-04-06T00:51:30.3Z,2,REGULAR,3pt,Jump Shot,[],203468,26.49474375821288,17.892156862745097,1610612740,42,33,2024-04-06T00:51:34Z,2220000,False,161.0,197.0,1,left,C. McCollum 25' 3PT  (16 PTS) (L. Nance Jr. 1 AST),"[203468, 1626204]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,,,16.0,,,,,L. Nance Jr.,1626204.0,1.0,,,,,,
229,PT05M28.00S,2024-04-06T00:51:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,94.82588699080158,51.225490196078425,1610612759,42,35,2024-04-06T00:51:58Z,2240000,False,6.0,-4.0,1,right,M. Branham cutting Layup (8 PTS) (V. Wembanyama 4 AST),"[1631103, 1641705]",1610612759.0,SAS,cutting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,8.0,,,,,V. Wembanyama,1641705.0,4.0,,,,,,
231,PT05M12.00S,2024-04-06T00:52:10.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,8.886333771353483,48.529411764705884,1610612740,44,35,2024-04-06T00:52:31Z,2260000,False,7.0,31.0,1,left,L. Nance Jr. driving Hook (4 PTS) (D. Daniels 1 AST),"[1626204, 1630700]",1610612740.0,NOP,driving,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,4.0,,,,,D. Daniels,1630700.0,1.0,,,,,,
233,PT05M02.00S,2024-04-06T00:52:22.8Z,2,REGULAR,2pt,Jump Shot,[],1641705,81.8166885676741,73.77450980392157,1610612759,44,35,2024-04-06T00:53:02Z,2280000,False,119.0,118.0,1,right,MISS V. Wembanyama 16' step back Shot,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,16.78,Missed,,,,,,,,,,,,,,,,,,
234,PT05M00.00S,2024-04-06T00:52:24.8Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,44,35,2024-04-06T00:53:02Z,2290000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,,,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,
235,PT04M47.00S,2024-04-06T00:52:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,6.521024967148489,47.30392156862745,1610612740,44,35,2024-04-06T00:52:50Z,2300000,False,13.0,9.0,1,left,MISS L. Nance Jr. cutting Layup - blocked,"[1626204, 1630577]",1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,Champagnie,1630577.0,,,,,,,,,,,
236,PT04M47.00S,2024-04-06T00:52:36.9Z,2,REGULAR,block,,[],1630577,,,1610612740,44,35,2024-04-06T00:52:40Z,2310000,False,,,0,,J. Champagnie BLOCK (1 BLK),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT04M46.00S,2024-04-06T00:52:37.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,44,35,2024-04-06T00:52:50Z,2320000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,235.0,,,,,,,,,,,,,,,,,
239,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,out,[],203468,,,1610612740,44,35,2024-04-06T00:53:12Z,2340000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,out,[],1626204,,,1610612740,44,35,2024-04-06T00:53:12Z,2350000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,44,35,2024-04-06T00:53:12Z,2370000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,in,[],202685,,,1610612740,44,35,2024-04-06T00:53:12Z,2380000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,in,[],1631104,,,1610612740,44,35,2024-04-06T00:53:12Z,2390000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,out,[],1630200,,,1610612740,44,35,2024-04-06T00:55:10Z,2397500,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,in,[],1628380,,,1610612740,44,35,2024-04-06T00:55:10Z,2398750,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M46.00S,2024-04-06T00:52:56.7Z,2,REGULAR,substitution,out,[],1641705,,,1610612740,44,35,2024-04-06T01:01:20Z,2399375,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M44.00S,2024-04-06T00:53:27.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,5.863994743758213,53.431372549019606,1610612740,44,35,2024-04-06T00:53:31Z,2400000,False,-17.0,3.0,1,left,MISS D. Daniels cutting Layup,[1630700],1610612740.0,NOP,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
246,PT04M41.00S,2024-04-06T00:53:30.1Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,44,35,2024-04-06T00:53:31Z,2410000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:4),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,245.0,5.0,4.0,1.0,,,,,,,,,,,,,,
247,PT04M37.00S,2024-04-06T00:53:33.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,95.3515111695138,3.1862745098039214,1610612759,44,38,2024-04-06T00:55:38Z,2420000,False,-234.0,-9.0,1,right,J. Champagnie 3PT running (3 PTS) (Z. Collins 1 AST),"[1630577, 1628380]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,23.43,Made,,,,,3.0,,,,,Z. Collins,1628380.0,1.0,,,,,,
249,PT04M27.00S,2024-04-06T00:53:44.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,5.601182654402102,49.50980392156863,1610612740,46,38,2024-04-06T00:53:48Z,2440000,False,2.0,0.0,1,left,D. Daniels cutting DUNK (5 PTS) (J. Valanciunas 4 AST),"[1630700, 202685]",1610612740.0,NOP,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,5.0,,,,,J. Valanciunas,202685.0,4.0,,,,,,
251,PT04M10.00S,2024-04-06T00:54:01.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,87.07293035479631,55.63725490196079,1610612759,46,38,2024-04-06T00:56:38Z,2460000,False,28.0,69.0,1,right,MISS S. Mamukelashvili 7' driving floating Shot,[1630572],1610612759.0,SAS,driving floating,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,7.45,Missed,,,,,,,,,,,,,,,,,,
252,PT04M10.00S,2024-04-06T00:54:01.5Z,2,REGULAR,rebound,defensive,[],1630700,,,1610612740,46,38,2024-04-06T00:54:17Z,2470000,False,,,0,,D. Daniels REBOUND (Off:1 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,251.0,3.0,2.0,1.0,,,,,,,,,,,,,,
253,PT03M51.00S,2024-04-06T00:54:19.4Z,2,REGULAR,2pt,Jump Shot,[],202685,17.296320630749015,18.627450980392158,1610612740,48,38,2024-04-06T00:55:15Z,2480000,False,157.0,110.0,1,left,J. Valanciunas 19' Jump Shot (12 PTS) (D. Daniels 2 AST),"[202685, 1630700]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right,19.17,Made,,,,,12.0,,,,,D. Daniels,1630700.0,2.0,,,,,,
