actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-03T01:10:39.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-03T01:10:39Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-01-03T01:10:44.5Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612751,0,0,2024-01-03T01:10:44Z,40000,False,,,0,,Jump Ball N. Claxton vs. J. Valanciunas: Tip to S. Dinwiddie,"[203915, 1629651, 202685]",1610612751.0,BKN,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Claxton,1629651.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-01-03T01:11:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.06636005256242,51.71568627450981,1610612751,0,0,2024-01-03T01:11:06Z,70000,False,9.0,22.0,1,right,MISS N. Claxton alley-oop Layup,[1629651],1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-01-03T01:11:02.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,0,2024-01-03T01:11:02Z,80000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-01-03T01:11:14.9Z,1,REGULAR,3pt,Jump Shot,[],1627742,29.488337713534822,74.28768382352942,1610612740,3,0,2024-01-03T01:11:20Z,90000,False,-121.0,225.0,1,left,B. Ingram 25' 3PT  (3 PTS) (Z. Williamson 1 AST),"[1627742, 1629627]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.54,Made,,,,,3.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,
11,PT10M57.00S,2024-01-03T01:11:40.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,84.83902759526939,43.872549019607845,1610612751,3,0,2024-01-03T01:11:44Z,110000,False,-31.0,90.0,1,right,MISS M. Bridges 9' fadeaway Shot,[1628969],1610612751.0,BKN,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,9.51,Missed,,,,,,,,,,,,,,,,,,
12,PT10M55.00S,2024-01-03T01:11:42.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,3,0,2024-01-03T01:11:44Z,120000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M46.00S,2024-01-03T01:11:51.7Z,1,REGULAR,3pt,Jump Shot,[],202685,28.728646517739815,76.47058823529412,1610612740,6,0,2024-01-03T01:11:55Z,130000,False,-132.0,218.0,1,left,J. Valanciunas 25' 3PT  (3 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,3.0,C. McCollum,203468.0,1.0,,,,,,,,,,
15,PT10M29.00S,2024-01-03T01:12:08.4Z,1,REGULAR,3pt,Jump Shot,[],203915,70.12155059132719,69.36274509803921,1610612751,6,0,2024-01-03T01:12:13Z,150000,False,97.0,228.0,1,right,MISS S. Dinwiddie 24' step back 3PT,[203915],1610612751.0,BKN,step back,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
16,PT10M26.00S,2024-01-03T01:12:11.4Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,0,2024-01-03T01:12:13Z,160000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
