actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-26T00:10:25.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-26T00:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-26T00:10:29.1Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2024-02-26T00:10:29Z,40000,False,,,0,,Jump Ball N. Vucevic vs. J. Valanciunas: Tip to C. White,"[1629632, 202696, 202685]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Vucevic,202696.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-02-26T00:10:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629632,64.73390275952694,31.61764705882353,1610612741,0,3,2024-02-26T00:18:39Z,70000,False,-92.0,279.0,1,right,C. White 29' 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,29.37,Made,3.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2024-02-26T00:10:54.7Z,1,REGULAR,3pt,Jump Shot,[],1627742,29.6484888304862,74.50980392156863,1610612740,3,3,2024-02-26T00:18:45Z,90000,False,-123.0,226.0,1,left,B. Ingram 25' 3PT  (3 PTS) (Z. Williamson 1 AST),"[1627742, 1629627]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.72,Made,3.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,,,
11,PT11M11.00S,2024-02-26T00:11:13.3Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,3,3,2024-02-26T00:11:17Z,110000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1627742]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,,,,1.0,Ingram,1627742.0,,,,,,,,,,,
12,PT11M11.00S,2024-02-26T00:11:13.3Z,1,REGULAR,steal,,[],1627742,,,1610612740,3,3,2024-02-26T00:11:15Z,120000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2024-02-26T00:11:16.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627742,5.863994743758213,46.81372549019608,1610612740,5,3,2024-02-26T00:11:26Z,130000,False,16.0,3.0,1,left,B. Ingram running finger roll Layup (5 PTS),[1627742],1610612740.0,NOP,running finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.61,Made,5.0,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2024-02-26T00:11:38.9Z,1,REGULAR,foul,personal,[],202685,,,1610612741,5,3,2024-02-26T00:11:46Z,140000,False,,,0,,J. Valanciunas personal FOUL (1 PF),"[202685, 1627936]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right,,,,,,,,,,1626300.0,1.0,0.0,Caruso,1627936.0,,,,,,
16,PT10M53.00S,2024-02-26T00:11:58.2Z,1,REGULAR,3pt,Jump Shot,[],1627936,82.34231274638634,93.38235294117648,1610612741,5,3,2024-02-26T00:18:52Z,160000,False,217.0,113.0,1,right,MISS A. Caruso 24' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,24.48,Missed,,,,,,,,,,,,,,,,,,
17,PT10M50.00S,2024-02-26T00:12:01.2Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,5,3,2024-02-26T00:12:04Z,170000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,
18,PT10M45.00S,2024-02-26T00:12:07.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,30.56833114323259,18.38235294117647,1610612740,5,3,2024-02-26T00:12:13Z,180000,False,158.0,235.0,1,left,MISS T. Murphy III 28' running 3PT,[1630530],1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,28.31,Missed,,,,,,,,,,,,,,,,,,
19,PT10M42.00S,2024-02-26T00:12:10.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,3,2024-02-26T00:12:13Z,190000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,
20,PT10M32.00S,2024-02-26T00:12:19.0Z,1,REGULAR,turnover,lost ball,[],1629632,,,1610612741,5,3,2024-02-26T00:12:23Z,200000,False,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1627742]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Right,,,,,,,1.0,Ingram,1627742.0,,,,,,,,,,,
21,PT10M32.00S,2024-02-26T00:12:19.0Z,1,REGULAR,steal,,[],1627742,,,1610612740,5,3,2024-02-26T00:12:21Z,210000,False,,,0,,B. Ingram STEAL (2 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2024-02-26T00:12:32.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202685,21.76412614980289,26.47058823529412,1610612740,5,3,2024-02-26T00:27:51Z,220000,False,118.0,152.0,1,left,MISS J. Valanciunas 19' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,19.23,Missed,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2024-02-26T00:12:35.6Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,5,3,2024-02-26T00:12:38Z,230000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M04.00S,2024-02-26T00:12:47.0Z,1,REGULAR,3pt,Jump Shot,[],201942,70.38436268068331,74.50980392156863,1610612741,5,3,2024-02-26T00:18:59Z,240000,False,123.0,226.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2024-02-26T00:12:50.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,3,2024-02-26T00:12:51Z,250000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,
26,PT09M53.00S,2024-02-26T00:12:58.0Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,5,3,2024-02-26T00:19:44Z,260000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1627936]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Caruso,1627936.0,,,,,,,,,,,
27,PT09M53.00S,2024-02-26T00:12:58.0Z,1,REGULAR,steal,,[],1627936,,,1610612741,5,3,2024-02-26T00:13:34Z,270000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M49.00S,2024-02-26T00:13:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,94.1688567674113,53.92156862745098,1610612741,5,5,2024-02-26T00:13:10Z,280000,False,20.0,2.0,1,right,A. Dosunmu running Layup (2 PTS) (A. Caruso 1 AST),"[1630245, 1627936]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.97,Made,2.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
30,PT09M30.00S,2024-02-26T00:13:21.0Z,1,REGULAR,3pt,Jump Shot,[],1630530,24.655059132720105,11.76470588235294,1610612740,8,5,2024-02-26T00:13:25Z,300000,False,191.0,179.0,1,left,T. Murphy III 26' 3PT  (3 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,26.21,Made,3.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,
32,PT09M18.00S,2024-02-26T00:13:32.5Z,1,REGULAR,3pt,Jump Shot,[],1627936,67.7562417871222,56.86274509803921,1610612741,8,8,2024-02-26T00:37:02Z,320000,False,34.0,251.0,1,right,A. Caruso 25' 3PT step back (3 PTS) (N. Vucevic 1 AST),"[1627936, 202696]",1610612741.0,CHI,step back,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,25.29,Made,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
33,PT09M12.00S,2024-02-26T00:13:39.2Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,8,8,2024-02-26T00:13:43Z,330000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1627936]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,Caruso,1627936.0,,,,,,,,,,,
34,PT09M12.00S,2024-02-26T00:13:39.2Z,1,REGULAR,steal,,[],1627936,,,1610612741,8,8,2024-02-26T00:13:41Z,340000,False,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
