actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-23T01:10:20.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-23T01:10:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-02-23T01:10:23.0Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612745,0,0,2024-02-23T01:10:23Z,40000,False,,,0,,Jump Ball A. Sengun vs. J. Valanciunas: Tip to D. Brooks,"[1628415, 1630578, 202685]",1610612745.0,HOU,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Sengun,1630578.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-02-23T01:10:32.1Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,0,0,2024-02-23T01:10:35Z,70000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1630529]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2024-02-23T01:10:32.1Z,1,REGULAR,steal,,[],1630529,,,1610612740,0,0,2024-02-23T01:10:34Z,80000,False,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2024-02-23T01:10:38.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203468,8.492115637319317,50.0,1610612740,2,0,2024-02-23T01:10:57Z,90000,False,0.0,27.0,1,left,C. McCollum running Layup (2 PTS),[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,2.73,Made,2.0,,,,,,,,,,,,,,
10,PT11M31.00S,2024-02-23T01:10:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628415,87.20433639947439,94.11764705882352,1610612745,2,3,2024-02-23T01:10:55Z,100000,False,221.0,68.0,1,right,D. Brooks 3PT  (3 PTS) (A. Sengun 1 AST),"[1628415, 1630578]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,23.08,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,
13,PT11M06.00S,2024-02-23T01:11:31.5Z,1,REGULAR,3pt,Jump Shot,[],1630529,11.383048620236531,3.9215686274509802,1610612740,2,3,2024-02-23T01:11:35Z,130000,False,230.0,55.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,23.68,Missed,,,,,,,,,,,,,,,
14,PT11M03.00S,2024-02-23T01:11:34.5Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,3,2024-02-23T01:11:35Z,140000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Right Corner 3,24+ Right,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,
15,PT10M50.00S,2024-02-23T01:11:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,94.03745072273325,51.9607843137255,1610612745,2,3,2024-02-23T01:11:53Z,150000,False,10.0,4.0,1,right,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1630530]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,1.04,Missed,,,,,,,,,Murphy III,1630530.0,,,,,
16,PT10M50.00S,2024-02-23T01:11:47.1Z,1,REGULAR,block,,[],1630530,,,1610612745,2,3,2024-02-23T01:12:14Z,160000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M48.00S,2024-02-23T01:11:49.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,2,3,2024-02-23T01:11:53Z,170000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
18,PT10M46.00S,2024-02-23T01:11:51.8Z,1,REGULAR,turnover,lost ball,[],1630530,,,1610612740,2,3,2024-02-23T01:11:58Z,180000,False,,,0,,T. Murphy III lost ball TURNOVER (1 TO),"[1630530, 1630224]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Right Center,1.0,Green,1630224.0,,,,,,,,,,,,,,,,,
19,PT10M46.00S,2024-02-23T01:11:51.8Z,1,REGULAR,steal,,[],1630224,,,1610612745,2,3,2024-02-23T01:11:53Z,190000,False,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
20,PT10M41.00S,2024-02-23T01:12:25.1Z,1,REGULAR,jumpball,recovered,[],1629627,,,1610612745,2,3,2024-02-23T01:12:25Z,200000,False,,,0,,Jump Ball T. Murphy III vs. J. Green: Tip to Z. Williamson,"[1629627, 1630530, 1630224]",1610612740.0,NOP,heldball,Z. Williamson,1629627.0,Williamson,Z. Williamson,Murphy III,1630530.0,Green,1630224.0,,,,,,,,,,,,,,,,,,,,,,
23,PT10M41.00S,2024-02-23T01:12:25.1Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,2,3,2024-02-23T01:12:25Z,230000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1630530]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,1.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,,
24,PT10M41.00S,2024-02-23T01:12:25.1Z,1,REGULAR,steal,,[],1630530,,,1610612740,2,3,2024-02-23T01:12:25Z,240000,False,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M41.00S,2024-02-23T01:12:32.2Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,2,3,2024-02-23T01:12:40Z,250000,False,,,0,,Z. Williamson lost ball out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,lost ball,,,Williamson,Z. Williamson,,,,,Right Corner 3,24+ Right,1.0,,,,,,,,,,,,,,,1627963.0,,,,
30,PT10M33.00S,2024-02-23T01:13:07.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,93.77463863337714,2.696078431372549,1610612745,2,6,2024-02-23T01:38:50Z,300000,False,-237.0,6.0,1,right,F. VanVleet 3PT  (3 PTS) (J. Green 1 AST),"[1627832, 1630224]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,,23.66,Made,3.0,J. Green,1630224.0,1.0,,,,,,,,,,,
32,PT10M22.00S,2024-02-23T01:13:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.732588699080158,46.07843137254902,1610612740,4,6,2024-02-23T01:13:23Z,320000,False,20.0,1.0,1,left,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.96,Made,2.0,,,,,,,,,,,,,,
33,PT10M14.00S,2024-02-23T01:13:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.9862023653088,46.07843137254902,1610612745,4,6,2024-02-23T01:13:32Z,330000,False,-20.0,13.0,1,right,MISS J. Green driving reverse Layup,[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,2.37,Missed,,,,,,,,,,,,,,,
34,PT10M12.00S,2024-02-23T01:13:29.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,4,6,2024-02-23T01:13:32Z,340000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,
35,PT10M08.00S,2024-02-23T01:13:32.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,27.677398160315374,77.69607843137256,1610612740,7,6,2024-02-23T01:13:41Z,350000,False,-138.0,208.0,1,left,C. McCollum 24' 3PT running pullup (5 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,24.96,Made,5.0,,,,,,,,,,,,,,
36,PT09M52.00S,2024-02-23T01:13:48.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,91.67214191852825,49.01960784313725,1610612745,7,6,2024-02-23T01:26:26Z,360000,False,-5.0,26.0,1,right,MISS A. Sengun driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,2.63,Missed,,,,,,,,,,,,,,,
38,PT09M49.00S,2024-02-23T01:13:51.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,7,6,2024-02-23T01:13:52Z,380000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,
39,PT09M45.00S,2024-02-23T01:13:56.0Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203468,5.863994743758213,75.24509803921569,1610612740,7,6,2024-02-23T01:14:04Z,390000,False,-126.0,3.0,1,left,MISS C. McCollum 12' running pullup Shot,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,12.62,Missed,,,,,,,,,,,,,,,
40,PT09M43.00S,2024-02-23T01:13:58.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,6,2024-02-23T01:14:04Z,400000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,
