actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
28,PT09M30.00S,2023-10-28T23:14:21.9Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,2,2023-10-28T23:14:43Z,280000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Valanciunas,J. Valanciunas,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
29,PT09M21.00S,2023-10-28T23:14:30.9Z,1,REGULAR,3pt,Jump Shot,[],1630529,77.21747700394218,12.990196078431374,1610612740,8,2,2023-10-28T23:14:48Z,290000,False,-185.0,162.0,1,right,H. Jones 24' 3PT  (3 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,24.57,Made,Jones,H. Jones,,,,,,,,,,3.0,B. Ingram,1627742.0,1.0,,,,,
31,PT09M15.00S,2023-10-28T23:14:47.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,8,2,2023-10-28T23:14:47Z,310000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2023-10-28T23:17:42.2Z,1,REGULAR,2pt,Jump Shot,[],203944,10.5946123521682,75.73529411764706,1610612752,8,2,2023-10-28T23:17:57Z,320000,False,-129.0,47.0,1,left,MISS J. Randle 13' pullup Shot,[203944],1610612752.0,NYK,pullup,,,,,,Mid-Range,8-16 Left,13.7,Missed,Randle,J. Randle,,,,,,,,,,,,,,,,,,
34,PT09M01.00S,2023-10-28T23:17:45.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,8,2,2023-10-28T23:17:45Z,330000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,Robinson,M. Robinson,33.0,3.0,1.0,2.0,,,,,,,,,,,,,,
35,PT09M00.00S,2023-10-28T23:17:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,13.354139290407357,42.40196078431372,1610612752,8,2,2023-10-28T23:18:15Z,340000,False,38.0,73.0,1,left,MISS M. Robinson 8' tip Layup,[1629011],1610612752.0,NYK,tip,,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
36,PT08M58.00S,2023-10-28T23:17:48.3Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,8,2,2023-10-28T23:18:10Z,350000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Jones,H. Jones,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M40.00S,2023-10-28T23:18:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,91.93495400788436,57.59803921568627,1610612740,8,2,2023-10-28T23:18:16Z,360000,False,38.0,23.0,1,right,MISS J. Valanciunas turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
38,PT08M38.00S,2023-10-28T23:18:08.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,8,2,2023-10-28T23:18:16Z,370000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,Randle,J. Randle,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M19.00S,2023-10-28T23:18:26.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,25.57490144546649,10.784313725490197,1610612752,8,2,2023-10-28T23:18:32Z,380000,False,196.0,188.0,1,left,MISS J. Brunson 27' 3PT,[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,27.16,Missed,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
40,PT08M15.00S,2023-10-28T23:18:30.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,8,2,2023-10-28T23:18:32Z,390000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,Valanciunas,J. Valanciunas,39.0,3.0,3.0,0.0,,,,,,,,,,,,,,
41,PT08M07.00S,2023-10-28T23:18:38.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,93.38042049934296,75.98039215686273,1610612740,10,2,2023-10-28T23:18:45Z,400000,False,130.0,10.0,1,right,B. Ingram 13' turnaround fadeaway Jump Shot (2 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,13.03,Made,Ingram,B. Ingram,,,,,,,,,,2.0,,,,,,,,
42,PT07M51.00S,2023-10-28T23:18:55.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,10.200394218134035,54.90196078431373,1610612752,10,2,2023-10-28T23:19:00Z,410000,False,-25.0,43.0,1,left,MISS J. Brunson driving Hook,[1628973],1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
43,PT07M49.00S,2023-10-28T23:18:57.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,10,2,2023-10-28T23:19:00Z,420000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,Valanciunas,J. Valanciunas,42.0,4.0,4.0,0.0,,,,,,,,,,,,,,
44,PT07M32.00S,2023-10-28T23:19:13.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,90.09526938239159,73.77450980392157,1610612740,10,2,2023-10-28T23:19:17Z,430000,False,119.0,41.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,8-16 Right,12.56,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
45,PT07M30.00S,2023-10-28T23:19:15.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,10,2,2023-10-28T23:19:17Z,440000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,Barrett,R. Barrett,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M25.00S,2023-10-28T23:19:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,9.674770039421814,53.67647058823529,1610612752,10,4,2023-10-28T23:20:03Z,450000,False,-18.0,38.0,1,left,J. Randle reverse Layup (2 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,reverse,,,,,,Restricted Area,0-8 Center,4.26,Made,Randle,J. Randle,,,,,,,,,,2.0,R. Barrett,1629628.0,1.0,,,,,
48,PT07M07.00S,2023-10-28T23:19:38.5Z,1,REGULAR,3pt,Jump Shot,[],1627742,67.09921156373193,56.127450980392155,1610612740,10,4,2023-10-28T23:20:15Z,470000,False,31.0,257.0,1,right,MISS B. Ingram 25' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,25.86,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
49,PT07M05.00S,2023-10-28T23:19:40.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,10,4,2023-10-28T23:19:51Z,480000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Randle,J. Randle,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,
50,PT07M01.00S,2023-10-28T23:19:45.1Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,10,4,2023-10-28T23:19:54Z,490000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 203468]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,Randle,J. Randle,,,,,,,,,,,,,,1.0,McCollum,203468.0,,
51,PT07M01.00S,2023-10-28T23:19:45.1Z,1,REGULAR,steal,,[],203468,,,1610612740,10,4,2023-10-28T23:19:48Z,500000,False,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
52,PT06M57.00S,2023-10-28T23:19:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629627,92.19776609724047,46.568627450980394,1610612740,12,4,2023-10-28T23:19:59Z,510000,False,-17.0,21.0,1,right,Z. Williamson alley-oop Layup (2 PTS) (C. McCollum 1 AST),"[1629627, 203468]",1610612740.0,NOP,alley-oop,,,,,,Restricted Area,0-8 Center,2.7,Made,Williamson,Z. Williamson,,,,,,,,,,2.0,C. McCollum,203468.0,1.0,,,,,
54,PT06M36.00S,2023-10-28T23:20:10.2Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,12,4,2023-10-28T23:20:20Z,530000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 203468]",1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,,,Randle,J. Randle,,,,,,,,,,,,,,2.0,McCollum,203468.0,,
55,PT06M36.00S,2023-10-28T23:20:10.2Z,1,REGULAR,steal,,[],203468,,,1610612740,12,4,2023-10-28T23:20:12Z,540000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left Center,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
56,PT06M31.00S,2023-10-28T23:20:15.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627742,92.85479632063075,47.05882352941176,1610612740,14,4,2023-10-29T00:48:31Z,550000,False,-15.0,15.0,1,right,B. Ingram running DUNK (4 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,running,,,,,,Restricted Area,0-8 Center,2.08,Made,Ingram,B. Ingram,,,,,,,,,,4.0,H. Jones,1630529.0,1.0,,,,,
58,PT06M15.00S,2023-10-28T23:20:33.0Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,14,4,2023-10-28T23:20:41Z,570000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,bad pass,,,,,,Mid-Range,24+ Left,,,Barrett,R. Barrett,,,,,1627526.0,,,,,,,,,1.0,,,,
61,PT06M03.00S,2023-10-28T23:20:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,86.02168199737189,58.333333333333336,1610612740,14,4,2023-10-28T23:21:00Z,590000,False,42.0,79.0,1,right,MISS Z. Williamson 8' driving Layup - blocked,"[1629627, 1629011]",1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),8-16 Center,8.92,Missed,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,Robinson,1629011.0
62,PT06M03.00S,2023-10-28T23:20:54.7Z,1,REGULAR,block,,[],1629011,,,1610612740,14,4,2023-10-28T23:20:57Z,600000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
63,PT06M01.00S,2023-10-28T23:20:56.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,14,4,2023-10-28T23:21:00Z,610000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,Brunson,J. Brunson,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
64,PT05M54.00S,2023-10-28T23:21:03.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629011,11.514454664914586,46.32352941176471,1610612752,14,6,2023-10-29T00:49:20Z,620000,False,18.0,56.0,1,left,M. Robinson running Layup (2 PTS) (J. Randle 2 AST),"[1629011, 203944]",1610612752.0,NYK,running,,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,Robinson,M. Robinson,,,,,,,,,,2.0,J. Randle,203944.0,2.0,,,,,
66,PT05M44.00S,2023-10-28T23:21:17.0Z,1,REGULAR,foul,offensive,[],202685,,,1610612740,14,6,2023-10-28T23:21:29Z,640000,False,,,0,,J. Valanciunas offensive FOUL (1 PF),"[202685, 1628973]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,Valanciunas,J. Valanciunas,,,,,1627526.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,
68,PT05M44.00S,2023-10-28T23:21:17.0Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612740,14,6,2023-10-28T23:21:17Z,660000,False,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),8-16 Center,,,Valanciunas,J. Valanciunas,,,,,1627526.0,,,,,,,,,1.0,,,,
69,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,out,[],1629627,,,1610612752,14,6,2023-10-28T23:21:52Z,670000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,,,,,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,
70,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,out,[],202685,,,1610612752,14,6,2023-10-28T23:21:52Z,680000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,,,,,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,
71,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,out,[],203468,,,1610612752,14,6,2023-10-28T23:21:52Z,690000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
72,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,14,6,2023-10-28T23:21:52Z,700000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
73,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,in,[],1630184,,,1610612752,14,6,2023-10-28T23:21:52Z,710000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,,,,,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,
74,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,in,[],1630700,,,1610612752,14,6,2023-10-28T23:21:52Z,720000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
76,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,14,6,2023-10-28T23:21:52Z,740000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
88,PT05M44.00S,2023-10-28T23:21:29.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612752,14,6,2023-10-28T23:22:50Z,745000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,,,,,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,
77,PT05M27.00S,2023-10-28T23:21:57.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,9.411957950065702,3.9215686274509802,1610612752,14,6,2023-10-28T23:22:06Z,750000,False,230.0,36.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,23.32,Missed,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
78,PT05M24.00S,2023-10-28T23:22:00.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,14,6,2023-10-28T23:22:06Z,760000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,Robinson,M. Robinson,77.0,4.0,1.0,3.0,,,,,,,,,,,,,,
79,PT05M23.00S,2023-10-28T23:22:01.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629011,7.30946123521682,49.50980392156863,1610612752,14,8,2023-10-28T23:23:16Z,770000,False,2.0,16.0,1,left,M. Robinson putback DUNK (4 PTS),[1629011],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,1.64,Made,Robinson,M. Robinson,,,,,,,,,,4.0,,,,,,,,
80,PT05M15.00S,2023-10-28T23:22:09.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,90.75229960578186,46.32352941176471,1610612740,16,8,2023-10-28T23:23:52Z,780000,False,-18.0,34.0,1,right,D. Daniels driving floating Jump Shot (2 PTS) (B. Ingram 2 AST),"[1630700, 1627742]",1610612740.0,NOP,driving floating,,,,,,Restricted Area,0-8 Center,3.9,Made,Daniels,D. Daniels,,,,,,,,,,2.0,B. Ingram,1627742.0,2.0,,,,,
82,PT05M03.00S,2023-10-28T23:22:21.8Z,1,REGULAR,3pt,Jump Shot,[],203944,29.122864651773984,77.20588235294117,1610612752,16,8,2023-10-28T23:22:33Z,800000,False,-136.0,221.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,25.97,Missed,Randle,J. Randle,,,,,,,,,,,,,,,,,,
83,PT04M59.00S,2023-10-28T23:22:25.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,16,8,2023-10-28T23:22:33Z,810000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,Ingram,B. Ingram,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M54.00S,2023-10-28T23:22:30.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,89.43823915900131,47.549019607843135,1610612740,16,8,2023-10-29T00:51:10Z,820000,False,-12.0,47.0,1,right,MISS B. Ingram running Layup,[1627742],1610612740.0,NOP,running,,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
