actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
447,PT06M42.00S,2023-11-30T02:41:51.4Z,3,REGULAR,freethrow,1 of 1,[],203468,,,1610612740,86,61,2023-11-30T02:46:57Z,4380000,False,,,0,,C. McCollum away-from-play Free Throw 1 of 1 (12 PTS),[203468],1610612740.0,NOP,away-from-play,,,McCollum,C. McCollum,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
448,PT06M41.00S,2023-11-30T02:42:04.1Z,3,REGULAR,foul,offensive,[],202685,,,1610612755,86,61,2023-11-30T02:42:39Z,4390000,False,,,0,,J. Valanciunas off-the-ball offensive FOUL (2 PF),"[202685, 1629001]",1610612740.0,NOP,off-the-ball,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1155.0,,,,2.0,0.0,Melton,1629001.0,,
450,PT06M41.00S,2023-11-30T02:42:04.1Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,86,61,2023-11-30T02:42:04Z,4410000,False,,,0,,J. Valanciunas offensive foul TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,1155.0,,,,,,,,,
451,PT06M41.00S,2023-11-30T02:42:20.1Z,3,REGULAR,substitution,out,[],1629627,,,1610612755,86,61,2023-11-30T02:42:26Z,4420000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M41.00S,2023-11-30T02:42:20.1Z,3,REGULAR,substitution,out,[],203468,,,1610612755,86,61,2023-11-30T02:42:26Z,4430000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M41.00S,2023-11-30T02:42:20.1Z,3,REGULAR,substitution,in,[],1641722,,,1610612755,86,61,2023-11-30T02:42:26Z,4440000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M41.00S,2023-11-30T02:42:20.1Z,3,REGULAR,substitution,in,[],1630230,,,1610612755,86,61,2023-11-30T02:42:26Z,4450000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M18.00S,2023-11-30T02:43:01.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203496,94.82588699080158,55.63725490196079,1610612755,86,61,2023-11-30T02:48:52Z,4470000,False,28.0,-4.0,1,right,MISS R. Covington cutting Layup,[203496],1610612755.0,PHI,cutting,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,2.85,Missed,,,,,,,,,,,,,,,,,,
458,PT06M17.00S,2023-11-30T02:43:02.3Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612755,86,61,2023-11-30T02:49:30Z,4490000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,456.0,2.0,1.0,1.0,,,,,,,,,,,,,
459,PT06M16.00S,2023-11-30T02:43:10.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630194,93.9060446780552,53.92156862745098,1610612755,86,63,2023-11-30T02:49:41Z,4500000,False,20.0,5.0,1,right,P. Reed putback Layup (5 PTS),[1630194],1610612755.0,PHI,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,2.02,Made,5.0,,,,,,,,,,,,,,,,,
460,PT06M00.00S,2023-11-30T02:43:19.2Z,3,REGULAR,3pt,Jump Shot,[],1630529,18.2161629434954,94.6078431372549,1610612740,86,63,2023-11-30T02:43:26Z,4510000,False,-223.0,119.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
461,PT06M00.00S,2023-11-30T02:43:19.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,86,63,2023-11-30T02:43:26Z,4520000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,460.0,3.0,3.0,0.0,,,,,,,,,,,,,
462,PT05M49.00S,2023-11-30T02:43:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,94.43166885676742,51.71568627450981,1610612755,86,65,2023-11-30T02:50:05Z,4530000,False,9.0,0.0,1,right,T. Harris driving Layup (10 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.86,Made,10.0,,,,,,,,,,,,,,,,,
463,PT05M34.00S,2023-11-30T02:43:44.4Z,3,REGULAR,3pt,Jump Shot,[],1630230,9.149145860709593,3.6764705882352944,1610612740,89,65,2023-11-30T02:43:59Z,4540000,False,232.0,34.0,1,left,N. Marshall 3PT  (4 PTS) (H. Jones 5 AST),"[1630230, 1630529]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,23.4,Made,4.0,,,,,,,,,H. Jones,1630529.0,5.0,,,,,,
465,PT05M12.00S,2023-11-30T02:44:06.7Z,3,REGULAR,3pt,Jump Shot,[],202699,76.69185282522996,11.029411764705882,1610612755,89,65,2023-11-30T02:44:11Z,4560000,False,-195.0,167.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
466,PT05M10.00S,2023-11-30T02:44:08.7Z,3,REGULAR,rebound,defensive,[],1641722,,,1610612740,89,65,2023-11-30T02:44:11Z,4570000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:2),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,465.0,2.0,2.0,0.0,,,,,,,,,,,,,
467,PT05M00.00S,2023-11-30T02:44:19.1Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,89,65,2023-11-30T02:44:23Z,4580000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1629001]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,Melton,1629001.0,,,,,,,,,,
468,PT05M00.00S,2023-11-30T02:44:19.1Z,3,REGULAR,steal,,[],1629001,,,1610612755,89,65,2023-11-30T02:44:20Z,4590000,False,,,0,,D. Melton STEAL (3 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
469,PT04M57.00S,2023-11-30T02:44:22.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,94.95729303547962,53.92156862745098,1610612755,89,65,2023-11-30T02:51:09Z,4600000,False,20.0,-5.0,1,right,MISS D. Melton running Layup,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
471,PT04M54.00S,2023-11-30T02:44:25.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,89,65,2023-11-30T02:44:28Z,4620000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,469.0,4.0,4.0,0.0,,,,,,,,,,,,,
472,PT04M48.00S,2023-11-30T02:44:31.2Z,3,REGULAR,3pt,Jump Shot,[],1627742,33.327858081471746,49.50980392156863,1610612740,92,65,2023-11-30T02:52:58Z,4630000,False,2.0,261.0,1,left,B. Ingram 26' 3PT  (15 PTS) (N. Marshall 3 AST),"[1627742, 1630230]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,26.08,Made,15.0,,,,,,,,,N. Marshall,1630230.0,3.0,,,,,,
474,PT04M46.00S,2023-11-30T02:44:44.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,92,65,2023-11-30T02:44:44Z,4650000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M46.00S,2023-11-30T02:47:12.3Z,3,REGULAR,substitution,out,[],202685,,,1610612755,92,65,2023-11-30T02:47:32Z,4660000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M46.00S,2023-11-30T02:47:12.3Z,3,REGULAR,substitution,out,[],1629001,,,1610612755,92,65,2023-11-30T02:47:32Z,4670000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M46.00S,2023-11-30T02:47:12.3Z,3,REGULAR,substitution,out,[],202699,,,1610612755,92,65,2023-11-30T02:47:32Z,4680000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT04M46.00S,2023-11-30T02:47:12.3Z,3,REGULAR,substitution,in,[],203469,,,1610612755,92,65,2023-11-30T02:47:32Z,4690000,False,,,0,,SUB in: C. Zeller,[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT04M46.00S,2023-11-30T02:47:12.3Z,3,REGULAR,substitution,in,[],201976,,,1610612755,92,65,2023-11-30T02:47:32Z,4700000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M46.00S,2023-11-30T02:47:12.3Z,3,REGULAR,substitution,in,[],1630231,,,1610612755,92,65,2023-11-30T02:47:32Z,4710000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M24.00S,2023-11-30T02:47:52.5Z,3,REGULAR,3pt,Jump Shot,[],1630231,86.28449408672799,2.450980392156863,1610612755,92,65,2023-11-30T02:47:58Z,4720000,False,-238.0,76.0,1,right,MISS K. Martin 24' 3PT,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Left Corner 3,24+ Left,24.97,Missed,,,,,,,,,,,,,,,,,,
482,PT04M20.00S,2023-11-30T02:47:56.5Z,3,REGULAR,rebound,defensive,[],1641722,,,1610612740,92,65,2023-11-30T02:47:58Z,4730000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:3),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,,481.0,3.0,3.0,0.0,,,,,,,,,,,,,
483,PT04M18.00S,2023-11-30T02:48:00.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1630529,7.046649145860711,46.07843137254902,1610612740,94,65,2023-11-30T02:53:39Z,4740000,False,20.0,14.0,1,left,H. Jones running Layup (7 PTS) (J. Hawkins 1 AST),"[1630529, 1641722]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.39,Made,7.0,,,,,,,,,J. Hawkins,1641722.0,1.0,,,,,,
484,PT04M18.00S,2023-11-30T02:48:03.2Z,3,REGULAR,violation,defensive goaltending,[],1630231,,,1610612740,94,65,2023-11-30T02:48:19Z,4750000,False,,,0,,K. Martin defensive goaltending VIOLATION,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,201246.0,,,,,,,,,
486,PT04M04.00S,2023-11-30T02:48:25.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,70.12155059132719,19.607843137254903,1610612755,94,68,2023-11-30T02:48:30Z,4760000,False,-152.0,228.0,1,right,T. Maxey 27' 3PT  (21 PTS) (P. Reed 3 AST),"[1630178, 1630194]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.44,Made,21.0,,,,,,,,,P. Reed,1630194.0,3.0,,,,,,
487,PT03M45.00S,2023-11-30T02:48:42.8Z,3,REGULAR,3pt,Jump Shot,[],1641722,32.276609724047304,49.754901960784316,1610612740,97,68,2023-11-30T02:48:47Z,4770000,False,1.0,251.0,1,left,J. Hawkins 25' 3PT  (10 PTS) (B. Ingram 5 AST),"[1641722, 1627742]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Center,25.09,Made,10.0,,,,,,,,,B. Ingram,1627742.0,5.0,,,,,,
490,PT03M25.00S,2023-11-30T02:49:03.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,86.02168199737189,46.07843137254902,1610612755,97,70,2023-11-30T02:49:11Z,4790000,False,-20.0,79.0,1,right,P. Beverley 8' driving floating Jump Shot (9 PTS) (P. Reed 4 AST),"[201976, 1630194]",1610612755.0,PHI,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,8.13,Made,9.0,,,,,,,,,P. Reed,1630194.0,4.0,,,,,,
492,PT03M12.00S,2023-11-30T02:49:18.6Z,3,REGULAR,turnover,out-of-bounds,[],203469,,,1610612740,97,70,2023-11-30T02:55:11Z,4810000,False,,,0,,C. Zeller lost ball out-of-bounds TURNOVER (2 TO),[203469],1610612740.0,NOP,lost ball,,,Zeller,C. Zeller,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,,,,,
493,PT03M12.00S,2023-11-30T02:49:22.3Z,3,REGULAR,substitution,out,[],1630529,,,1610612755,97,70,2023-11-30T02:49:26Z,4820000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT03M12.00S,2023-11-30T02:49:22.3Z,3,REGULAR,substitution,in,[],1630631,,,1610612755,97,70,2023-11-30T02:49:26Z,4830000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT03M00.00S,2023-11-30T02:49:42.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,68.54467805519053,25.98039215686275,1610612755,97,73,2023-11-30T02:56:01Z,4840000,False,-120.0,243.0,1,right,T. Maxey 27' 3PT pullup (24 PTS) (P. Reed 5 AST),"[1630178, 1630194]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.12,Made,24.0,,,,,,,,,P. Reed,1630194.0,5.0,,,,,,
497,PT02M42.00S,2023-11-30T02:50:01.7Z,3,REGULAR,2pt,Jump Shot,[],1627742,25.443495400788436,26.47058823529412,1610612740,97,73,2023-11-30T02:56:20Z,4860000,False,118.0,187.0,1,left,MISS B. Ingram 22' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,22.07,Missed,,,,,,,,,,,,,,,,,,
498,PT02M40.00S,2023-11-30T02:50:03.7Z,3,REGULAR,rebound,defensive,[],203496,,,1610612755,97,73,2023-11-30T02:50:08Z,4870000,False,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Mid-Range,16-24 Right Center,,,,497.0,3.0,3.0,0.0,,,,,,,,,,,,,
500,PT02M25.00S,2023-11-30T02:50:42.1Z,3,REGULAR,3pt,Jump Shot,[],203496,92.32917214191852,94.6078431372549,1610612755,97,76,2023-11-30T02:50:47Z,4890000,False,223.0,20.0,1,right,R. Covington 3PT  (6 PTS) (P. Beverley 5 AST),"[203496, 201976]",1610612755.0,PHI,,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,22.39,Made,6.0,,,,,,,,,P. Beverley,201976.0,5.0,,,,,,
502,PT02M24.00S,2023-11-30T02:50:51.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612740,97,76,2023-11-30T02:50:51Z,4910000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M24.00S,2023-11-30T02:51:51.1Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,97,76,2023-11-30T02:52:20Z,4920000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M24.00S,2023-11-30T02:51:51.1Z,3,REGULAR,substitution,in,[],1629627,,,1610612740,97,76,2023-11-30T02:52:20Z,4930000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M08.00S,2023-11-30T02:52:31.4Z,3,REGULAR,2pt,Jump Shot,[],1641722,24.129434954007884,50.73529411764706,1610612740,99,76,2023-11-30T02:52:39Z,4940000,False,-4.0,174.0,1,left,J. Hawkins 17' pullup Jump Shot (12 PTS) (J. Alvarado 1 AST),"[1641722, 1630631]",1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,17.43,Made,12.0,,,,,,,,,J. Alvarado,1630631.0,1.0,,,,,,
507,PT01M55.00S,2023-11-30T02:52:47.7Z,3,REGULAR,foul,offensive,['inpenalty'],1630194,,,1610612755,99,76,2023-11-30T02:53:06Z,4960000,False,,,0,,P. Reed off-the-ball offensive FOUL (3 PF),"[1630194, 1641722]",1610612755.0,PHI,off-the-ball,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1155.0,,,,3.0,0.0,Hawkins,1641722.0,,
509,PT01M55.00S,2023-11-30T02:52:47.7Z,3,REGULAR,turnover,offensive foul,[],1630194,,,1610612755,99,76,2023-11-30T02:52:47Z,4980000,False,,,0,,P. Reed offensive foul TURNOVER (2 TO),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,,,1155.0,,,,,,,,,
510,PT01M46.00S,2023-11-30T02:53:20.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612740,99,76,2023-11-30T02:53:27Z,4990000,False,,,0,,K. Martin personal FOUL (3 PF) (Williamson 2 FT),"[1630231, 1629627]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,201246.0,,,,3.0,0.0,Williamson,1629627.0,,
512,PT01M46.00S,2023-11-30T02:53:44.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629627,,,1610612740,100,76,2023-11-30T02:53:44Z,5010000,False,,,0,,Z. Williamson Free Throw 1 of 2 (28 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
513,PT01M46.00S,2023-11-30T02:54:05.6Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203496,,,1610612740,100,76,2023-11-30T02:54:17Z,5020000,False,,,0,,R. Covington technical FOUL (1 Tech),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,1626301.0,,,,2.0,1.0,,,,
514,PT01M46.00S,2023-11-30T02:54:18.8Z,3,REGULAR,freethrow,1 of 1,[],1641722,,,1610612740,100,76,2023-11-30T02:54:18Z,5030000,False,,,0,,MISS J. Hawkins technical Free Throw 1 of 1,[1641722],1610612740.0,NOP,technical,,,Hawkins,J. Hawkins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
515,PT01M46.00S,2023-11-30T02:54:18.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,100,76,2023-11-30T02:54:18Z,5040000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,,,
516,PT01M46.00S,2023-11-30T02:54:31.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629627,,,1610612740,101,76,2023-11-30T02:54:31Z,5050000,False,,,0,,Z. Williamson Free Throw 2 of 2 (29 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
517,PT01M37.00S,2023-11-30T02:54:44.5Z,3,REGULAR,foul,personal,['2freethrow'],1641722,,,1610612755,101,76,2023-11-30T02:55:11Z,5060000,False,,,0,,J. Hawkins shooting personal FOUL (2 PF) (Beverley 2 FT),"[1641722, 201976]",1610612740.0,NOP,shooting,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1626301.0,,,,2.0,0.0,Beverley,201976.0,,
519,PT01M37.00S,2023-11-30T02:55:12.1Z,3,REGULAR,freethrow,1 of 2,[],201976,,,1610612755,101,77,2023-11-30T02:55:12Z,5080000,False,,,0,,P. Beverley Free Throw 1 of 2 (10 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
520,PT01M37.00S,2023-11-30T02:55:14.5Z,3,REGULAR,substitution,out,[],1630194,,,1610612755,101,77,2023-11-30T02:55:17Z,5090000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT01M37.00S,2023-11-30T02:55:14.5Z,3,REGULAR,substitution,in,[],1628964,,,1610612755,101,77,2023-11-30T02:55:17Z,5100000,False,,,0,,SUB in: M. Bamba,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT01M37.00S,2023-11-30T02:55:29.1Z,3,REGULAR,freethrow,2 of 2,[],201976,,,1610612755,101,78,2023-11-30T02:55:29Z,5110000,False,,,0,,P. Beverley Free Throw 2 of 2 (11 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
523,PT01M15.00S,2023-11-30T02:55:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203469,7.703679369250986,55.14705882352941,1610612740,101,78,2023-11-30T02:55:58Z,5120000,False,-26.0,20.0,1,left,MISS C. Zeller Layup - blocked,"[203469, 1628964]",1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
524,PT01M15.00S,2023-11-30T02:55:53.1Z,3,REGULAR,block,,[],1628964,,,1610612740,101,78,2023-11-30T02:58:51Z,5130000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
525,PT01M11.00S,2023-11-30T02:55:57.1Z,3,REGULAR,rebound,defensive,[],203496,,,1610612755,101,78,2023-11-30T02:55:58Z,5140000,False,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,523.0,4.0,4.0,0.0,,,,,,,,,,,,,
526,PT00M57.50S,2023-11-30T02:56:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.1281208935611,33.088235294117645,1610612755,101,78,2023-11-30T02:59:31Z,5150000,False,-85.0,275.0,1,right,MISS T. Maxey 28' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.8,Missed,,,,,,,,,,,,,,,,,,
527,PT00M53.20S,2023-11-30T02:56:15.3Z,3,REGULAR,rebound,offensive,[],203496,,,1610612755,101,78,2023-11-30T02:56:17Z,5160000,False,,,0,,R. Covington REBOUND (Off:1 Def:4),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,,,,526.0,5.0,4.0,1.0,,,,,,,,,,,,,
528,PT00M41.90S,2023-11-30T02:56:29.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,94.03745072273325,52.69607843137255,1610612755,101,80,2023-11-30T02:56:35Z,5170000,False,13.0,4.0,1,right,T. Maxey driving Layup (26 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.39,Made,26.0,,,,,,,,,,,,,,,,,
529,PT00M41.90S,2023-11-30T02:56:33.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203469,,,1610612755,101,80,2023-11-30T02:56:40Z,5180000,False,,,0,,C. Zeller shooting personal FOUL (3 PF) (Maxey 1 FT),"[203469, 1630178]",1610612740.0,NOP,shooting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,,,,3.0,1.0,Maxey,1630178.0,,
531,PT00M41.90S,2023-11-30T02:56:58.3Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630178,,,1610612755,101,81,2023-11-30T02:56:58Z,5200000,False,,,0,,T. Maxey Free Throw 1 of 1 (27 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
532,PT00M33.40S,2023-11-30T02:57:11.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612740,101,81,2023-11-30T02:57:23Z,5210000,False,,,0,,M. Bamba shooting personal FOUL (3 PF) (Zeller 2 FT),"[1628964, 203469]",1610612755.0,PHI,shooting,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201246.0,,,,3.0,0.0,Zeller,203469.0,,
534,PT00M33.40S,2023-11-30T02:57:39.6Z,3,REGULAR,freethrow,1 of 2,[],203469,,,1610612740,102,81,2023-11-30T02:57:39Z,5230000,False,,,0,,C. Zeller Free Throw 1 of 2 (1 PTS),[203469],1610612740.0,NOP,,,,Zeller,C. Zeller,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
535,PT00M33.40S,2023-11-30T02:57:41.7Z,3,REGULAR,substitution,out,[],1641722,,,1610612740,102,81,2023-11-30T02:57:48Z,5240000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT00M33.40S,2023-11-30T02:57:41.7Z,3,REGULAR,substitution,in,[],1630529,,,1610612740,102,81,2023-11-30T02:57:48Z,5250000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
