actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-06T01:10:41.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-06T01:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-06T01:10:44.8Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2024-01-06T01:10:44Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. I. Zubac: Tip to C. McCollum,"[203468, 202685, 1627826]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-01-06T01:11:03.2Z,1,REGULAR,3pt,Jump Shot,[],203468,30.56833114323259,21.568627450980394,1610612740,3,0,2024-01-06T01:11:08Z,70000,False,142.0,235.0,1,left,C. McCollum 27' 3PT  (3 PTS) (B. Ingram 1 AST),"[203468, 1627742]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,27.45,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
9,PT11M12.00S,2024-01-06T01:11:27.5Z,1,REGULAR,2pt,Jump Shot,[],202331,95.3515111695138,14.215686274509803,1610612746,3,2,2024-01-06T01:11:50Z,90000,False,-179.0,-9.0,1,right,P. George 17' step back Jump Shot (2 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,16-24 Left,17.91,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M01.00S,2024-01-06T01:11:39.4Z,1,REGULAR,3pt,Jump Shot,[],202685,27.54599211563732,78.18627450980392,1610612740,6,2,2024-01-06T01:11:44Z,100000,False,-141.0,206.0,1,left,J. Valanciunas 24' 3PT  (3 PTS) (B. Ingram 2 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,24.99,Made,3.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,
12,PT10M33.00S,2024-01-06T01:12:07.3Z,1,REGULAR,3pt,Jump Shot,[],201935,69.46452036793693,20.588235294117645,1610612746,6,2,2024-01-06T01:12:25Z,120000,False,-147.0,235.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,27.68,Missed,,,,,,,,,,,,,,,,,,
13,PT10M30.00S,2024-01-06T01:12:10.3Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,6,2,2024-01-06T01:12:12Z,130000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M28.00S,2024-01-06T01:12:15.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630529,19.66162943495401,11.519607843137255,1610612740,6,2,2024-01-06T01:14:05Z,140000,False,192.0,132.0,1,left,MISS H. Jones 23' running Shot,[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Mid-Range,16-24 Right,23.35,Missed,,,,,,,,,,,,,,,,,,
15,PT10M25.00S,2024-01-06T01:12:18.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,6,2,2024-01-06T01:12:58Z,150000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M15.00S,2024-01-06T01:12:24.8Z,1,REGULAR,2pt,Jump Shot,[],202695,78.53153745072274,32.1078431372549,1610612746,6,4,2024-01-06T01:12:30Z,160000,False,-89.0,149.0,1,right,K. Leonard 17' pullup Jump Shot (2 PTS),[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,17.41,Made,2.0,,,,,,,,,,,,,,,,,
