actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M40.00S,2023-11-13T00:11:58.9Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,0,2,2023-11-13T00:12:01Z,160000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,,,,,14.0,,,1.0,1.0,0.0,,,,,,,,
17,PT10M37.00S,2023-11-13T00:12:00.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627884,8.754927726675426,4.411764705882353,1610612742,0,2,2023-11-13T00:12:05Z,170000,False,228.0,30.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,22.98,Missed,,,,,,,,,,,,,,,,,,
18,PT10M35.00S,2023-11-13T00:12:02.8Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,0,2,2023-11-13T00:12:05Z,180000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Right Corner 3,24+ Right,,,,,,,17.0,,,1.0,1.0,0.0,,,,,,,,
19,PT10M27.00S,2023-11-13T00:12:14.1Z,1,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,0,2,2023-11-13T00:12:39Z,190000,False,,,0,,Z. Williamson step out-of-bounds TURNOVER (1 TO),[1629627],1610612740.0,NOP,step,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202007.0,1.0,,,,,,
20,PT10M13.00S,2023-11-13T00:12:38.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202681,22.946780551905388,46.568627450980394,1610612742,0,2,2023-11-13T00:12:44Z,200000,False,17.0,163.0,1,left,MISS K. Irving 16' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,16.41,Missed,,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2023-11-13T00:12:41.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,2,2023-11-13T00:12:41Z,210000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,20.0,,,2.0,2.0,0.0,,,,,,,,
22,PT09M56.00S,2023-11-13T00:12:55.4Z,1,REGULAR,2pt,Jump Shot,[],1627742,92.59198423127464,12.009803921568627,1610612740,0,2,2023-11-13T00:12:59Z,220000,False,-190.0,17.0,1,right,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,19.08,Missed,,,,,,,,,,,,,,,,,,
23,PT09M54.00S,2023-11-13T00:12:57.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,2,2023-11-13T00:12:59Z,230000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left,,,,,,,22.0,,,1.0,1.0,0.0,,,,,,,,
24,PT09M49.00S,2023-11-13T00:13:02.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,18.347568988173457,6.61764705882353,1610612742,0,5,2023-11-13T00:13:07Z,240000,False,217.0,120.0,1,left,K. Irving 24' 3PT  (3 PTS) (L. Doncic 2 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,24.79,Made,3.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
26,PT09M32.00S,2023-11-13T00:13:21.3Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612740,0,5,2023-11-13T00:13:32Z,260000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Williamson 2 FT),"[1629684, 1629627]",1610612742.0,DAL,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,1.0,0.0,Williamson,1629627.0,,
29,PT09M32.00S,2023-11-13T00:13:53.4Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,0,5,2023-11-13T00:13:53Z,280000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M32.00S,2023-11-13T00:13:53.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,0,5,2023-11-13T00:13:53Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,
31,PT09M32.00S,2023-11-13T00:14:13.1Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,1,5,2023-11-13T00:14:13Z,300000,False,,,0,,Z. Williamson Free Throw 2 of 2 (1 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
32,PT09M20.00S,2023-11-13T00:14:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.802233902759525,25.245098039215684,1610612742,1,5,2023-11-13T00:14:32Z,310000,False,124.0,256.0,1,left,MISS L. Doncic 28' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,28.42,Missed,,,,,,,,,,,,,,,,,,
33,PT09M17.00S,2023-11-13T00:14:30.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,1,5,2023-11-13T00:14:32Z,320000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,32.0,,,1.0,1.0,0.0,,,,,,,,
34,PT09M04.00S,2023-11-13T00:14:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630700,94.43166885676742,3.6764705882352944,1610612740,1,5,2023-11-13T00:14:49Z,330000,False,-232.0,0.0,1,right,MISS D. Daniels 3PT,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
35,PT08M59.00S,2023-11-13T00:14:48.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,1,5,2023-11-13T00:14:49Z,340000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,,,,,,,34.0,,,2.0,2.0,0.0,,,,,,,,
36,PT08M52.00S,2023-11-13T00:14:54.8Z,1,REGULAR,3pt,Jump Shot,[],1627884,14.273981603153747,3.9215686274509802,1610612742,1,5,2023-11-13T00:15:00Z,350000,False,230.0,82.0,1,left,MISS D. Jones Jr. 24' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,24.45,Missed,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2023-11-13T00:14:57.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,1,5,2023-11-13T00:15:00Z,360000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,,,,,36.0,,,3.0,3.0,0.0,,,,,,,,
38,PT08M42.00S,2023-11-13T00:15:05.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629627,95.0886990801577,49.01960784313725,1610612740,3,5,2023-11-13T00:17:23Z,370000,False,-5.0,-6.0,1,right,Z. Williamson driving DUNK (3 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.8,Made,3.0,,,,,,,,,,,,,,,,,
39,PT08M29.00S,2023-11-13T00:15:18.3Z,1,REGULAR,3pt,Jump Shot,[],202681,19.136005256241788,92.64705882352942,1610612742,3,5,2023-11-13T00:15:25Z,380000,False,-213.0,127.0,1,left,MISS K. Irving 24' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,24.84,Missed,,,,,,,,,,,,,,,,,,
40,PT08M27.00S,2023-11-13T00:15:20.3Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612740,3,5,2023-11-13T00:15:25Z,390000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,39.0,,,2.0,2.0,0.0,,,,,,,,
41,PT08M16.00S,2023-11-13T00:15:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629627,87.72996057818659,51.225490196078425,1610612740,3,5,2023-11-13T00:19:51Z,400000,False,6.0,63.0,1,right,MISS Z. Williamson 6' driving floating Shot,[1629627],1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
42,PT08M13.00S,2023-11-13T00:15:35.0Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,3,5,2023-11-13T00:15:38Z,410000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,41.0,,,2.0,2.0,0.0,,,,,,,,
43,PT08M09.00S,2023-11-13T00:15:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,5.732588699080158,47.05882352941176,1610612742,3,7,2023-11-13T00:15:54Z,420000,False,15.0,1.0,1,left,K. Irving driving Layup (5 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.48,Made,5.0,,,,,,,,,,,,,,,,,
44,PT07M50.00S,2023-11-13T00:15:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,86.5473061760841,41.17647058823529,1610612740,5,7,2023-11-13T00:16:02Z,430000,False,-44.0,74.0,1,right,D. Daniels 8' turnaround Jump Shot (2 PTS) (B. Ingram 1 AST),"[1630700, 1627742]",1610612740.0,NOP,turnaround,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,8.61,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
45,PT07M36.00S,2023-11-13T00:16:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,5.601182654402102,54.90196078431373,1610612742,5,9,2023-11-13T00:16:17Z,440000,False,-25.0,0.0,1,left,K. Irving driving Layup (7 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.45,Made,7.0,,,,,,,,,,,,,,,,,
46,PT07M29.00S,2023-11-13T00:16:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.8166885676741,47.549019607843135,1610612740,5,9,2023-11-13T00:21:56Z,450000,False,-12.0,118.0,1,right,MISS B. Ingram 11' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.9,Missed,,,,,,,,,,,,,,,,,,
47,PT07M26.00S,2023-11-13T00:16:21.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,9,2023-11-13T00:16:23Z,460000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,46.0,,,3.0,3.0,0.0,,,,,,,,
48,PT07M18.00S,2023-11-13T00:16:29.8Z,1,REGULAR,3pt,Jump Shot,[],1627884,5.338370565045992,94.36274509803921,1610612742,5,9,2023-11-13T00:16:35Z,470000,False,-222.0,-2.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,22.18,Missed,,,,,,,,,,,,,,,,,,
49,PT07M14.00S,2023-11-13T00:16:33.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,5,9,2023-11-13T00:16:35Z,480000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,,,,48.0,,,2.0,2.0,0.0,,,,,,,,
50,PT07M05.00S,2023-11-13T00:16:41.5Z,1,REGULAR,3pt,Jump Shot,[],202685,70.64717477003943,23.284313725490197,1610612740,5,9,2023-11-13T00:16:46Z,490000,False,-134.0,223.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
51,PT07M03.00S,2023-11-13T00:16:43.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,9,2023-11-13T00:23:55Z,500000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,50.0,,,4.0,4.0,0.0,,,,,,,,
53,PT07M03.00S,2023-11-13T00:16:51.0Z,1,REGULAR,substitution,out,[],202681,,,1610612742,5,9,2023-11-13T00:16:56Z,520000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M03.00S,2023-11-13T00:16:51.0Z,1,REGULAR,substitution,in,[],203501,,,1610612742,5,9,2023-11-13T00:16:56Z,530000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M47.00S,2023-11-13T00:17:25.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,5.863994743758213,70.34313725490196,1610612742,5,9,2023-11-13T00:17:30Z,540000,False,-102.0,3.0,1,left,MISS L. Doncic 10' turnaround Shot,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,10.17,Missed,,,,,,,,,,,,,,,,,,
56,PT06M46.00S,2023-11-13T00:17:26.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,9,2023-11-13T00:17:30Z,550000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,,,,55.0,,,4.0,4.0,0.0,,,,,,,,
57,PT06M35.00S,2023-11-13T00:17:38.0Z,1,REGULAR,3pt,Jump Shot,[],202685,69.46452036793693,36.27450980392157,1610612740,8,9,2023-11-13T00:17:49Z,560000,False,-69.0,235.0,1,right,J. Valanciunas 24' 3PT  (3 PTS) (D. Daniels 1 AST),"[202685, 1630700]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,24.43,Made,3.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,,,,
59,PT06M11.00S,2023-11-13T00:18:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.222733245729303,54.41176470588235,1610612742,8,11,2023-11-13T00:24:52Z,580000,False,-22.0,72.0,1,left,L. Doncic 7' turnaround Jump Shot (2 PTS),[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.51,Made,2.0,,,,,,,,,,,,,,,,,
60,PT06M05.00S,2023-11-13T00:18:10.9Z,1,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612740,8,11,2023-11-13T00:18:24Z,590000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Williamson 2 FT),"[1641726, 1629627]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,,1.0,0.0,Williamson,1629627.0,,
62,PT06M05.00S,2023-11-13T00:18:28.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,8,11,2023-11-13T00:18:28Z,610000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M05.00S,2023-11-13T00:21:21.4Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,9,11,2023-11-13T00:25:52Z,620000,False,,,0,,Z. Williamson Free Throw 1 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
65,PT06M05.00S,2023-11-13T00:21:21.4Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,10,11,2023-11-13T00:25:52Z,630000,False,,,0,,Z. Williamson Free Throw 2 of 2 (5 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
66,PT05M48.00S,2023-11-13T00:21:55.8Z,1,REGULAR,3pt,Jump Shot,[],203501,8.09789750328515,3.431372549019608,1610612742,10,14,2023-11-13T00:22:04Z,640000,False,233.0,24.0,1,left,T. Hardaway Jr. 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[203501, 1627884]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.4,Made,3.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,,,
68,PT05M26.00S,2023-11-13T00:22:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630700,71.96123521681997,19.362745098039216,1610612740,13,14,2023-11-13T00:22:23Z,660000,False,-153.0,211.0,1,right,D. Daniels 26' 3PT  (5 PTS) (J. Hawkins 1 AST),"[1630700, 1641722]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,26.08,Made,5.0,J. Hawkins,1641722.0,1.0,,,,,,,,,,,,,,
70,PT05M05.00S,2023-11-13T00:22:49.9Z,1,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612742,13,14,2023-11-13T00:23:02Z,680000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629627, 1629029]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,203593.0,,1.0,0.0,Doncic,1629029.0,,
72,PT05M05.00S,2023-11-13T00:23:05.8Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,13,14,2023-11-13T00:23:05Z,700000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
73,PT05M05.00S,2023-11-13T00:23:05.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,13,14,2023-11-13T00:23:05Z,710000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,
74,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,out,[],1629627,,,1610612742,13,14,2023-11-13T00:23:30Z,720000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,out,[],1641722,,,1610612742,13,14,2023-11-13T00:23:30Z,730000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,out,[],1641726,,,1610612742,13,14,2023-11-13T00:23:30Z,740000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,out,[],1629684,,,1610612742,13,14,2023-11-13T00:23:30Z,750000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,13,14,2023-11-13T00:23:30Z,760000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,in,[],1630346,,,1610612742,13,14,2023-11-13T00:23:30Z,770000,False,,,0,,SUB in: M. Ryan,[1630346],1610612740.0,NOP,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,in,[],203939,,,1610612742,13,14,2023-11-13T00:23:30Z,780000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M05.00S,2023-11-13T00:23:07.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,13,14,2023-11-13T00:23:30Z,790000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M05.00S,2023-11-13T00:23:44.8Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,13,15,2023-11-13T00:23:44Z,800000,False,,,0,,L. Doncic Free Throw 2 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
