actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-19T00:41:32.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-19T00:41:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-19T00:41:35.1Z,1,REGULAR,jumpball,recovered,[],1628398,,,1610612764,0,0,2023-01-19T00:41:35Z,40000,False,,,0,,Jump Ball K. Porzingis vs. M. Robinson: Tip to K. Kuzma,"[1628398, 204001, 1629011]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Porzingis,204001.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2023-01-19T00:41:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,81.94809461235218,45.09803921568628,1610612764,0,2,2023-01-19T00:41:52Z,70000,False,-25.0,117.0,1,right,B. Beal 11' floating Jump Shot (2 PTS) (K. Kuzma 1 AST),"[203078, 1628398]",1610612764.0,WAS,floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,11.97,Made,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-01-19T00:42:02.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.719448094612352,50.0,1610612752,0,2,2023-01-19T00:42:09Z,90000,False,0.0,95.0,1,left,MISS J. Brunson 9' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2023-01-19T00:42:04.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,0,2,2023-01-19T00:42:09Z,100000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M23.00S,2023-01-19T00:42:12.3Z,1,REGULAR,3pt,Jump Shot,[],204001,66.70499342969777,51.9607843137255,1610612764,0,5,2023-01-19T00:42:16Z,110000,False,10.0,260.0,1,right,K. Porzingis 26' 3PT  (3 PTS) (K. Kuzma 2 AST),"[204001, 1628398]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.07,Made,3.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,
13,PT11M07.00S,2023-01-19T00:42:28.0Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612752,0,5,2023-01-19T00:42:32Z,130000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1629655]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Gafford,1629655.0,,,,,,,
14,PT11M07.00S,2023-01-19T00:42:28.0Z,1,REGULAR,steal,,[],1629655,,,1610612764,0,5,2023-01-19T00:42:30Z,140000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
15,PT11M01.00S,2023-01-19T00:42:33.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,92.46057818659659,96.32352941176471,1610612764,0,5,2023-01-19T00:42:40Z,150000,False,232.0,18.0,1,right,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2023-01-19T00:42:35.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,5,2023-01-19T00:42:40Z,160000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M48.00S,2023-01-19T00:42:49.0Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612752,0,5,2023-01-19T00:42:56Z,170000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629655, 1629011]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Robinson,1629011.0,,
19,PT10M48.00S,2023-01-19T00:43:19.3Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,0,5,2023-01-19T00:43:45Z,190000,False,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M48.00S,2023-01-19T00:43:19.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,0,5,2023-01-19T00:43:45Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,
21,PT10M48.00S,2023-01-19T00:43:19.3Z,1,REGULAR,freethrow,2 of 2,[],1629011,,,1610612752,0,5,2023-01-19T00:43:45Z,210000,False,,,0,,MISS M. Robinson Free Throw 2 of 2,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
22,PT10M46.00S,2023-01-19T00:43:21.3Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612764,0,5,2023-01-19T00:43:45Z,220000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT10M26.00S,2023-01-19T00:43:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,94.69448094612353,44.6078431372549,1610612764,0,7,2023-01-19T00:44:47Z,230000,False,-27.0,-3.0,1,right,D. Gafford Layup (2 PTS) (K. Porzingis 1 AST),"[1629655, 204001]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.71,Made,2.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,
25,PT10M10.00S,2023-01-19T00:44:15.4Z,1,REGULAR,3pt,Jump Shot,[],1629656,27.151773981603156,77.20588235294117,1610612752,3,7,2023-01-19T00:44:20Z,250000,False,-136.0,203.0,1,left,Q. Grimes 24' 3PT  (3 PTS) (J. Brunson 1 AST),"[1629656, 1628973]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.41,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
27,PT09M59.00S,2023-01-19T00:44:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,94.95729303547962,47.549019607843135,1610612764,3,7,2023-01-19T00:46:12Z,270000,False,-12.0,-5.0,1,right,MISS M. Morris driving Layup - blocked,"[1628420, 1629011]",1610612764.0,WAS,driving,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,Robinson,1629011.0
28,PT09M59.00S,2023-01-19T00:44:29.2Z,1,REGULAR,block,,[],1629011,,,1610612764,3,7,2023-01-19T00:44:46Z,280000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M58.00S,2023-01-19T00:44:30.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,3,7,2023-01-19T00:46:12Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,27.0,,,,,,,,,,,,,
32,PT09M52.00S,2023-01-19T00:44:53.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204001,68.9388961892247,35.53921568627451,1610612764,3,10,2023-01-19T00:44:57Z,310000,False,-72.0,239.0,1,right,K. Porzingis 25' 3PT  (6 PTS) (B. Beal 1 AST),"[204001, 203078]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,25.02,Made,6.0,B. Beal,203078.0,1.0,,,,,,,,,,,,,,
33,PT09M36.00S,2023-01-19T00:45:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.113666228646515,36.029411764705884,1610612752,3,10,2023-01-19T00:47:21Z,320000,False,70.0,99.0,1,left,MISS J. Brunson 12' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,12.12,Missed,,,,,,,,,,,,,,,,,,
34,PT09M34.00S,2023-01-19T00:45:10.8Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,3,10,2023-01-19T00:45:13Z,330000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,
35,PT09M28.00S,2023-01-19T00:45:17.8Z,1,REGULAR,2pt,Jump Shot,[],203078,75.64060446780552,57.59803921568627,1610612764,3,12,2023-01-19T00:45:23Z,340000,False,38.0,176.0,1,right,B. Beal 18' step back Jump Shot (4 PTS) (K. Kuzma 3 AST),"[203078, 1628398]",1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,18.05,Made,4.0,K. Kuzma,1628398.0,3.0,,,,,,,,,,,,,,
37,PT09M06.00S,2023-01-19T00:45:39.7Z,1,REGULAR,3pt,Jump Shot,[],203944,32.53942181340342,57.84313725490197,1610612752,3,12,2023-01-19T00:47:46Z,360000,False,-39.0,253.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
38,PT09M04.00S,2023-01-19T00:45:41.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,3,12,2023-01-19T00:45:45Z,370000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,37.0,3.0,3.0,0.0,,,,,,,,,,
39,PT08M55.00S,2023-01-19T00:45:50.5Z,1,REGULAR,2pt,Jump Shot,[],204001,90.88370565045992,26.225490196078432,1610612764,3,14,2023-01-19T00:45:56Z,380000,False,-119.0,33.0,1,right,K. Porzingis 12' bank Jump Shot (8 PTS),[204001],1610612764.0,WAS,bank,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,12.34,Made,8.0,,,,,,,,,,,,,,,,,
40,PT08M54.00S,2023-01-19T00:45:55.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,3,14,2023-01-19T00:45:55Z,390000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M39.00S,2023-01-19T00:48:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.389618922470433,52.20588235294118,1610612752,5,14,2023-01-19T00:49:04Z,400000,False,-11.0,8.0,1,left,R. Barrett driving Layup (2 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M25.00S,2023-01-19T00:49:28.2Z,1,REGULAR,3pt,Jump Shot,[],1628420,89.43823915900131,95.09803921568627,1610612764,5,17,2023-01-19T00:49:32Z,420000,False,225.0,47.0,1,right,M. Morris 3PT  (3 PTS) (K. Kuzma 4 AST),"[1628420, 1628398]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,23.03,Made,3.0,K. Kuzma,1628398.0,4.0,,,,,,,,,,,,,,
46,PT08M05.00S,2023-01-19T00:49:51.0Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,5,17,2023-01-19T00:49:58Z,440000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (1 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,202027.0,,,,,,
47,PT07M52.00S,2023-01-19T00:50:10.6Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,5,17,2023-01-19T00:50:14Z,450000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1629011]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,Robinson,1629011.0,,,,,,,
48,PT07M52.00S,2023-01-19T00:50:10.6Z,1,REGULAR,steal,,[],1629011,,,1610612752,5,17,2023-01-19T00:50:12Z,460000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
49,PT07M48.00S,2023-01-19T00:50:15.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629656,26.363337713534822,79.41176470588235,1610612752,5,17,2023-01-19T00:50:27Z,470000,False,-147.0,195.0,1,left,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
