actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
514,PT12M00.00S,2023-01-05T02:23:46.6Z,4,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,94,89,2023-01-05T02:24:05Z,4770000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2023-01-05T02:24:07.4Z,4,REGULAR,period,start,[],0,,,1610612752,94,89,2023-01-05T02:24:07Z,4780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M44.00S,2023-01-05T02:24:23.2Z,4,REGULAR,2pt,Jump Shot,[],1628973,7.5722733245729295,67.64705882352942,1610612752,94,89,2023-01-05T02:24:33Z,4790000,False,-88.0,19.0,1,left,MISS J. Brunson 9' Jump Shot,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,9.02,Missed,,,,,,,,,,,,,,,,,,
517,PT11M42.00S,2023-01-05T02:24:25.2Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,94,89,2023-01-05T02:24:44Z,4800000,False,,,0,,M. Branham REBOUND (Off:0 Def:5),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,,,,516.0,,5.0,5.0,0.0,,,,,,,,,
518,PT11M35.00S,2023-01-05T02:24:32.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,75.90341655716163,10.784313725490197,1610612759,94,89,2023-01-05T02:24:41Z,4810000,False,-196.0,174.0,1,right,MISS J. Richardson 26' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
519,PT11M33.00S,2023-01-05T02:24:34.1Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612752,94,89,2023-01-05T02:24:41Z,4820000,False,,,0,,I. Quickley REBOUND (Off:2 Def:6),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,518.0,,8.0,6.0,2.0,,,,,,,,,
520,PT11M19.00S,2023-01-05T02:24:47.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,12.302890932982917,53.431372549019606,1610612752,96,89,2023-01-05T02:25:00Z,4830000,False,-17.0,63.0,1,left,I. Quickley 6' driving floating Jump Shot (13 PTS) (J. Sims 1 AST),"[1630193, 1630579]",1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,13.0,J. Sims,1630579.0,1.0,,,,,,,,,,,,,,
522,PT11M13.00S,2023-01-05T02:24:56.8Z,4,REGULAR,foul,offensive,[],1626169,,,1610612759,96,89,2023-01-05T02:25:09Z,4850000,False,,,0,,S. Johnson offensive FOUL (3 PF),"[1626169, 1628973]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,,201639.0,,,,3.0,0.0,Brunson,1628973.0,,,,,
524,PT11M13.00S,2023-01-05T02:24:56.8Z,4,REGULAR,turnover,offensive foul,[],1626169,,,1610612759,96,89,2023-01-05T02:24:56Z,4870000,False,,,0,,S. Johnson offensive foul TURNOVER (1 TO),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,,201639.0,,,,,,,,1.0,,,,
525,PT11M04.00S,2023-01-05T02:25:20.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628392,6.783837056504599,4.6568627450980395,1610612752,96,89,2023-01-05T02:25:30Z,4880000,False,227.0,11.0,1,left,MISS I. Hartenstein 3PT,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
526,PT11M02.00S,2023-01-05T02:25:22.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,96,89,2023-01-05T02:25:30Z,4890000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,525.0,,,,,,,,,,,,,
528,PT10M53.00S,2023-01-05T02:25:52.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628973,15.588042049934298,50.0,1610612752,98,89,2023-01-05T02:25:56Z,4910000,False,0.0,94.0,1,left,J. Brunson 9' pullup Jump Shot (29 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.4,Made,29.0,,,,,,,,,,,,,,,,,
529,PT10M35.00S,2023-01-05T02:26:09.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626196,93.51182654402102,48.03921568627451,1610612759,98,91,2023-01-05T02:26:14Z,4920000,False,-10.0,8.0,1,right,J. Richardson cutting DUNK (20 PTS) (Z. Collins 3 AST),"[1626196, 1628380]",1610612759.0,SAS,cutting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,1.3,Made,20.0,Z. Collins,1628380.0,3.0,,,,,,,,,,,,,,
531,PT10M10.00S,2023-01-05T02:26:34.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.1268068331143235,50.49019607843137,1610612752,98,91,2023-01-05T02:26:42Z,4940000,False,-2.0,5.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.57,Missed,,,,,,,,,,,,,,,,,,
532,PT10M07.00S,2023-01-05T02:26:37.7Z,4,REGULAR,rebound,offensive,[],1628973,,,1610612752,98,91,2023-01-05T02:26:42Z,4950000,False,,,0,,J. Brunson REBOUND (Off:2 Def:4),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,531.0,,6.0,4.0,2.0,,,,,,,,,
533,PT10M05.00S,2023-01-05T02:26:41.6Z,4,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612752,98,91,2023-01-05T02:27:04Z,4960000,False,,,0,,J. Richardson shooting personal FOUL (3 PF) (Hartenstein 2 FT),"[1626196, 1628392]",1610612759.0,SAS,shooting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,,202053.0,,,,3.0,0.0,Hartenstein,1628392.0,,,,,
536,PT10M05.00S,2023-01-05T02:26:58.4Z,4,REGULAR,substitution,out,[],1626169,,,1610612752,98,91,2023-01-05T02:27:26Z,4975000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT10M05.00S,2023-01-05T02:26:58.4Z,4,REGULAR,substitution,in,[],1631110,,,1610612752,98,91,2023-01-05T02:27:26Z,4977500,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M05.00S,2023-01-05T02:27:15.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628392,,,1610612752,99,91,2023-01-05T02:27:15Z,4980000,False,,,0,,I. Hartenstein Free Throw 1 of 2 (7 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
538,PT10M05.00S,2023-01-05T02:27:34.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628392,,,1610612752,100,91,2023-01-05T02:27:34Z,4990000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (8 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
539,PT09M50.00S,2023-01-05T02:27:52.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,92.59198423127464,36.76470588235294,1610612759,100,91,2023-01-05T02:29:16Z,5000000,False,-66.0,17.0,1,right,MISS M. Branham 6' pullup bank Shot,[1631103],1610612759.0,SAS,pullup bank,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
540,PT09M49.00S,2023-01-05T02:27:53.4Z,4,REGULAR,rebound,offensive,[],1628380,,,1610612759,100,91,2023-01-05T02:29:16Z,5010000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,539.0,,2.0,1.0,1.0,,,,,,,,,
541,PT09M48.00S,2023-01-05T02:27:57.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628380,94.40999984741211,50.0,1610612759,100,93,2023-01-05T02:29:23Z,5020000,False,0.0,0.0,1,right,Z. Collins tip Layup (12 PTS),[1628380],1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.0,Made,12.0,,,,,,,,,,,,,,,,,
542,PT09M27.00S,2023-01-05T02:28:23.7Z,4,REGULAR,turnover,lost ball,[],1628973,,,1610612752,100,93,2023-01-05T02:28:39Z,5030000,False,,,0,,J. Brunson lost ball TURNOVER (3 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,3.0,,,,
543,PT09M26.00S,2023-01-05T02:28:27.1Z,4,REGULAR,foul,personal,[],203095,,,1610612759,100,93,2023-01-05T02:28:35Z,5040000,False,,,0,,E. Fournier loose ball personal FOUL (1 PF),"[203095, 203926]",1610612752.0,NYK,loose ball,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Left Center,,,,,,,,202053.0,,,,1.0,0.0,McDermott,203926.0,,,,,
545,PT09M13.00S,2023-01-05T02:28:50.6Z,4,REGULAR,2pt,Hook,['fromturnover'],1628380,90.62089356110381,31.61764705882353,1610612759,100,95,2023-01-05T02:28:55Z,5060000,False,-92.0,36.0,1,right,Z. Collins 9' turnaround Hook (14 PTS),[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Left,9.86,Made,14.0,,,,,,,,,,,,,,,,,
546,PT08M51.00S,2023-01-05T02:29:11.3Z,4,REGULAR,3pt,Jump Shot,[],203095,2.9730617608409986,2.941176470588235,1610612752,100,95,2023-01-05T02:29:16Z,5070000,False,235.0,-25.0,1,left,MISS E. Fournier 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
547,PT08M49.00S,2023-01-05T02:29:13.3Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612752,100,95,2023-01-05T02:29:16Z,5080000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,,,,,546.0,,5.0,1.0,4.0,,,,,,,,,
548,PT08M40.00S,2023-01-05T02:29:23.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630193,19.793035479632064,32.1078431372549,1610612752,102,95,2023-01-05T02:29:28Z,5090000,False,89.0,134.0,1,left,I. Quickley 16' step back Jump Shot (15 PTS),[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,16.08,Made,15.0,,,,,,,,,,,,,,,,,
549,PT08M28.00S,2023-01-05T02:29:35.4Z,4,REGULAR,3pt,Jump Shot,[],203926,71.56701708278581,21.323529411764707,1610612759,102,98,2023-01-05T02:29:38Z,5100000,False,-143.0,215.0,1,right,D. McDermott 25' 3PT  (10 PTS) (M. Branham 1 AST),"[203926, 1631103]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.83,Made,10.0,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,
551,PT08M09.00S,2023-01-05T02:29:53.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.915243101182654,54.41176470588235,1610612752,104,98,2023-01-05T02:29:58Z,5120000,False,-22.0,13.0,1,left,J. Brunson driving Layup (31 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.54,Made,31.0,,,,,,,,,,,,,,,,,
552,PT07M55.00S,2023-01-05T02:30:10.4Z,4,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612759,104,98,2023-01-05T02:30:26Z,5130000,False,,,0,,I. Hartenstein shooting personal FOUL (3 PF) (McDermott 2 FT),"[1628392, 203926]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,202053.0,,,,3.0,0.0,McDermott,203926.0,,,,,
555,PT07M55.00S,2023-01-05T02:30:26.6Z,4,REGULAR,substitution,out,[],1628392,,,1610612759,104,98,2023-01-05T02:30:50Z,5145000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M55.00S,2023-01-05T02:30:26.6Z,4,REGULAR,substitution,out,[],1630579,,,1610612759,104,98,2023-01-05T02:30:50Z,5147500,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M55.00S,2023-01-05T02:30:26.6Z,4,REGULAR,substitution,in,[],1629011,,,1610612759,104,98,2023-01-05T02:30:50Z,5148750,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M55.00S,2023-01-05T02:30:26.6Z,4,REGULAR,substitution,in,[],203944,,,1610612759,104,98,2023-01-05T02:30:50Z,5149375,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M55.00S,2023-01-05T02:30:26.6Z,4,REGULAR,substitution,out,[],1626196,,,1610612759,104,98,2023-01-05T02:31:01Z,5149687,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M55.00S,2023-01-05T02:30:26.6Z,4,REGULAR,substitution,in,[],1629640,,,1610612759,104,98,2023-01-05T02:31:01Z,5149843,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M55.00S,2023-01-05T02:30:42.8Z,4,REGULAR,freethrow,1 of 2,[],203926,,,1610612759,104,99,2023-01-05T02:31:09Z,5150000,False,,,0,,D. McDermott Free Throw 1 of 2 (11 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
561,PT07M55.00S,2023-01-05T02:30:42.8Z,4,REGULAR,freethrow,2 of 2,[],203926,,,1610612759,104,99,2023-01-05T02:31:09Z,5160000,False,,,0,,MISS D. McDermott Free Throw 2 of 2,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
562,PT07M53.00S,2023-01-05T02:30:44.8Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,104,99,2023-01-05T02:31:09Z,5170000,False,,,0,,J. Randle REBOUND (Off:2 Def:10),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,561.0,,12.0,10.0,2.0,,,,,,,,,
563,PT07M40.00S,2023-01-05T02:31:23.1Z,4,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612752,104,99,2023-01-05T02:31:32Z,5180000,False,,,0,,J. Sochan shooting personal FOUL (3 PF) (Brunson 2 FT),"[1631110, 1628973]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,202053.0,,,,3.0,0.0,Brunson,1628973.0,,,,,
567,PT07M40.00S,2023-01-05T02:31:38.9Z,4,REGULAR,substitution,out,[],203095,,,1610612752,104,99,2023-01-05T02:32:00Z,5195000,False,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M40.00S,2023-01-05T02:31:38.9Z,4,REGULAR,substitution,in,[],1629656,,,1610612752,104,99,2023-01-05T02:32:00Z,5197500,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M40.00S,2023-01-05T02:31:54.8Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,104,99,2023-01-05T02:31:54Z,5200000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
566,PT07M40.00S,2023-01-05T02:31:54.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,104,99,2023-01-05T02:31:54Z,5210000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,565.0,,,,,,,,,,,,,
569,PT07M40.00S,2023-01-05T02:32:16.5Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,105,99,2023-01-05T02:32:16Z,5220000,False,,,0,,J. Brunson Free Throw 2 of 2 (32 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
570,PT07M21.00S,2023-01-05T02:32:40.8Z,4,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612759,105,99,2023-01-05T02:32:45Z,5230000,False,,,0,,M. Robinson shooting personal FOUL (5 PF) (Collins 2 FT),"[1629011, 1628380]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,202053.0,,,,5.0,0.0,Collins,1628380.0,,,,,
572,PT07M21.00S,2023-01-05T02:33:12.5Z,4,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,105,100,2023-01-05T02:33:37Z,5250000,False,,,0,,Z. Collins Free Throw 1 of 2 (15 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
573,PT07M21.00S,2023-01-05T02:33:12.5Z,4,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,105,100,2023-01-05T02:33:37Z,5260000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
574,PT07M19.00S,2023-01-05T02:33:14.5Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612752,105,100,2023-01-05T02:33:37Z,5270000,False,,,0,,J. Brunson REBOUND (Off:2 Def:5),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,573.0,,7.0,5.0,2.0,,,,,,,,,
575,PT07M04.00S,2023-01-05T02:33:44.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.821944809461236,59.55882352941176,1610612752,105,100,2023-01-05T02:33:51Z,5280000,False,-48.0,115.0,1,left,MISS J. Brunson 12' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,12.45,Missed,,,,,,,,,,,,,,,,,,
576,PT07M02.00S,2023-01-05T02:33:46.6Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,105,100,2023-01-05T02:33:51Z,5290000,False,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,575.0,,2.0,2.0,0.0,,,,,,,,,
577,PT06M49.00S,2023-01-05T02:34:00.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203926,87.86136662286465,39.950980392156865,1610612759,105,102,2023-01-05T02:34:04Z,5300000,False,-50.0,62.0,1,right,D. McDermott 7' driving floating Jump Shot (13 PTS) (K. Johnson 2 AST),"[203926, 1629640]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,7.95,Made,13.0,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,
579,PT06M28.00S,2023-01-05T02:34:20.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,14.799605781865965,62.99019607843137,1610612752,105,102,2023-01-05T02:34:27Z,5320000,False,-65.0,87.0,1,left,MISS J. Randle 10' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,10.83,Missed,,,,,,,,,,,,,,,,,,
580,PT06M26.00S,2023-01-05T02:34:22.6Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,105,102,2023-01-05T02:34:27Z,5330000,False,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,579.0,,3.0,2.0,1.0,,,,,,,,,
581,PT06M19.00S,2023-01-05T02:34:29.6Z,4,REGULAR,3pt,Jump Shot,[],1631103,77.21747700394218,88.48039215686273,1610612759,105,102,2023-01-05T02:34:39Z,5340000,False,192.0,162.0,1,right,MISS M. Branham 25' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
582,PT06M17.00S,2023-01-05T02:34:31.6Z,4,REGULAR,rebound,defensive,[],1629011,,,1610612752,105,102,2023-01-05T02:34:39Z,5350000,False,,,0,,M. Robinson REBOUND (Off:1 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,581.0,,5.0,4.0,1.0,,,,,,,,,
583,PT06M00.00S,2023-01-05T02:34:52.0Z,4,REGULAR,turnover,bad pass,[],203944,,,1610612752,105,102,2023-01-05T02:34:57Z,5360000,False,,,0,,J. Randle bad pass TURNOVER (4 TO),"[203944, 203926]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,McDermott,203926.0,,
584,PT06M00.00S,2023-01-05T02:34:52.0Z,4,REGULAR,steal,,[],203926,,,1610612759,105,102,2023-01-05T02:34:53Z,5370000,False,,,0,,D. McDermott STEAL (1 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
585,PT05M59.00S,2023-01-05T02:34:54.7Z,4,REGULAR,foul,personal,[],203944,,,1610612759,105,102,2023-01-05T02:35:04Z,5380000,False,,,0,,J. Randle personal FOUL (3 PF),"[203944, 203926]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,,,,3.0,0.0,McDermott,203926.0,,,,,
587,PT05M59.00S,2023-01-05T02:35:18.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,105,102,2023-01-05T02:35:18Z,5400000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M59.00S,2023-01-05T02:35:18.4Z,4,REGULAR,substitution,out,[],1629011,,,1610612759,105,102,2023-01-05T02:37:39Z,5410000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M59.00S,2023-01-05T02:35:18.4Z,4,REGULAR,substitution,out,[],1631103,,,1610612759,105,102,2023-01-05T02:37:39Z,5420000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M59.00S,2023-01-05T02:35:18.4Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,105,102,2023-01-05T02:37:39Z,5430000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT05M59.00S,2023-01-05T02:35:18.4Z,4,REGULAR,substitution,in,[],1630579,,,1610612759,105,102,2023-01-05T02:37:39Z,5440000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT05M59.00S,2023-01-05T02:35:18.4Z,4,REGULAR,substitution,in,[],1627751,,,1610612759,105,102,2023-01-05T02:37:39Z,5450000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT05M59.00S,2023-01-05T02:35:18.4Z,4,REGULAR,substitution,in,[],1630200,,,1610612759,105,102,2023-01-05T02:37:39Z,5460000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT05M51.00S,2023-01-05T02:37:59.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612759,105,102,2023-01-05T02:38:06Z,5470000,False,,,0,,I. Quickley personal FOUL (1 PF) (McDermott 2 FT),"[1630193, 203926]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,1198.0,,,,1.0,0.0,McDermott,203926.0,,,,,
596,PT05M51.00S,2023-01-05T02:38:29.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203926,,,1610612759,105,103,2023-01-05T02:38:30Z,5490000,False,,,0,,D. McDermott Free Throw 1 of 2 (14 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
598,PT05M51.00S,2023-01-05T02:38:43.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203926,,,1610612759,105,104,2023-01-05T02:38:43Z,5510000,False,,,0,,D. McDermott Free Throw 2 of 2 (15 PTS),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
599,PT05M35.00S,2023-01-05T02:39:03.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,6.389618922470433,46.568627450980394,1610612752,107,104,2023-01-05T02:43:11Z,5520000,False,17.0,8.0,1,left,J. Sims alley-oop Layup (4 PTS) (J. Brunson 5 AST),"[1630579, 1628973]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.88,Made,4.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,,
