actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT04M32.00S,2022-11-05T23:57:16.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628401,8.754927726675426,48.77450980392157,1610612738,15,20,2022-11-05T23:57:24Z,880000,6.0,30.0,1,left,D. White driving Hook (5 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,3.04,Made,5.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,,,
90,PT04M15.00S,2022-11-05T23:57:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,94.30026281208936,49.754901960784316,1610612752,17,20,2022-11-05T23:57:36Z,900000,-1.0,1.0,1,right,D. Rose driving Layup (2 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,0.16,Made,2.0,,,,,,,,,,,,,,,,,
91,PT03M57.00S,2022-11-05T23:57:52.0Z,1,REGULAR,turnover,bad pass,[],1629684,,,1610612738,17,20,2022-11-05T23:57:56Z,910000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1630193]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1.0,Quickley,1630193.0,,
92,PT03M57.00S,2022-11-05T23:57:52.0Z,1,REGULAR,steal,,[],1630193,,,1610612752,17,20,2022-11-05T23:57:54Z,920000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
93,PT03M53.00S,2022-11-05T23:57:55.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630193,94.43166885676742,49.26470588235294,1610612752,19,20,2022-11-05T23:58:00Z,930000,-4.0,0.0,1,right,I. Quickley running DUNK (2 PTS),[1630193],1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,,,,,,,,,,,,,,,,,
94,PT03M24.00S,2022-11-05T23:58:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630573,6.652431011826544,3.6764705882352944,1610612738,19,20,2022-11-05T23:58:27Z,940000,232.0,10.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
95,PT03M22.00S,2022-11-05T23:58:26.0Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,19,20,2022-11-05T23:58:27Z,950000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,
96,PT03M13.00S,2022-11-05T23:58:35.4Z,1,REGULAR,3pt,Jump Shot,[],201565,71.82982917214193,79.90196078431373,1610612752,22,20,2022-11-05T23:58:40Z,960000,150.0,212.0,1,right,D. Rose 25' 3PT  (5 PTS) (J. Randle 1 AST),"[201565, 203944]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,Above the Break 3,24+ Right Center,25.97,Made,5.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
98,PT02M54.00S,2022-11-05T23:58:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,47.549019607843135,1610612738,22,22,2022-11-05T23:58:57Z,980000,12.0,8.0,1,left,J. Brown driving finger roll Layup (8 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.45,Made,8.0,,,,,,,,,,,,,,,,,
99,PT02M40.00S,2022-11-05T23:59:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201565,94.1688567674113,46.32352941176471,1610612752,22,22,2022-11-06T00:06:08Z,990000,-18.0,2.0,1,right,MISS D. Rose driving Layup,[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,,
101,PT02M40.00S,2022-11-05T23:59:08.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,22,22,2022-11-05T23:59:34Z,1010000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,99.0,,,,,,,,,,,,,
108,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,out,[],203944,,,1610612738,22,22,2022-11-06T00:00:33Z,1035000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,22,22,2022-11-06T00:00:33Z,1037500,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,out,[],203935,,,1610612738,22,22,2022-11-06T00:00:33Z,1038750,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,in,[],203095,,,1610612738,22,22,2022-11-06T00:00:33Z,1039375,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,22,22,2022-11-06T00:00:33Z,1039687,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,22,22,2022-11-06T00:00:33Z,1039843,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,out,[],1629629,,,1610612738,22,22,2022-11-06T00:00:48Z,1039921,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M40.00S,2022-11-05T23:59:41.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612738,22,22,2022-11-06T00:00:48Z,1039960,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M31.00S,2022-11-05T23:59:47.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,3.4986859395532193,95.09803921568627,1610612738,22,22,2022-11-06T00:00:05Z,1040000,-225.0,-20.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.64,Missed,,,,,,,,,,,,,,,,,,
105,PT02M28.00S,2022-11-05T23:59:50.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,22,22,2022-11-05T23:59:50Z,1050000,,,0,,I. Hartenstein REBOUND (Off:0 Def:7),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,104.0,7.0,7.0,0.0,,,,,,,,,,
106,PT02M15.00S,2022-11-06T00:00:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,89.04402102496715,49.26470588235294,1610612752,24,22,2022-11-06T00:00:09Z,1060000,-4.0,50.0,1,right,D. Rose driving floating Jump Shot (7 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,7.0,,,,,,,,,,,,,,,,,
114,PT01M58.00S,2022-11-06T00:00:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.5722733245729295,49.01960784313725,1610612738,24,22,2022-11-06T00:02:21Z,1080000,5.0,19.0,1,left,MISS G. Williams reverse Layup - blocked,"[1629684, 1630167]",1610612738.0,BOS,reverse,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,Toppin,1630167.0
115,PT01M58.00S,2022-11-06T00:00:34.9Z,1,REGULAR,block,,[],1630167,,,1610612738,24,22,2022-11-06T00:00:38Z,1090000,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
116,PT01M53.00S,2022-11-06T00:00:39.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,24,22,2022-11-06T00:00:41Z,1100000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Restricted Area,0-8 Center,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
119,PT01M36.00S,2022-11-06T00:00:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,83.78777923784494,45.83333333333333,1610612752,24,22,2022-11-06T00:03:09Z,1110000,-21.0,100.0,1,right,MISS I. Quickley 10' floating Shot,[1630193],1610612752.0,NYK,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,10.2,Missed,,,,,,,,,,,,,,,,,,
120,PT01M35.00S,2022-11-06T00:00:58.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,24,22,2022-11-06T00:01:08Z,1120000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,119.0,,,,,,,,,,,,,
121,PT01M35.00S,2022-11-06T00:01:04.8Z,1,REGULAR,foul,personal,[],1628392,,,1610612738,24,22,2022-11-06T00:01:55Z,1130000,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 1628369]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627963.0,1.0,0.0,Tatum,1628369.0,,,,,
123,PT01M35.00S,2022-11-06T00:01:04.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612738,24,22,2022-11-06T00:01:22Z,1150000,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M35.00S,2022-11-06T00:01:04.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,24,22,2022-11-06T00:01:22Z,1160000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M35.00S,2022-11-06T00:01:04.9Z,1,REGULAR,substitution,in,[],1630579,,,1610612738,24,22,2022-11-06T00:01:22Z,1170000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M35.00S,2022-11-06T00:01:04.9Z,1,REGULAR,substitution,in,[],203943,,,1610612738,24,22,2022-11-06T00:01:22Z,1180000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M24.00S,2022-11-06T00:01:45.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612738,24,22,2022-11-06T00:01:52Z,1190000,,,0,,E. Fournier personal FOUL (1 PF) (Tatum 2 FT),"[203095, 1628369]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,16-24 Right,,,,,,,,,,,201246.0,1.0,0.0,Tatum,1628369.0,,,,,
130,PT01M24.00S,2022-11-06T00:02:00.3Z,1,REGULAR,substitution,out,[],201565,,,1610612738,24,22,2022-11-06T00:02:18Z,1205000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M24.00S,2022-11-06T00:02:00.3Z,1,REGULAR,substitution,in,[],1629628,,,1610612738,24,22,2022-11-06T00:02:18Z,1207500,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M24.00S,2022-11-06T00:02:14.9Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,24,23,2022-11-06T00:02:14Z,1210000,,,0,,J. Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
132,PT01M24.00S,2022-11-06T00:02:38.5Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,24,24,2022-11-06T00:02:38Z,1220000,,,0,,J. Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
133,PT01M11.00S,2022-11-06T00:02:54.2Z,1,REGULAR,turnover,traveling,[],203095,,,1610612752,24,24,2022-11-06T00:03:00Z,1230000,,,0,,E. Fournier traveling TURNOVER (1 TO),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2534.0,,,,,1.0,,,,
134,PT00M57.60S,2022-11-06T00:03:14.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,23.603810775295663,11.519607843137255,1610612738,24,27,2022-11-06T00:03:19Z,1240000,192.0,169.0,1,left,S. Hauser 25' 3PT  (3 PTS) (M. Brogdon 1 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,25.63,Made,3.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,,,,
136,PT00M51.10S,2022-11-06T00:03:28.7Z,1,REGULAR,foul,personal,[],203943,,,1610612752,24,27,2022-11-06T00:03:38Z,1260000,,,0,,N. Vonleh personal FOUL (1 PF),"[203943, 1630579]",1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627963.0,1.0,0.0,Sims,1630579.0,,,,,
138,PT00M45.40S,2022-11-06T00:03:47.0Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612752,24,27,2022-11-06T00:03:51Z,1280000,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1629684]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,Williams,1629684.0,,
139,PT00M45.40S,2022-11-06T00:03:47.0Z,1,REGULAR,steal,,[],1629684,,,1610612738,24,27,2022-11-06T00:03:50Z,1290000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT00M40.20S,2022-11-06T00:03:52.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630573,6.915243101182654,5.392156862745098,1610612738,24,30,2022-11-06T00:04:45Z,1300000,223.0,13.0,1,left,S. Hauser 3PT running (6 PTS) (J. Tatum 1 AST),"[1630573, 1628369]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.34,Made,6.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
142,PT00M30.60S,2022-11-06T00:04:05.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,94.30026281208936,48.03921568627451,1610612752,26,30,2022-11-06T00:04:09Z,1320000,-10.0,1.0,1,right,J. Sims alley-oop DUNK (2 PTS) (I. Quickley 1 AST),"[1630579, 1630193]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.99,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
144,PT00M12.70S,2022-11-06T00:04:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,7.835085413929041,47.05882352941176,1610612738,26,30,2022-11-06T00:04:29Z,1340000,15.0,21.0,1,left,MISS M. Brogdon driving floating Shot - blocked,"[1627763, 1630579]",1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.57,Missed,,,,,,,,,,,,,,,,,Sims,1630579.0
145,PT00M12.70S,2022-11-06T00:04:24.9Z,1,REGULAR,block,,[],1630579,,,1610612738,26,30,2022-11-06T00:04:27Z,1350000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
146,PT00M09.40S,2022-11-06T00:04:28.2Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,26,30,2022-11-06T00:04:28Z,1360000,,,0,,S. Hauser REBOUND (Off:1 Def:0),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,,
147,PT00M08.10S,2022-11-06T00:04:30.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629684,23.73521681997372,36.029411764705884,1610612738,26,32,2022-11-06T00:04:34Z,1370000,70.0,171.0,1,left,G. Williams 18' pullup Jump Shot (2 PTS) (S. Hauser 2 AST),"[1629684, 1630573]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,18.44,Made,2.0,S. Hauser,1630573.0,2.0,,,,,,,,,,,,,,
149,PT00M01.20S,2022-11-06T00:04:41.8Z,1,REGULAR,3pt,Jump Shot,[],203095,68.41327201051249,34.31372549019608,1610612752,29,32,2022-11-06T00:04:46Z,1390000,-78.0,244.0,1,right,E. Fournier 25' 3PT pullup (3 PTS),[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,Above the Break 3,24+ Center,25.67,Made,3.0,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-11-06T00:04:49.5Z,1,REGULAR,period,end,[],0,,,1610612738,29,32,2022-11-06T00:04:49Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-06T00:07:40.0Z,2,REGULAR,period,start,[],0,,,1610612752,29,32,2022-11-06T00:07:40Z,1410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M42.00S,2022-11-06T00:07:56.9Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612752,29,32,2022-11-06T00:08:00Z,1420000,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 1629684]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,3.0,Williams,1629684.0,,
153,PT11M42.00S,2022-11-06T00:07:56.9Z,2,REGULAR,steal,,[],1629684,,,1610612738,29,32,2022-11-06T00:07:58Z,1430000,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
154,PT11M29.00S,2022-11-06T00:08:09.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627763,8.492115637319317,46.32352941176471,1610612738,29,32,2022-11-06T00:08:13Z,1440000,18.0,27.0,1,left,MISS M. Brogdon driving bank Hook,[1627763],1610612738.0,BOS,driving bank,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
155,PT11M28.00S,2022-11-06T00:08:10.7Z,2,REGULAR,rebound,offensive,[],203943,,,1610612738,29,32,2022-11-06T00:08:13Z,1450000,,,0,,N. Vonleh REBOUND (Off:1 Def:0),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,,
156,PT11M27.00S,2022-11-06T00:08:12.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203943,6.258212877792378,49.50980392156863,1610612738,29,34,2022-11-06T00:08:16Z,1460000,2.0,6.0,1,left,N. Vonleh putback Layup (2 PTS),[203943],1610612738.0,BOS,putback,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,,,,,,,,,,,,,,,,,
157,PT11M15.00S,2022-11-06T00:08:23.6Z,2,REGULAR,3pt,Jump Shot,[],1630167,93.9060446780552,3.431372549019608,1610612752,29,34,2022-11-06T00:08:28Z,1470000,-233.0,5.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
158,PT11M11.00S,2022-11-06T00:08:27.6Z,2,REGULAR,rebound,defensive,[],203943,,,1610612738,29,34,2022-11-06T00:08:28Z,1480000,,,0,,N. Vonleh REBOUND (Off:1 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Left Corner 3,24+ Left,,,,,,,157.0,2.0,1.0,1.0,,,,,,,,,,
159,PT11M03.00S,2022-11-06T00:08:37.2Z,2,REGULAR,foul,personal,[],1630579,,,1610612738,29,34,2022-11-06T00:09:07Z,1490000,,,0,,J. Sims personal FOUL (1 PF),"[1630579, 1628369]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Tatum,1628369.0,,,,,
162,PT11M03.00S,2022-11-06T00:08:37.3Z,2,REGULAR,substitution,in,[],203944,,,1610612738,29,34,2022-11-06T00:09:04Z,1520000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M03.00S,2022-11-06T00:08:37.3Z,2,REGULAR,substitution,out,[],1630579,,,1610612738,29,34,2022-11-06T00:09:10Z,1530000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M51.00S,2022-11-06T00:09:27.6Z,2,REGULAR,2pt,Jump Shot,[],1629684,9.017739816031538,67.15686274509804,1610612738,29,36,2022-11-06T00:09:31Z,1540000,-86.0,32.0,1,left,G. Williams 9' driving floating Jump Shot (4 PTS),[1629684],1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,9.17,Made,4.0,,,,,,,,,,,,,,,,,
165,PT10M35.00S,2022-11-06T00:09:43.5Z,2,REGULAR,turnover,lost ball,[],203095,,,1610612752,29,36,2022-11-06T00:09:48Z,1550000,,,0,,E. Fournier lost ball TURNOVER (2 TO),"[203095, 1627763]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Brogdon,1627763.0,,
166,PT10M35.00S,2022-11-06T00:09:43.5Z,2,REGULAR,steal,,[],1627763,,,1610612738,29,36,2022-11-06T00:09:45Z,1560000,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
167,PT10M31.00S,2022-11-06T00:09:47.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627763,6.1268068331143235,50.245098039215684,1610612738,29,38,2022-11-06T00:09:53Z,1570000,-1.0,5.0,1,left,M. Brogdon running finger roll Layup (2 PTS),[1627763],1610612738.0,BOS,running finger roll,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,,,,,,,,,,,,,,,,,
168,PT10M23.00S,2022-11-06T00:09:55.8Z,2,REGULAR,3pt,Jump Shot,[],1630193,74.19513797634691,81.12745098039215,1610612752,29,38,2022-11-06T00:10:07Z,1580000,156.0,190.0,1,right,MISS I. Quickley 24' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
169,PT10M21.00S,2022-11-06T00:09:57.8Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,29,38,2022-11-06T00:10:23Z,1590000,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,168.0,1.0,0.0,1.0,,,,,,,,,,
170,PT10M19.00S,2022-11-06T00:10:06.8Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630167,94.40999984741211,50.0,1610612752,29,38,2022-11-06T00:10:44Z,1600000,0.0,0.0,1,right,MISS O. Toppin putback DUNK,[1630167],1610612752.0,NYK,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
171,PT10M18.00S,2022-11-06T00:10:07.8Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,29,38,2022-11-06T00:10:49Z,1610000,,,0,,O. Toppin REBOUND (Off:2 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,170.0,2.0,0.0,2.0,,,,,,,,,,
175,PT10M17.00S,2022-11-06T00:10:08.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,93.77463863337714,50.98039215686274,1610612752,29,38,2022-11-06T00:12:00Z,1615000,5.0,6.0,1,right,MISS O. Toppin putback Layup,[1630167],1610612752.0,NYK,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
176,PT10M15.00S,2022-11-06T00:10:10.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,38,2022-11-06T00:12:12Z,1617500,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,
172,PT10M09.00S,2022-11-06T00:10:09.3Z,2,REGULAR,3pt,Jump Shot,[],1630573,34.11629434954008,55.88235294117647,1610612738,29,41,2022-11-06T00:12:24Z,1620000,-29.0,268.0,1,left,S. Hauser 26' 3PT  (9 PTS) (J. Tatum 2 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,26.98,Made,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
