actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
390,PT08M04.00S,2022-11-26T02:08:00.7Z,3,REGULAR,foul,personal,['1freethrow'],203924,,,1610612752,70,69,2022-11-26T02:08:09Z,3690000,False,,,0,,J. Grant shooting personal FOUL (4 PF) (Randle 1 FT),"[203924, 203944]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,200832.0,,,,,,,,4.0,0.0,Randle,203944.0,,
392,PT08M04.00S,2022-11-26T02:08:00.7Z,3,REGULAR,substitution,out,[],203924,,,1610612752,70,69,2022-11-26T02:08:27Z,3710000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M04.00S,2022-11-26T02:08:00.7Z,3,REGULAR,substitution,in,[],1630570,,,1610612752,70,69,2022-11-26T02:08:27Z,3720000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT08M04.00S,2022-11-26T02:08:43.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203944,,,1610612752,71,69,2022-11-26T02:08:43Z,3730000,False,,,0,,J. Randle Free Throw 1 of 1 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
395,PT07M47.00S,2022-11-26T02:09:02.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,92.06636005256242,48.03921568627451,1610612757,71,69,2022-11-26T02:09:06Z,3740000,False,-10.0,22.0,1,right,MISS J. Nurkic Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.42,Missed,,,,,,,,,,,,,,,,,,
396,PT07M45.00S,2022-11-26T02:09:03.9Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,71,69,2022-11-26T02:09:03Z,3750000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,395.0,6.0,4.0,2.0,,,,,,,,,,,,,,
397,PT07M44.00S,2022-11-26T02:09:04.7Z,3,REGULAR,turnover,lost ball,[],203994,,,1610612757,71,69,2022-11-26T02:09:08Z,3760000,False,,,0,,J. Nurkic lost ball TURNOVER (3 TO),"[203994, 1629628]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,,,,,,,,,,,Barrett,1629628.0
398,PT07M44.00S,2022-11-26T02:09:04.7Z,3,REGULAR,steal,,[],1629628,,,1610612752,71,69,2022-11-26T02:09:06Z,3770000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
399,PT07M41.00S,2022-11-26T02:09:09.6Z,3,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612752,71,69,2022-11-26T02:09:19Z,3780000,False,,,0,,J. Winslow shooting personal FOUL (1 PF) (Barrett 2 FT),"[1626159, 1629628]",1610612757.0,POR,shooting,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,,,,1.0,0.0,Barrett,1629628.0,,
401,PT07M41.00S,2022-11-26T02:09:36.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,71,69,2022-11-26T02:09:36Z,3800000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
402,PT07M41.00S,2022-11-26T02:09:36.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,71,69,2022-11-26T02:09:36Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,
403,PT07M41.00S,2022-11-26T02:09:51.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,72,69,2022-11-26T02:09:51Z,3820000,False,,,0,,R. Barrett Free Throw 2 of 2 (8 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,,,8.0,,,,,,,,,
404,PT07M27.00S,2022-11-26T02:10:06.6Z,3,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612757,72,69,2022-11-26T02:10:18Z,3830000,False,,,0,,M. Robinson shooting personal FOUL (4 PF) (Simons 2 FT),"[1629011, 1629014]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,,,,4.0,0.0,Simons,1629014.0,,
407,PT07M27.00S,2022-11-26T02:10:23.3Z,3,REGULAR,substitution,out,[],1629011,,,1610612757,72,69,2022-11-26T02:10:45Z,3845000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M27.00S,2022-11-26T02:10:23.3Z,3,REGULAR,substitution,in,[],1628392,,,1610612757,72,69,2022-11-26T02:10:45Z,3847500,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M27.00S,2022-11-26T02:10:40.1Z,3,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,72,70,2022-11-26T02:10:40Z,3850000,False,,,0,,A. Simons Free Throw 1 of 2 (18 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,18.0,,,,,,,,,
409,PT07M27.00S,2022-11-26T02:11:03.6Z,3,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,72,71,2022-11-26T02:11:03Z,3860000,False,,,0,,A. Simons Free Throw 2 of 2 (19 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
410,PT07M10.00S,2022-11-26T02:11:21.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.828515111695138,47.794117647058826,1610612752,72,71,2022-11-26T02:11:27Z,3870000,False,11.0,68.0,1,left,MISS R. Barrett 6' Jump Shot,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
412,PT07M08.00S,2022-11-26T02:11:23.1Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,72,71,2022-11-26T02:11:27Z,3890000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,410.0,7.0,5.0,2.0,,,,,,,,,,,,,,
413,PT07M02.00S,2022-11-26T02:11:29.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630570,89.43823915900131,48.77450980392157,1610612757,72,73,2022-11-26T02:13:26Z,3900000,False,-6.0,47.0,1,right,T. Watford running Layup (2 PTS) (J. Winslow 4 AST),"[1630570, 1626159]",1610612757.0,POR,running,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,,,,,,,,,2.0,J. Winslow,1626159.0,4.0,,,,,,
415,PT06M47.00S,2022-11-26T02:11:44.1Z,3,REGULAR,3pt,Jump Shot,[],1628973,32.14520367936925,41.42156862745098,1610612752,72,73,2022-11-26T02:11:48Z,3920000,False,43.0,250.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
416,PT06M47.00S,2022-11-26T02:11:44.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,72,73,2022-11-26T02:11:48Z,3930000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,415.0,,,,,,,,,,,,,,,,,
418,PT06M47.00S,2022-11-26T02:11:51.4Z,3,REGULAR,foul,personal,[],203944,,,1610612757,72,73,2022-11-26T02:11:58Z,3950000,False,,,0,,J. Randle loose ball personal FOUL (3 PF),"[203944, 203994]",1610612752.0,NYK,loose ball,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,,,,3.0,0.0,Nurkic,203994.0,,
420,PT06M31.00S,2022-11-26T02:12:14.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,92.9862023653088,53.67647058823529,1610612757,72,73,2022-11-26T02:12:22Z,3970000,False,18.0,13.0,1,right,MISS J. Winslow driving floating bank Shot,[1626159],1610612757.0,POR,driving floating bank,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
421,PT06M29.00S,2022-11-26T02:12:16.9Z,3,REGULAR,rebound,offensive,[],1626159,,,1610612757,72,73,2022-11-26T02:12:22Z,3980000,False,,,0,,J. Winslow REBOUND (Off:2 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,420.0,4.0,2.0,2.0,,,,,,,,,,,,,,
422,PT06M29.00S,2022-11-26T02:12:19.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626159,94.40999984741211,50.0,1610612757,72,75,2022-11-26T02:14:41Z,3990000,False,0.0,0.0,1,right,J. Winslow tip Layup (6 PTS),[1626159],1610612757.0,POR,tip,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,6.0,,,,,,,,,
423,PT06M18.00S,2022-11-26T02:12:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.915243101182654,51.71568627450981,1610612752,74,75,2022-11-26T02:12:32Z,4000000,False,-9.0,13.0,1,left,R. Barrett driving Layup (10 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,,,,10.0,,,,,,,,,
424,PT06M08.00S,2022-11-26T02:12:37.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,67.49342969776609,38.23529411764706,1610612757,74,75,2022-11-26T02:15:11Z,4010000,False,-59.0,253.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
425,PT06M06.00S,2022-11-26T02:12:39.7Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612752,74,75,2022-11-26T02:12:41Z,4020000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,424.0,2.0,2.0,0.0,,,,,,,,,,,,,,
426,PT06M00.00S,2022-11-26T02:12:46.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628973,8.492115637319317,48.77450980392157,1610612752,74,75,2022-11-26T02:16:03Z,4030000,False,6.0,27.0,1,left,MISS J. Brunson running Layup,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
427,PT05M58.00S,2022-11-26T02:12:48.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,74,75,2022-11-26T02:12:52Z,4040000,False,,,0,,J. Hart REBOUND (Off:5 Def:7),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,426.0,12.0,7.0,5.0,,,,,,,,,,,,,,
428,PT05M45.00S,2022-11-26T02:13:04.2Z,3,REGULAR,foul,offensive,[],203994,,,1610612757,74,75,2022-11-26T02:14:51Z,4050000,False,,,0,,J. Nurkic offensive FOUL (4 PF),"[203994, 1629656]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,,,,,,,,4.0,0.0,Grimes,1629656.0,,
430,PT05M45.00S,2022-11-26T02:13:04.2Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612757,74,75,2022-11-26T02:13:24Z,4070000,False,,,0,,J. Nurkic offensive foul TURNOVER (4 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,2003.0,4.0,,,,,,,,,,,,
431,PT05M45.00S,2022-11-26T02:13:04.3Z,3,REGULAR,substitution,out,[],203994,,,1610612752,74,75,2022-11-26T02:13:39Z,4080000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M45.00S,2022-11-26T02:13:04.3Z,3,REGULAR,substitution,in,[],1629642,,,1610612752,74,75,2022-11-26T02:13:39Z,4090000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M31.00S,2022-11-26T02:13:53.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203944,13.61695137976347,76.22549019607843,1610612752,74,75,2022-11-26T02:14:00Z,4100000,False,-131.0,75.0,1,left,MISS J. Randle 15' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,15.13,Missed,,,,,,,,,,,,,,,,,,
434,PT05M26.00S,2022-11-26T02:13:58.2Z,3,REGULAR,rebound,offensive,[],1629656,,,1610612752,74,75,2022-11-26T02:14:00Z,4110000,False,,,0,,Q. Grimes REBOUND (Off:2 Def:3),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,433.0,5.0,3.0,2.0,,,,,,,,,,,,,,
435,PT05M26.00S,2022-11-26T02:13:59.2Z,3,REGULAR,turnover,bad pass,[],1629656,,,1610612752,74,75,2022-11-26T02:14:05Z,4120000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 1628404]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,,,,,Hart,1628404.0
436,PT05M26.00S,2022-11-26T02:13:59.2Z,3,REGULAR,steal,,[],1628404,,,1610612757,74,75,2022-11-26T02:14:01Z,4130000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
437,PT05M23.00S,2022-11-26T02:14:02.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630570,94.30026281208936,49.50980392156863,1610612757,74,77,2022-11-26T02:17:19Z,4140000,False,-2.0,1.0,1,right,T. Watford running DUNK (4 PTS) (J. Hart 4 AST),"[1630570, 1628404]",1610612757.0,POR,running,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,,4.0,J. Hart,1628404.0,4.0,,,,,,
440,PT05M12.00S,2022-11-26T02:14:51.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,6.389618922470433,44.85294117647059,1610612752,76,77,2022-11-26T02:14:54Z,4170000,False,26.0,8.0,1,left,I. Hartenstein Hook (6 PTS) (R. Barrett 4 AST),"[1628392, 1629628]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,,,,,6.0,R. Barrett,1629628.0,4.0,,,,,,
442,PT05M02.00S,2022-11-26T02:15:03.9Z,3,REGULAR,turnover,traveling,[],1630570,,,1610612757,76,77,2022-11-26T02:15:11Z,4190000,False,,,0,,T. Watford traveling TURNOVER (1 TO),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,,2003.0,1.0,,,,,,,,,,,,
443,PT05M02.00S,2022-11-26T02:15:04.0Z,3,REGULAR,substitution,out,[],1629628,,,1610612752,76,77,2022-11-26T02:15:27Z,4200000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M02.00S,2022-11-26T02:15:04.0Z,3,REGULAR,substitution,out,[],1628973,,,1610612752,76,77,2022-11-26T02:15:27Z,4210000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M02.00S,2022-11-26T02:15:04.0Z,3,REGULAR,substitution,in,[],1630540,,,1610612752,76,77,2022-11-26T02:15:27Z,4220000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M02.00S,2022-11-26T02:15:04.0Z,3,REGULAR,substitution,in,[],1630193,,,1610612752,76,77,2022-11-26T02:15:27Z,4230000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M43.00S,2022-11-26T02:15:49.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630540,32.53942181340342,53.431372549019606,1610612752,76,77,2022-11-26T02:15:55Z,4240000,False,-17.0,253.0,1,left,MISS M. McBride 25' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
448,PT04M41.00S,2022-11-26T02:15:51.9Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,76,77,2022-11-26T02:15:55Z,4250000,False,,,0,,J. Hart REBOUND (Off:5 Def:8),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,447.0,13.0,8.0,5.0,,,,,,,,,,,,,,
449,PT04M26.00S,2022-11-26T02:16:07.0Z,3,REGULAR,3pt,Jump Shot,[],1628404,70.38436268068331,76.22549019607843,1610612757,76,77,2022-11-26T02:16:13Z,4260000,False,131.0,226.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,26.12,Missed,,,,,,,,,,,,,,,,,,
450,PT04M24.00S,2022-11-26T02:16:09.0Z,3,REGULAR,rebound,offensive,[],1626159,,,1610612757,76,77,2022-11-26T02:16:13Z,4270000,False,,,0,,J. Winslow REBOUND (Off:3 Def:2),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Right Center,,,449.0,5.0,2.0,3.0,,,,,,,,,,,,,,
451,PT04M20.00S,2022-11-26T02:16:12.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,72.7496714848883,20.098039215686274,1610612757,76,77,2022-11-26T02:16:25Z,4280000,False,-150.0,204.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
452,PT04M18.00S,2022-11-26T02:16:14.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,76,77,2022-11-26T02:16:25Z,4290000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,451.0,,,,,,,,,,,,,,,,,
454,PT04M05.00S,2022-11-26T02:16:47.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629014,87.20433639947439,49.26470588235294,1610612757,76,79,2022-11-26T02:16:47Z,4310000,False,-4.0,68.0,1,right,A. Simons 6' driving Hook (21 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,6.79,Made,,,,,,,,,21.0,,,,,,,,,
455,PT03M46.00S,2022-11-26T02:17:01.2Z,3,REGULAR,3pt,Jump Shot,[],203944,28.728646517739815,75.73529411764706,1610612752,79,79,2022-11-26T02:17:01Z,4320000,False,-129.0,218.0,1,left,J. Randle 25' 3PT  (16 PTS) (I. Quickley 3 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.27,Made,,,,,,,,,16.0,I. Quickley,1630193.0,3.0,,,,,,
457,PT03M33.00S,2022-11-26T02:17:14.3Z,3,REGULAR,2pt,Jump Shot,[],1629014,87.46714848883047,70.34313725490196,1610612757,79,81,2022-11-26T02:17:14Z,4340000,False,102.0,65.0,1,right,A. Simons 12' pullup Jump Shot (23 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,12.09,Made,,,,,,,,,23.0,,,,,,,,,
458,PT03M20.00S,2022-11-26T02:18:08.2Z,3,REGULAR,jumpball,recovered,[],203944,,,1610612752,79,81,2022-11-26T02:20:09Z,4350000,False,,,0,,Jump Ball Q. Grimes vs. A. Simons: Tip to J. Randle,"[203944, 1629656, 1629014]",1610612752.0,NYK,heldball,J. Randle,203944.0,Randle,J. Randle,Grimes,1629656.0,Simons,1629014.0,,,,,,,,,,,,,,,,,,,,,,
461,PT03M20.00S,2022-11-26T02:18:08.3Z,3,REGULAR,substitution,out,[],1626159,,,1610612752,79,81,2022-11-26T02:18:12Z,4380000,False,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M20.00S,2022-11-26T02:18:08.3Z,3,REGULAR,substitution,in,[],1631101,,,1610612752,79,81,2022-11-26T02:18:12Z,4390000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M09.00S,2022-11-26T02:18:13.5Z,3,REGULAR,3pt,Jump Shot,[],1630193,31.750985545335087,38.72549019607843,1610612752,82,81,2022-11-26T02:21:09Z,4400000,False,56.0,246.0,1,left,I. Quickley 25' 3PT pullup (11 PTS) (J. Randle 2 AST),"[1630193, 203944]",1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,25.24,Made,,,,,,,,,11.0,J. Randle,203944.0,2.0,,,,,,
465,PT02M54.00S,2022-11-26T02:18:30.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,94.95729303547962,45.83333333333333,1610612757,82,81,2022-11-26T02:18:36Z,4420000,False,-21.0,-5.0,1,right,MISS T. Watford driving Layup,[1630570],1610612757.0,POR,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
466,PT02M52.00S,2022-11-26T02:18:32.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,82,81,2022-11-26T02:18:36Z,4430000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,465.0,4.0,4.0,0.0,,,,,,,,,,,,,,
467,PT02M41.00S,2022-11-26T02:18:43.7Z,3,REGULAR,2pt,Jump Shot,[],203944,20.97568988173456,36.27450980392157,1610612752,82,81,2022-11-26T02:21:48Z,4440000,False,69.0,145.0,1,left,MISS J. Randle 16' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,16.01,Missed,,,,,,,,,,,,,,,,,,
468,PT02M38.00S,2022-11-26T02:18:46.7Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,82,81,2022-11-26T02:18:47Z,4450000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Mid-Range,8-16 Center,,,467.0,2.0,2.0,0.0,,,,,,,,,,,,,,
469,PT02M22.00S,2022-11-26T02:19:02.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.1688567674113,47.30392156862745,1610612757,82,83,2022-11-26T02:19:05Z,4460000,False,-13.0,2.0,1,right,J. Hart driving Layup (6 PTS) (N. Little 1 AST),"[1628404, 1629642]",1610612757.0,POR,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,6.0,N. Little,1629642.0,1.0,,,,,,
471,PT02M05.00S,2022-11-26T02:19:19.5Z,3,REGULAR,3pt,Jump Shot,[],1630193,30.699737187910642,66.17647058823529,1610612752,82,83,2022-11-26T02:19:28Z,4480000,False,-81.0,236.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
472,PT02M03.00S,2022-11-26T02:19:21.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,82,83,2022-11-26T02:19:28Z,4490000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Left Center,,,471.0,,,,,,,,,,,,,,,,,
474,PT02M03.00S,2022-11-26T02:19:29.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,82,83,2022-11-26T02:19:30Z,4510000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M03.00S,2022-11-26T02:19:29.2Z,3,REGULAR,substitution,out,[],1629656,,,1610612757,82,83,2022-11-26T02:22:20Z,4520000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M03.00S,2022-11-26T02:19:29.2Z,3,REGULAR,substitution,out,[],203944,,,1610612757,82,83,2022-11-26T02:22:20Z,4530000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M03.00S,2022-11-26T02:19:29.2Z,3,REGULAR,substitution,in,[],1629628,,,1610612757,82,83,2022-11-26T02:22:20Z,4540000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M03.00S,2022-11-26T02:19:29.2Z,3,REGULAR,substitution,in,[],1630167,,,1610612757,82,83,2022-11-26T02:22:20Z,4550000,False,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
