actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-11-27T23:11:52.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-27T23:11:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-27T23:12:18.1Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612763,0,0,2022-11-27T23:12:18Z,40000,False,,,0,,Jump Ball S. Adams vs. M. Robinson: Tip to D. Brooks,"[1628415, 203500, 1629011]",1610612763.0,MEM,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Adams,203500.0,Robinson,1629011.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-11-27T23:12:33.0Z,1,REGULAR,2pt,Jump Shot,[],1628415,87.99277266754271,31.127450980392158,1610612763,0,0,2022-11-27T23:12:40Z,70000,False,-94.0,60.0,1,right,MISS D. Brooks 11' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,11.21,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-11-27T23:12:35.0Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,0,0,2022-11-27T23:12:40Z,80000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2022-11-27T23:12:55.4Z,1,REGULAR,3pt,Jump Shot,[],203944,23.99802890932983,8.823529411764707,1610612752,0,0,2022-11-27T23:13:00Z,90000,False,206.0,173.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,26.9,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2022-11-27T23:12:57.4Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,0,0,2022-11-27T23:13:00Z,100000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT10M57.00S,2022-11-27T23:13:17.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,94.69448094612353,50.245098039215684,1610612763,0,2,2022-11-27T23:13:21Z,110000,False,1.0,-3.0,1,right,J. Morant cutting DUNK (2 PTS) (S. Adams 1 AST),"[1629630, 203500]",1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,S. Adams,203500.0,1.0,,,,,,,,,,
13,PT10M37.00S,2022-11-27T23:13:36.7Z,1,REGULAR,2pt,Jump Shot,[],203944,26.231931668856767,55.14705882352941,1610612752,2,2,2022-11-27T23:13:42Z,130000,False,-26.0,194.0,1,left,J. Randle 19' Jump Shot (2 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,19.58,Made,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
15,PT10M27.00S,2022-11-27T23:13:49.5Z,1,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612763,2,2,2022-11-27T23:13:56Z,150000,False,,,0,,D. Brooks lost ball out-of-bounds TURNOVER (1 TO),[1628415],1610612763.0,MEM,lost ball,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1146.0,1.0,,,,,,,,
16,PT10M01.00S,2022-11-27T23:14:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629656,6.915243101182654,45.09803921568628,1610612752,2,2,2022-11-27T23:14:34Z,160000,False,25.0,13.0,1,left,MISS Q. Grimes driving Layup,[1629656],1610612752.0,NYK,driving,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
