actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-08T00:41:31.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-08T00:41:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-08T00:41:33.4Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612752,0,0,2023-03-08T00:41:33Z,40000,False,,,0,,Jump Ball M. Robinson vs. M. Williams: Tip to J. Randle,"[203944, 1629011, 1631109]",1610612752.0,NYK,startperiod,J. Randle,203944.0,Randle,J. Randle,Robinson,1629011.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-08T00:41:46.6Z,1,REGULAR,3pt,Jump Shot,[],203944,73.66951379763469,81.61764705882352,1610612752,3,0,2023-03-08T00:41:51Z,70000,False,158.0,195.0,1,right,J. Randle 25' 3PT  (3 PTS) (I. Quickley 1 AST),"[203944, 1630193]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.1,Made,3.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2023-03-08T00:42:01.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,31.225361366622867,61.274509803921575,1610612766,3,3,2023-03-08T00:42:06Z,90000,False,-56.0,241.0,1,left,P. Washington 24' 3PT  (3 PTS) (G. Hayward 1 AST),"[1629023, 202330]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,24.75,Made,3.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
11,PT11M09.00S,2023-03-08T00:42:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.20433639947439,43.872549019607845,1610612752,5,3,2023-03-08T00:42:55Z,110000,False,-31.0,68.0,1,right,R. Barrett 7' driving floating Jump Shot (2 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M50.00S,2023-03-08T00:42:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,10.200394218134035,62.5,1610612766,5,3,2023-03-08T00:42:47Z,120000,False,-62.0,43.0,1,left,MISS P. Washington 7' turnaround Shot,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.61,Missed,,,,,,,,,,,,,,,,,,
13,PT10M48.00S,2023-03-08T00:42:42.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,5,3,2023-03-08T00:42:47Z,130000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M42.00S,2023-03-08T00:42:48.6Z,1,REGULAR,3pt,Jump Shot,[],203944,70.12155059132719,29.901960784313726,1610612752,5,3,2023-03-08T00:42:55Z,140000,False,-100.0,228.0,1,right,MISS J. Randle 24' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
15,PT10M40.00S,2023-03-08T00:42:50.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,5,3,2023-03-08T00:42:55Z,150000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M26.00S,2023-03-08T00:43:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,17.16491458607096,62.745098039215684,1610612766,5,3,2023-03-08T00:43:08Z,160000,False,-64.0,109.0,1,left,MISS G. Hayward 12' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Left,12.62,Missed,,,,,,,,,,,,,,,,,,
