actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-25T00:41:33.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-25T00:41:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-01-25T00:41:36.8Z,1,REGULAR,jumpball,recovered,[],1629656,,,1610612752,0,0,2023-01-25T00:41:36Z,40000,False,,,0,,Jump Ball J. Sims vs. J. Allen: Tip to Q. Grimes,"[1629656, 1630579, 1628386]",1610612752.0,NYK,startperiod,Q. Grimes,1629656.0,Grimes,Q. Grimes,Sims,1630579.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-01-25T00:41:54.8Z,1,REGULAR,foul,personal,[],1630171,,,1610612752,0,0,2023-01-25T00:42:08Z,70000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1628973]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,1198.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2023-01-25T00:42:25.5Z,1,REGULAR,3pt,Jump Shot,[],203944,69.99014454664915,70.83333333333334,1610612752,3,0,2023-01-25T00:42:31Z,90000,False,104.0,230.0,1,right,J. Randle 25' 3PT  (3 PTS) (J. Brunson 1 AST),"[203944, 1628973]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,25.21,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,
11,PT11M09.00S,2023-01-25T00:42:45.8Z,1,REGULAR,2pt,Jump Shot,[],1630596,7.703679369250986,29.411764705882355,1610612739,3,0,2023-01-25T00:42:50Z,110000,False,103.0,20.0,1,left,MISS E. Mobley 10' turnaround Shot,[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Right,,,,,,10.48,Missed,,,,,,,,,,,,,
12,PT11M07.00S,2023-01-25T00:42:47.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,0,2023-01-25T00:42:50Z,120000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT10M55.00S,2023-01-25T00:43:00.6Z,1,REGULAR,3pt,Jump Shot,[],1629656,95.6143232588699,4.411764705882353,1610612752,3,0,2023-01-25T00:43:08Z,130000,False,-228.0,-11.0,1,right,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,22.82,Missed,,,,,,,,,,,,,
14,PT10M53.00S,2023-01-25T00:43:02.6Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,3,0,2023-01-25T00:43:08Z,140000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT10M37.00S,2023-01-25T00:43:18.0Z,1,REGULAR,3pt,Jump Shot,[],1629636,26.888961892247043,79.16666666666666,1610612739,3,0,2023-01-25T00:43:25Z,150000,False,-146.0,200.0,1,left,MISS D. Garland 24' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,24.77,Missed,,,,,,,,,,,,,
16,PT10M35.00S,2023-01-25T00:43:20.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,3,0,2023-01-25T00:43:25Z,160000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,15.0,2.0,2.0,0.0,,,,,
17,PT10M31.00S,2023-01-25T00:43:27.2Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,3,0,2023-01-25T00:43:34Z,170000,False,,,0,,R. Barrett step out-of-bounds TURNOVER (1 TO),[1629628],1610612752.0,NYK,step,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,1662.0,,,,,,,,,,,,,,,1.0,,,,
