actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-28T00:42:07.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-28T00:42:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-02-28T00:42:10.2Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2023-02-28T00:42:10Z,40000,False,,,0,,Jump Ball M. Robinson vs. R. Williams III: Tip to J. Brunson,"[1628973, 1629011, 1629057]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-02-28T00:42:20.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.919185282523,50.0,1610612752,0,0,2023-02-28T00:42:30Z,70000,False,0.0,99.0,1,right,MISS J. Brunson 9' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.87,Missed,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2023-02-28T00:42:22.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,0,0,2023-02-28T03:03:28Z,80000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M29.00S,2023-02-28T00:42:37.6Z,1,REGULAR,3pt,Jump Shot,[],201143,4.155716162943495,97.05882352941177,1610612738,0,3,2023-02-28T00:42:42Z,90000,False,-235.0,-13.0,1,left,A. Horford 3PT  (3 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.57,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
12,PT11M11.00S,2023-02-28T00:42:56.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.43166885676742,49.26470588235294,1610612752,2,3,2023-02-28T00:42:59Z,110000,False,-4.0,0.0,1,right,M. Robinson DUNK (2 PTS) (Q. Grimes 1 AST),"[1629011, 1629656]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,2.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,
14,PT11M01.00S,2023-02-28T00:43:06.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,15.719448094612352,45.09803921568628,1610612738,2,3,2023-02-28T00:43:12Z,130000,False,25.0,95.0,1,left,MISS M. Smart 9' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,9.84,Missed,,,,,,,,,,,,,,,,,,
15,PT10M59.00S,2023-02-28T00:43:08.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,3,2023-02-28T00:43:12Z,140000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M40.00S,2023-02-28T00:43:26.4Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,2,3,2023-02-28T00:43:29Z,150000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1628369]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,
17,PT10M40.00S,2023-02-28T00:43:26.4Z,1,REGULAR,steal,,[],1628369,,,1610612738,2,3,2023-02-28T00:43:28Z,160000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
