actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
270,PT04M04.00S,2022-12-25T17:57:44.6Z,2,REGULAR,substitution,out,[],1629011,,,1610612755,50,40,2022-12-25T17:58:03Z,2585000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M04.00S,2022-12-25T17:57:44.6Z,2,REGULAR,substitution,in,[],1630579,,,1610612755,50,40,2022-12-25T17:58:03Z,2587500,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M04.00S,2022-12-25T17:57:57.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,50,41,2022-12-25T17:57:57Z,2590000,False,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
272,PT04M04.00S,2022-12-25T17:57:57.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,50,41,2022-12-25T17:58:23Z,2600000,False,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
273,PT04M02.00S,2022-12-25T17:57:59.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,50,41,2022-12-25T17:58:23Z,2610000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,272.0,,,,,,3.0,3.0,0.0,,,,,
274,PT03M42.00S,2022-12-25T17:58:42.5Z,2,REGULAR,3pt,Jump Shot,[],203944,70.51576872536137,26.715686274509803,1610612752,50,41,2022-12-25T17:58:47Z,2620000,False,-116.0,225.0,1,right,MISS J. Randle 25' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
275,PT03M40.00S,2022-12-25T17:58:44.5Z,2,REGULAR,rebound,offensive,[],1629656,,,1610612752,50,41,2022-12-25T17:58:47Z,2630000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:0),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,274.0,,,,,,1.0,0.0,1.0,,,,,
276,PT03M34.00S,2022-12-25T17:58:50.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.69448094612353,48.77450980392157,1610612752,52,41,2022-12-25T17:58:53Z,2640000,False,-6.0,-3.0,1,right,J. Randle driving finger roll Layup (18 PTS) (Q. Grimes 4 AST),"[203944, 1629656]",1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.66,Made,18.0,Q. Grimes,1629656.0,4.0,,,,,,,,,,,,,,
278,PT03M27.00S,2022-12-25T17:58:58.1Z,2,REGULAR,3pt,Jump Shot,[],1629001,7.966491458607096,94.85294117647058,1610612755,52,44,2022-12-25T17:59:03Z,2660000,False,-224.0,22.0,1,left,D. Melton 3PT  (12 PTS) (T. Harris 2 AST),"[1629001, 202699]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,22.54,Made,12.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,
280,PT03M13.00S,2022-12-25T17:59:15.3Z,2,REGULAR,foul,personal,[],1629001,,,1610612752,52,44,2022-12-25T17:59:30Z,2680000,False,,,0,,D. Melton personal FOUL (3 PF),"[1629001, 1630579]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,3.0,0.0,Sims,1630579.0,,,,,,,,
283,PT03M06.00S,2022-12-25T17:59:43.3Z,2,REGULAR,substitution,out,[],1629001,,,1610612752,52,44,2022-12-25T17:59:53Z,2710000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M06.00S,2022-12-25T17:59:43.3Z,2,REGULAR,substitution,in,[],1629003,,,1610612752,52,44,2022-12-25T17:59:53Z,2720000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M00.00S,2022-12-25T18:00:07.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,94.69448094612353,48.77450980392157,1610612752,52,44,2022-12-25T18:00:11Z,2730000,False,-6.0,-3.0,1,right,MISS R. Barrett driving finger roll Layup,[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.66,Missed,,,,,,,,,,,,,,,,,,
286,PT02M55.00S,2022-12-25T18:00:12.4Z,2,REGULAR,rebound,offensive,[],1630579,,,1610612752,52,44,2022-12-25T18:00:11Z,2740000,False,,,0,,J. Sims REBOUND (Off:2 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,285.0,,,,,,2.0,0.0,2.0,,,,,
287,PT02M55.00S,2022-12-25T18:00:11.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630579,94.40999984741211,50.0,1610612752,54,44,2022-12-25T18:00:42Z,2750000,False,0.0,0.0,1,right,J. Sims tip DUNK (2 PTS),[1630579],1610612752.0,NYK,tip,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
288,PT02M37.00S,2022-12-25T18:00:29.2Z,2,REGULAR,3pt,Jump Shot,[],200782,4.28712220762155,3.431372549019608,1610612755,54,47,2022-12-25T18:00:32Z,2760000,False,233.0,-12.0,1,left,P. Tucker 3PT  (3 PTS) (S. Milton 1 AST),"[200782, 1629003]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,23.31,Made,3.0,S. Milton,1629003.0,1.0,,,,,,,,,,,,,,
290,PT02M28.00S,2022-12-25T18:00:44.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612752,54,47,2022-12-25T18:00:50Z,2780000,False,,,0,,T. Harris personal FOUL (1 PF) (Barrett 2 FT),"[202699, 1629628]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,201245.0,1.0,0.0,Barrett,1629628.0,,,,,,,,
292,PT02M28.00S,2022-12-25T18:00:52.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,54,47,2022-12-25T18:00:52Z,2800000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M28.00S,2022-12-25T18:04:23.8Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,55,47,2022-12-25T18:04:23Z,2810000,False,,,0,,R. Barrett Free Throw 1 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
294,PT02M28.00S,2022-12-25T18:04:34.9Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,56,47,2022-12-25T18:04:34Z,2820000,False,,,0,,R. Barrett Free Throw 2 of 2 (11 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
295,PT02M09.00S,2022-12-25T18:04:58.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612755,56,47,2022-12-25T18:05:11Z,2830000,False,,,0,,Q. Grimes shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629656, 203954]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,2.0,0.0,Embiid,203954.0,,,,,,,,
297,PT02M09.00S,2022-12-25T18:05:22.8Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,56,48,2022-12-25T18:05:22Z,2850000,False,,,0,,J. Embiid Free Throw 1 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
298,PT02M09.00S,2022-12-25T18:05:37.7Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,56,49,2022-12-25T18:05:37Z,2860000,False,,,0,,J. Embiid Free Throw 2 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
299,PT01M54.00S,2022-12-25T18:05:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.1688567674113,45.09803921568628,1610612752,58,49,2022-12-25T18:06:02Z,2870000,False,-25.0,2.0,1,right,J. Randle driving Layup (20 PTS) (J. Brunson 6 AST),"[203944, 1628973]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.46,Made,20.0,J. Brunson,1628973.0,6.0,,,,,,,,,,,,,,
301,PT01M44.00S,2022-12-25T18:06:03.5Z,2,REGULAR,3pt,Jump Shot,[],1629003,4.155716162943495,95.34313725490196,1610612755,58,52,2022-12-25T18:06:07Z,2890000,False,-227.0,-13.0,1,left,S. Milton 3PT  (5 PTS) (J. Harden 6 AST),"[1629003, 201935]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,22.71,Made,5.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
303,PT01M21.00S,2022-12-25T18:06:26.9Z,2,REGULAR,2pt,Jump Shot,[],203944,82.9993429697766,20.588235294117645,1610612752,58,52,2022-12-25T18:06:49Z,2910000,False,-147.0,107.0,1,right,MISS J. Randle 18' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,18.21,Missed,,,,,,,,,,,,,,,,,,
304,PT01M19.00S,2022-12-25T18:06:28.9Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,58,52,2022-12-25T18:06:49Z,2920000,False,,,0,,T. Harris REBOUND (Off:0 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left,,,,,,,303.0,,,,,,6.0,6.0,0.0,,,,,
305,PT01M06.00S,2022-12-25T18:06:44.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612755,58,52,2022-12-25T18:06:50Z,2930000,False,,,0,,J. Sims shooting personal FOUL (3 PF) (Embiid 2 FT),"[1630579, 203954]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,3.0,0.0,Embiid,203954.0,,,,,,,,
308,PT01M06.00S,2022-12-25T18:06:57.5Z,2,REGULAR,substitution,out,[],1630579,,,1610612755,58,52,2022-12-25T18:07:18Z,2945000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M06.00S,2022-12-25T18:06:57.5Z,2,REGULAR,substitution,in,[],1628392,,,1610612755,58,52,2022-12-25T18:07:18Z,2947500,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M06.00S,2022-12-25T18:07:11.0Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,58,53,2022-12-25T18:07:11Z,2950000,False,,,0,,J. Embiid Free Throw 1 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
310,PT01M06.00S,2022-12-25T18:07:37.5Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,58,54,2022-12-25T18:07:37Z,2960000,False,,,0,,J. Embiid Free Throw 2 of 2 (13 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
311,PT00M48.50S,2022-12-25T18:07:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,89.04402102496715,56.61764705882353,1610612752,60,54,2022-12-25T18:08:08Z,2970000,False,33.0,50.0,1,right,J. Randle 6' fadeaway bank Jump Shot (22 PTS),[203944],1610612752.0,NYK,fadeaway bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,22.0,,,,,,,,,,,,,,,,,
312,PT00M48.50S,2022-12-25T18:08:03.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201935,,,1610612752,60,54,2022-12-25T18:08:27Z,2980000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Randle 1 FT),"[201935, 203944]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1148.0,1.0,0.0,Randle,203944.0,,,,,,,,
314,PT00M48.50S,2022-12-25T18:08:35.8Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,61,54,2022-12-25T18:08:35Z,3000000,False,,,0,,J. Randle Free Throw 1 of 1 (23 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
315,PT00M42.30S,2022-12-25T18:08:49.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612755,61,54,2022-12-25T18:08:58Z,3010000,False,,,0,,J. Randle personal FOUL (1 PF) (Embiid 2 FT),"[203944, 203954]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,1148.0,1.0,0.0,Embiid,203954.0,,,,,,,,
317,PT00M42.30S,2022-12-25T18:09:16.7Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,61,54,2022-12-25T18:09:16Z,3030000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
318,PT00M42.30S,2022-12-25T18:09:16.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,61,54,2022-12-25T18:09:16Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,
319,PT00M42.30S,2022-12-25T18:09:33.5Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,61,55,2022-12-25T18:09:33Z,3050000,False,,,0,,J. Embiid Free Throw 2 of 2 (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
320,PT00M27.30S,2022-12-25T18:09:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,94.69448094612353,48.77450980392157,1610612752,63,55,2022-12-25T18:09:57Z,3060000,False,-6.0,-3.0,1,right,J. Randle driving finger roll Layup (25 PTS) (Q. Grimes 5 AST),"[203944, 1629656]",1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.66,Made,25.0,Q. Grimes,1629656.0,5.0,,,,,,,,,,,,,,
322,PT00M06.20S,2022-12-25T18:10:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.915243101182654,50.49019607843137,1610612755,63,57,2022-12-25T18:10:20Z,3080000,False,-2.0,13.0,1,left,J. Embiid cutting finger roll Layup (16 PTS) (J. Harden 7 AST),"[203954, 201935]",1610612755.0,PHI,cutting finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.27,Made,16.0,J. Harden,201935.0,7.0,,,,,,,,,,,,,,
324,PT00M01.10S,2022-12-25T18:10:24.3Z,2,REGULAR,turnover,lost ball,[],1628973,,,1610612752,63,57,2022-12-25T18:11:15Z,3100000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 201935]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
325,PT00M01.10S,2022-12-25T18:10:24.3Z,2,REGULAR,steal,,[],201935,,,1610612755,63,57,2022-12-25T18:27:52Z,3110000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
327,PT00M00.30S,2022-12-25T18:10:47.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,49.00008212877792,53.573069852941174,1610612755,63,60,2022-12-25T18:12:04Z,3130000,False,-18.0,408.0,1,left,S. Milton 40' 3PT  (8 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Center,40.85,Made,8.0,,,,,,,,,,,,,,,,,
329,PT00M00.00S,2022-12-25T18:11:17.3Z,2,REGULAR,period,end,[],0,,,1610612752,63,60,2022-12-25T18:11:17Z,3150000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-12-25T18:12:05.1Z,3,REGULAR,substitution,out,['startperiod'],1628392,,,1610612752,63,60,2022-12-25T18:27:04Z,3160000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-12-25T18:12:05.1Z,3,REGULAR,substitution,out,['startperiod'],1629003,,,1610612752,63,60,2022-12-25T18:27:04Z,3170000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-12-25T18:12:05.1Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,63,60,2022-12-25T18:27:04Z,3180000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-12-25T18:12:05.1Z,3,REGULAR,substitution,in,['startperiod'],1629001,,,1610612752,63,60,2022-12-25T18:27:04Z,3190000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-12-25T18:27:11.2Z,3,REGULAR,period,start,[],0,,,1610612755,63,60,2022-12-25T18:27:11Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M44.00S,2022-12-25T18:27:26.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,89.70105124835742,53.67647058823529,1610612755,63,60,2022-12-25T18:27:30Z,3210000,False,18.0,44.0,1,right,MISS T. Harris turnaround fadeaway bank Shot,[202699],1610612755.0,PHI,turnaround fadeaway bank,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
336,PT11M41.00S,2022-12-25T18:27:29.8Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,63,60,2022-12-25T18:27:30Z,3220000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,335.0,,,,,,4.0,4.0,0.0,,,,,
337,PT11M30.00S,2022-12-25T18:27:39.6Z,3,REGULAR,2pt,Jump Shot,[],1628973,14.536793692509855,70.83333333333334,1610612752,65,60,2022-12-25T18:28:11Z,3230000,False,-104.0,84.0,1,left,J. Brunson 13' step back Jump Shot (12 PTS) (Q. Grimes 6 AST),"[1628973, 1629656]",1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,13.39,Made,12.0,Q. Grimes,1629656.0,6.0,,,,,,,,,,,,,,
339,PT11M15.00S,2022-12-25T18:27:55.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.82588699080158,49.26470588235294,1610612755,65,62,2022-12-25T18:27:59Z,3250000,False,-4.0,-4.0,1,right,J. Embiid driving DUNK (18 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.54,Made,18.0,,,,,,,,,,,,,,,,,
340,PT10M50.00S,2022-12-25T18:28:20.2Z,3,REGULAR,2pt,Jump Shot,[],203944,21.369908015768726,33.82352941176471,1610612752,65,62,2022-12-25T18:28:24Z,3260000,False,81.0,148.0,1,left,MISS J. Randle 16' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,16.9,Missed,,,,,,,,,,,,,,,,,,
341,PT10M47.00S,2022-12-25T18:28:23.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,65,62,2022-12-25T18:28:24Z,3270000,False,,,0,,J. Embiid REBOUND (Off:1 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,340.0,,,,,,3.0,2.0,1.0,,,,,
342,PT10M40.00S,2022-12-25T18:28:30.2Z,3,REGULAR,2pt,Jump Shot,[],203954,77.34888304862024,30.392156862745097,1610612755,65,64,2022-12-25T18:28:33Z,3280000,False,-98.0,160.0,1,right,J. Embiid 18' pullup Jump Shot (20 PTS) (P. Tucker 1 AST),"[203954, 200782]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,18.8,Made,20.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,
344,PT10M15.00S,2022-12-25T18:28:54.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.017739816031538,49.754901960784316,1610612752,67,64,2022-12-25T18:28:58Z,3300000,False,1.0,32.0,1,left,J. Brunson floating Jump Shot (14 PTS) (J. Randle 2 AST),"[1628973, 203944]",1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.23,Made,14.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,
346,PT10M05.00S,2022-12-25T18:29:08.4Z,3,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612755,67,64,2022-12-25T18:29:14Z,3320000,False,,,0,,Q. Grimes shooting personal FOUL (3 PF) (Harden 2 FT),"[1629656, 201935]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,201245.0,3.0,0.0,Harden,201935.0,,,,,,,,
348,PT10M05.00S,2022-12-25T18:29:31.6Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,67,65,2022-12-25T18:29:31Z,3340000,False,,,0,,J. Harden Free Throw 1 of 2 (12 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
349,PT10M05.00S,2022-12-25T18:29:48.6Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,67,66,2022-12-25T18:29:48Z,3350000,False,,,0,,J. Harden Free Throw 2 of 2 (13 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
350,PT09M43.00S,2022-12-25T18:30:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.536793692509855,50.245098039215684,1610612752,69,66,2022-12-25T18:30:15Z,3360000,False,-1.0,84.0,1,left,J. Brunson 8' driving floating Jump Shot (16 PTS) (J. Randle 3 AST),"[1628973, 203944]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,16.0,J. Randle,203944.0,3.0,,,,,,,,,,,,,,
352,PT09M36.00S,2022-12-25T18:30:18.7Z,3,REGULAR,3pt,Jump Shot,[],1629001,69.99014454664915,28.431372549019606,1610612755,69,69,2022-12-25T18:30:24Z,3380000,False,-108.0,230.0,1,right,D. Melton 25' 3PT pullup (15 PTS) (J. Harden 8 AST),"[1629001, 201935]",1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,25.36,Made,15.0,J. Harden,201935.0,8.0,,,,,,,,,,,,,,
354,PT09M10.00S,2022-12-25T18:30:44.0Z,3,REGULAR,3pt,Jump Shot,[],1629656,12.040078843626807,94.36274509803921,1610612752,72,69,2022-12-25T18:30:47Z,3400000,False,-222.0,61.0,1,left,Q. Grimes 3PT  (8 PTS) (J. Brunson 7 AST),"[1629656, 1628973]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,23.0,Made,8.0,J. Brunson,1628973.0,7.0,,,,,,,,,,,,,,
356,PT08M47.00S,2022-12-25T18:31:07.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,82.60512483574244,55.63725490196079,1610612755,72,69,2022-12-25T18:31:11Z,3420000,False,28.0,111.0,1,right,MISS J. Embiid 11' pullup Shot - blocked,"[203954, 1629011]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,11.45,Missed,,,,,,,,,,,,,,Robinson,1629011.0,,,
357,PT08M47.00S,2022-12-25T18:31:07.0Z,3,REGULAR,block,,[],1629011,,,1610612755,72,69,2022-12-25T18:31:10Z,3430000,False,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
358,PT08M43.00S,2022-12-25T18:31:11.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,72,69,2022-12-25T18:31:11Z,3440000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,356.0,,,,,,5.0,5.0,0.0,,,,,
359,PT08M31.00S,2022-12-25T18:31:26.3Z,3,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612752,72,69,2022-12-25T18:31:41Z,3450000,False,,,0,,D. Melton shooting personal FOUL (4 PF) (Randle 2 FT),"[1629001, 203944]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201245.0,4.0,0.0,Randle,203944.0,,,,,,,,
361,PT08M31.00S,2022-12-25T18:31:58.1Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,73,69,2022-12-25T18:31:58Z,3470000,False,,,0,,J. Randle Free Throw 1 of 2 (26 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
