shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
05:05,82,PT05M05.00S,2022-12-08T01:00:44.6Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,18,11,2022-12-08T01:00:56Z,820000,False,,,0,,SUB in: I. Quickley,[1630193],5,1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
05:05,83,PT05M05.00S,2022-12-08T01:00:44.6Z,1,REGULAR,substitution,in,[],203992,,,1610612752,18,11,2022-12-08T01:00:56Z,830000,False,,,0,,SUB in: B. Bogdanovic,[203992],13,1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
05:03,84,PT05M03.00S,2022-12-08T01:01:11.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203944,72.61826544021025,79.65686274509804,1610612752,21,11,2022-12-08T01:01:16Z,840000,False,148.0,205.0,1,right,J. Randle 25' 3PT  (11 PTS) (I. Quickley 1 AST),"[203944, 1630193]",30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.29,Made,11.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
04:48,86,PT04M48.00S,2022-12-08T01:01:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.1268068331143235,48.529411764705884,1610612737,21,13,2022-12-08T01:02:34Z,860000,False,7.0,5.0,1,left,T. Young driving finger roll Layup (4 PTS),[1629027],11,1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.9,Made,4.0,,,,,,,,,,,,,,,,,
04:33,87,PT04M33.00S,2022-12-08T01:01:43.9Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612752,21,13,2022-12-08T01:02:00Z,870000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Grimes 2 FT),"[203991, 1629656]",15,1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Grimes,1629656.0,,,
04:33,89,PT04M33.00S,2022-12-08T01:02:10.7Z,1,REGULAR,freethrow,1 of 2,[],1629656,,,1610612752,22,13,2022-12-08T01:02:10Z,890000,False,,,0,,Q. Grimes Free Throw 1 of 2 (4 PTS),[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
04:33,90,PT04M33.00S,2022-12-08T01:02:24.9Z,1,REGULAR,freethrow,2 of 2,[],1629656,,,1610612752,23,13,2022-12-08T01:02:24Z,900000,False,,,0,,Q. Grimes Free Throw 2 of 2 (5 PTS),[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
04:16,91,PT04M16.00S,2022-12-08T01:02:45.7Z,1,REGULAR,2pt,Jump Shot,[],203992,9.149145860709593,29.411764705882355,1610612737,23,13,2022-12-08T01:03:14Z,910000,False,103.0,34.0,1,left,MISS B. Bogdanovic 10' turnaround fadeaway Shot,[203992],13,1610612737.0,ATL,turnaround fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,10.82,Missed,,,,,,,,,,,,,,,,,,
04:14,92,PT04M14.00S,2022-12-08T01:02:47.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,23,13,2022-12-08T01:02:52Z,920000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,,,,91.0,5.0,5.0,0.0,,,,,,,,,,
03:52,93,PT03M52.00S,2022-12-08T01:03:08.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.43166885676742,49.50980392156863,1610612752,25,13,2022-12-08T01:03:12Z,930000,False,-2.0,0.0,1,right,M. Robinson cutting DUNK (4 PTS) (J. Randle 2 AST),"[1629011, 203944]",23,1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.25,Made,4.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,
03:47,95,PT03M47.00S,2022-12-08T01:03:19.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612737,25,13,2022-12-08T01:03:19Z,950000,False,,,0,,ATL Timeout,[],,1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:47,96,PT03M47.00S,2022-12-08T01:03:19.4Z,1,REGULAR,substitution,out,[],203991,,,1610612737,25,13,2022-12-08T01:06:38Z,960000,False,,,0,,SUB out: C. Capela,[203991],15,1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
03:47,97,PT03M47.00S,2022-12-08T01:03:19.4Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,25,13,2022-12-08T01:06:38Z,970000,False,,,0,,SUB in: O. Okongwu,[1630168],17,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
03:42,98,PT03M42.00S,2022-12-08T01:06:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.521024967148489,48.28431372549019,1610612737,25,15,2022-12-08T01:07:15Z,980000,False,9.0,9.0,1,left,O. Okongwu alley-oop DUNK (2 PTS) (T. Young 2 AST),"[1630168, 1629027]",17,1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
03:18,100,PT03M18.00S,2022-12-08T01:07:13.0Z,1,REGULAR,2pt,Jump Shot,[],203944,77.08607095926413,52.20588235294118,1610612752,25,15,2022-12-08T01:07:19Z,1000000,False,11.0,163.0,1,right,MISS J. Randle 16' Jump Shot,[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,16.33,Missed,,,,,,,,,,,,,,,,,,
03:16,101,PT03M16.00S,2022-12-08T01:07:15.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,25,15,2022-12-08T01:07:19Z,1010000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],17,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,
03:10,102,PT03M10.00S,2022-12-08T01:07:23.1Z,1,REGULAR,foul,personal,[],1629656,,,1610612737,25,15,2022-12-08T01:07:34Z,1020000,False,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1629027]",6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1627534.0,1.0,0.0,Young,1629027.0,,,
03:10,104,PT03M10.00S,2022-12-08T01:07:23.2Z,1,REGULAR,substitution,out,[],1629011,,,1610612737,25,15,2022-12-08T01:07:42Z,1040000,False,,,0,,SUB out: M. Robinson,[1629011],23,1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
03:10,105,PT03M10.00S,2022-12-08T01:07:23.2Z,1,REGULAR,substitution,out,[],1628988,,,1610612737,25,15,2022-12-08T01:07:42Z,1050000,False,,,0,,SUB out: A. Holiday,[1628988],3,1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
03:10,106,PT03M10.00S,2022-12-08T01:07:23.2Z,1,REGULAR,substitution,in,[],1628392,,,1610612737,25,15,2022-12-08T01:07:42Z,1060000,False,,,0,,SUB in: I. Hartenstein,[1628392],55,1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
03:10,107,PT03M10.00S,2022-12-08T01:07:23.2Z,1,REGULAR,substitution,in,[],203200,,,1610612737,25,15,2022-12-08T01:07:42Z,1070000,False,,,0,,SUB in: J. Holiday,[203200],8,1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
03:02,108,PT03M02.00S,2022-12-08T01:07:53.7Z,1,REGULAR,3pt,Jump Shot,[],203992,31.35676741130092,69.6078431372549,1610612737,25,15,2022-12-08T01:07:59Z,1080000,False,-98.0,242.0,1,left,MISS B. Bogdanovic 26' 3PT,[203992],13,1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
03:00,109,PT03M00.00S,2022-12-08T01:07:55.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,25,15,2022-12-08T01:07:59Z,1090000,False,,,0,,J. Randle REBOUND (Off:0 Def:6),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,108.0,6.0,6.0,0.0,,,,,,,,,,
02:53,110,PT02M53.00S,2022-12-08T01:08:02.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,85.3646517739816,50.0,1610612752,25,15,2022-12-08T01:08:10Z,1100000,False,0.0,85.0,1,right,MISS I. Quickley 8' driving floating Shot - blocked,"[1630193, 1630168]",5,1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,,,,,Okongwu,1630168.0,,,,,,,,
02:53,111,PT02M53.00S,2022-12-08T01:08:02.9Z,1,REGULAR,block,,[],1630168,,,1610612752,25,15,2022-12-08T01:08:05Z,1110000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],17,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
02:51,112,PT02M51.00S,2022-12-08T01:08:04.9Z,1,REGULAR,rebound,defensive,[],1629633,,,1610612737,25,15,2022-12-08T01:08:10Z,1120000,False,,,0,,J. Culver REBOUND (Off:0 Def:1),[1629633],7,1610612737.0,ATL,,,,Culver,J. Culver,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,
02:47,113,PT02M47.00S,2022-12-08T01:08:12.9Z,1,REGULAR,foul,personal,[],1630193,,,1610612737,25,15,2022-12-08T01:08:19Z,1130000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1629027]",5,1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Young,1629027.0,,,
02:37,115,PT02M37.00S,2022-12-08T01:08:42.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,23.866622864651774,58.82352941176471,1610612737,25,15,2022-12-08T01:08:48Z,1150000,False,-44.0,172.0,1,left,MISS T. Young 17' pullup Shot,[1629027],11,1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,17.74,Missed,,,,,,,,,,,,,,,,,,
02:35,116,PT02M35.00S,2022-12-08T01:08:44.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,25,15,2022-12-08T01:08:48Z,1160000,False,,,0,,J. Randle REBOUND (Off:0 Def:7),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,,,,115.0,7.0,7.0,0.0,,,,,,,,,,
02:21,117,PT02M21.00S,2022-12-08T01:08:59.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,94.03745072273325,3.431372549019608,1610612752,25,15,2022-12-08T01:09:03Z,1170000,False,-233.0,4.0,1,right,MISS Q. Grimes 3PT,[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
02:19,118,PT02M19.00S,2022-12-08T01:09:01.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,25,15,2022-12-08T01:09:03Z,1180000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],11,1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
02:06,119,PT02M06.00S,2022-12-08T01:09:13.8Z,1,REGULAR,3pt,Jump Shot,[],203992,3.892904073587385,94.85294117647058,1610612737,25,15,2022-12-08T01:09:19Z,1190000,False,-224.0,-16.0,1,left,MISS B. Bogdanovic 3PT,[203992],13,1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,22.49,Missed,,,,,,,,,,,,,,,,,,
02:04,120,PT02M04.00S,2022-12-08T01:09:15.8Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,25,15,2022-12-08T01:09:19Z,1200000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],5,1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,
01:50,121,PT01M50.00S,2022-12-08T01:09:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,85.75886990801577,53.92156862745098,1610612752,27,15,2022-12-08T01:09:35Z,1210000,False,20.0,81.0,1,right,J. Randle 8' turnaround fadeaway Jump Shot (13 PTS),[203944],30,1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,8.37,Made,13.0,,,,,,,,,,,,,,,,,
01:38,122,PT01M38.00S,2022-12-08T01:09:48.6Z,1,REGULAR,foul,personal,[],203944,,,1610612737,27,15,2022-12-08T01:09:52Z,1220000,False,,,0,,J. Randle personal FOUL (1 PF),"[203944, 1629633]",30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2714.0,1.0,0.0,Culver,1629633.0,,,
01:38,124,PT01M38.00S,2022-12-08T01:09:48.7Z,1,REGULAR,substitution,out,[],1629656,,,1610612737,27,15,2022-12-08T01:10:00Z,1240000,False,,,0,,SUB out: Q. Grimes,[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
01:38,125,PT01M38.00S,2022-12-08T01:09:48.7Z,1,REGULAR,substitution,out,[],203944,,,1610612737,27,15,2022-12-08T01:10:00Z,1250000,False,,,0,,SUB out: J. Randle,[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
01:38,126,PT01M38.00S,2022-12-08T01:09:48.7Z,1,REGULAR,substitution,in,[],1629628,,,1610612737,27,15,2022-12-08T01:10:00Z,1260000,False,,,0,,SUB in: R. Barrett,[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
01:38,127,PT01M38.00S,2022-12-08T01:09:48.7Z,1,REGULAR,substitution,in,[],1630167,,,1610612737,27,15,2022-12-08T01:10:00Z,1270000,False,,,0,,SUB in: O. Toppin,[1630167],1,1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
01:32,128,PT01M32.00S,2022-12-08T01:10:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,17.427726675427067,44.85294117647059,1610612737,27,17,2022-12-08T01:10:22Z,1280000,False,26.0,111.0,1,left,B. Bogdanovic 11' pullup Jump Shot (2 PTS),[203992],13,1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.42,Made,2.0,,,,,,,,,,,,,,,,,
01:09,129,PT01M09.00S,2022-12-08T01:10:49.3Z,1,REGULAR,foul,technical,['1freethrow'],1630168,,,1610612752,27,17,2022-12-08T01:10:56Z,1290000,False,,,0,,O. Okongwu defensive-3-second technical FOUL (1 Tech),[1630168],17,1610612737.0,ATL,defensive-3-second,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,2714.0,0.0,1.0,,,,,
01:09,130,PT01M09.00S,2022-12-08T01:11:03.2Z,1,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,28,17,2022-12-08T01:11:03Z,1300000,False,,,0,,I. Quickley technical Free Throw 1 of 1 (1 PTS),[1630193],5,1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
00:59,131,PT00M59.40S,2022-12-08T01:11:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630193,66.83639947437582,54.90196078431373,1610612752,31,17,2022-12-08T01:11:29Z,1310000,False,25.0,259.0,1,right,I. Quickley 26' 3PT pullup (4 PTS),[1630193],5,1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.04,Made,4.0,,,,,,,,,,,,,,,,,
00:45,132,PT00M45.10S,2022-12-08T01:11:44.6Z,1,REGULAR,2pt,Jump Shot,[],203200,19.136005256241788,18.627450980392158,1610612737,31,17,2022-12-08T01:11:49Z,1320000,False,157.0,127.0,1,left,MISS J. Holiday 20' pullup Shot,[203200],8,1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,20.21,Missed,,,,,,,,,,,,,,,,,,
00:42,133,PT00M42.30S,2022-12-08T01:11:47.4Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,31,17,2022-12-08T01:11:49Z,1330000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],5,1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,
00:31,134,PT00M31.50S,2022-12-08T01:11:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,87.86136662286465,94.85294117647058,1610612752,31,17,2022-12-08T01:12:06Z,1340000,False,224.0,62.0,1,right,MISS I. Quickley pullup 3PT,[1630193],5,1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
00:30,135,PT00M30.30S,2022-12-08T01:11:59.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,31,17,2022-12-08T01:12:06Z,1350000,False,,,0,,TEAM defensive REBOUND,[],,1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,134.0,,,,,,,,,,,,,
00:30,137,PT00M30.30S,2022-12-08T01:12:14.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612737,31,17,2022-12-08T01:12:24Z,1370000,False,,,0,,I. Hartenstein loose ball personal FOUL (1 PF) (Okongwu 2 FT),"[1628392, 1630168]",55,1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101283.0,1.0,0.0,Okongwu,1630168.0,,,
00:30,139,PT00M30.30S,2022-12-08T01:12:33.4Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,31,18,2022-12-08T01:12:33Z,1390000,False,,,0,,O. Okongwu Free Throw 1 of 2 (3 PTS),[1630168],17,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
00:30,140,PT00M30.30S,2022-12-08T01:12:33.4Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,31,18,2022-12-08T01:12:55Z,1400000,False,,,0,,MISS O. Okongwu Free Throw 2 of 2,[1630168],17,1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
00:29,141,PT00M29.30S,2022-12-08T01:12:34.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,31,18,2022-12-08T01:12:55Z,1410000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],55,1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,
00:09,142,PT00M09.10S,2022-12-08T01:13:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,93.64323258869908,53.18627450980392,1610612752,31,18,2022-12-08T01:13:18Z,1420000,False,16.0,7.0,1,right,MISS M. McBride cutting Layup - blocked,"[1630540, 203200]",2,1610612752.0,NYK,cutting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,Holiday,203200.0,,,,,,,,
00:09,143,PT00M09.10S,2022-12-08T01:13:11.6Z,1,REGULAR,block,,[],203200,,,1610612752,31,18,2022-12-08T01:17:09Z,1430000,False,,,0,,J. Holiday BLOCK (1 BLK),[203200],8,1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
00:07,144,PT00M07.30S,2022-12-08T01:13:13.4Z,1,REGULAR,rebound,defensive,[],203200,,,1610612737,31,18,2022-12-08T01:13:18Z,1440000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],8,1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,
00:03,145,PT00M03.10S,2022-12-08T01:13:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,8.886333771353483,55.14705882352941,1610612737,31,20,2022-12-08T01:13:22Z,1450000,False,-26.0,31.0,1,left,T. Young driving floating Jump Shot (6 PTS),[1629027],11,1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.03,Made,6.0,,,,,,,,,,,,,,,,,
00:00,149,PT00M00.00S,2022-12-08T01:15:00.0Z,1,REGULAR,period,end,[],0,,,1610612752,31,20,2022-12-08T01:15:00Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,150,PT12M00.00S,2022-12-08T01:15:25.9Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612752,31,20,2022-12-08T01:18:24Z,1500000,False,,,0,,SUB out: T. Young,[1629027],11,1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,151,PT12M00.00S,2022-12-08T01:15:25.9Z,2,REGULAR,substitution,out,['startperiod'],1629633,,,1610612752,31,20,2022-12-08T01:18:24Z,1510000,False,,,0,,SUB out: J. Culver,[1629633],7,1610612737.0,ATL,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,152,PT12M00.00S,2022-12-08T01:15:25.9Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612752,31,20,2022-12-08T01:18:24Z,1520000,False,,,0,,SUB in: A. Holiday,[1628988],3,1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,153,PT12M00.00S,2022-12-08T01:15:25.9Z,2,REGULAR,substitution,in,['startperiod'],1630249,,,1610612752,31,20,2022-12-08T01:18:24Z,1530000,False,,,0,,SUB in: V. Krejci,[1630249],27,1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,154,PT12M00.00S,2022-12-08T01:18:28.4Z,2,REGULAR,period,start,[],0,,,1610612752,31,20,2022-12-08T01:18:28Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:40,155,PT11M40.00S,2022-12-08T01:18:50.5Z,2,REGULAR,turnover,traveling,[],1629628,,,1610612752,31,20,2022-12-08T01:18:55Z,1550000,False,,,0,,R. Barrett traveling TURNOVER (1 TO),[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,101283.0,,,,,1.0,,
11:20,156,PT11M20.00S,2022-12-08T01:19:25.7Z,2,REGULAR,turnover,traveling,[],1628988,,,1610612737,31,20,2022-12-08T01:19:31Z,1560000,False,,,0,,A. Holiday traveling TURNOVER (1 TO),[1628988],3,1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627534.0,,,,,1.0,,
11:02,157,PT11M02.00S,2022-12-08T01:19:51.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628392,92.72339027595268,35.049019607843135,1610612752,33,20,2022-12-08T01:19:55Z,1570000,False,-75.0,16.0,1,right,I. Hartenstein 7' turnaround bank Hook (2 PTS) (M. McBride 1 AST),"[1628392, 1630540]",55,1610612752.0,NYK,turnaround bank,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,7.65,Made,2.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,
10:43,158,PT10M43.00S,2022-12-08T01:20:10.3Z,2,REGULAR,2pt,Jump Shot,[],203200,15.588042049934298,82.1078431372549,1610612737,33,20,2022-12-08T01:20:19Z,1580000,False,-161.0,94.0,1,left,MISS J. Holiday 18' pullup Shot,[203200],8,1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left,18.6,Missed,,,,,,,,,,,,,,,,,,
10:41,159,PT10M41.00S,2022-12-08T01:20:12.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,33,20,2022-12-08T01:20:19Z,1590000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1,1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Left,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,
10:30,160,PT10M30.00S,2022-12-08T01:20:23.7Z,2,REGULAR,2pt,Jump Shot,[],1629628,91.14651773981603,66.17647058823529,1610612752,33,20,2022-12-08T01:21:50Z,1600000,False,81.0,31.0,1,right,MISS R. Barrett 8' turnaround fadeaway Shot,[1629628],9,1610612752.0,NYK,turnaround fadeaway,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,8.65,Missed,,,,,,,,,,,,,,,,,,
10:29,161,PT10M29.00S,2022-12-08T01:20:24.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,33,20,2022-12-08T01:20:31Z,1610000,False,,,0,,TEAM offensive REBOUND,[],,1610612752.0,NYK,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,160.0,,,,,,,,,,,,,
10:29,163,PT10M29.00S,2022-12-08T01:20:45.3Z,2,REGULAR,foul,personal,[],1630168,,,1610612752,33,20,2022-12-08T01:20:50Z,1630000,False,,,0,,O. Okongwu loose ball personal FOUL (1 PF),"[1630168, 1628392]",17,1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,1.0,1.0,Hartenstein,1628392.0,,,
