actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
161,PT11M33.00S,2022-12-01T01:09:15.8Z,2,REGULAR,freethrow,1 of 2,[],1629629,,,1610612752,21,22,2022-12-01T01:09:40Z,1560000,False,,,0,,C. Reddish Free Throw 1 of 2 (1 PTS),[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
162,PT11M33.00S,2022-12-01T01:09:15.8Z,2,REGULAR,freethrow,2 of 2,[],1629629,,,1610612752,21,22,2022-12-01T01:09:40Z,1570000,False,,,0,,MISS C. Reddish Free Throw 2 of 2,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT11M31.00S,2022-12-01T01:09:17.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,21,22,2022-12-01T01:09:40Z,1580000,False,,,0,,B. Portis REBOUND (Off:3 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,162.0,6.0,3.0,3.0,,,,,,,,,,,,
164,PT11M07.00S,2022-12-01T01:09:54.5Z,2,REGULAR,3pt,Jump Shot,[],1628960,87.72996057818659,96.32352941176471,1610612749,21,22,2022-12-01T01:10:15Z,1590000,False,232.0,63.0,1,right,MISS G. Allen 24' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
165,PT11M05.00S,2022-12-01T01:09:56.9Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,21,22,2022-12-01T01:09:56Z,1600000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,
166,PT10M55.00S,2022-12-01T01:10:06.9Z,2,REGULAR,3pt,Jump Shot,[],1630167,8.360709592641262,3.6764705882352944,1610612752,24,22,2022-12-01T01:10:12Z,1610000,False,232.0,26.0,1,left,O. Toppin 3PT  (3 PTS) (J. Brunson 1 AST),"[1630167, 1628973]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,,,3.0,,,,,,,J. Brunson,1628973.0,1.0,,
168,PT10M39.00S,2022-12-01T01:10:23.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,89.17542706964521,47.549019607843135,1610612749,24,24,2022-12-01T01:10:29Z,1630000,False,-12.0,49.0,1,right,B. Portis turnaround Hook (6 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,,,6.0,,,,,,,,,,,
169,PT10M25.00S,2022-12-01T01:10:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.863994743758213,51.9607843137255,1610612752,26,24,2022-12-01T01:10:54Z,1640000,False,-10.0,3.0,1,left,J. Brunson driving finger roll Layup (2 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,2.0,,,,,,,,,,,
170,PT10M02.00S,2022-12-01T01:11:02.7Z,2,REGULAR,foul,personal,[],1629629,,,1610612749,26,24,2022-12-01T01:11:30Z,1650000,False,,,0,,C. Reddish personal FOUL (1 PF),"[1629629, 1628960]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628484.0,1.0,0.0,Allen,1628960.0,,,,,,
175,PT10M02.00S,2022-12-01T01:11:11.5Z,2,REGULAR,substitution,out,[],1628973,,,1610612749,26,24,2022-12-01T01:11:22Z,1665000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M02.00S,2022-12-01T01:11:11.5Z,2,REGULAR,substitution,in,[],1629628,,,1610612749,26,24,2022-12-01T01:11:22Z,1667500,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M52.00S,2022-12-01T01:11:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,90.48948751642575,53.431372549019606,1610612749,26,24,2022-12-01T01:11:50Z,1710000,False,17.0,37.0,1,right,MISS B. Portis driving floating Shot - blocked,"[1626171, 1628392]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,4.07,Missed,Hartenstein,1628392.0,,,,,,,,,,,,,,,,
180,PT09M52.00S,2022-12-01T01:11:38.6Z,2,REGULAR,block,,[],1628392,,,1610612749,26,24,2022-12-01T01:11:50Z,1715000,False,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT09M50.00S,2022-12-01T01:11:40.6Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,24,2022-12-01T01:11:50Z,1720000,False,,,0,,I. Quickley REBOUND (Off:1 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,178.0,3.0,2.0,1.0,,,,,,,,,,,,
181,PT09M44.00S,2022-12-01T01:11:49.3Z,2,REGULAR,3pt,Jump Shot,[],1630167,7.440867279894875,96.32352941176471,1610612752,26,24,2022-12-01T01:11:59Z,1730000,False,-232.0,17.0,1,left,MISS O. Toppin 3PT - blocked,"[1630167, 201950]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.23,Missed,Holiday,201950.0,,,,,,,,,,,,,,,,
182,PT09M44.00S,2022-12-01T01:11:49.3Z,2,REGULAR,block,,[],201950,,,1610612752,26,24,2022-12-01T01:11:57Z,1740000,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
183,PT09M44.00S,2022-12-01T01:11:49.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,26,24,2022-12-01T01:12:34Z,1750000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Left Corner 3,24+ Left,,,,,181.0,,,,,,,,,,,,,,,
185,PT09M44.00S,2022-12-01T01:12:07.6Z,2,REGULAR,substitution,out,[],1628392,,,1610612752,26,24,2022-12-01T01:12:28Z,1770000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M44.00S,2022-12-01T01:12:07.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612752,26,24,2022-12-01T01:12:28Z,1780000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M44.00S,2022-12-01T01:12:07.6Z,2,REGULAR,substitution,out,[],201950,,,1610612752,26,24,2022-12-01T01:12:28Z,1790000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M44.00S,2022-12-01T01:12:07.6Z,2,REGULAR,substitution,in,[],203944,,,1610612752,26,24,2022-12-01T01:12:28Z,1800000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M44.00S,2022-12-01T01:12:07.6Z,2,REGULAR,substitution,in,[],1628975,,,1610612752,26,24,2022-12-01T01:12:28Z,1820000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M44.00S,2022-12-01T01:12:07.6Z,2,REGULAR,substitution,in,[],203507,,,1610612752,26,24,2022-12-01T01:13:34Z,1825000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M28.00S,2022-12-01T01:12:41.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630167,23.078186596583443,8.57843137254902,1610612752,26,24,2022-12-01T01:12:47Z,1830000,False,207.0,164.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
192,PT09M26.00S,2022-12-01T01:12:43.9Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,26,24,2022-12-01T01:12:47Z,1840000,False,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Right Center,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,
193,PT09M10.00S,2022-12-01T01:12:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628975,93.51182654402102,53.18627450980392,1610612749,26,24,2022-12-01T01:13:04Z,1850000,False,16.0,8.0,1,right,MISS J. Carter driving Layup,[1628975],1610612749.0,MIL,driving,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,,
194,PT09M08.00S,2022-12-01T01:13:01.9Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,26,24,2022-12-01T01:13:04Z,1860000,False,,,0,,I. Quickley REBOUND (Off:1 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,193.0,4.0,3.0,1.0,,,,,,,,,,,,
195,PT09M04.00S,2022-12-01T01:13:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.338370565045992,48.03921568627451,1610612752,26,24,2022-12-01T01:13:14Z,1870000,False,10.0,-2.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
196,PT09M02.00S,2022-12-01T01:13:07.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,26,24,2022-12-01T01:13:33Z,1880000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,195.0,4.0,4.0,0.0,,,,,,,,,,,,
197,PT08M55.00S,2022-12-01T01:13:14.5Z,2,REGULAR,3pt,Jump Shot,[],201572,74.72076215505913,84.55882352941177,1610612749,26,24,2022-12-01T01:14:57Z,1890000,False,173.0,185.0,1,right,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
198,PT08M53.00S,2022-12-01T01:13:16.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,26,24,2022-12-01T01:13:25Z,1900000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,197.0,4.0,4.0,0.0,,,,,,,,,,,,
199,PT08M47.00S,2022-12-01T01:13:22.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,6.783837056504599,52.94117647058824,1610612752,28,24,2022-12-01T01:15:21Z,1910000,False,-15.0,11.0,1,left,R. Barrett running Layup (6 PTS) (J. Randle 2 AST),"[1629628, 203944]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.85,Made,,,,,,,6.0,,,,,,,J. Randle,203944.0,2.0,,
202,PT08M31.00S,2022-12-01T01:13:38.3Z,2,REGULAR,3pt,Jump Shot,[],202083,86.67871222076215,94.11764705882352,1610612749,28,24,2022-12-01T01:13:44Z,1930000,False,221.0,73.0,1,right,MISS W. Matthews 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,,
203,PT08M29.00S,2022-12-01T01:13:40.5Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,28,24,2022-12-01T01:13:40Z,1940000,False,,,0,,I. Quickley REBOUND (Off:1 Def:4),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,,,202.0,5.0,4.0,1.0,,,,,,,,,,,,
204,PT08M20.00S,2022-12-01T01:13:49.5Z,2,REGULAR,3pt,Jump Shot,[],1630193,18.2161629434954,6.127450980392156,1610612752,28,24,2022-12-01T01:13:53Z,1950000,False,219.0,119.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
205,PT08M18.00S,2022-12-01T01:13:51.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,28,24,2022-12-01T01:13:53Z,1960000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,,,204.0,5.0,5.0,0.0,,,,,,,,,,,,
206,PT08M12.00S,2022-12-01T01:13:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.03745072273325,50.245098039215684,1610612749,28,24,2022-12-01T01:14:07Z,1970000,False,1.0,4.0,1,right,MISS G. Antetokounmpo driving finger roll Layup,[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
207,PT08M10.00S,2022-12-01T01:13:59.9Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,28,24,2022-12-01T01:14:07Z,1980000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,206.0,5.0,5.0,0.0,,,,,,,,,,,,
208,PT08M07.00S,2022-12-01T01:14:10.7Z,2,REGULAR,foul,offensive,[],1630167,,,1610612752,28,24,2022-12-01T01:14:16Z,1990000,False,,,0,,O. Toppin offensive FOUL (1 PF),"[1630167, 1628960]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1662.0,1.0,0.0,Allen,1628960.0,,,,,,
210,PT08M07.00S,2022-12-01T01:14:10.7Z,2,REGULAR,turnover,offensive foul,[],1630167,,,1610612752,28,24,2022-12-01T01:14:10Z,2010000,False,,,0,,O. Toppin offensive foul TURNOVER (1 TO),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1662.0,,,,,1.0,,,,,
211,PT07M50.00S,2022-12-01T01:14:57.3Z,2,REGULAR,turnover,3-second-violation,[],203507,,,1610612749,28,24,2022-12-01T01:15:04Z,2020000,False,,,0,,G. Antetokounmpo 3-second-violation TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,,,,,1.0,,,,,
212,PT07M43.00S,2022-12-01T01:15:06.5Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612752,28,24,2022-12-01T01:15:15Z,2030000,False,,,0,,G. Allen shooting personal FOUL (1 PF) (Barrett 2 FT),"[1628960, 1629628]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627961.0,1.0,0.0,Barrett,1629628.0,,,,,,
215,PT07M43.00S,2022-12-01T01:15:16.6Z,2,REGULAR,substitution,out,[],201572,,,1610612752,28,24,2022-12-01T01:15:45Z,2045000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M43.00S,2022-12-01T01:15:16.6Z,2,REGULAR,substitution,in,[],1626192,,,1610612752,28,24,2022-12-01T01:15:45Z,2047500,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M43.00S,2022-12-01T01:15:26.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629628,,,1610612752,29,24,2022-12-01T01:15:26Z,2050000,False,,,0,,R. Barrett Free Throw 1 of 2 (7 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
217,PT07M43.00S,2022-12-01T01:15:55.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629628,,,1610612752,30,24,2022-12-01T01:15:55Z,2060000,False,,,0,,R. Barrett Free Throw 2 of 2 (8 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
218,PT07M33.00S,2022-12-01T01:16:13.5Z,2,REGULAR,3pt,Jump Shot,[],1628975,76.2976346911958,10.784313725490197,1610612749,30,27,2022-12-01T01:16:17Z,2070000,False,-196.0,170.0,1,right,J. Carter 25' 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[1628975, 203507]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,25.97,Made,,,,,,,3.0,,,,,,,G. Antetokounmpo,203507.0,3.0,,
220,PT07M15.00S,2022-12-01T01:16:31.8Z,2,REGULAR,turnover,lost ball,[],1629629,,,1610612752,30,27,2022-12-01T01:17:48Z,2090000,False,,,0,,C. Reddish lost ball TURNOVER (1 TO),"[1629629, 1628960]",1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,,,,Allen,1628960.0
221,PT07M15.00S,2022-12-01T01:16:31.8Z,2,REGULAR,steal,,[],1628960,,,1610612749,30,27,2022-12-01T01:17:42Z,2100000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT07M10.00S,2022-12-01T01:16:37.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203507,94.03745072273325,49.50980392156863,1610612749,30,29,2022-12-01T01:19:50Z,2110000,False,-2.0,4.0,1,right,G. Antetokounmpo running Layup (5 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,,,5.0,,,,,,,,,,,
223,PT06M43.00S,2022-12-01T01:17:06.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612752,30,29,2022-12-01T01:17:21Z,2120000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,1627961.0,,,,,,,,,,
224,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,30,29,2022-12-01T01:17:11Z,2130000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,out,[],1629629,,,1610612749,30,29,2022-12-01T01:20:06Z,2135000,False,,,0,,SUB out: C. Reddish,[1629629],1610612752.0,NYK,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,out,[],1630167,,,1610612749,30,29,2022-12-01T01:20:06Z,2137500,False,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,out,[],1630193,,,1610612749,30,29,2022-12-01T01:20:06Z,2138750,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,30,29,2022-12-01T01:20:06Z,2139375,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,in,[],1628973,,,1610612749,30,29,2022-12-01T01:20:06Z,2139687,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,in,[],1629656,,,1610612749,30,29,2022-12-01T01:20:06Z,2139843,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,in,[],1629011,,,1610612749,30,29,2022-12-01T01:20:06Z,2139921,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M43.00S,2022-12-01T01:17:11.8Z,2,REGULAR,substitution,in,[],201950,,,1610612749,30,29,2022-12-01T01:20:06Z,2139960,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M31.00S,2022-12-01T01:20:17.4Z,2,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612749,30,29,2022-12-01T01:20:25Z,2220000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Matthews 2 FT),"[1629656, 202083]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,1.0,0.0,Matthews,202083.0,,,,,,
243,PT06M31.00S,2022-12-01T01:20:41.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202083,,,1610612749,30,30,2022-12-01T01:20:41Z,2240000,False,,,0,,W. Matthews Free Throw 1 of 2 (1 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
244,PT06M31.00S,2022-12-01T01:20:54.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202083,,,1610612749,30,31,2022-12-01T01:20:54Z,2250000,False,,,0,,W. Matthews Free Throw 2 of 2 (2 PTS),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
245,PT06M16.00S,2022-12-01T01:21:10.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.171484888304862,49.01960784313725,1610612752,32,31,2022-12-01T01:21:37Z,2260000,False,5.0,62.0,1,left,R. Barrett 6' driving floating Jump Shot (10 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,,,,,,,10.0,,,,,,,,,,,
246,PT06M05.00S,2022-12-01T01:21:21.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.95729303547962,50.98039215686274,1610612749,32,33,2022-12-01T01:21:27Z,2270000,False,5.0,-5.0,1,right,G. Antetokounmpo driving Layup (7 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,,,7.0,,,,,,,,,,,
247,PT05M45.00S,2022-12-01T01:21:41.5Z,2,REGULAR,2pt,Jump Shot,[],203944,7.5722733245729295,31.127450980392158,1610612752,32,33,2022-12-01T01:21:48Z,2280000,False,94.0,19.0,1,left,MISS J. Randle 9' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,9.62,Missed,,,,,,,,,,,,,,,,,,
248,PT05M43.00S,2022-12-01T01:21:43.5Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,32,33,2022-12-01T01:21:48Z,2290000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Right,,,,,247.0,6.0,6.0,0.0,,,,,,,,,,,,
249,PT05M39.00S,2022-12-01T01:21:48.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626192,95.87713534822602,94.6078431372549,1610612749,32,33,2022-12-01T01:22:40Z,2300000,False,223.0,-14.0,1,right,MISS P. Connaughton running 3PT,[1626192],1610612749.0,MIL,running,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,22.34,Missed,,,,,,,,,,,,,,,,,,
250,PT05M37.00S,2022-12-01T01:21:50.3Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,32,33,2022-12-01T01:21:55Z,2310000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,,,249.0,7.0,6.0,1.0,,,,,,,,,,,,
251,PT05M34.00S,2022-12-01T01:21:52.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203507,94.30026281208936,49.754901960784316,1610612749,32,35,2022-12-01T01:23:01Z,2320000,False,-1.0,1.0,1,right,G. Antetokounmpo putback DUNK (9 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.16,Made,,,,,,,9.0,,,,,,,,,,,
252,PT05M06.00S,2022-12-01T01:22:20.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,32.276609724047304,42.64705882352941,1610612752,32,35,2022-12-01T01:22:27Z,2330000,False,37.0,251.0,1,left,MISS R. Barrett 25' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
