actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-26T00:43:12.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-26T00:43:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-02-26T00:43:15.7Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2023-02-26T00:43:15Z,40000,False,,,0,,Jump Ball M. Robinson vs. J. Valanciunas: Tip to J. Brunson,"[1628973, 1629011, 202685]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-02-26T00:43:31.4Z,1,REGULAR,2pt,Jump Shot,[],1629628,19.267411300919843,74.01960784313727,1610612752,2,0,2023-02-26T00:43:35Z,70000,False,-120.0,129.0,1,left,R. Barrett 17' step back Jump Shot (2 PTS),[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left Center,17.6,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2023-02-26T00:43:46.8Z,1,REGULAR,3pt,Jump Shot,[],1627742,76.82325886990802,11.76470588235294,1610612740,2,0,2023-02-26T00:43:51Z,80000,False,-191.0,165.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,,,,,,,,,,,,,,,,,
9,PT11M22.00S,2023-02-26T00:43:48.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,2,0,2023-02-26T00:43:51Z,90000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M07.00S,2023-02-26T00:44:05.2Z,1,REGULAR,3pt,Jump Shot,[],203944,26.49474375821288,83.57843137254902,1610612752,5,0,2023-02-26T00:44:09Z,100000,False,-168.0,197.0,1,left,J. Randle 25' 3PT pullup (3 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,25.85,Made,3.0,,,,,,,,,,,,,,,,,
11,PT10M52.00S,2023-02-26T00:44:18.6Z,1,REGULAR,3pt,Jump Shot,[],203468,75.77201051248358,9.558823529411764,1610612740,5,0,2023-02-26T00:44:23Z,110000,False,-202.0,175.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
12,PT10M50.00S,2023-02-26T00:44:21.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,5,0,2023-02-26T00:44:21Z,120000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:0),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Left Center,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,
13,PT10M49.00S,2023-02-26T00:44:22.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202685,94.03745072273325,49.26470588235294,1610612740,5,2,2023-02-26T00:44:27Z,130000,False,-4.0,4.0,1,right,J. Valanciunas putback DUNK (2 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M26.00S,2023-02-26T00:44:45.3Z,1,REGULAR,2pt,Jump Shot,[],203944,22.28975032851511,60.78431372549019,1610612752,7,2,2023-02-26T00:44:49Z,140000,False,-54.0,157.0,1,left,J. Randle 16' pullup Jump Shot (5 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,16.6,Made,5.0,,,,,,,,,,,,,,,,,
15,PT10M05.00S,2023-02-26T00:45:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630529,94.56307490144546,3.9215686274509802,1610612740,7,2,2023-02-26T00:45:09Z,150000,False,-230.0,-1.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
16,PT10M03.00S,2023-02-26T00:45:08.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,7,2,2023-02-26T00:45:09Z,160000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,
17,PT09M57.00S,2023-02-26T00:45:14.1Z,1,REGULAR,3pt,Jump Shot,[],203944,32.276609724047304,57.59803921568627,1610612752,10,2,2023-02-26T00:45:17Z,170000,False,-38.0,251.0,1,left,J. Randle 25' 3PT step back (8 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.38,Made,8.0,,,,,,,,,,,,,,,,,
18,PT09M46.00S,2023-02-26T00:45:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.82588699080158,46.07843137254902,1610612740,10,4,2023-02-26T00:45:28Z,180000,False,-20.0,-4.0,1,right,H. Jones cutting Layup (2 PTS) (B. Ingram 1 AST),"[1630529, 1627742]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.0,Made,2.0,,,,,B. Ingram,1627742.0,1.0,,,,,,,,,,
