actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-20T23:41:51.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-20T23:41:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-20T23:41:53.5Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2023-03-20T23:41:53Z,40000,False,,,0,,Jump Ball M. Robinson vs. R. Gobert: Tip to J. Brunson,"[1628973, 1629011, 203497]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-03-20T23:42:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,90.88370565045992,50.0,1610612752,2,0,2023-03-20T23:42:16Z,70000,False,0.0,33.0,1,right,R. Barrett driving floating Jump Shot (2 PTS) (J. Brunson 1 AST),"[1629628, 1628973]",1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.32,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2023-03-20T23:42:14.9Z,1,REGULAR,foul,personal,['1freethrow'],203937,,,1610612752,2,0,2023-03-21T00:34:10Z,90000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Barrett 1 FT),"[203937, 1629628]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,1626301.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,
11,PT11M40.00S,2023-03-20T23:42:34.2Z,1,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,2,0,2023-03-21T00:34:15Z,110000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M38.00S,2023-03-20T23:42:36.2Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,2,0,2023-03-20T23:42:38Z,120000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,
13,PT11M16.00S,2023-03-20T23:42:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,15.850854139290407,55.88235294117647,1610612750,2,2,2023-03-20T23:43:14Z,130000,False,-29.0,96.0,1,left,J. McDaniels 10' driving floating Jump Shot (2 PTS),[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,10.09,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2023-03-20T23:43:16.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,69.85873850197109,69.11764705882352,1610612752,2,2,2023-03-20T23:43:23Z,140000,False,96.0,231.0,1,right,MISS J. Brunson 24' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
15,PT10M55.00S,2023-03-20T23:43:18.1Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,2,2,2023-03-20T23:43:23Z,150000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,14.0,2.0,2.0,0.0,,,,,
16,PT10M45.00S,2023-03-20T23:43:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612750,2,2,2023-03-20T23:43:37Z,160000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Conley 2 FT),"[1629656, 201144]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,,,,,,,2715.0,1.0,0.0,Conley,201144.0,,,,,,,,,
