shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
05:30,82,PT05M30.00S,2022-12-11T23:27:09.6Z,1,REGULAR,3pt,Jump Shot,[],203944,67.09921156373193,61.51960784313726,1610612752,17,12,2022-12-11T23:27:13Z,790000,False,58.0,257.0,1,right,J. Randle 26' 3PT  (7 PTS) (R. Barrett 1 AST),"[203944, 1629628]",30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.32,Made,,,,,,,7.0,R. Barrett,1629628.0,1.0,,,,,,,,
05:09,84,PT05M09.00S,2022-12-11T23:27:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,6.1268068331143235,49.754901960784316,1610612758,17,14,2022-12-11T23:27:37Z,810000,False,1.0,5.0,1,left,D. Sabonis driving Layup (7 PTS),[1627734],10,1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.52,Made,,,,,,,7.0,,,,,,,,,,,
05:09,85,PT05M09.00S,2022-12-11T23:27:35.2Z,1,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612758,17,14,2022-12-11T23:27:40Z,820000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Sabonis 1 FT),"[1628392, 1627734]",55,1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,2005.0,,,,,,,,1.0,0.0,Sabonis,1627734.0,,
05:09,87,PT05M09.00S,2022-12-11T23:27:35.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612758,17,14,2022-12-11T23:27:52Z,840000,False,,,0,,SUB out: R. Barrett,[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
05:09,88,PT05M09.00S,2022-12-11T23:27:35.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612758,17,14,2022-12-11T23:27:52Z,850000,False,,,0,,SUB in: I. Quickley,[1630193],5,1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
05:09,89,PT05M09.00S,2022-12-11T23:28:06.5Z,1,REGULAR,freethrow,1 of 1,[],1627734,,,1610612758,17,14,2022-12-11T23:28:06Z,860000,False,,,0,,MISS D. Sabonis Free Throw 1 of 1,[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
05:07,90,PT05M07.00S,2022-12-11T23:28:08.5Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,17,14,2022-12-11T23:28:08Z,870000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],55,1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
05:00,91,PT05M00.00S,2022-12-11T23:28:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,80.76544021024968,41.17647058823529,1610612752,19,14,2022-12-11T23:28:18Z,880000,False,-44.0,128.0,1,right,J. Brunson 13' driving floating Jump Shot (6 PTS),[1628973],11,1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,,,,,,,6.0,,,,,,,,,,,
04:42,92,PT04M42.00S,2022-12-11T23:28:32.4Z,1,REGULAR,2pt,Jump Shot,[],1628989,23.866622864651774,46.568627450980394,1610612758,19,14,2022-12-11T23:28:37Z,890000,False,17.0,172.0,1,left,MISS K. Huerter 17' pullup Shot,[1628989],9,1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,17.27,Missed,,,,,,,,,,,,,,,,,,
04:40,93,PT04M40.00S,2022-12-11T23:28:34.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,19,14,2022-12-11T23:28:37Z,900000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,92.0,3.0,3.0,0.0,,,,,,,,,,,,,,
04:34,94,PT04M34.00S,2022-12-11T23:28:41.2Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,19,14,2022-12-11T23:28:46Z,910000,False,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1628989]",30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,Huerter,1628989.0,,,,,,
04:34,95,PT04M34.00S,2022-12-11T23:28:41.2Z,1,REGULAR,steal,,[],1628989,,,1610612758,19,14,2022-12-11T23:28:43Z,920000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
04:30,96,PT04M30.00S,2022-12-11T23:28:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,6.652431011826544,48.77450980392157,1610612758,19,16,2022-12-11T23:28:53Z,930000,False,6.0,10.0,1,left,H. Barnes running Layup (7 PTS) (K. Huerter 2 AST),"[203084, 1628989]",40,1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,7.0,K. Huerter,1628989.0,2.0,,,,,,,,
04:15,98,PT04M15.00S,2022-12-11T23:29:00.3Z,1,REGULAR,3pt,Jump Shot,[],203944,67.62483574244416,56.86274509803921,1610612752,19,16,2022-12-11T23:29:04Z,950000,False,34.0,252.0,1,right,MISS J. Randle 25' 3PT,[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
04:12,99,PT04M12.00S,2022-12-11T23:29:03.3Z,1,REGULAR,rebound,offensive,[],1628973,,,1610612752,19,16,2022-12-11T23:29:04Z,960000,False,,,0,,J. Brunson REBOUND (Off:1 Def:0),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,98.0,1.0,0.0,1.0,,,,,,,,,,,,,,
04:09,100,PT04M09.00S,2022-12-11T23:29:06.9Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,19,16,2022-12-11T23:29:09Z,970000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 203521]",11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,Dellavedova,203521.0,,,,,,
04:09,101,PT04M09.00S,2022-12-11T23:29:06.9Z,1,REGULAR,steal,,[],203521,,,1610612758,19,16,2022-12-11T23:29:08Z,980000,False,,,0,,M. Dellavedova STEAL (1 STL),[203521],8,1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
04:06,102,PT04M06.00S,2022-12-11T23:29:12.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612758,19,16,2022-12-11T23:29:23Z,990000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Huerter 2 FT),"[1629656, 1628989]",6,1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Huerter,1628989.0,,
04:06,104,PT04M06.00S,2022-12-11T23:29:37.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628989,,,1610612758,19,16,2022-12-11T23:29:37Z,1010000,False,,,0,,MISS K. Huerter Free Throw 1 of 2,[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
04:06,105,PT04M06.00S,2022-12-11T23:29:37.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,19,16,2022-12-11T23:29:37Z,1020000,False,,,0,,TEAM offensive REBOUND,[],,1610612758.0,SAC,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,
04:06,106,PT04M06.00S,2022-12-11T23:29:59.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628989,,,1610612758,19,17,2022-12-11T23:29:59Z,1030000,False,,,0,,K. Huerter Free Throw 2 of 2 (1 PTS),[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
03:55,107,PT03M55.00S,2022-12-11T23:30:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.13074901445466,43.872549019607845,1610612752,21,17,2022-12-11T23:30:18Z,1040000,False,-31.0,106.0,1,right,J. Brunson 11' pullup Jump Shot (8 PTS),[1628973],11,1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.04,Made,,,,,,,8.0,,,,,,,,,,,
03:48,108,PT03M48.00S,2022-12-11T23:30:24.9Z,1,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612758,21,17,2022-12-11T23:30:29Z,1050000,False,,,0,,M. Monk step out-of-bounds TURNOVER (1 TO),[1628370],0,1610612758.0,SAC,step,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2005.0,1.0,,,,,,,,,,,,
03:48,109,PT03M48.00S,2022-12-11T23:30:25.0Z,1,REGULAR,substitution,out,[],1628989,,,1610612752,21,17,2022-12-11T23:30:35Z,1060000,False,,,0,,SUB out: K. Huerter,[1628989],9,1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
03:48,110,PT03M48.00S,2022-12-11T23:30:25.0Z,1,REGULAR,substitution,in,[],1629056,,,1610612752,21,17,2022-12-11T23:30:35Z,1070000,False,,,0,,SUB in: T. Davis,[1629056],3,1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
03:32,111,PT03M32.00S,2022-12-11T23:30:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,93.9060446780552,47.794117647058826,1610612752,21,17,2022-12-11T23:30:57Z,1080000,False,-11.0,5.0,1,right,MISS J. Randle driving Layup,[203944],30,1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.2,Missed,,,,,,,,,,,,,,,,,,
03:30,112,PT03M30.00S,2022-12-11T23:30:56.4Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,21,17,2022-12-11T23:30:57Z,1090000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
03:27,113,PT03M27.00S,2022-12-11T23:30:59.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,13.222733245729303,94.6078431372549,1610612758,21,17,2022-12-11T23:31:05Z,1100000,False,-223.0,72.0,1,left,MISS M. Monk 3PT,[1628370],0,1610612758.0,SAC,,,,Monk,M. Monk,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
03:25,114,PT03M25.00S,2022-12-11T23:31:01.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,21,17,2022-12-11T23:31:05Z,1110000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
03:12,115,PT03M12.00S,2022-12-11T23:31:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,79.71419185282524,65.19607843137256,1610612752,23,17,2022-12-11T23:31:22Z,1120000,False,76.0,138.0,1,right,J. Randle 15' pullup Jump Shot (9 PTS),[203944],30,1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,15.77,Made,,,,,,,9.0,,,,,,,,,,,
03:12,117,PT03M12.00S,2022-12-11T23:31:23.1Z,1,REGULAR,foul,personal,['1freethrow'],1629056,,,1610612752,23,17,2022-12-11T23:31:28Z,1140000,False,,,0,,T. Davis shooting personal FOUL (1 PF) (Randle 1 FT),"[1629056, 203944]",3,1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,1628480.0,,,,,,,,1.0,0.0,Randle,203944.0,,
03:12,119,PT03M12.00S,2022-12-11T23:31:50.4Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,24,17,2022-12-11T23:31:50Z,1160000,False,,,0,,J. Randle Free Throw 1 of 1 (10 PTS),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
03:07,120,PT03M07.00S,2022-12-11T23:31:59.1Z,1,REGULAR,turnover,out-of-bounds,[],203521,,,1610612758,24,17,2022-12-11T23:32:03Z,1170000,False,,,0,,M. Dellavedova bad pass out-of-bounds TURNOVER (1 TO),[203521],8,1610612758.0,SAC,bad pass,,,Dellavedova,M. Dellavedova,,,,,Mid-Range,8-16 Right,,,,,,,1628480.0,1.0,,,,,,,,,,,,
02:46,121,PT02M46.00S,2022-12-11T23:32:27.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,93.9060446780552,94.6078431372549,1610612752,27,17,2022-12-11T23:32:32Z,1180000,False,223.0,5.0,1,right,I. Quickley 3PT  (3 PTS) (J. Randle 1 AST),"[1630193, 203944]",5,1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,22.31,Made,,,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,
02:35,123,PT02M35.00S,2022-12-11T23:32:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203521,15.719448094612352,51.225490196078425,1610612758,27,19,2022-12-11T23:32:43Z,1200000,False,-6.0,95.0,1,left,M. Dellavedova 9' driving floating Jump Shot (2 PTS),[203521],8,1610612758.0,SAC,driving floating,,,Dellavedova,M. Dellavedova,,,,,In The Paint (Non-RA),8-16 Center,9.55,Made,,,,,,,2.0,,,,,,,,,,,
02:20,124,PT02M20.00S,2022-12-11T23:32:53.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,90.48948751642575,94.6078431372549,1610612752,27,19,2022-12-11T23:32:58Z,1210000,False,223.0,37.0,1,right,MISS J. Brunson 3PT,[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.6,Missed,,,,,,,,,,,,,,,,,,
02:17,125,PT02M17.00S,2022-12-11T23:32:56.5Z,1,REGULAR,rebound,offensive,[],1629656,,,1610612752,27,19,2022-12-11T23:32:58Z,1220000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:1),[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,,,124.0,2.0,1.0,1.0,,,,,,,,,,,,,,
02:08,126,PT02M08.00S,2022-12-11T23:33:06.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,87.59855453350855,41.42156862745098,1610612752,29,19,2022-12-11T23:33:09Z,1230000,False,-43.0,64.0,1,right,J. Randle 7' turnaround fadeaway Jump Shot (12 PTS),[203944],30,1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.71,Made,,,,,,,12.0,,,,,,,,,,,
01:56,127,PT01M56.00S,2022-12-11T23:33:17.4Z,1,REGULAR,2pt,Jump Shot,[],1628370,20.581471747700395,54.90196078431373,1610612758,29,19,2022-12-11T23:33:20Z,1240000,False,-25.0,141.0,1,left,MISS M. Monk 14' pullup Shot,[1628370],0,1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,14.31,Missed,,,,,,,,,,,,,,,,,,
01:53,128,PT01M53.00S,2022-12-11T23:33:20.4Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,29,19,2022-12-11T23:33:20Z,1250000,False,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,
01:50,129,PT01M50.00S,2022-12-11T23:33:27.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203521,,,1610612752,29,19,2022-12-11T23:34:31Z,1260000,False,,,0,,M. Dellavedova personal FOUL (2 PF) (Randle 2 FT),"[203521, 203944]",8,1610612758.0,SAC,,,,Dellavedova,M. Dellavedova,,,,,Above the Break 3,24+ Left Center,,,,,,,1830.0,,,,,,,,2.0,0.0,Randle,203944.0,,
01:50,131,PT01M50.00S,2022-12-11T23:33:48.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,29,19,2022-12-11T23:33:48Z,1280000,False,,,0,,NYK Timeout,[],,1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,132,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,29,19,2022-12-11T23:36:39Z,1290000,False,,,0,,SUB out: J. Brunson,[1628973],11,1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,133,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,29,19,2022-12-11T23:36:39Z,1300000,False,,,0,,SUB out: Q. Grimes,[1629656],6,1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,135,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,out,[],203084,,,1610612752,29,19,2022-12-11T23:36:39Z,1320000,False,,,0,,SUB out: H. Barnes,[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,136,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,out,[],1627734,,,1610612752,29,19,2022-12-11T23:36:39Z,1330000,False,,,0,,SUB out: D. Sabonis,[1627734],10,1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,138,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,29,19,2022-12-11T23:36:39Z,1350000,False,,,0,,SUB in: M. McBride,[1630540],2,1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,139,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,in,[],1629628,,,1610612752,29,19,2022-12-11T23:36:39Z,1360000,False,,,0,,SUB in: R. Barrett,[1629628],9,1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,140,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,in,[],1629002,,,1610612752,29,19,2022-12-11T23:36:39Z,1370000,False,,,0,,SUB in: C. Metu,[1629002],7,1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,141,PT01M50.00S,2022-12-11T23:33:48.8Z,1,REGULAR,substitution,in,[],1626168,,,1610612752,29,19,2022-12-11T23:36:39Z,1380000,False,,,0,,SUB in: T. Lyles,[1626168],41,1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
01:50,142,PT01M50.00S,2022-12-11T23:37:08.3Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,30,19,2022-12-11T23:40:00Z,1390000,False,,,0,,J. Randle Free Throw 1 of 2 (13 PTS),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
01:50,143,PT01M50.00S,2022-12-11T23:37:08.3Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,31,19,2022-12-11T23:40:00Z,1400000,False,,,0,,J. Randle Free Throw 2 of 2 (14 PTS),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
01:35,144,PT01M35.00S,2022-12-11T23:37:42.4Z,1,REGULAR,3pt,Jump Shot,[],1629056,19.530223390275953,7.107843137254902,1610612758,31,19,2022-12-11T23:37:47Z,1410000,False,214.0,131.0,1,left,MISS T. Davis 25' 3PT,[1629056],3,1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
01:32,145,PT01M32.00S,2022-12-11T23:37:45.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,31,19,2022-12-11T23:37:47Z,1420000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,144.0,4.0,4.0,0.0,,,,,,,,,,,,,,
01:24,146,PT01M24.00S,2022-12-11T23:37:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.11760840998686,50.0,1610612752,33,19,2022-12-11T23:38:01Z,1430000,False,0.0,12.0,1,right,J. Randle driving finger roll Layup (16 PTS) (I. Quickley 1 AST),"[203944, 1630193]",30,1610612752.0,NYK,driving finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,16.0,I. Quickley,1630193.0,1.0,,,,,,,,
01:24,148,PT01M24.00S,2022-12-11T23:37:59.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629056,,,1610612752,33,19,2022-12-11T23:38:15Z,1450000,False,,,0,,T. Davis shooting personal FOUL (2 PF) (Randle 1 FT),"[1629056, 203944]",3,1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,,,,2.0,0.0,Randle,203944.0,,
01:24,150,PT01M24.00S,2022-12-11T23:38:56.2Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,34,19,2022-12-11T23:38:56Z,1470000,False,,,0,,J. Randle Free Throw 1 of 1 (17 PTS),[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
01:16,151,PT01M16.00S,2022-12-11T23:39:09.7Z,1,REGULAR,foul,offensive,['inpenalty'],1629002,,,1610612758,34,19,2022-12-11T23:39:25Z,1480000,False,,,0,,C. Metu offensive FOUL (1 PF),"[1629002, 1630540]",7,1610612758.0,SAC,,,,Metu,C. Metu,,,,,Mid-Range,16-24 Left Center,,,,,,,1830.0,,,,,,,,1.0,0.0,McBride,1630540.0,,
01:16,153,PT01M16.00S,2022-12-11T23:39:09.7Z,1,REGULAR,turnover,offensive foul,[],1629002,,,1610612758,34,19,2022-12-11T23:39:09Z,1500000,False,,,0,,C. Metu offensive foul TURNOVER (1 TO),[1629002],7,1610612758.0,SAC,,,,Metu,C. Metu,,,,,Mid-Range,16-24 Left Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
01:16,154,PT01M16.00S,2022-12-11T23:39:09.8Z,1,REGULAR,substitution,out,[],203944,,,1610612752,34,19,2022-12-11T23:39:21Z,1510000,False,,,0,,SUB out: J. Randle,[203944],30,1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
01:16,155,PT01M16.00S,2022-12-11T23:39:09.8Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,34,19,2022-12-11T23:39:21Z,1520000,False,,,0,,SUB in: J. Sims,[1630579],45,1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
00:59,156,PT00M59.80S,2022-12-11T23:39:36.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630540,67.7562417871222,59.55882352941176,1610612752,34,19,2022-12-11T23:39:45Z,1530000,False,48.0,251.0,1,right,MISS M. McBride 25' 3PT,[1630540],2,1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
00:56,157,PT00M56.80S,2022-12-11T23:39:39.4Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612758,34,19,2022-12-11T23:39:45Z,1540000,False,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],3,1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
00:54,158,PT00M54.50S,2022-12-11T23:39:42.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629056,28.991458607095925,26.47058823529412,1610612758,34,19,2022-12-11T23:39:48Z,1550000,False,118.0,220.0,1,left,MISS T. Davis 24' 3PT,[1629056],3,1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Right Center,24.95,Missed,,,,,,,,,,,,,,,,,,
00:51,159,PT00M51.20S,2022-12-11T23:39:45.9Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,34,19,2022-12-11T23:39:48Z,1560000,False,,,0,,J. Sims REBOUND (Off:0 Def:1),[1630579],45,1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
00:41,160,PT00M41.60S,2022-12-11T23:39:55.4Z,1,REGULAR,3pt,Jump Shot,[],1628392,67.09921156373193,52.450980392156865,1610612752,34,19,2022-12-11T23:40:04Z,1570000,False,12.0,257.0,1,right,MISS I. Hartenstein 25' 3PT,[1628392],55,1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
00:37,161,PT00M37.20S,2022-12-11T23:39:59.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,34,19,2022-12-11T23:39:59Z,1580000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],0,1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
00:35,162,PT00M35.00S,2022-12-11T23:40:02.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,32.670827858081466,38.72549019607843,1610612758,34,19,2022-12-11T23:40:09Z,1590000,False,56.0,255.0,1,left,MISS M. Monk 26' 3PT,[1628370],0,1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
