actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
170,PT10M12.00S,2023-02-01T01:07:43.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201566,72.61826544021025,20.833333333333336,1610612747,29,29,2023-02-01T01:12:25Z,1700000,False,-146.0,205.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
171,PT10M11.00S,2023-02-01T01:07:44.4Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,29,29,2023-02-01T01:12:25Z,1710000,False,,,0,,O. Toppin REBOUND (Off:0 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,170.0,3.0,3.0,0.0,,,,,,,,,,
182,PT10M11.00S,2023-02-01T01:07:46.0Z,2,REGULAR,turnover,lost ball,[],1630167,,,1610612752,29,29,2023-02-01T01:09:11Z,1715000,False,,,0,,O. Toppin lost ball TURNOVER (1 TO),"[1630167, 203076]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Davis,203076.0,,,,
183,PT10M11.00S,2023-02-01T01:07:46.0Z,2,REGULAR,steal,,[],203076,,,1610612747,29,29,2023-02-01T01:09:11Z,1717500,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
172,PT10M09.00S,2023-02-01T01:07:48.7Z,2,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612747,29,29,2023-02-01T01:08:14Z,1720000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Davis 2 FT),"[1628392, 203076]",1610612752.0,NYK,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,,,,Davis,203076.0,,
174,PT10M09.00S,2023-02-01T01:08:19.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203076,,,1610612747,29,30,2023-02-01T01:09:11Z,1740000,False,,,0,,A. Davis Free Throw 1 of 2 (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
178,PT10M09.00S,2023-02-01T01:08:38.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203076,,,1610612747,29,31,2023-02-01T01:09:11Z,1750000,False,,,0,,A. Davis Free Throw 2 of 2 (9 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
179,PT09M54.00S,2023-02-01T01:08:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.1268068331143235,51.225490196078425,1610612752,31,31,2023-02-01T01:09:15Z,1760000,False,-6.0,5.0,1,left,R. Barrett driving Layup (2 PTS) (I. Quickley 3 AST),"[1629628, 1630193]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
181,PT09M39.00S,2023-02-01T01:09:10.0Z,2,REGULAR,2pt,Jump Shot,[],2544,93.24901445466492,22.058823529411764,1610612747,31,31,2023-02-01T01:09:26Z,1780000,False,-140.0,11.0,1,right,MISS L. James 14' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Left,14.01,Missed,,,,,,,,,,,,,,,,,,
184,PT09M37.00S,2023-02-01T01:09:12.0Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,31,31,2023-02-01T01:09:20Z,1790000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,,
185,PT09M30.00S,2023-02-01T01:09:18.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629628,7.178055190538765,50.49019607843137,1610612752,31,31,2023-02-01T01:12:12Z,1800000,False,-2.0,15.0,1,left,MISS R. Barrett driving floating bank Shot,[1629628],1610612752.0,NYK,driving floating bank,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,,
186,PT09M30.00S,2023-02-01T01:09:18.8Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,31,31,2023-02-01T01:09:23Z,1810000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,185.0,3.0,3.0,0.0,,,,,,,,,,
187,PT09M14.00S,2023-02-01T01:09:34.7Z,2,REGULAR,3pt,Jump Shot,[],1631108,96.7969776609724,94.11764705882352,1610612747,31,31,2023-02-01T01:09:38Z,1820000,False,221.0,-22.0,1,right,MISS M. Christie 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,22.17,Missed,,,,,,,,,,,,,,,,,,
188,PT09M12.00S,2023-02-01T01:09:36.7Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,31,31,2023-02-01T01:09:38Z,1830000,False,,,0,,O. Toppin REBOUND (Off:0 Def:4),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,,,,187.0,4.0,4.0,0.0,,,,,,,,,,
189,PT09M05.00S,2023-02-01T01:09:43.8Z,2,REGULAR,3pt,Jump Shot,[],1630193,13.748357424441524,3.431372549019608,1610612752,31,31,2023-02-01T01:09:49Z,1840000,False,233.0,77.0,1,left,MISS I. Quickley 24' step back 3PT,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,24.51,Missed,,,,,,,,,,,,,,,,,,
190,PT09M03.00S,2023-02-01T01:09:45.8Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,31,31,2023-02-01T01:09:49Z,1850000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,189.0,3.0,2.0,1.0,,,,,,,,,,
191,PT08M58.00S,2023-02-01T01:09:51.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,95.48291721419186,4.166666666666666,1610612747,31,31,2023-02-01T01:09:57Z,1860000,False,-229.0,-10.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
192,PT08M56.00S,2023-02-01T01:09:53.5Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,31,31,2023-02-01T01:09:57Z,1870000,False,,,0,,O. Toppin REBOUND (Off:0 Def:5),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,,,191.0,5.0,5.0,0.0,,,,,,,,,,
193,PT08M48.00S,2023-02-01T01:10:04.0Z,2,REGULAR,foul,personal,['2freethrow'],1631108,,,1610612752,31,31,2023-02-01T01:10:15Z,1880000,False,,,0,,M. Christie shooting personal FOUL (3 PF) (Barrett 2 FT),"[1631108, 1629628]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,3.0,0.0,,,,Barrett,1629628.0,,
197,PT08M48.00S,2023-02-01T01:10:16.2Z,2,REGULAR,substitution,out,[],1630167,,,1610612752,31,31,2023-02-01T01:10:36Z,1895000,False,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M48.00S,2023-02-01T01:10:16.2Z,2,REGULAR,substitution,out,[],201566,,,1610612752,31,31,2023-02-01T01:10:36Z,1897500,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M48.00S,2023-02-01T01:10:16.2Z,2,REGULAR,substitution,out,[],1631108,,,1610612752,31,31,2023-02-01T01:10:36Z,1898750,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M48.00S,2023-02-01T01:10:16.2Z,2,REGULAR,substitution,in,[],203944,,,1610612752,31,31,2023-02-01T01:10:36Z,1899375,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M48.00S,2023-02-01T01:10:16.2Z,2,REGULAR,substitution,in,[],203471,,,1610612752,31,31,2023-02-01T01:10:36Z,1899687,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M48.00S,2023-02-01T01:10:16.2Z,2,REGULAR,substitution,in,[],1629060,,,1610612752,31,31,2023-02-01T01:10:36Z,1899843,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M48.00S,2023-02-01T01:10:28.5Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,31,31,2023-02-01T01:10:28Z,1900000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
196,PT08M48.00S,2023-02-01T01:10:28.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,31,31,2023-02-01T01:10:28Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,
203,PT08M48.00S,2023-02-01T01:10:52.3Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,32,31,2023-02-01T01:10:52Z,1920000,False,,,0,,R. Barrett Free Throw 2 of 2 (3 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
204,PT08M39.00S,2023-02-01T01:11:05.5Z,2,REGULAR,3pt,Jump Shot,[],1629022,69.72733245729303,30.392156862745097,1610612747,32,31,2023-02-01T01:11:11Z,1930000,False,-98.0,232.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
205,PT08M37.00S,2023-02-01T01:11:07.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,32,31,2023-02-01T01:11:11Z,1940000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,204.0,3.0,3.0,0.0,,,,,,,,,,
206,PT08M28.00S,2023-02-01T01:11:16.0Z,2,REGULAR,3pt,Jump Shot,[],1630540,27.677398160315374,23.03921568627451,1610612752,32,31,2023-02-01T01:11:23Z,1950000,False,135.0,208.0,1,left,MISS M. McBride 24' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
207,PT08M26.00S,2023-02-01T01:11:18.0Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,32,31,2023-02-01T01:11:23Z,1960000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,206.0,4.0,4.0,0.0,,,,,,,,,,
208,PT08M03.00S,2023-02-01T01:11:41.1Z,2,REGULAR,3pt,Jump Shot,[],2544,80.3712220762155,8.088235294117647,1610612747,32,31,2023-02-01T01:11:46Z,1970000,False,-210.0,132.0,1,right,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
209,PT08M01.00S,2023-02-01T01:11:43.1Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,32,31,2023-02-01T01:11:46Z,1980000,False,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,208.0,4.0,4.0,0.0,,,,,,,,,,
210,PT07M54.00S,2023-02-01T01:11:49.7Z,2,REGULAR,3pt,Jump Shot,[],203944,29.38567674113009,26.47058823529412,1610612752,32,31,2023-02-01T01:11:56Z,1990000,False,118.0,224.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
211,PT07M52.00S,2023-02-01T01:11:51.7Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,32,31,2023-02-01T01:11:56Z,2000000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,
212,PT07M43.00S,2023-02-01T01:12:01.3Z,2,REGULAR,3pt,Jump Shot,[],1629060,73.01248357424441,79.65686274509804,1610612747,32,34,2023-02-01T01:12:05Z,2010000,False,148.0,201.0,1,right,R. Hachimura 24' 3PT  (10 PTS) (L. James 3 AST),"[1629060, 2544]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,24.99,Made,10.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
214,PT07M34.00S,2023-02-01T01:12:11.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,32,34,2023-02-01T01:12:11Z,2030000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M34.00S,2023-02-01T01:12:11.9Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,32,34,2023-02-01T01:15:37Z,2040000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M34.00S,2023-02-01T01:12:11.9Z,2,REGULAR,substitution,out,[],203076,,,1610612752,32,34,2023-02-01T01:15:37Z,2050000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M34.00S,2023-02-01T01:12:11.9Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,32,34,2023-02-01T01:15:37Z,2060000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M34.00S,2023-02-01T01:12:11.9Z,2,REGULAR,substitution,in,[],1628418,,,1610612752,32,34,2023-02-01T01:15:37Z,2070000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M20.00S,2023-02-01T01:15:49.9Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612752,32,34,2023-02-01T01:15:59Z,2080000,False,,,0,,D. Schroder shooting personal FOUL (2 PF) (Quickley 2 FT),"[203471, 1630193]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1627963.0,2.0,0.0,,,,Quickley,1630193.0,,
221,PT07M20.00S,2023-02-01T01:16:19.0Z,2,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,32,34,2023-02-01T01:16:19Z,2100000,False,,,0,,MISS I. Quickley Free Throw 1 of 2,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT07M20.00S,2023-02-01T01:16:19.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,32,34,2023-02-01T01:16:19Z,2110000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,
223,PT07M20.00S,2023-02-01T01:16:37.5Z,2,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,33,34,2023-02-01T01:16:37Z,2120000,False,,,0,,I. Quickley Free Throw 2 of 2 (9 PTS),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
224,PT07M06.00S,2023-02-01T01:16:53.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,93.51182654402102,50.73529411764706,1610612747,33,36,2023-02-01T01:16:57Z,2130000,False,4.0,8.0,1,right,L. Walker IV driving Layup (2 PTS),[1629022],1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,0.93,Made,2.0,,,,,,,,,,,,,,,,,
225,PT06M49.00S,2023-02-01T01:17:11.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,12.828515111695138,49.26470588235294,1610612752,33,36,2023-02-01T01:17:19Z,2140000,False,4.0,68.0,1,left,MISS J. Brunson 6' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
226,PT06M48.00S,2023-02-01T01:17:12.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,33,36,2023-02-01T01:17:19Z,2150000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,225.0,,,,,,,,,,,,,
228,PT06M37.00S,2023-02-01T01:17:37.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,5.206964520367937,1.9607843137254901,1610612752,36,36,2023-02-01T01:17:41Z,2170000,False,240.0,-4.0,1,left,J. Brunson 24' 3PT  (14 PTS) (R. Barrett 1 AST),"[1628973, 1629628]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,24.02,Made,14.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
230,PT06M26.00S,2023-02-01T01:17:48.7Z,2,REGULAR,2pt,Jump Shot,[],1629060,73.53810775295663,59.80392156862745,1610612747,36,38,2023-02-01T01:18:19Z,2190000,False,49.0,196.0,1,right,R. Hachimura 20' pullup Jump Shot (12 PTS) (L. James 4 AST),"[1629060, 2544]",1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,20.22,Made,12.0,L. James,2544.0,4.0,,,,,,,,,,,,,,
232,PT06M10.00S,2023-02-01T01:18:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.171484888304862,43.38235294117647,1610612752,36,38,2023-02-01T01:18:18Z,2210000,False,33.0,62.0,1,left,MISS R. Barrett 7' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
233,PT06M08.00S,2023-02-01T01:18:09.2Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,36,38,2023-02-01T01:18:18Z,2220000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,232.0,5.0,4.0,1.0,,,,,,,,,,
234,PT06M08.00S,2023-02-01T01:18:10.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203944,5.590000152587891,50.0,1610612752,36,38,2023-02-01T01:18:22Z,2230000,False,0.0,0.0,1,left,MISS J. Randle tip Layup,[203944],1610612752.0,NYK,tip,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
235,PT06M06.00S,2023-02-01T01:18:12.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,36,38,2023-02-01T01:18:22Z,2240000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,234.0,,,,,,,,,,,,,
237,PT05M53.00S,2023-02-01T01:18:29.0Z,2,REGULAR,3pt,Jump Shot,[],1629022,69.07030223390277,30.88235294117647,1610612747,36,38,2023-02-01T01:18:33Z,2260000,False,-96.0,238.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
238,PT05M51.00S,2023-02-01T01:18:31.0Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,36,38,2023-02-01T01:18:33Z,2270000,False,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,237.0,6.0,5.0,1.0,,,,,,,,,,
239,PT05M38.00S,2023-02-01T01:18:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,10.200394218134035,51.9607843137255,1610612752,36,38,2023-02-01T01:18:48Z,2280000,False,-10.0,43.0,1,left,MISS I. Quickley driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
240,PT05M37.00S,2023-02-01T01:18:45.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,36,38,2023-02-01T01:18:48Z,2290000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,239.0,,,,,,,,,,,,,
242,PT05M37.00S,2023-02-01T01:18:48.6Z,2,REGULAR,substitution,out,[],1629628,,,1610612752,36,38,2023-02-01T01:19:03Z,2310000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M37.00S,2023-02-01T01:18:48.6Z,2,REGULAR,substitution,out,[],1629022,,,1610612752,36,38,2023-02-01T01:19:03Z,2320000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M37.00S,2023-02-01T01:18:48.6Z,2,REGULAR,substitution,out,[],2544,,,1610612752,36,38,2023-02-01T01:19:03Z,2330000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M37.00S,2023-02-01T01:18:48.6Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,36,38,2023-02-01T01:19:03Z,2340000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M37.00S,2023-02-01T01:18:48.6Z,2,REGULAR,substitution,in,[],201566,,,1610612752,36,38,2023-02-01T01:19:03Z,2350000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M37.00S,2023-02-01T01:18:48.6Z,2,REGULAR,substitution,in,[],1628972,,,1610612752,36,38,2023-02-01T01:19:03Z,2360000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M35.00S,2023-02-01T01:19:18.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629656,5.863994743758213,48.77450980392157,1610612752,38,38,2023-02-01T01:19:22Z,2370000,False,6.0,3.0,1,left,Q. Grimes cutting Layup (4 PTS) (J. Brunson 1 AST),"[1629656, 1628973]",1610612752.0,NYK,cutting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,0.66,Made,4.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
250,PT05M17.00S,2023-02-01T01:19:35.0Z,2,REGULAR,3pt,Jump Shot,[],1628972,92.59198423127464,2.941176470588235,1610612747,38,38,2023-02-01T01:19:39Z,2390000,False,-235.0,17.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
251,PT05M15.00S,2023-02-01T01:19:37.0Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,38,38,2023-02-01T01:19:39Z,2400000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,,250.0,1.0,1.0,0.0,,,,,,,,,,
252,PT05M02.00S,2023-02-01T01:19:54.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,12.040078843626807,48.77450980392157,1610612752,40,38,2023-02-01T01:20:39Z,2410000,False,6.0,61.0,1,left,J. Randle 6' driving floating Jump Shot (6 PTS),[203944],1610612752.0,NYK,driving floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,6.0,,,,,,,,,,,,,,,,,
253,PT05M02.00S,2023-02-01T01:19:57.0Z,2,REGULAR,foul,personal,['1freethrow'],1629060,,,1610612752,40,38,2023-02-01T01:20:09Z,2420000,False,,,0,,R. Hachimura shooting personal FOUL (1 PF) (Randle 1 FT),"[1629060, 203944]",1610612747.0,LAL,shooting,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,,,,Randle,203944.0,,
255,PT05M02.00S,2023-02-01T01:20:27.3Z,2,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,41,38,2023-02-01T01:20:27Z,2440000,False,,,0,,J. Randle Free Throw 1 of 1 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
256,PT04M51.00S,2023-02-01T01:20:39.8Z,2,REGULAR,3pt,Jump Shot,[],1628972,76.82325886990802,87.74509803921569,1610612747,41,38,2023-02-01T01:20:43Z,2450000,False,189.0,165.0,1,right,MISS T. Brown Jr. 25' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,25.09,Missed,,,,,,,,,,,,,,,,,,
