actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT04M19.00S,2022-12-21T00:49:28.7Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,19,15,2022-12-21T00:49:30Z,910000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT04M15.00S,2022-12-21T00:49:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,92.59198423127464,47.794117647058826,1610612752,19,15,2022-12-21T00:49:40Z,920000,False,-11.0,17.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
93,PT04M13.00S,2022-12-21T00:49:34.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,19,15,2022-12-21T00:49:40Z,930000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT04M09.00S,2022-12-21T00:49:39.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,6.1268068331143235,50.0,1610612744,19,17,2022-12-21T00:49:44Z,940000,False,0.0,5.0,1,left,J. Poole driving Layup (10 PTS) (K. Thompson 1 AST),"[1629673, 202691]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,10.0,,K. Thompson,202691.0,1.0,,,,
96,PT04M03.00S,2022-12-21T00:49:45.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629656,74.58935611038108,15.441176470588236,1610612752,19,17,2022-12-21T00:49:52Z,960000,False,-173.0,186.0,1,right,MISS Q. Grimes 25' pullup 3PT,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
97,PT04M01.00S,2022-12-21T00:49:47.0Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,19,17,2022-12-21T00:49:52Z,970000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT03M55.00S,2022-12-21T00:49:53.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,30.699737187910642,75.24509803921569,1610612744,19,17,2022-12-21T00:49:57Z,980000,False,-126.0,236.0,1,left,MISS K. Thompson 26' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,26.77,Missed,,,,,,,,,,,,,,,,,,
99,PT03M53.00S,2022-12-21T00:49:55.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,19,17,2022-12-21T00:49:57Z,990000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT03M39.00S,2022-12-21T00:50:09.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.64126149802891,48.36856617647059,1610612752,21,17,2022-12-21T01:02:34Z,1000000,False,-8.0,17.0,1,right,J. Randle Layup (7 PTS) (Q. Grimes 1 AST),"[203944, 1629656]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,,,,,,7.0,,Q. Grimes,1629656.0,1.0,,,,
102,PT03M39.00S,2022-12-21T00:50:14.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612744,21,17,2022-12-21T00:50:14Z,1020000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,out,[],1629628,,,1610612744,21,17,2022-12-21T00:53:48Z,1030000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,out,[],1630541,,,1610612744,21,17,2022-12-21T00:53:48Z,1040000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,21,17,2022-12-21T00:53:48Z,1050000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,out,[],203110,,,1610612744,21,17,2022-12-21T00:53:48Z,1060000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,in,[],1630193,,,1610612744,21,17,2022-12-21T00:53:48Z,1070000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,21,17,2022-12-21T00:53:48Z,1080000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,in,[],1630164,,,1610612744,21,17,2022-12-21T00:53:48Z,1090000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M39.00S,2022-12-21T00:50:14.3Z,1,REGULAR,substitution,in,[],1629660,,,1610612744,21,17,2022-12-21T00:53:48Z,1100000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M25.00S,2022-12-21T00:53:59.0Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,21,17,2022-12-21T00:54:02Z,1110000,False,,,0,,K. Thompson bad pass TURNOVER (3 TO),"[202691, 1630193]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,,Quickley,1630193.0,,
112,PT03M25.00S,2022-12-21T00:53:59.0Z,1,REGULAR,steal,,[],1630193,,,1610612752,21,17,2022-12-21T00:54:00Z,1120000,False,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2022-12-21T00:54:05.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,70.90998685939553,75.0,1610612752,24,17,2022-12-21T00:54:12Z,1130000,False,125.0,221.0,1,right,I. Quickley 25' 3PT  (3 PTS) (Q. Grimes 2 AST),"[1630193, 1629656]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,,,,,,,,3.0,,Q. Grimes,1629656.0,2.0,,,,
115,PT02M51.00S,2022-12-21T00:54:32.1Z,1,REGULAR,2pt,Jump Shot,[],202691,24.26084099868594,51.470588235294116,1610612744,24,19,2022-12-21T00:54:36Z,1150000,False,-7.0,176.0,1,left,K. Thompson 17' Jump Shot (4 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,17.58,Made,,,,,,,,,,4.0,,,,,,,,
116,PT02M30.00S,2022-12-21T00:54:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,84.57621550591328,43.13725490196079,1610612752,24,19,2022-12-21T00:54:59Z,1160000,False,-34.0,92.0,1,right,MISS I. Quickley 9' driving floating Shot,[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,9.87,Missed,,,,,,,,,,,,,,,,,,
117,PT02M28.00S,2022-12-21T00:54:55.8Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,24,19,2022-12-21T00:54:59Z,1170000,False,,,0,,J. Randle REBOUND (Off:2 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,116.0,5.0,3.0,2.0,,,,,,,,,,,,,,
118,PT02M22.00S,2022-12-21T00:55:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,91.01511169513797,49.50980392156863,1610612752,24,19,2022-12-21T00:55:04Z,1180000,False,-2.0,32.0,1,right,MISS J. Randle Layup - blocked,"[203944, 1630164]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,Wiseman,1630164.0
119,PT02M22.00S,2022-12-21T00:55:00.5Z,1,REGULAR,block,,[],1630164,,,1610612752,24,19,2022-12-21T00:55:02Z,1190000,False,,,0,,J. Wiseman BLOCK (1 BLK),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
120,PT02M20.00S,2022-12-21T00:55:02.5Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,24,19,2022-12-21T00:55:04Z,1200000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT02M15.00S,2022-12-21T00:55:08.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629673,13.354139290407357,52.450980392156865,1610612744,24,21,2022-12-21T00:55:15Z,1210000,False,-12.0,73.0,1,left,J. Poole 7' running Jump Shot (12 PTS),[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,,,,,,12.0,,,,,,,,
122,PT01M59.00S,2022-12-21T00:55:23.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,73.01248357424441,79.65686274509804,1610612752,27,21,2022-12-21T00:55:28Z,1220000,False,148.0,201.0,1,right,J. Brunson 24' 3PT  (5 PTS) (J. Randle 4 AST),"[1628973, 203944]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,24.99,Made,,,,,,,,,,5.0,,J. Randle,203944.0,4.0,,,,
123,PT01M48.00S,2022-12-21T00:55:34.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,35.03613666228647,34.80392156862745,1610612744,27,21,2022-12-21T00:55:39Z,1230000,False,76.0,277.0,1,left,MISS J. Poole 28' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,28.7,Missed,,,,,,,,,,,,,,,,,,
124,PT01M46.00S,2022-12-21T00:55:36.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,27,21,2022-12-21T00:55:39Z,1240000,False,,,0,,J. Randle REBOUND (Off:2 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,123.0,6.0,4.0,2.0,,,,,,,,,,,,,,
125,PT01M43.00S,2022-12-21T00:55:39.9Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,27,21,2022-12-21T00:55:45Z,1250000,False,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 1629673]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,,,Poole,1629673.0,,
126,PT01M43.00S,2022-12-21T00:55:39.9Z,1,REGULAR,steal,,[],1629673,,,1610612744,27,21,2022-12-21T00:55:49Z,1260000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
127,PT01M38.00S,2022-12-21T00:55:44.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630228,6.652431011826544,49.01960784313725,1610612744,27,23,2022-12-21T01:03:39Z,1270000,False,5.0,10.0,1,left,J. Kuminga running DUNK (2 PTS) (J. Poole 1 AST),"[1630228, 1629673]",1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,2.0,,J. Poole,1629673.0,1.0,,,,
129,PT01M30.00S,2022-12-21T00:55:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.23324572930355,39.46078431372549,1610612752,29,23,2022-12-21T01:04:37Z,1290000,False,-53.0,86.0,1,right,J. Brunson 10' driving floating Jump Shot (7 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.11,Made,,,,,,,,,,7.0,,,,,,,,
130,PT01M08.00S,2022-12-21T00:56:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,9.280551905387648,37.00980392156863,1610612744,29,25,2022-12-21T00:56:26Z,1300000,False,65.0,35.0,1,left,T. Jerome 7' driving floating bank Jump Shot (2 PTS),[1629660],1610612744.0,GSW,driving floating bank,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,7.37,Made,,,,,,,,,,2.0,,,,,,,,
131,PT00M56.40S,2022-12-21T00:56:27.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.64323258869908,49.26470588235294,1610612752,31,25,2022-12-21T00:56:34Z,1310000,False,-4.0,7.0,1,right,M. Robinson cutting DUNK (3 PTS) (J. Brunson 1 AST),"[1629011, 1628973]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,,,,3.0,,J. Brunson,1628973.0,1.0,,,,
133,PT00M42.90S,2022-12-21T00:56:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,7.046649145860711,58.333333333333336,1610612744,31,25,2022-12-21T00:56:47Z,1330000,False,-42.0,14.0,1,left,MISS J. Poole driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.39,Missed,,,,,,,,,,,,,,,,,,
134,PT00M40.90S,2022-12-21T00:56:46.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,31,25,2022-12-21T00:56:47Z,1340000,False,,,0,,J. Randle REBOUND (Off:2 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,133.0,7.0,5.0,2.0,,,,,,,,,,,,,,
136,PT00M32.10S,2022-12-21T00:57:04.6Z,1,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612752,31,25,2022-12-21T00:57:11Z,1360000,False,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Grimes 2 FT),"[1630164, 1629656]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,
139,PT00M32.10S,2022-12-21T00:57:16.0Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,31,25,2022-12-21T00:57:44Z,1375000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M32.10S,2022-12-21T00:57:16.0Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,31,25,2022-12-21T00:57:44Z,1377500,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M32.10S,2022-12-21T00:57:16.0Z,1,REGULAR,substitution,out,[],202691,,,1610612752,31,25,2022-12-21T00:57:44Z,1378750,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M32.10S,2022-12-21T00:57:16.0Z,1,REGULAR,substitution,in,[],1628392,,,1610612752,31,25,2022-12-21T00:57:44Z,1379375,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M32.10S,2022-12-21T00:57:16.0Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,31,25,2022-12-21T00:57:44Z,1379687,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M32.10S,2022-12-21T00:57:16.0Z,1,REGULAR,substitution,in,[],1630237,,,1610612752,31,25,2022-12-21T00:57:44Z,1379843,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M32.10S,2022-12-21T00:57:27.5Z,1,REGULAR,freethrow,1 of 2,[],1629656,,,1610612752,32,25,2022-12-21T00:57:27Z,1380000,False,,,0,,Q. Grimes Free Throw 1 of 2 (7 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
145,PT00M32.10S,2022-12-21T00:57:56.5Z,1,REGULAR,freethrow,2 of 2,[],1629656,,,1610612752,33,25,2022-12-21T00:57:56Z,1390000,False,,,0,,Q. Grimes Free Throw 2 of 2 (8 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
146,PT00M18.60S,2022-12-21T00:58:09.6Z,1,REGULAR,3pt,Jump Shot,[],1630164,27.414586070959263,78.67647058823529,1610612744,33,25,2022-12-21T00:58:17Z,1400000,False,-143.0,205.0,1,left,MISS J. Wiseman 25' 3PT,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
147,PT00M16.70S,2022-12-21T00:58:11.5Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,33,25,2022-12-21T00:58:17Z,1410000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT00M01.30S,2022-12-21T00:58:26.9Z,1,REGULAR,3pt,Jump Shot,[],1629656,75.64060446780552,85.5392156862745,1610612752,33,25,2022-12-21T00:58:54Z,1420000,False,178.0,176.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
149,PT00M01.30S,2022-12-21T00:58:26.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,33,25,2022-12-21T00:58:54Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,148.0,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-12-21T00:58:42.9Z,1,REGULAR,period,end,[],0,,,1610612752,33,25,2022-12-21T00:58:42Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,33,25,2022-12-21T01:02:10Z,1450000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612752,33,25,2022-12-21T01:02:10Z,1460000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612752,33,25,2022-12-21T01:02:10Z,1470000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,out,['startperiod'],1630164,,,1610612752,33,25,2022-12-21T01:02:10Z,1480000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,33,25,2022-12-21T01:02:10Z,1490000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,in,['startperiod'],1630579,,,1610612752,33,25,2022-12-21T01:02:10Z,1500000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612752,33,25,2022-12-21T01:02:10Z,1510000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-12-21T01:01:25.3Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612752,33,25,2022-12-21T01:02:10Z,1520000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-12-21T01:02:06.0Z,2,REGULAR,period,start,[],0,,,1610612744,33,25,2022-12-21T01:02:11Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M36.00S,2022-12-21T01:02:44.3Z,2,REGULAR,3pt,Jump Shot,[],1630237,2.8416557161629434,3.6764705882352944,1610612744,33,28,2022-12-21T01:02:53Z,1550000,False,232.0,-26.0,1,left,A. Lamb 3PT  (3 PTS) (D. Green 3 AST),"[1630237, 203110]",1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,,,,3.0,,D. Green,203110.0,3.0,,,,
163,PT11M22.00S,2022-12-21T01:02:58.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,93.24901445466492,51.225490196078425,1610612752,35,28,2022-12-21T01:03:05Z,1570000,False,6.0,11.0,1,right,J. Sims running alley-oop DUNK (2 PTS) (I. Quickley 1 AST),"[1630579, 1630193]",1610612752.0,NYK,running alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,2.0,,I. Quickley,1630193.0,1.0,,,,
166,PT11M03.00S,2022-12-21T01:03:17.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,16.376478318002626,54.90196078431373,1610612744,35,30,2022-12-21T01:03:22Z,1590000,False,-25.0,101.0,1,left,T. Jerome 10' running Jump Shot (4 PTS),[1629660],1610612744.0,GSW,running,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,10.43,Made,,,,,,,,,,4.0,,,,,,,,
167,PT10M49.00S,2022-12-21T01:03:32.0Z,2,REGULAR,3pt,Jump Shot,[],1629628,74.98357424441524,85.7843137254902,1610612752,35,30,2022-12-21T01:03:37Z,1600000,False,179.0,183.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
168,PT10M48.00S,2022-12-21T01:03:33.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,35,30,2022-12-21T01:03:37Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,167.0,,,,,,,,,,,,,,,,,
170,PT10M31.00S,2022-12-21T01:03:59.7Z,2,REGULAR,3pt,Jump Shot,[],1630237,30.042706964520367,69.6078431372549,1610612744,35,33,2022-12-21T01:04:03Z,1630000,False,-98.0,230.0,1,left,A. Lamb 24' 3PT  (6 PTS) (D. Green 4 AST),"[1630237, 203110]",1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,,,,,,6.0,,D. Green,203110.0,4.0,,,,
172,PT10M15.00S,2022-12-21T01:04:17.5Z,2,REGULAR,3pt,Jump Shot,[],1630540,68.15045992115637,37.99019607843137,1610612752,38,33,2022-12-21T01:07:01Z,1650000,False,-60.0,247.0,1,right,M. McBride 25' 3PT  (3 PTS) (R. Barrett 2 AST),"[1630540, 1629628]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,,,,,,3.0,,R. Barrett,1629628.0,2.0,,,,
174,PT09M57.00S,2022-12-21T01:04:32.3Z,2,REGULAR,3pt,Jump Shot,[],1629660,4.02431011826544,2.941176470588235,1610612744,38,33,2022-12-21T01:04:40Z,1670000,False,235.0,-15.0,1,left,MISS T. Jerome 3PT,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Right Corner 3,24+ Right,23.58,Missed,,,,,,,,,,,,,,,,,,
175,PT09M55.00S,2022-12-21T01:04:34.3Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,38,33,2022-12-21T01:04:40Z,1680000,False,,,0,,I. Quickley REBOUND (Off:0 Def:2),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,,
